ENS,TAZ
gz0,3219.00
gz0,3220.00
gz0,3221.00
gz0,3222.00
gz0,3223.00
gz0,3224.00
gz0,3225.00
gz0,3226.00
gz0,3227.00
gz0,3228.00
gz0,3229.00
gz0,3230.00
gz0,3231.00
gz0,3232.00
gz0,3233.00
gz0,3234.00
gz35,3235.00
gz35,3236.00
gz35,3237.00
gz35,3238.00
gz35,3239.00
gz35,3240.00
gz35,3241.00
gz35,3242.00
gz0,3243.00
gz0,3244.00
gz0,3245.00
gz0,3246.00
gz0,3247.00
gz0,3248.00
gz0,3249.00
gz0,3250.00
gz0,3251.00
gz0,3252.00
gz0,3253.00
gz0,3254.00
gz0,3255.00
gz0,3256.00
gz0,3257.00
gz0,3258.00
gz0,3259.00
gz0,3260.00
gz0,3261.00
gz0,3262.00
gz0,3263.00
gz0,3264.00
gz0,3265.00
gz0,3266.00
gz0,3267.00
gz0,3268.00
gz0,3269.00
gz0,3270.00
gz0,3271.00
gz0,3272.00
gz0,3273.00
gz0,3274.00
gz0,3275.00
gz0,3276.00
gz0,3277.00
gz0,3278.00
gz0,3279.00
gz0,3280.00
gz0,3281.00
gz35,3282.00
gz35,3283.00
gz35,3284.00
gz35,3285.00
gz0,3286.00
gz0,3287.00
gz0,3288.00
gz0,3289.00
gz0,3290.00
gz0,3291.00
gz0,3292.00
gz0,3293.00
gz0,3294.00
gz0,3295.00
gz0,3296.00
gz0,3297.00
gz0,3298.00
gz0,3299.00
gz0,3300.00
gz0,3301.00
gz0,3302.00
gz0,3303.00
gz0,3304.00
gz0,3305.00
gz0,3306.00
gz0,3307.00
gz0,3308.00
gz0,3309.00
gz0,3310.00
gz0,3311.00
gz0,3312.00
gz0,3313.00
gz36,3314.00
gz36,3315.00
gz36,3316.00
gz36,3317.00
gz36,3318.00
gz36,3319.00
gz0,3320.00
gz0,3321.00
gz0,3322.00
gz0,3323.00
gz0,3324.00
gz0,3325.00
gz0,3326.00
gz0,3327.00
gz0,3328.00
gz0,3329.00
gz0,3330.00
gz0,3331.00
gz0,3332.00
gz0,3333.00
gz0,3334.00
gz0,3335.00
gz0,3336.00
gz0,3337.00
gz0,3338.00
gz0,3339.00
gz0,3340.00
gz0,3341.00
gz0,3342.00
gz0,3343.00
gz0,3344.00
gz38,3345.00
gz0,3346.00
gz0,3347.00
gz0,3348.00
gz0,3349.00
gz0,3350.00
gz0,3351.00
gz0,3352.00
gz0,3353.00
gz0,3354.00
gz0,3355.00
gz0,3356.00
gz0,3357.00
gz0,3358.00
gz0,3359.00
gz0,3360.00
gz0,3361.00
gz0,3362.00
gz0,3363.00
gz0,3364.00
gz0,3365.00
gz0,3366.00
gz0,3367.00
gz0,3368.00
gz0,3369.00
gz0,3370.00
gz0,3371.00
gz0,3372.00
gz36,3373.00
gz36,3374.00
gz36,3375.00
gz36,3376.00
gz0,3377.00
gz36,3378.00
gz0,3379.00
gz0,3380.00
gz36,3381.00
gz0,3382.00
gz36,3383.00
gz0,3384.00
gz0,3385.00
gz0,3386.00
gz0,3387.00
gz0,3388.00
gz0,3389.00
gz0,3390.00
gz0,3391.00
gz0,3392.00
gz0,3393.00
gz0,3394.00
gz0,3395.00
gz0,3396.00
gz0,3397.00
gz0,3398.00
gz0,3399.00
gz0,3400.00
gz0,3401.00
gz0,3402.00
gz0,3403.00
gz0,3404.00
gz0,3405.00
gz0,3406.00
gz0,3407.00
gz0,3408.00
gz0,3409.00
gz0,3410.00
gz0,3411.00
gz0,3412.00
gz0,3413.00
gz0,3414.00
gz0,3415.00
gz0,3416.00
gz0,3417.00
gz0,3418.00
gz0,3419.00
gz0,3420.00
gz0,3421.00
gz0,3422.00
gz0,3423.00
gz0,3424.00
gz0,3425.00
gz0,3426.00
gz0,3427.00
gz0,3428.00
gz0,3429.00
gz0,3430.00
gz0,3431.00
gz0,3432.00
gz0,3433.00
gz0,3434.00
gz0,3435.00
gz0,3436.00
gz0,3437.00
gz0,3438.00
gz0,3439.00
gz0,3440.00
gz0,3441.00
gz0,3442.00
gz0,3443.00
gz0,3444.00
gz0,3445.00
gz0,3446.00
gz0,3447.00
gz0,3448.00
gz0,3449.00
gz0,3450.00
gz0,3451.00
gz0,3452.00
gz0,3453.00
gz0,3454.00
gz0,3455.00
gz0,3456.00
gz0,3457.00
gz0,3458.00
gz0,3459.00
gz0,3460.00
gz0,3461.00
gz0,3462.00
gz0,3463.00
gz0,3464.00
gz0,3465.00
gz0,3466.00
gz0,3467.00
gz0,3468.00
gz0,3469.00
gz0,3470.00
gz0,3471.00
gz0,3472.00
gz0,3473.00
gz0,3474.00
gz0,3475.00
gz0,3476.00
gz0,3477.00
gz0,3478.00
gz0,3479.00
gz0,3480.00
gz0,3481.00
gz0,3482.00
gz0,3483.00
gz0,3484.00
gz0,3485.00
gz0,3486.00
gz0,3487.00
gz0,3488.00
gz0,3489.00
gz0,3490.00
gz0,3491.00
gz0,3492.00
gz0,3493.00
gz0,3494.00
gz0,3495.00
gz0,3496.00
gz0,3497.00
gz0,3498.00
gz0,3499.00
gz0,3500.00
gz0,3501.00
gz0,3502.00
gz0,3503.00
gz0,3504.00
gz0,3505.00
gz0,3506.00
gz0,3507.00
gz0,3508.00
gz0,3509.00
gz0,3510.00
gz0,3511.00
gz0,3512.00
gz41,3513.00
gz41,3514.00
gz41,3515.00
gz0,3516.00
gz0,3517.00
gz0,3518.00
gz0,3519.00
gz0,3520.00
gz0,3521.00
gz0,3522.00
gz40,3523.00
gz40,3524.00
gz40,3525.00
gz40,3526.00
gz40,3527.00
gz40,3528.00
gz40,3529.00
gz40,3530.00
gz40,3531.00
gz40,3532.00
gz40,3533.00
gz40,3534.00
gz0,3535.00
gz0,3536.00
gz0,3537.00
gz0,3538.00
gz0,3539.00
gz0,3540.00
gz0,3541.00
gz0,3542.00
gz0,3543.00
gz0,3544.00
gz0,3545.00
gz0,3546.00
gz0,3547.00
gz0,3548.00
gz0,3549.00
gz0,3550.00
gz0,3551.00
gz0,3552.00
gz0,3553.00
gz0,3554.00
gz0,3555.00
gz0,3556.00
gz0,3557.00
gz0,3558.00
gz0,3559.00
gz0,3560.00
gz0,3561.00
gz0,3562.00
gz0,3563.00
gz0,3564.00
gz0,3565.00
gz0,3566.00
gz0,3567.00
gz0,3568.00
gz0,3569.00
gz0,3570.00
gz0,3571.00
gz0,3572.00
gz0,3573.00
gz0,3574.00
gz0,3575.00
gz0,3576.00
gz0,3577.00
gz0,3578.00
gz0,3579.00
gz0,3580.00
gz0,3581.00
gz0,3582.00
gz0,3583.00
gz0,3584.00
gz0,3585.00
gz0,3586.00
gz0,3587.00
gz0,3588.00
gz0,3589.00
gz0,3590.00
gz0,3591.00
gz0,3592.00
gz0,3593.00
gz0,3594.00
gz2,3595.00
gz2,3596.00
gz2,3597.00
gz13,3598.00
gz13,3599.00
gz13,3600.00
gz13,3601.00
gz13,3602.00
gz13,3603.00
gz13,3604.00
gz0,3605.00
gz0,3606.00
gz0,3607.00
gz14,3608.00
gz14,3609.00
gz0,3610.00
gz14,3611.00
gz2,3612.00
gz2,3613.00
gz2,3614.00
gz2,3615.00
gz2,3616.00
gz2,3617.00
gz2,3618.00
gz2,3619.00
gz2,3620.00
gz2,3621.00
gz2,3622.00
gz2,3623.00
gz2,3624.00
gz2,3625.00
gz0,3626.00
gz14,3627.00
gz14,3628.00
gz14,3629.00
gz14,3630.00
gz0,3631.00
gz0,3632.00
gz0,3633.00
gz0,3634.00
gz0,3635.00
gz0,3636.00
gz0,3637.00
gz0,3638.00
gz0,3639.00
gz0,3640.00
gz0,3641.00
gz0,3642.00
gz0,3643.00
gz0,3644.00
gz0,3645.00
gz0,3646.00
gz0,3647.00
gz0,3648.00
gz0,3649.00
gz0,3650.00
gz0,3651.00
gz0,3652.00
gz0,3653.00
gz0,3654.00
gz0,3655.00
gz0,3656.00
gz0,3657.00
gz0,3658.00
gz0,3659.00
gz0,3660.00
gz0,3661.00
gz0,3662.00
gz0,3663.00
gz0,3664.00
gz0,3665.00
gz0,3666.00
gz0,3667.00
gz0,3668.00
gz0,3669.00
gz0,3670.00
gz0,3671.00
gz0,3672.00
gz0,3673.00
gz0,3674.00
gz0,3675.00
gz0,3676.00
gz0,3677.00
gz0,3678.00
gz0,3679.00
gz0,3680.00
gz0,3681.00
gz0,3682.00
gz0,3683.00
gz0,3684.00
gz0,3685.00
gz0,3686.00
gz0,3687.00
gz0,3688.00
gz0,3689.00
gz0,3690.00
gz0,3691.00
gz0,3692.00
gz0,3693.00
gz0,3694.00
gz0,3695.00
gz0,3696.00
gz0,3697.00
gz0,3698.00
gz0,3699.00
gz0,3700.00
gz0,3733.00
gz0,3734.00
gz0,3735.00
gz0,3736.00
gz0,3737.00
gz0,3738.00
gz0,3739.00
gz0,3740.00
gz0,3741.00
gz0,3742.00
gz0,3743.00
gz0,3744.00
gz0,3745.00
gz0,3746.00
gz0,3747.00
gz0,3748.00
gz0,3749.00
gz0,3750.00
