taz,geog_name,district,lat_1,lon_1
817,King County,West-South Seattle,47.51978,-122.138064
818,King County,West-South Seattle,47.51978,-122.138064
819,King County,West-South Seattle,47.51978,-122.138064
820,King County,West-South Seattle,47.51978,-122.138064
821,King County,West-South Seattle,47.51978,-122.138064
822,King County,West-South Seattle,47.51978,-122.138064
823,King County,West-South Seattle,47.51978,-122.138064
824,King County,West-South Seattle,47.51978,-122.138064
825,King County,West-South Seattle,47.51978,-122.138064
826,King County,West-South Seattle,47.51978,-122.138064
827,King County,West-South Seattle,47.51978,-122.138064
828,King County,West-South Seattle,47.51978,-122.138064
829,King County,West-South Seattle,47.51978,-122.138064
830,King County,West-South Seattle,47.51978,-122.138064
831,King County,West-South Seattle,47.51978,-122.138064
832,King County,West-South Seattle,47.51978,-122.138064
833,King County,West-South Seattle,47.51978,-122.138064
834,King County,West-South Seattle,47.51978,-122.138064
835,King County,West-South Seattle,47.51978,-122.138064
836,King County,West-South Seattle,47.51978,-122.138064
837,King County,West-South Seattle,47.51978,-122.138064
838,King County,West-South Seattle,47.51978,-122.138064
839,King County,West-South Seattle,47.51978,-122.138064
840,King County,West-South Seattle,47.51978,-122.138064
841,King County,West-South Seattle,47.51978,-122.138064
842,King County,West-South Seattle,47.51978,-122.138064
843,King County,West-South Seattle,47.51978,-122.138064
844,King County,West-South Seattle,47.51978,-122.138064
845,King County,West-South Seattle,47.51978,-122.138064
846,King County,West-South Seattle,47.51978,-122.138064
847,King County,West-South Seattle,47.51978,-122.138064
848,King County,West-South Seattle,47.51978,-122.138064
849,King County,West-South Seattle,47.51978,-122.138064
850,King County,West-South Seattle,47.51978,-122.138064
851,King County,West-South Seattle,47.51978,-122.138064
852,King County,West-South Seattle,47.51978,-122.138064
853,King County,West-South Seattle,47.51978,-122.138064
854,King County,West-South Seattle,47.51978,-122.138064
855,King County,West-South Seattle,47.51978,-122.138064
856,King County,West-South Seattle,47.51978,-122.138064
857,King County,West-South Seattle,47.51978,-122.138064
858,King County,West-South Seattle,47.51978,-122.138064
859,King County,West-South Seattle,47.51978,-122.138064
860,King County,West-South Seattle,47.51978,-122.138064
861,King County,West-South Seattle,47.51978,-122.138064
862,King County,West-South Seattle,47.51978,-122.138064
863,King County,West-South Seattle,47.51978,-122.138064
864,King County,West-South Seattle,47.51978,-122.138064
865,King County,West-South Seattle,47.51978,-122.138064
866,King County,West-South Seattle,47.51978,-122.138064
867,King County,West-South Seattle,47.51978,-122.138064
868,King County,West-South Seattle,47.51978,-122.138064
869,King County,West-South Seattle,47.51978,-122.138064
870,King County,Renton-FedWay-Kent,47.51978,-122.138064
871,King County,Renton-FedWay-Kent,47.51978,-122.138064
872,King County,Renton-FedWay-Kent,47.51978,-122.138064
873,King County,Renton-FedWay-Kent,47.51978,-122.138064
874,King County,Renton-FedWay-Kent,47.51978,-122.138064
875,King County,Renton-FedWay-Kent,47.51978,-122.138064
876,King County,Renton-FedWay-Kent,47.51978,-122.138064
877,King County,Renton-FedWay-Kent,47.51978,-122.138064
878,King County,Renton-FedWay-Kent,47.51978,-122.138064
879,King County,Renton-FedWay-Kent,47.51978,-122.138064
880,King County,Renton-FedWay-Kent,47.51978,-122.138064
881,King County,Renton-FedWay-Kent,47.51978,-122.138064
882,King County,Renton-FedWay-Kent,47.51978,-122.138064
883,King County,Renton-FedWay-Kent,47.51978,-122.138064
884,King County,Renton-FedWay-Kent,47.51978,-122.138064
885,King County,Renton-FedWay-Kent,47.51978,-122.138064
886,King County,West-South Seattle,47.51978,-122.138064
887,King County,West-South Seattle,47.51978,-122.138064
888,King County,West-South Seattle,47.51978,-122.138064
889,King County,West-South Seattle,47.51978,-122.138064
890,King County,West-South Seattle,47.51978,-122.138064
891,King County,West-South Seattle,47.51978,-122.138064
892,King County,West-South Seattle,47.51978,-122.138064
893,King County,West-South Seattle,47.51978,-122.138064
894,King County,West-South Seattle,47.51978,-122.138064
895,King County,West-South Seattle,47.51978,-122.138064
896,King County,West-South Seattle,47.51978,-122.138064
897,King County,Renton-FedWay-Kent,47.51978,-122.138064
898,King County,Renton-FedWay-Kent,47.51978,-122.138064
899,King County,Renton-FedWay-Kent,47.51978,-122.138064
900,King County,Renton-FedWay-Kent,47.51978,-122.138064
901,King County,Renton-FedWay-Kent,47.51978,-122.138064
902,King County,Renton-FedWay-Kent,47.51978,-122.138064
903,King County,Renton-FedWay-Kent,47.51978,-122.138064
904,King County,Renton-FedWay-Kent,47.51978,-122.138064
905,King County,Renton-FedWay-Kent,47.51978,-122.138064
906,King County,Renton-FedWay-Kent,47.51978,-122.138064
907,King County,Renton-FedWay-Kent,47.51978,-122.138064
908,King County,Renton-FedWay-Kent,47.51978,-122.138064
909,King County,Renton-FedWay-Kent,47.51978,-122.138064
910,King County,Renton-FedWay-Kent,47.51978,-122.138064
911,King County,Renton-FedWay-Kent,47.51978,-122.138064
912,King County,Renton-FedWay-Kent,47.51978,-122.138064
913,King County,Renton-FedWay-Kent,47.51978,-122.138064
914,King County,Renton-FedWay-Kent,47.51978,-122.138064
915,King County,Renton-FedWay-Kent,47.51978,-122.138064
916,King County,Renton-FedWay-Kent,47.51978,-122.138064
917,King County,Renton-FedWay-Kent,47.51978,-122.138064
918,King County,Renton-FedWay-Kent,47.51978,-122.138064
919,King County,Renton-FedWay-Kent,47.51978,-122.138064
920,King County,Renton-FedWay-Kent,47.51978,-122.138064
921,King County,Renton-FedWay-Kent,47.51978,-122.138064
922,King County,Renton-FedWay-Kent,47.51978,-122.138064
923,King County,Renton-FedWay-Kent,47.51978,-122.138064
924,King County,Renton-FedWay-Kent,47.51978,-122.138064
925,King County,Renton-FedWay-Kent,47.51978,-122.138064
926,King County,Renton-FedWay-Kent,47.51978,-122.138064
927,King County,Renton-FedWay-Kent,47.51978,-122.138064
928,King County,Renton-FedWay-Kent,47.51978,-122.138064
929,King County,Renton-FedWay-Kent,47.51978,-122.138064
930,King County,Renton-FedWay-Kent,47.51978,-122.138064
931,King County,Renton-FedWay-Kent,47.51978,-122.138064
932,King County,Renton-FedWay-Kent,47.51978,-122.138064
933,King County,Renton-FedWay-Kent,47.51978,-122.138064
934,King County,Renton-FedWay-Kent,47.51978,-122.138064
935,King County,West-South Seattle,47.51978,-122.138064
936,King County,West-South Seattle,47.51978,-122.138064
937,King County,West-South Seattle,47.51978,-122.138064
938,King County,West-South Seattle,47.51978,-122.138064
939,King County,West-South Seattle,47.51978,-122.138064
940,King County,West-South Seattle,47.51978,-122.138064
941,King County,West-South Seattle,47.51978,-122.138064
942,King County,West-South Seattle,47.51978,-122.138064
943,King County,West-South Seattle,47.51978,-122.138064
944,King County,West-South Seattle,47.51978,-122.138064
945,King County,Renton-FedWay-Kent,47.51978,-122.138064
946,King County,Renton-FedWay-Kent,47.51978,-122.138064
947,King County,Renton-FedWay-Kent,47.51978,-122.138064
948,King County,Renton-FedWay-Kent,47.51978,-122.138064
949,King County,Renton-FedWay-Kent,47.51978,-122.138064
950,King County,Renton-FedWay-Kent,47.51978,-122.138064
951,King County,Renton-FedWay-Kent,47.51978,-122.138064
952,King County,Renton-FedWay-Kent,47.51978,-122.138064
953,King County,Renton-FedWay-Kent,47.51978,-122.138064
954,King County,Renton-FedWay-Kent,47.51978,-122.138064
955,King County,Renton-FedWay-Kent,47.51978,-122.138064
956,King County,Renton-FedWay-Kent,47.51978,-122.138064
957,King County,Renton-FedWay-Kent,47.51978,-122.138064
958,King County,Renton-FedWay-Kent,47.51978,-122.138064
959,King County,Renton-FedWay-Kent,47.51978,-122.138064
960,King County,Renton-FedWay-Kent,47.51978,-122.138064
961,King County,Renton-FedWay-Kent,47.51978,-122.138064
962,King County,Renton-FedWay-Kent,47.51978,-122.138064
963,King County,Renton-FedWay-Kent,47.51978,-122.138064
964,King County,Renton-FedWay-Kent,47.51978,-122.138064
965,King County,Renton-FedWay-Kent,47.51978,-122.138064
966,King County,Renton-FedWay-Kent,47.51978,-122.138064
967,King County,Renton-FedWay-Kent,47.51978,-122.138064
968,King County,Renton-FedWay-Kent,47.51978,-122.138064
969,King County,Renton-FedWay-Kent,47.51978,-122.138064
970,King County,Renton-FedWay-Kent,47.51978,-122.138064
971,King County,Renton-FedWay-Kent,47.51978,-122.138064
972,King County,Renton-FedWay-Kent,47.51978,-122.138064
973,King County,Renton-FedWay-Kent,47.51978,-122.138064
974,King County,Renton-FedWay-Kent,47.51978,-122.138064
975,King County,Renton-FedWay-Kent,47.51978,-122.138064
976,King County,Renton-FedWay-Kent,47.51978,-122.138064
977,King County,Renton-FedWay-Kent,47.51978,-122.138064
978,King County,Renton-FedWay-Kent,47.51978,-122.138064
979,King County,Renton-FedWay-Kent,47.51978,-122.138064
980,King County,Renton-FedWay-Kent,47.51978,-122.138064
981,King County,Renton-FedWay-Kent,47.51978,-122.138064
982,King County,Renton-FedWay-Kent,47.51978,-122.138064
983,King County,Renton-FedWay-Kent,47.51978,-122.138064
984,King County,Renton-FedWay-Kent,47.51978,-122.138064
985,King County,West-South Seattle,47.51978,-122.138064
986,King County,Renton-FedWay-Kent,47.51978,-122.138064
987,King County,Renton-FedWay-Kent,47.51978,-122.138064
988,King County,Renton-FedWay-Kent,47.51978,-122.138064
989,King County,Renton-FedWay-Kent,47.51978,-122.138064
990,King County,West-South Seattle,47.51978,-122.138064
991,King County,West-South Seattle,47.51978,-122.138064
992,King County,West-South Seattle,47.51978,-122.138064
993,King County,West-South Seattle,47.51978,-122.138064
994,King County,West-South Seattle,47.51978,-122.138064
995,King County,West-South Seattle,47.51978,-122.138064
996,King County,West-South Seattle,47.51978,-122.138064
997,King County,West-South Seattle,47.51978,-122.138064
998,King County,West-South Seattle,47.51978,-122.138064
999,King County,West-South Seattle,47.51978,-122.138064
1000,King County,West-South Seattle,47.51978,-122.138064
1001,King County,West-South Seattle,47.51978,-122.138064
1002,King County,West-South Seattle,47.51978,-122.138064
1003,King County,West-South Seattle,47.51978,-122.138064
1004,King County,West-South Seattle,47.51978,-122.138064
1005,King County,West-South Seattle,47.51978,-122.138064
1006,King County,West-South Seattle,47.51978,-122.138064
1007,King County,Renton-FedWay-Kent,47.51978,-122.138064
1008,King County,Renton-FedWay-Kent,47.51978,-122.138064
1009,King County,Renton-FedWay-Kent,47.51978,-122.138064
1010,King County,Renton-FedWay-Kent,47.51978,-122.138064
1011,King County,Renton-FedWay-Kent,47.51978,-122.138064
1012,King County,Renton-FedWay-Kent,47.51978,-122.138064
1013,King County,Renton-FedWay-Kent,47.51978,-122.138064
1014,King County,Renton-FedWay-Kent,47.51978,-122.138064
1015,King County,Renton-FedWay-Kent,47.51978,-122.138064
1016,King County,Renton-FedWay-Kent,47.51978,-122.138064
1017,King County,Renton-FedWay-Kent,47.51978,-122.138064
1018,King County,Renton-FedWay-Kent,47.51978,-122.138064
1019,King County,Renton-FedWay-Kent,47.51978,-122.138064
1020,King County,Renton-FedWay-Kent,47.51978,-122.138064
1021,King County,Renton-FedWay-Kent,47.51978,-122.138064
1022,King County,Renton-FedWay-Kent,47.51978,-122.138064
1023,King County,Renton-FedWay-Kent,47.51978,-122.138064
1024,King County,Renton-FedWay-Kent,47.51978,-122.138064
1025,King County,Renton-FedWay-Kent,47.51978,-122.138064
1026,King County,Renton-FedWay-Kent,47.51978,-122.138064
1027,King County,Renton-FedWay-Kent,47.51978,-122.138064
1028,King County,Renton-FedWay-Kent,47.51978,-122.138064
1029,King County,Renton-FedWay-Kent,47.51978,-122.138064
1030,King County,Renton-FedWay-Kent,47.51978,-122.138064
1031,King County,Renton-FedWay-Kent,47.51978,-122.138064
1032,King County,Renton-FedWay-Kent,47.51978,-122.138064
1033,King County,Renton-FedWay-Kent,47.51978,-122.138064
1034,King County,West-South Seattle,47.51978,-122.138064
1035,King County,West-South Seattle,47.51978,-122.138064
1036,King County,West-South Seattle,47.51978,-122.138064
1037,King County,Renton-FedWay-Kent,47.51978,-122.138064
1038,King County,Renton-FedWay-Kent,47.51978,-122.138064
1039,King County,Renton-FedWay-Kent,47.51978,-122.138064
1040,King County,Renton-FedWay-Kent,47.51978,-122.138064
1041,King County,Renton-FedWay-Kent,47.51978,-122.138064
1042,King County,Renton-FedWay-Kent,47.51978,-122.138064
1043,King County,Renton-FedWay-Kent,47.51978,-122.138064
1044,King County,Renton-FedWay-Kent,47.51978,-122.138064
1045,King County,Renton-FedWay-Kent,47.51978,-122.138064
1046,King County,Renton-FedWay-Kent,47.51978,-122.138064
1047,King County,Renton-FedWay-Kent,47.51978,-122.138064
1048,King County,Renton-FedWay-Kent,47.51978,-122.138064
1049,King County,Renton-FedWay-Kent,47.51978,-122.138064
1050,King County,Renton-FedWay-Kent,47.51978,-122.138064
1051,King County,Renton-FedWay-Kent,47.51978,-122.138064
1052,King County,Renton-FedWay-Kent,47.51978,-122.138064
1053,King County,Renton-FedWay-Kent,47.51978,-122.138064
1054,King County,Renton-FedWay-Kent,47.51978,-122.138064
1055,King County,Renton-FedWay-Kent,47.51978,-122.138064
1056,King County,Renton-FedWay-Kent,47.51978,-122.138064
1057,King County,Renton-FedWay-Kent,47.51978,-122.138064
1058,King County,Renton-FedWay-Kent,47.51978,-122.138064
1059,King County,Renton-FedWay-Kent,47.51978,-122.138064
1060,King County,Renton-FedWay-Kent,47.51978,-122.138064
1061,King County,Renton-FedWay-Kent,47.51978,-122.138064
1062,King County,Renton-FedWay-Kent,47.51978,-122.138064
1063,King County,Renton-FedWay-Kent,47.51978,-122.138064
1064,King County,Renton-FedWay-Kent,47.51978,-122.138064
1065,King County,Renton-FedWay-Kent,47.51978,-122.138064
1066,King County,Renton-FedWay-Kent,47.51978,-122.138064
1067,King County,Renton-FedWay-Kent,47.51978,-122.138064
1068,King County,Renton-FedWay-Kent,47.51978,-122.138064
1069,King County,Renton-FedWay-Kent,47.51978,-122.138064
1070,King County,Renton-FedWay-Kent,47.51978,-122.138064
1071,King County,Renton-FedWay-Kent,47.51978,-122.138064
1072,King County,Renton-FedWay-Kent,47.51978,-122.138064
1073,King County,Renton-FedWay-Kent,47.51978,-122.138064
1074,King County,Renton-FedWay-Kent,47.51978,-122.138064
1075,King County,Renton-FedWay-Kent,47.51978,-122.138064
1076,King County,Renton-FedWay-Kent,47.51978,-122.138064
1077,King County,Renton-FedWay-Kent,47.51978,-122.138064
1078,King County,Renton-FedWay-Kent,47.51978,-122.138064
1079,King County,Renton-FedWay-Kent,47.51978,-122.138064
1080,King County,Renton-FedWay-Kent,47.51978,-122.138064
1081,King County,Renton-FedWay-Kent,47.51978,-122.138064
1082,King County,Renton-FedWay-Kent,47.51978,-122.138064
1083,King County,Renton-FedWay-Kent,47.51978,-122.138064
1084,King County,Renton-FedWay-Kent,47.51978,-122.138064
1085,King County,Renton-FedWay-Kent,47.51978,-122.138064
1086,King County,Renton-FedWay-Kent,47.51978,-122.138064
1087,King County,Renton-FedWay-Kent,47.51978,-122.138064
1088,King County,Renton-FedWay-Kent,47.51978,-122.138064
1089,King County,Renton-FedWay-Kent,47.51978,-122.138064
1090,King County,Renton-FedWay-Kent,47.51978,-122.138064
1091,King County,Renton-FedWay-Kent,47.51978,-122.138064
1092,King County,Renton-FedWay-Kent,47.51978,-122.138064
1093,King County,Renton-FedWay-Kent,47.51978,-122.138064
1094,King County,Renton-FedWay-Kent,47.51978,-122.138064
1095,King County,Renton-FedWay-Kent,47.51978,-122.138064
1096,King County,Renton-FedWay-Kent,47.51978,-122.138064
1097,King County,Renton-FedWay-Kent,47.51978,-122.138064
1098,King County,Renton-FedWay-Kent,47.51978,-122.138064
1099,King County,Renton-FedWay-Kent,47.51978,-122.138064
1100,King County,Renton-FedWay-Kent,47.51978,-122.138064
1101,King County,Renton-FedWay-Kent,47.51978,-122.138064
1102,King County,Renton-FedWay-Kent,47.51978,-122.138064
1103,King County,Renton-FedWay-Kent,47.51978,-122.138064
1104,King County,Renton-FedWay-Kent,47.51978,-122.138064
1105,King County,Renton-FedWay-Kent,47.51978,-122.138064
1106,King County,Renton-FedWay-Kent,47.51978,-122.138064
1107,King County,Renton-FedWay-Kent,47.51978,-122.138064
1108,King County,Renton-FedWay-Kent,47.51978,-122.138064
1109,King County,Renton-FedWay-Kent,47.51978,-122.138064
1110,King County,Renton-FedWay-Kent,47.51978,-122.138064
1111,King County,Renton-FedWay-Kent,47.51978,-122.138064
1112,King County,Renton-FedWay-Kent,47.51978,-122.138064
1113,King County,Renton-FedWay-Kent,47.51978,-122.138064
1114,King County,Renton-FedWay-Kent,47.51978,-122.138064
1115,King County,Renton-FedWay-Kent,47.51978,-122.138064
1116,King County,Renton-FedWay-Kent,47.51978,-122.138064
1117,King County,Renton-FedWay-Kent,47.51978,-122.138064
1118,King County,Renton-FedWay-Kent,47.51978,-122.138064
1119,King County,Renton-FedWay-Kent,47.51978,-122.138064
1120,King County,Renton-FedWay-Kent,47.51978,-122.138064
1121,King County,Renton-FedWay-Kent,47.51978,-122.138064
1122,King County,Renton-FedWay-Kent,47.51978,-122.138064
1123,King County,Renton-FedWay-Kent,47.51978,-122.138064
1124,King County,Renton-FedWay-Kent,47.51978,-122.138064
1125,King County,Renton-FedWay-Kent,47.51978,-122.138064
1126,King County,Renton-FedWay-Kent,47.51978,-122.138064
1127,King County,Renton-FedWay-Kent,47.51978,-122.138064
1128,King County,Renton-FedWay-Kent,47.51978,-122.138064
1129,King County,Renton-FedWay-Kent,47.51978,-122.138064
1130,King County,Renton-FedWay-Kent,47.51978,-122.138064
1131,King County,Renton-FedWay-Kent,47.51978,-122.138064
1132,King County,Renton-FedWay-Kent,47.51978,-122.138064
1133,King County,Renton-FedWay-Kent,47.51978,-122.138064
1134,King County,Renton-FedWay-Kent,47.51978,-122.138064
1135,King County,Renton-FedWay-Kent,47.51978,-122.138064
1136,King County,Renton-FedWay-Kent,47.51978,-122.138064
1137,King County,Renton-FedWay-Kent,47.51978,-122.138064
1138,King County,Renton-FedWay-Kent,47.51978,-122.138064
1139,King County,Renton-FedWay-Kent,47.51978,-122.138064
1140,King County,Renton-FedWay-Kent,47.51978,-122.138064
1141,King County,Renton-FedWay-Kent,47.51978,-122.138064
1142,King County,Renton-FedWay-Kent,47.51978,-122.138064
1143,King County,Renton-FedWay-Kent,47.51978,-122.138064
1144,King County,Renton-FedWay-Kent,47.51978,-122.138064
1145,King County,Renton-FedWay-Kent,47.51978,-122.138064
1146,King County,Renton-FedWay-Kent,47.51978,-122.138064
1147,King County,Renton-FedWay-Kent,47.51978,-122.138064
1148,King County,Renton-FedWay-Kent,47.51978,-122.138064
1149,King County,Renton-FedWay-Kent,47.51978,-122.138064
1150,King County,Renton-FedWay-Kent,47.51978,-122.138064
1151,King County,Renton-FedWay-Kent,47.51978,-122.138064
1152,King County,Renton-FedWay-Kent,47.51978,-122.138064
1153,King County,Renton-FedWay-Kent,47.51978,-122.138064
1154,King County,Renton-FedWay-Kent,47.51978,-122.138064
1155,King County,Renton-FedWay-Kent,47.51978,-122.138064
1156,King County,Renton-FedWay-Kent,47.51978,-122.138064
1157,King County,Renton-FedWay-Kent,47.51978,-122.138064
1158,King County,Renton-FedWay-Kent,47.51978,-122.138064
1159,King County,Renton-FedWay-Kent,47.51978,-122.138064
1160,King County,Renton-FedWay-Kent,47.51978,-122.138064
1161,King County,Renton-FedWay-Kent,47.51978,-122.138064
1162,King County,Renton-FedWay-Kent,47.51978,-122.138064
1163,King County,Renton-FedWay-Kent,47.51978,-122.138064
1164,King County,Renton-FedWay-Kent,47.51978,-122.138064
1165,King County,Renton-FedWay-Kent,47.51978,-122.138064
1166,King County,Renton-FedWay-Kent,47.51978,-122.138064
1167,King County,Renton-FedWay-Kent,47.51978,-122.138064
1168,King County,Renton-FedWay-Kent,47.51978,-122.138064
1169,King County,Renton-FedWay-Kent,47.51978,-122.138064
1170,King County,Renton-FedWay-Kent,47.51978,-122.138064
1171,King County,Renton-FedWay-Kent,47.51978,-122.138064
1172,King County,Renton-FedWay-Kent,47.51978,-122.138064
1173,King County,Renton-FedWay-Kent,47.51978,-122.138064
1174,King County,Renton-FedWay-Kent,47.51978,-122.138064
1175,King County,Renton-FedWay-Kent,47.51978,-122.138064
1176,King County,Renton-FedWay-Kent,47.51978,-122.138064
1177,King County,Renton-FedWay-Kent,47.51978,-122.138064
1178,King County,Renton-FedWay-Kent,47.51978,-122.138064
1179,King County,Renton-FedWay-Kent,47.51978,-122.138064
1180,King County,Renton-FedWay-Kent,47.51978,-122.138064
1181,King County,Renton-FedWay-Kent,47.51978,-122.138064
1182,King County,Renton-FedWay-Kent,47.51978,-122.138064
1183,King County,Renton-FedWay-Kent,47.51978,-122.138064
1184,King County,Renton-FedWay-Kent,47.51978,-122.138064
1185,King County,Renton-FedWay-Kent,47.51978,-122.138064
1186,King County,Renton-FedWay-Kent,47.51978,-122.138064
1187,King County,Renton-FedWay-Kent,47.51978,-122.138064
1188,King County,Renton-FedWay-Kent,47.51978,-122.138064
1189,King County,Renton-FedWay-Kent,47.51978,-122.138064
1190,King County,Renton-FedWay-Kent,47.51978,-122.138064
1191,King County,Renton-FedWay-Kent,47.51978,-122.138064
1192,King County,Renton-FedWay-Kent,47.51978,-122.138064
1193,King County,Renton-FedWay-Kent,47.51978,-122.138064
1194,King County,Renton-FedWay-Kent,47.51978,-122.138064
1195,King County,Renton-FedWay-Kent,47.51978,-122.138064
1196,King County,Renton-FedWay-Kent,47.51978,-122.138064
1197,King County,Renton-FedWay-Kent,47.51978,-122.138064
1198,King County,Renton-FedWay-Kent,47.51978,-122.138064
1199,King County,Renton-FedWay-Kent,47.51978,-122.138064
1200,King County,Renton-FedWay-Kent,47.51978,-122.138064
1201,King County,Renton-FedWay-Kent,47.51978,-122.138064
1202,King County,Renton-FedWay-Kent,47.51978,-122.138064
1203,King County,Renton-FedWay-Kent,47.51978,-122.138064
1204,King County,Renton-FedWay-Kent,47.51978,-122.138064
1205,King County,Renton-FedWay-Kent,47.51978,-122.138064
1206,King County,Renton-FedWay-Kent,47.51978,-122.138064
1207,King County,Renton-FedWay-Kent,47.51978,-122.138064
1208,King County,Renton-FedWay-Kent,47.51978,-122.138064
1209,King County,Renton-FedWay-Kent,47.51978,-122.138064
1210,King County,Renton-FedWay-Kent,47.51978,-122.138064
1211,King County,Renton-FedWay-Kent,47.51978,-122.138064
1212,King County,Renton-FedWay-Kent,47.51978,-122.138064
1213,King County,Renton-FedWay-Kent,47.51978,-122.138064
1214,King County,Renton-FedWay-Kent,47.51978,-122.138064
1215,King County,Renton-FedWay-Kent,47.51978,-122.138064
1216,King County,Renton-FedWay-Kent,47.51978,-122.138064
1217,King County,Renton-FedWay-Kent,47.51978,-122.138064
1218,King County,Renton-FedWay-Kent,47.51978,-122.138064
1219,King County,Renton-FedWay-Kent,47.51978,-122.138064
1220,King County,Renton-FedWay-Kent,47.51978,-122.138064
1221,King County,Renton-FedWay-Kent,47.51978,-122.138064
1222,King County,Renton-FedWay-Kent,47.51978,-122.138064
1223,King County,Renton-FedWay-Kent,47.51978,-122.138064
1224,King County,Renton-FedWay-Kent,47.51978,-122.138064
1225,King County,Renton-FedWay-Kent,47.51978,-122.138064
1226,King County,Renton-FedWay-Kent,47.51978,-122.138064
1227,King County,Renton-FedWay-Kent,47.51978,-122.138064
1228,King County,Renton-FedWay-Kent,47.51978,-122.138064
1229,King County,Renton-FedWay-Kent,47.51978,-122.138064
1230,King County,Renton-FedWay-Kent,47.51978,-122.138064
1231,King County,Renton-FedWay-Kent,47.51978,-122.138064
1232,King County,Renton-FedWay-Kent,47.51978,-122.138064
1233,King County,Renton-FedWay-Kent,47.51978,-122.138064
1234,King County,Renton-FedWay-Kent,47.51978,-122.138064
1235,King County,Renton-FedWay-Kent,47.51978,-122.138064
1236,King County,Renton-FedWay-Kent,47.51978,-122.138064
1237,King County,Renton-FedWay-Kent,47.51978,-122.138064
1238,King County,Renton-FedWay-Kent,47.51978,-122.138064
1239,King County,Renton-FedWay-Kent,47.51978,-122.138064
1240,King County,Renton-FedWay-Kent,47.51978,-122.138064
1241,King County,Renton-FedWay-Kent,47.51978,-122.138064
1242,King County,Renton-FedWay-Kent,47.51978,-122.138064
1243,King County,Renton-FedWay-Kent,47.51978,-122.138064
1244,King County,Renton-FedWay-Kent,47.51978,-122.138064
1245,King County,Renton-FedWay-Kent,47.51978,-122.138064
1246,King County,Renton-FedWay-Kent,47.51978,-122.138064
1247,King County,Renton-FedWay-Kent,47.51978,-122.138064
1248,King County,Renton-FedWay-Kent,47.51978,-122.138064
1249,King County,Renton-FedWay-Kent,47.51978,-122.138064
1250,King County,Renton-FedWay-Kent,47.51978,-122.138064
1251,King County,Renton-FedWay-Kent,47.51978,-122.138064
1252,King County,Renton-FedWay-Kent,47.51978,-122.138064
1253,King County,Renton-FedWay-Kent,47.51978,-122.138064
1254,King County,Renton-FedWay-Kent,47.51978,-122.138064
1255,King County,Renton-FedWay-Kent,47.51978,-122.138064
1256,King County,Renton-FedWay-Kent,47.51978,-122.138064
1257,King County,Renton-FedWay-Kent,47.51978,-122.138064
1258,King County,Renton-FedWay-Kent,47.51978,-122.138064
1259,King County,Renton-FedWay-Kent,47.51978,-122.138064
1260,King County,Renton-FedWay-Kent,47.51978,-122.138064
1261,King County,Renton-FedWay-Kent,47.51978,-122.138064
1262,King County,Renton-FedWay-Kent,47.51978,-122.138064
1263,King County,Renton-FedWay-Kent,47.51978,-122.138064
1264,King County,Renton-FedWay-Kent,47.51978,-122.138064
1265,King County,Renton-FedWay-Kent,47.51978,-122.138064
1266,King County,Renton-FedWay-Kent,47.51978,-122.138064
1267,King County,Renton-FedWay-Kent,47.51978,-122.138064
1268,King County,Renton-FedWay-Kent,47.51978,-122.138064
1269,King County,Renton-FedWay-Kent,47.51978,-122.138064
1270,King County,Renton-FedWay-Kent,47.51978,-122.138064
1271,King County,Renton-FedWay-Kent,47.51978,-122.138064
1272,King County,Renton-FedWay-Kent,47.51978,-122.138064
1273,King County,Renton-FedWay-Kent,47.51978,-122.138064
1274,King County,Renton-FedWay-Kent,47.51978,-122.138064
1275,King County,Renton-FedWay-Kent,47.51978,-122.138064
1276,King County,Renton-FedWay-Kent,47.51978,-122.138064
1277,King County,Renton-FedWay-Kent,47.51978,-122.138064
1278,King County,Renton-FedWay-Kent,47.51978,-122.138064
1279,King County,Renton-FedWay-Kent,47.51978,-122.138064
1280,King County,Renton-FedWay-Kent,47.51978,-122.138064
1281,King County,Renton-FedWay-Kent,47.51978,-122.138064
1282,King County,Renton-FedWay-Kent,47.51978,-122.138064
1283,King County,Renton-FedWay-Kent,47.51978,-122.138064
1284,King County,Renton-FedWay-Kent,47.51978,-122.138064
1285,King County,Renton-FedWay-Kent,47.51978,-122.138064
1286,King County,Renton-FedWay-Kent,47.51978,-122.138064
1287,King County,Renton-FedWay-Kent,47.51978,-122.138064
1288,King County,Renton-FedWay-Kent,47.51978,-122.138064
1289,King County,Renton-FedWay-Kent,47.51978,-122.138064
1290,King County,Renton-FedWay-Kent,47.51978,-122.138064
1291,King County,Renton-FedWay-Kent,47.51978,-122.138064
1292,King County,Renton-FedWay-Kent,47.51978,-122.138064
1293,King County,Renton-FedWay-Kent,47.51978,-122.138064
1294,King County,Renton-FedWay-Kent,47.51978,-122.138064
1295,King County,Renton-FedWay-Kent,47.51978,-122.138064
1296,King County,Renton-FedWay-Kent,47.51978,-122.138064
1297,King County,Renton-FedWay-Kent,47.51978,-122.138064
1298,King County,Renton-FedWay-Kent,47.51978,-122.138064
1299,King County,Renton-FedWay-Kent,47.51978,-122.138064
1300,King County,Renton-FedWay-Kent,47.51978,-122.138064
1301,King County,Renton-FedWay-Kent,47.51978,-122.138064
1302,King County,Renton-FedWay-Kent,47.51978,-122.138064
1303,King County,Renton-FedWay-Kent,47.51978,-122.138064
