light_rail,commuter_rail,brt,ferry,bus,express,x,y
0,0,0,0,1,0,1300253.751114383300000,175535.118871554730000
0,0,0,0,1,0,1322374.279379800000000,175437.648922145370000
0,0,0,0,1,0,1300461.633572638000000,174330.060258060690000
0,0,0,0,1,0,1271871.399742722500000,173881.823949813840000
0,0,0,0,1,0,1295584.163340717600000,173117.471803978090000
0,0,0,0,1,0,1280394.163865134100000,173073.353781983260000
0,0,0,0,1,0,1296569.280793055900000,171205.295510232450000
0,0,0,0,1,0,1282234.399357885100000,169803.942013725640000
0,0,0,0,1,0,1287543.398910477800000,169559.589484065770000
0,0,0,0,1,0,1278542.282070219500000,167822.353785306220000
0,0,0,0,1,0,1270573.517824053800000,165978.706882059570000
0,0,0,0,1,0,1299501.869087964300000,165652.531025230880000
0,0,0,0,1,0,1303689.868914052800000,165387.178209468720000
0,0,0,0,1,0,1287274.281338468200000,164279.472091555600000
0,0,0,0,1,0,1290955.516758143900000,164154.060268893840000
0,0,0,0,1,0,1291435.987253889400000,164143.119345888500000
0,0,0,0,1,0,1302977.162990391300000,163606.590563312170000
0,0,0,0,1,0,1283305.517294392000000,161774.883596807720000
0,0,0,0,1,1,1237690.519613802400000,160822.764766141770000
0,0,0,0,1,0,1295178.399060383400000,156713.061043307190000
0,0,0,0,1,0,1303419.163418725100000,154665.120257303120000
0,0,0,0,1,0,1289809.870099306100000,153583.943285807970000
0,0,0,0,1,0,1302715.869549721500000,150620.473162889480000
0,0,0,0,1,0,1286111.752823635900000,147256.237437307830000
0,0,0,0,1,0,1294721.399318218200000,146528.061728313570000
0,0,0,0,1,1,1340293.161849051700000,146280.121935471890000
0,0,0,0,1,0,1276719.871016889800000,144455.413970723750000
0,0,0,0,1,0,1306476.163538307000000,144057.591275557880000
0,0,0,0,1,0,1294156.752481639400000,142960.179100304840000
0,0,0,0,1,0,1301288.634543299700000,142846.708854809400000
0,0,0,0,1,0,1290111.752697631700000,142325.355566814540000
0,0,0,0,1,0,1294863.987943798300000,142123.002953141930000
0,0,0,0,1,0,1293221.517147392000000,142104.649643391370000
0,0,0,0,1,0,1284446.752872809800000,141224.591036066410000
0,0,0,0,1,0,1291234.634966298900000,141100.061429470780000
0,0,0,0,1,0,1301207.634377226200000,139663.532478392120000
0,0,0,0,1,0,1302056.281630054100000,138904.885701730850000
0,0,0,0,1,0,1305065.987224802400000,138803.179868400100000
0,0,0,0,1,0,1305057.398987382700000,138288.768167555330000
0,0,0,0,1,0,1294335.752779811600000,136378.767722472550000
0,0,0,0,1,0,1318056.398579895500000,133296.886419057850000
0,0,0,0,1,0,1296073.282441228600000,128872.062263473870000
0,0,0,0,1,0,1280121.753648802600000,128643.297301054000000
0,0,0,1,1,0,1225293.815404638600000,125828.824911639090000
0,0,0,0,1,0,1206506.522598728500000,124382.706740885970000
0,0,0,0,1,0,1264866.637177467300000,124158.767556220290000
0,0,0,0,1,0,1296139.400091141500000,122449.474386885760000
0,0,0,0,1,0,1270048.871891722100000,121192.944419637320000
0,0,0,0,1,0,1271581.166071221200000,121163.709241896870000
0,0,0,0,1,0,1296125.517901048100000,120070.004080221060000
0,0,0,0,1,0,1307287.281994804700000,119232.710479229690000
0,0,0,0,1,0,1275718.283781215500000,118416.238686978820000
0,0,0,0,1,0,1257745.284622311600000,118042.238122642040000
0,0,0,0,1,0,1294971.400458633900000,114668.004385560750000
0,0,0,0,1,0,1261403.284524142700000,114237.885495141150000
0,0,0,0,1,0,1273183.754401475200000,113209.003694638610000
0,0,0,0,1,0,1274646.519192472100000,113164.768546894190000
0,0,0,0,1,0,1278282.930554807200000,112330.415884897110000
0,0,0,0,1,0,1288904.165545880800000,111112.945550814270000
0,0,0,0,1,0,1261600.872711643600000,110807.885793477300000
0,0,0,0,1,0,1297943.753437802200000,110378.710470721130000
0,0,0,0,1,0,1297265.871263384800000,108893.769542977210000
0,0,0,0,1,0,1252482.403087720300000,107270.768195807930000
0,0,0,0,1,0,1262069.167050644800000,106832.532851815220000
0,0,0,0,1,0,1227686.757141053700000,106106.885024890300000
0,0,0,0,1,0,1221435.287032470100000,103567.649617806080000
0,0,0,0,1,0,1274836.872486308200000,102971.945428639650000
0,0,0,0,1,0,1232182.286535799500000,102560.709046393630000
0,0,0,0,1,0,1294047.636230051500000,102314.769577637310000
0,0,0,0,1,0,1267818.402271300600000,101101.416033223270000
0,0,0,0,1,0,1227555.875184968100000,100627.767374232410000
0,0,0,0,1,0,1229372.169124558600000,100595.120457887650000
0,0,0,0,1,0,1290583.989285975700000,99742.357727721334000
0,0,0,0,1,0,1231688.286867633500000,99181.179716229439000
0,0,0,0,1,0,1318953.634974390300000,97700.241405144334000
0,0,0,0,1,0,1235705.757179141000000,95774.709166973829000
0,0,0,0,1,0,1232384.757259473200000,95564.297514304519000
0,0,0,0,1,0,1233480.404346391600000,95546.885803729296000
0,0,0,0,1,0,1267385.755498811600000,95274.945730805397000
0,0,0,0,1,0,1240515.404055893400000,94882.650911733508000
0,0,0,0,1,0,1320840.635137394100000,94744.417920470238000
0,0,0,0,1,0,1239057.757036805200000,94688.709370478988000
0,0,0,0,1,0,1277683.166662469500000,94645.828222647309000
0,0,0,0,1,0,1298102.518540218500000,94379.123375475407000
0,0,0,0,1,1,1242161.639280468200000,93569.003604635596000
0,0,0,0,1,0,1213472.876120060700000,93297.473635897040000
0,0,0,0,1,0,1223516.640153214300000,93122.708893552423000
0,0,0,0,1,0,1267047.520282894400000,93031.181189477444000
0,0,0,0,1,0,1229156.287010386600000,92989.709159553051000
0,0,0,0,1,0,1230726.404605060800000,92940.650530636311000
0,0,0,0,1,0,1236603.521787807300000,92816.650778636336000
0,0,0,0,1,0,1245442.874515891100000,92088.298232719302000
0,0,0,0,1,1,1244034.756925299800000,91174.768563732505000
0,0,0,0,1,0,1261901.167386636100000,90913.004323482513000
0,0,0,0,1,0,1238491.286713048800000,90779.062662228942000
0,0,0,0,1,0,1217148.993439719100000,89188.297471061349000
0,0,0,0,1,0,1227698.169519811900000,89131.180131226778000
0,0,0,0,1,0,1263894.167665720000000,88237.769516482949000
0,0,0,0,1,0,1217084.170078560700000,86549.767971232533000
0,0,0,0,1,0,1241032.404334217300000,85539.239480480552000
0,0,0,0,1,0,1243337.992242723700000,85500.769084975123000
0,0,0,0,1,0,1234067.992738142600000,85473.239284396172000
0,0,0,0,1,0,1217047.170152559900000,85237.062263309956000
0,0,0,0,1,0,1221713.640478387500000,85195.062347307801000
0,0,0,0,1,0,1239984.757151305700000,85090.768920719624000
0,0,0,0,1,0,1245933.992300048500000,84649.945327311754000
0,0,0,0,1,0,1235180.757572978700000,82311.886683225632000
0,0,0,0,1,0,1236460.992873385500000,79469.004245638847000
0,0,0,0,1,0,1242560.639466717800000,79416.298642396927000
0,0,0,0,1,0,1246732.639324799200000,79302.592833057046000
0,0,0,0,1,0,1240247.992845311800000,78480.239818975329000
0,0,0,0,1,0,1224050.522943720200000,78461.710000395775000
0,0,0,0,1,0,1248999.639383971700000,77904.652059391141000
0,0,0,0,1,0,1237937.992872133900000,77893.475244477391000
0,0,0,0,1,0,1227877.640617549400000,76462.180534899235000
0,0,0,0,1,0,1277339.990839645300000,75940.300016969442000
0,0,0,0,1,0,1352588.869212970100000,75907.949359893799000
0,0,0,0,1,0,1242488.169139221300000,75840.534140393138000
0,0,0,0,1,0,1242469.404412969900000,75370.828058809042000
0,0,0,0,1,0,1221409.641086384700000,74576.827678307891000
0,0,0,0,1,0,1236520.757845714700000,74270.533999562263000
0,0,0,0,1,0,1247518.639721304200000,73976.828222140670000
0,0,0,0,1,0,1258236.638954550000000,73718.063975885510000
0,0,0,0,1,0,1276657.402637884000000,73416.182361811399000
0,0,0,0,1,0,1223852.993811219900000,72195.651338309050000
0,0,0,0,1,0,1225877.170209050200000,68875.593017816544000
0,0,0,0,1,0,1201644.171759143500000,68237.179924562573000
0,0,0,0,1,0,1277265.873533800200000,68167.417924970388000
0,0,0,0,1,0,1207420.641833469300000,68164.239125564694000
0,0,0,0,1,0,1219351.876501143000000,67753.357073307037000
0,0,0,0,1,0,1200251.524610057500000,66562.592066392303000
0,0,0,0,1,0,1229922.876028388700000,66497.651579469442000
0,0,0,0,1,0,1228374.523153975600000,66485.945894226432000
0,0,0,0,1,0,1224398.287996217600000,63784.122557729483000
0,0,0,0,1,0,1240434.640437886100000,63582.358197480440000
0,0,0,0,1,0,1220654.170812562100000,62248.593148469925000
0,0,0,0,1,0,1207408.289167881000000,61789.062899559736000
0,0,0,0,1,0,1274518.991560384600000,61058.712654232979000
0,0,0,0,1,0,1258686.992384553000000,60207.358713895082000
0,0,0,0,1,0,1280059.403051719100000,59855.889272481203000
0,0,0,0,1,0,1208673.289262548100000,59757.239535391331000
0,0,0,0,1,0,1236800.170016557000000,59452.711273059249000
0,0,0,0,1,0,1279865.403111636600000,58506.006801649928000
0,0,0,0,1,0,1222636.759038969900000,57353.240078315139000
0,0,0,0,1,0,1217702.877502560600000,48885.240610137582000
0,0,0,0,1,0,1241608.993732228900000,43402.241733640432000
0,0,0,0,1,0,1274045.286471054000000,38693.831202968955000
0,0,0,0,1,0,1244599.405730381600000,30977.595323145390000
0,1,0,0,0,0,1229694.816773220900000,78712.121573060751000
1,0,0,0,0,0,1271699.986699715300000,215223.586410477760000
0,0,0,0,1,1,1271242.692338720000000,222156.586323976520000
0,0,0,0,0,1,1301721.452247217300000,331046.639868885280000
0,0,0,0,1,0,1277799.926927641000000,238668.055925637480000
0,0,0,0,1,0,1191032.635895639700000,280435.168913558130000
0,0,0,0,1,0,1183267.813826888800000,247954.405791223050000
0,0,0,0,1,0,1270595.694288894500000,152600.060082972050000
0,0,0,0,1,0,1220976.816492721400000,97788.238276392221000
0,0,0,0,1,0,1182110.754789307700000,247995.229200392960000
0,0,0,0,1,0,1275664.508626312000000,455763.632888481020000
0,0,0,0,1,0,1274552.273646056700000,453409.633003309370000
0,0,0,0,1,0,1325004.859420478300000,439984.105720564720000
0,0,0,0,1,0,1327185.859651640100000,437217.635203644630000
0,0,0,0,1,0,1324364.506698548800000,433433.694280728700000
0,0,0,0,1,0,1313422.507913306400000,416491.577246397730000
0,0,0,0,1,0,1315987.154686883100000,416398.400595471260000
0,0,0,0,1,0,1315797.742992222300000,412252.459740385410000
0,0,0,0,1,0,1286479.156944468600000,392942.459974646570000
0,0,0,0,1,0,1310597.155624389600000,388475.696270391350000
0,0,0,0,1,0,1311032.979227811100000,388467.225486814980000
0,0,0,0,1,0,1340231.978244394100000,372817.933294638990000
0,0,0,0,1,0,1306785.274140551700000,370221.697017312050000
0,0,0,0,1,0,1330681.743407890200000,367219.227300480010000
0,0,0,0,1,0,1308420.744950965000000,363428.050499647860000
0,0,0,0,1,0,1307624.980466395600000,361048.403356060390000
0,0,0,0,1,0,1308312.980074644100000,361024.815476730470000
0,0,0,0,1,0,1306431.274520471700000,356838.285792052750000
0,0,0,0,1,0,1297443.157654225800000,352160.815160140400000
0,0,0,0,1,0,1305485.627789720900000,351890.403627470140000
0,0,0,0,1,0,1302278.392734393500000,350678.462481811640000
0,0,0,0,1,0,1303839.745582804100000,347323.580412060020000
0,0,0,0,1,0,1289884.275790393400000,346419.345015808940000
0,0,0,0,1,0,1298475.863594055200000,345705.521640315650000
0,0,0,0,1,0,1300887.157655969300000,344599.286648064850000
0,0,0,0,1,0,1302869.510318547500000,344534.639467641710000
0,0,0,0,1,0,1329872.979605466100000,342362.287513136860000
0,0,0,0,1,0,1300376.981182888200000,342281.992726221680000
0,0,0,0,1,0,1301461.510509893300000,340547.404331892730000
0,0,0,0,1,0,1287718.511421144000000,335965.698272228240000
0,0,0,0,1,0,1332544.273803561900000,335499.993823066350000
0,0,0,0,1,0,1282479.629510477200000,332536.992531225090000
0,0,0,0,1,0,1282862.158929139400000,331388.757294893260000
0,0,0,0,1,0,1298339.746412217600000,330101.757900387050000
0,0,0,0,1,0,1300491.981609061400000,330065.934481233360000
0,0,0,0,1,0,1290213.629134312300000,328942.934102565050000
0,0,0,0,1,0,1282102.982625976200000,326989.522326976060000
0,0,0,0,1,0,1300282.158209800700000,324248.052416220310000
0,0,0,0,1,0,1283910.982618883300000,323919.698742225770000
0,0,0,0,1,1,1300088.393505469000000,323894.464212641120000
0,0,0,0,1,0,1318711.392676726000000,321106.229303553700000
0,0,0,0,1,0,1314783.392986804200000,317752.405630648140000
0,0,0,0,1,0,1290769.864898473000000,317657.169928729530000
0,0,0,0,1,0,1291998.511719390700000,316895.934902638200000
0,0,0,0,1,1,1290563.511964723500000,314593.993640393020000
0,0,0,0,1,1,1290733.335443973500000,314518.817281559110000
0,0,0,0,1,1,1290273.923633143300000,314317.346555888650000
0,0,0,0,1,0,1274075.630570471300000,308574.581466645000000
0,0,0,0,1,0,1279368.865718886300000,307930.934788063170000
0,0,0,0,1,0,1270938.748720884300000,306507.581663638350000
0,0,0,0,1,0,1285656.277356639500000,305392.229235559700000
0,0,0,0,1,0,1277430.748532131300000,304684.875991478560000
0,0,0,0,1,0,1271334.983820810900000,303218.522953063250000
0,0,0,0,1,0,1277133.395452305700000,302999.523062974210000
0,0,0,0,1,0,1280647.865785554100000,302883.229332312940000
0,0,0,0,1,0,1262410.866826549200000,302094.581631392240000
0,0,0,0,1,0,1275801.395491644700000,301987.111373886470000
0,0,0,0,1,0,1283296.865736886900000,301608.052748814230000
0,0,0,0,1,0,1279957.865853220200000,301578.758844137190000
0,0,0,0,1,0,1280640.160092309100000,301555.582381308080000
0,0,0,1,0,0,1259501.102304890800000,300381.169703885910000
0,0,0,0,1,0,1260766.866833716600000,300171.581868469720000
0,0,0,0,1,0,1287217.865440800800000,300064.347174808380000
0,0,0,0,1,0,1295021.276999309700000,296387.877165555950000
0,0,0,0,1,0,1279218.395547390000000,296162.759177476170000
0,0,0,0,1,0,1269957.984278217000000,295316.288101390000000
0,0,0,0,1,0,1220588.280852466800000,294611.757358223200000
0,0,0,1,1,0,1231988.397815972600000,294319.228415727620000
0,0,0,0,1,0,1286800.159911394100000,292209.523973733190000
0,0,0,0,1,0,1269000.396298393600000,288982.288302227850000
0,0,0,0,1,1,1264756.631820052900000,287433.052883639930000
0,0,0,0,1,1,1268498.396318137600000,287369.170793563130000
0,0,0,0,1,1,1265213.396326467400000,286096.523732557890000
0,0,0,0,1,0,1215884.869655638900000,286052.581235140560000
0,0,0,0,1,1,1264706.749373883000000,283607.700298145410000
0,0,0,0,1,1,1263362.278965726500000,282846.523670896890000
0,0,0,0,1,0,1265970.278999060400000,282476.112010136250000
0,0,0,0,1,1,1269787.749382466100000,282039.523972555990000
0,0,0,0,1,1,1305251.629898130900000,280996.701583147050000
0,0,0,0,1,0,1189354.635970801100000,280976.815796136860000
0,0,0,0,1,0,1302466.865454554600000,280862.231051564220000
0,0,0,0,1,0,1344282.745405301500000,279918.291338399050000
0,0,0,0,1,1,1292052.159906059500000,279838.113021060820000
0,0,0,0,1,1,1275059.984572887400000,279218.289129480720000
0,0,0,0,0,1,1315878.158841893100000,278982.937566056850000
0,0,0,0,1,0,1309120.982723727800000,278899.643113225700000
0,0,0,0,1,0,1346219.392450645600000,278848.350236803290000
0,0,0,0,1,0,1268443.867227718200000,278078.935765147210000
0,0,0,0,1,0,1315879.864547133400000,277990.290601223710000
0,0,0,0,1,0,1305162.159604638800000,277983.642976731060000
0,0,0,0,1,1,1299144.748083055000000,277641.231259971860000
0,0,0,0,1,0,1335128.981560632600000,277404.467625886200000
0,0,0,0,1,0,1265922.867348477200000,276451.995121389630000
0,0,0,0,1,1,1276390.161046385800000,275188.054407805200000
0,0,0,0,1,0,1201493.517860978800000,274003.757563814520000
0,0,0,0,1,0,1273080.514122381800000,273979.407218813900000
0,0,0,0,1,0,1275068.161065727500000,273910.936555221680000
0,0,0,0,1,0,1196211.517926305500000,273788.934174552560000
0,0,0,0,1,0,1296096.983509302100000,273277.701929315920000
0,0,0,0,1,1,1276386.984543561900000,271219.877960979940000
0,0,0,0,1,1,1272394.749745890500000,270019.289482891560000
0,0,0,0,1,0,1268397.161612466000000,268787.701066806910000
0,0,0,0,0,1,1272362.984717547900000,268438.936672478910000
0,0,0,0,1,1,1264464.514622137000000,268214.760283559560000
0,0,0,0,1,0,1273649.396514803200000,267320.701376140120000
0,0,0,0,1,1,1280342.984505549100000,267112.230992555620000
0,0,0,0,1,0,1271029.396833553900000,266968.230624392630000
0,0,0,0,1,0,1299307.630631297800000,265823.820183560250000
0,0,0,0,1,0,1213054.340867891900000,265221.523487895730000
0,0,0,0,1,0,1211374.047312468300000,264625.052567973730000
0,0,0,0,1,0,1309035.512422218900000,262720.114776805040000
0,0,0,0,1,0,1315233.629947215300000,262279.291511476040000
0,0,0,0,1,0,1272958.632148310500000,262041.054783225060000
0,0,0,0,1,0,1273617.985160306100000,262021.995766222480000
0,0,0,0,1,0,1294611.160365477200000,261868.584655731920000
0,0,0,0,1,1,1264371.515136227000000,261596.936905056240000
0,0,0,0,1,0,1265681.750376641800000,261558.760472223160000
0,0,0,0,1,0,1284436.984519645600000,261243.761102229360000
0,0,0,0,1,0,1312178.512369811500000,260946.820423141120000
0,0,0,0,0,1,1264356.162148550200000,260339.878067478540000
0,0,0,0,1,0,1303116.160087719600000,259798.585186809300000
0,0,0,0,1,0,1263688.397407978800000,259466.289919644590000
0,0,0,0,1,0,1307220.159753724900000,258401.408847302200000
0,0,0,0,1,1,1273587.867438390900000,258044.525702804330000
0,0,0,0,1,1,1262993.632721394300000,257001.054692640900000
0,0,0,0,1,0,1227424.634633809300000,256802.465194806460000
0,0,0,0,1,1,1258717.397835552700000,255747.348538637160000
0,0,0,0,1,0,1312526.277422308900000,255691.585854887960000
0,0,0,0,1,1,1268787.867852062000000,255531.584206387400000
0,0,0,0,1,0,1322739.512245133500000,255424.586060807110000
0,0,0,0,1,0,1325153.629792228300000,255369.292208150030000
0,0,0,0,1,1,1273550.632276639300000,254738.996552720670000
0,0,0,0,1,1,1274208.279583394500000,254044.584555730220000
0,0,0,0,1,1,1274872.867493048300000,254021.702383637430000
0,0,0,0,1,0,1324063.982693299700000,253913.762638896700000
0,0,0,0,1,1,1265563.515048801900000,253479.584045305850000
0,0,0,0,1,1,1265558.397276893300000,253213.525522306560000
0,0,0,0,1,1,1276194.985255643700000,252651.408208221200000
0,0,0,0,1,1,1276986.867530137300000,252636.466965138910000
0,0,0,0,1,0,1267735.985769465600000,252362.466528892520000
0,0,0,0,1,1,1260237.633312135900000,251681.525305479760000
0,0,0,0,1,0,1273103.279496803900000,251526.466888561840000
0,0,0,0,1,1,1272985.279732808500000,251148.820006057620000
0,0,0,0,1,1,1272683.985387891500000,250825.408251315360000
0,0,0,0,1,0,1274178.985350638600000,250353.937409475450000
0,0,0,0,1,1,1272854.750138223200000,250110.290587052700000
0,0,0,0,1,0,1327130.159303724800000,249963.468702226880000
0,0,0,0,1,1,1278179.985222637700000,249961.055321231480000
0,0,0,0,1,1,1280778.396692469700000,249913.349707975980000
0,0,0,0,1,1,1286123.396501138800000,249804.938179388640000
0,0,0,0,0,1,1273871.161819309000000,249642.820065304640000
0,0,0,0,1,0,1317786.512636721100000,249019.056877136230000
0,0,0,0,1,1,1272821.397514641300000,248990.937838897110000
0,0,0,0,1,0,1322062.983086392300000,248855.939093142750000
0,0,0,0,1,1,1275875.397312134500000,248257.878937557340000
0,0,0,0,1,1,1274807.161915808900000,248193.232085227970000
0,0,0,0,1,0,1271079.162153974200000,248044.113945141430000
0,0,0,0,1,0,1184647.754964634800000,247820.934929564600000
0,0,0,0,1,0,1322276.159497305800000,247781.527528062460000
0,0,0,0,1,1,1260294.868761971600000,247717.584414482120000
0,0,0,0,1,1,1274797.397171556900000,247691.290831893680000
0,0,0,0,1,1,1278916.396807551400000,247301.878881052140000
0,0,0,0,1,0,1276118.632718056400000,246590.232010394330000
0,0,0,0,1,1,1278904.161595806500000,246477.937943637370000
0,0,0,0,1,0,1302750.983980804700000,246138.056405559180000
0,0,0,0,1,1,1275822.632653892000000,246038.584819719200000
0,0,0,0,1,0,1316372.983311548800000,245836.939225643870000
0,0,0,0,1,0,1264737.986188054100000,245777.349449813370000
0,0,0,0,1,0,1319664.982961133100000,245720.115640386940000
0,0,0,0,1,1,1273916.162057384800000,244946.290744483470000
0,0,0,0,1,0,1270378.162243634500000,244861.702659055590000
0,0,0,0,1,1,1273911.867774635600000,244768.702516973020000
0,0,0,0,1,0,1331404.394193559900000,244515.410372644660000
0,0,0,0,1,0,1315146.865685060600000,244416.292132556440000
0,0,0,0,1,0,1186086.402021721000000,244032.994342729450000
0,0,0,0,1,1,1273855.867886632700000,243383.467426553370000
0,0,0,0,1,0,1260840.280400797700000,242907.878810808060000
0,0,0,0,1,0,1181840.872783139300000,242833.111571893100000
0,0,0,0,1,1,1275427.515005812000000,242798.938083812590000
0,0,0,0,1,1,1275991.162172466500000,242779.055577635770000
0,0,0,0,1,1,1276341.162128642200000,241342.408844649790000
0,0,0,0,1,0,1273890.632580891300000,240906.350005477670000
0,0,0,0,1,0,1315068.983622968200000,240884.174852982160000
0,0,0,0,1,0,1267909.162588477100000,240667.114263474940000
0,0,0,0,1,0,1266677.750681221500000,240630.643863976000000
0,0,0,0,1,0,1263925.750935882300000,240346.820284649730000
0,0,0,0,1,0,1260099.868823885900000,239655.526063561440000
0,0,0,0,1,0,1255945.398458302000000,237187.761314064260000
0,0,0,0,1,0,1262858.751101389500000,237060.232041552660000
0,0,0,0,1,0,1268595.750782221600000,236971.350001469250000
0,0,0,0,1,0,1268166.750984057800000,236234.408890053630000
0,0,0,0,1,0,1187254.990563809900000,236056.347566396000000
0,0,0,0,1,0,1188548.637254715000000,236021.818107888100000
0,0,0,0,1,0,1196783.283843144800000,235809.818531885740000
0,0,0,0,1,0,1317559.983562216200000,235696.233785316350000
0,0,0,0,1,0,1200578.636488631400000,235694.289235398170000
0,0,0,0,1,0,1256265.751492142700000,235239.996508806940000
0,0,0,0,1,1,1278451.632645219600000,235168.526835471390000
0,0,0,0,1,0,1268699.868356138500000,234280.761878728870000
0,0,0,0,1,0,1319114.395151555500000,233716.645880982280000
0,0,0,0,1,0,1277018.985904216800000,233507.703385472300000
0,0,0,0,1,0,1303063.749103307700000,233505.410082980990000
0,0,0,0,1,0,1264805.280672892900000,232496.232311308380000
0,0,0,0,1,0,1226229.753165304700000,232449.701892554760000
0,0,0,0,1,0,1268345.868407964700000,232406.762017816310000
0,0,0,0,1,0,1318578.866038888700000,231653.763523802160000
0,0,0,0,1,0,1218322.518323645000000,231383.348710313440000
0,0,0,0,1,1,1270307.986202895600000,231320.232694804670000
0,0,0,0,1,0,1301694.631762802600000,231031.527891635890000
0,0,0,0,0,1,1271564.515513971400000,230880.467826306820000
0,0,0,0,1,0,1264758.339493811100000,230626.703241974120000
0,0,0,0,1,1,1273590.633180886500000,230425.644588977100000
0,0,0,0,1,0,1263712.986597642300000,230135.997202396390000
0,0,0,0,0,1,1271551.633321881300000,230040.467865899210000
0,0,0,0,1,1,1304946.631492391200000,228864.939705148340000
0,0,0,0,1,0,1266653.868839219200000,228789.056326732040000
0,0,0,0,1,0,1272097.750996053200000,228662.762287974360000
0,0,0,0,1,0,1275559.986197561000000,228367.409532219170000
0,0,0,0,1,1,1271555.986331552300000,227355.879731148480000
0,0,0,0,1,0,1269342.633474811900000,227213.879687055950000
0,0,0,0,1,0,1271001.750891476900000,227027.233078733090000
0,0,0,0,1,0,1194921.402068227500000,226592.759866312150000
0,0,0,0,1,1,1269122.633586719600000,226409.939037725330000
0,0,0,0,1,1,1272145.633446216600000,226359.232774302360000
0,0,0,0,1,1,1271868.398108303500000,226195.233102306720000
0,0,0,0,1,0,1322713.630735218500000,226128.705348223450000
0,0,0,0,1,0,1281284.868120476600000,226054.409893140200000
0,0,0,0,1,1,1271591.280552297800000,226030.997538387780000
0,0,0,0,1,0,1304268.866771802300000,225522.469355970620000
0,0,0,0,1,1,1269279.398036971700000,225512.821081310510000
0,0,0,0,1,0,1305050.396376714100000,225495.940209552650000
0,0,0,0,1,1,1270206.515605300700000,225211.115319892760000
0,0,0,0,1,1,1276107.633396223200000,224608.233323559170000
0,0,0,0,1,0,1271782.750969886800000,223063.292187720540000
0,0,0,0,1,1,1270898.986333221200000,222776.409559398890000
0,0,0,0,1,0,1306852.278599724200000,222682.528513565660000
0,0,0,0,1,0,1199183.166510552200000,222395.466423645620000
0,0,0,0,1,0,1305556.867148548400000,222348.058053895830000
0,0,0,0,0,1,1303159.867021307300000,222272.351512387390000
0,0,0,0,1,0,1273050.398040890700000,222117.233056232330000
0,0,0,0,1,1,1274338.398089557900000,222093.409613057970000
0,0,0,0,1,0,1276375.162716805900000,222072.409655064340000
0,0,0,0,1,0,1314957.866391137200000,221656.763832807540000
0,0,0,0,1,0,1302811.514371559000000,221486.116536304350000
0,0,0,0,1,0,1281809.750600889300000,221485.468899816270000
0,0,0,0,1,0,1197254.755013048600000,221259.466070979830000
0,0,0,0,1,0,1311299.396017804700000,221094.175719141960000
0,0,0,0,1,0,1322731.160227716000000,220834.293692976240000
0,0,0,0,1,0,1195019.284746468100000,219818.230764478450000
0,0,0,0,1,0,1274874.162766054300000,219790.292172059420000
0,0,0,0,1,0,1257264.634336888800000,219295.409303560850000
0,0,0,0,1,0,1279156.868439465800000,219118.645221397280000
0,0,0,0,1,0,1316025.866551727100000,219108.587826803330000
0,0,0,0,1,1,1258543.928366228900000,218722.291683390740000
0,0,0,0,1,0,1280394.633024305100000,218613.763357147570000
0,0,0,0,1,0,1317342.630978554500000,218268.764375224710000
0,0,0,0,1,0,1302615.043635889900000,218254.469784393910000
0,0,0,0,1,0,1202426.519603893200000,218016.231087639930000
0,0,0,0,1,0,1196518.166919305900000,217677.819362893700000
0,0,0,1,0,0,1209179.989692717800000,217345.466681137680000
0,0,0,0,1,0,1181219.638133227800000,216391.877709060910000
0,0,0,0,1,0,1278396.515629470300000,216345.410282313820000
0,0,0,0,1,0,1317288.866322308800000,216282.705355226990000
0,0,0,0,1,0,1298053.161683559400000,216043.763575896620000
0,0,0,0,1,1,1260481.281446889000000,215838.350928977130000
0,0,0,0,1,0,1223228.518682226500000,215347.408341303470000
0,0,0,0,1,0,1255183.869797632100000,214570.409567222000000
0,0,0,0,1,0,1281422.809773728300000,214352.292877480390000
0,0,0,0,1,0,1257033.869706556200000,214337.291923224930000
0,0,0,0,1,0,1191226.873368054600000,214280.819267138840000
0,0,0,0,1,0,1310798.749381303800000,214267.705448225140000
0,0,0,0,1,0,1257011.987532466700000,213838.821463480590000
0,0,0,0,1,0,1190340.637935802300000,213508.231245398520000
0,0,0,0,1,0,1271242.869175642700000,213103.586713477970000
0,0,0,0,1,0,1202246.166946217400000,213042.231521219020000
0,0,0,0,1,1,1296449.161938801400000,212700.528464481230000
0,0,0,0,1,0,1254996.516825884600000,211932.174686223270000
0,0,0,0,1,0,1280221.398134559400000,211716.822098553180000
0,0,0,0,1,0,1262753.163714140700000,211068.174773812290000
0,0,0,0,1,0,1187566.755688309700000,211037.936973392960000
0,0,0,0,1,0,1184244.991334468100000,210269.113379806280000
0,0,0,0,1,0,1256928.987698465600000,209861.527580812570000
0,0,0,0,1,0,1309319.984950393400000,209384.999990552660000
0,0,0,0,1,0,1190619.167562469800000,209296.878447636960000
0,0,0,0,1,1,1284638.868630304900000,209096.351945802570000
0,0,0,0,1,0,1187492.285364806700000,208343.113622888920000
0,0,0,0,1,0,1346186.865284726000000,207051.589303061370000
0,0,0,0,1,0,1215738.283990800400000,206583.879280477760000
0,0,0,0,1,0,1259439.634580060800000,205819.763026565310000
0,0,0,0,1,0,1318176.631279051300000,205581.235616475340000
0,0,0,0,1,0,1270972.633823722600000,205452.939941301940000
0,0,0,0,1,0,1277822.398339390800000,204451.175540640950000
