stop_lat,stop_lon,light_rail,commuter_rail,brt,ferry,bus,express
48.246701202831566,-122.339299211379510,0,0,0,0,1,0
48.243464917566286,-122.347393893517490,0,0,0,0,1,0
48.242044122667984,-122.352285851021070,0,0,0,0,1,0
48.232304136918664,-122.330376890016480,0,0,0,0,1,0
48.198927066395328,-122.125491855578300,0,0,0,0,1,0
48.196154148416738,-122.129158029305290,0,0,0,0,1,0
48.170426122650149,-122.356309431687250,0,0,0,0,1,0
48.160355968893228,-122.321560599927840,0,0,0,0,1,0
48.159442647878599,-122.316426339844110,0,0,0,0,1,0
48.152121170410915,-122.238440771391400,0,0,0,0,1,0
48.118515964367141,-122.162417810468810,0,0,0,0,1,0
48.079812628870449,-121.963977511556080,0,0,0,0,1,0
48.075701442756397,-122.185498694924320,0,0,0,0,1,0
48.065805353734063,-122.275901619704340,0,0,0,0,1,0
48.053645632379514,-122.148154337191470,0,0,0,0,1,0
48.053610538306188,-122.140708191230400,0,0,0,0,1,0
48.051728212712398,-122.173070901080820,0,0,0,0,1,0
48.051694264328816,-122.167456548067860,0,0,0,0,1,0
48.036013521275905,-122.049590212645600,0,0,0,0,1,0
48.017766899720137,-122.202409108580160,0,0,0,0,1,0
47.997847965444691,-122.108900298845410,0,0,0,0,1,0
47.996077420847392,-122.098566507190710,0,0,0,0,1,0
47.988513932903288,-122.213865549238860,0,0,0,0,1,0
47.976672341351161,-122.192412775737540,0,0,0,0,1,0
47.975518781229837,-122.197290609965890,0,1,0,0,0,0
47.975401908502278,-122.198342226321570,0,0,0,0,1,1
47.970100329600129,-122.201140201355270,0,0,0,0,1,0
47.963325250653952,-122.210749738145440,0,0,0,0,1,0
47.956761199305227,-122.231614530305760,0,0,0,0,1,0
47.947405385728963,-122.303665792130640,0,0,0,0,1,0
47.936440069775166,-122.228450979762400,0,0,0,0,1,0
47.931031265998598,-122.260633047089980,0,0,0,0,1,0
47.929907976334569,-122.211857306775330,0,0,0,0,1,0
47.929956557668227,-122.202768904016620,0,0,0,0,1,0
47.929265079041286,-122.246362304859450,0,0,0,0,1,0
47.918356980393980,-122.231365026051090,0,0,0,0,1,0
47.907358554700160,-122.206970048778290,0,0,0,0,1,0
47.898135676390496,-122.206797173909350,0,0,0,0,1,0
47.896498505103210,-122.294400449048740,0,0,0,0,1,0
47.896602016103898,-122.246805072993380,0,0,0,0,1,0
47.881984532017910,-122.246432527883120,0,0,0,0,1,0
47.882092244415986,-122.227877860536130,0,0,0,0,1,0
47.878177578555473,-122.193160774665770,0,0,0,0,1,0
47.876467955223028,-122.288826651668900,0,0,0,0,1,0
47.875366480187594,-122.290044714928670,0,0,0,0,1,0
47.867024674828194,-122.209013155396060,0,0,0,0,1,0
47.864183105352048,-122.303577954608900,0,0,0,0,1,0
47.863702267957173,-122.161280130827050,0,0,0,0,1,0
47.862910613938517,-122.145751369347240,0,0,0,0,1,0
47.862610575060948,-122.154732367043920,0,0,0,0,1,0
47.863136584170967,-121.816676403455300,0,0,0,0,1,0
47.860613646366467,-121.990624258148540,0,0,0,0,1,0
47.855460402157377,-121.972317911822360,0,0,0,0,1,0
47.849788087942642,-122.260607570957650,0,0,0,0,1,0
47.846453687609618,-122.294707739442670,0,0,0,0,1,0
47.833998391764815,-122.292542577435480,0,0,0,0,1,0
47.817404129361087,-122.307666284196780,0,0,0,0,1,0
47.813639657178605,-122.285409147392160,0,0,0,0,1,0
47.810545662629877,-122.369575134371590,0,0,0,0,1,0
47.810513111222889,-122.354701480326210,0,0,0,0,1,0
47.810493756563588,-122.329977242280240,0,0,0,0,1,0
47.810411873262133,-122.324880329442550,0,0,0,0,1,0
47.809063852206016,-122.292368831271320,0,0,0,0,1,0
47.806652012713087,-122.377362193322480,0,0,0,0,1,0
47.807977539207371,-122.260117881576050,0,0,0,0,1,0
47.806864504050779,-122.330260323585340,0,0,0,0,1,0
47.805329603883663,-122.327812026194380,0,0,0,0,1,0
47.799489263058703,-122.322100867070400,0,0,0,0,1,0
47.799436070126887,-122.319398562533560,0,0,0,0,1,0
47.799541552548732,-122.292341434971950,0,0,0,0,1,0
47.798386939315257,-122.212215026443160,0,0,0,0,1,0
47.794933074619543,-122.322075364921260,0,0,0,0,1,0
47.791933764455457,-122.286255834304970,0,0,0,0,1,0
47.791295496606907,-122.213342367526390,0,0,0,0,1,0
47.786587248645247,-122.311153578378040,0,0,0,0,1,0
47.784826177478656,-122.314918158483020,0,0,0,0,1,0
47.784777426669770,-122.305769960490860,0,0,0,0,1,0
47.783250688897446,-122.345828178946930,0,0,0,0,1,0
47.777772021977725,-122.335322019425060,0,0,0,0,1,0
47.777522317817173,-122.308357662776360,0,0,0,0,1,0
47.778099013359487,-122.180380632662590,0,0,0,0,1,0
47.774126549410987,-122.353615578297830,0,0,0,0,1,1
47.769040562552270,-122.180166708584320,0,0,0,0,1,1
47.768891216664016,-122.166469042278370,0,0,0,0,1,0
47.768860976458910,-122.161814126140500,0,0,0,0,1,0
47.767027576686822,-122.264235434373060,0,0,0,0,0,1
47.765064222279300,-122.361212842658830,0,0,0,0,1,1
47.766179940926222,-122.169341372221170,0,0,0,0,1,0
47.762750499524721,-122.291855327643260,0,0,0,0,1,0
47.762477150240329,-122.207574409044430,0,0,0,0,1,0
47.758710000368367,-122.313461751753150,0,0,0,0,1,0
47.757177110424543,-122.353298834431400,0,0,0,0,1,0
47.757570341711968,-122.249777433142330,0,0,0,0,1,0
47.757435648208848,-122.243684455760470,0,0,0,0,1,1
47.755994160648193,-122.334843268005300,0,0,0,0,1,1
47.749010051732704,-122.354175536455900,0,0,0,0,1,0
47.750691130313520,-122.081439885106560,0,0,0,0,1,0
47.742252289623821,-122.649757568178770,0,0,0,0,1,0
47.745988041956643,-122.334617623495160,0,0,0,0,1,0
47.738078464903246,-122.312857654162090,0,0,0,0,1,1
47.737237292936143,-122.323577450222340,0,0,0,0,1,0
47.734130383064027,-122.355571257195050,0,0,0,0,1,1
47.734132557521001,-122.339686748659470,0,0,0,0,1,0
47.734094930150462,-122.328879611226430,0,0,0,0,1,0
47.733752779213766,-122.292433727028270,0,0,0,0,1,1
47.730494326348385,-122.334236263924690,0,0,0,0,1,0
47.730729968911234,-122.169062357493870,0,0,0,0,1,0
47.728671808288645,-122.334216086594440,0,0,0,0,1,0
47.730342402609807,-122.167435617002870,0,0,0,0,1,0
47.727939652679993,-122.234553833680110,0,0,0,0,1,0
47.726752090620806,-122.175591114141350,0,0,0,0,1,0
47.723222856095141,-122.351624051832200,0,0,0,0,1,0
47.716170377626653,-122.615628352558990,0,0,0,0,1,0
47.718885690420002,-122.295465672030730,0,0,0,0,1,1
47.718494690060275,-122.201291334109140,0,0,0,0,1,0
47.718421663286968,-122.188198015948050,0,0,0,0,1,0
47.715859177248227,-122.323486401287110,0,0,0,0,1,0
47.716397559733828,-122.187038168147780,0,0,0,0,1,0
47.714521109404998,-122.101221436987200,0,0,0,0,1,0
47.708541116016022,-122.314724441777060,0,0,0,0,1,0
47.708425670029179,-122.301354715944300,0,0,0,0,1,1
47.704011119451224,-122.205972581712590,0,0,0,0,1,0
47.703822013442711,-122.110863200369660,0,0,0,0,1,0
47.700144971377355,-122.366048147515730,0,0,0,0,1,0
47.698271564397132,-122.393577549171330,0,0,0,0,1,1
47.697731322323705,-122.328453652851290,0,0,0,0,1,0
47.698474793858651,-122.230036464224270,0,0,0,0,1,0
47.696229918317357,-122.305736699648090,0,0,0,0,1,1
47.695797322063967,-122.312115995257610,0,0,0,0,1,1
47.693483951588703,-122.273008667460730,0,0,0,0,1,0
47.690609149046622,-122.376805924259880,0,0,0,0,1,1
47.691236107905688,-122.306848381150120,0,0,0,0,0,1
47.689650900838934,-122.204618580545640,0,0,0,0,1,0
47.686678539827987,-122.290597970073220,0,0,0,0,1,1
47.683176103200864,-122.322902373432380,0,0,0,0,1,0
47.683086294477789,-122.315279939763100,0,0,0,0,1,1
47.684163949655819,-122.209813281669990,0,0,0,0,1,0
47.683040880940744,-122.283089214717040,0,0,0,0,1,1
47.682231210760243,-122.326700206562860,0,0,0,0,1,0
47.681053805758815,-122.355306638741980,0,0,0,0,1,1
47.678716200003471,-122.398380230037920,0,0,0,0,1,1
47.680652338096671,-122.203712861438890,0,0,0,0,1,0
47.680719381984801,-122.197049239743460,0,0,0,0,1,0
47.677512534290109,-122.328349599256970,0,0,0,0,1,0
47.679315155186146,-122.180566503775790,0,0,0,0,1,0
47.679339741697810,-122.178294225687790,0,0,0,0,1,0
47.675948541083898,-122.387584676628020,0,0,0,0,1,1
47.675985313455861,-122.366023166383910,0,0,0,0,1,1
47.676679948329379,-122.125543438914220,0,0,0,0,1,0
47.675380866194224,-122.203100299680780,0,0,0,0,1,0
47.674146878295424,-122.130304223339920,0,0,0,0,1,0
47.670097381347013,-122.325542776614990,0,0,0,0,1,1
47.667219361157002,-122.333699965422680,0,0,0,0,1,0
47.668156833865552,-122.174721936452870,0,0,0,0,1,0
47.664564170309973,-122.409305116531160,0,0,0,0,1,0
47.666685626988851,-122.201836329798750,0,0,0,0,1,0
47.664927675505282,-122.316334524771830,0,0,0,0,1,1
47.664892737543234,-122.311937566738250,0,0,0,0,1,1
47.664854235431285,-122.306506415906750,0,0,0,0,1,1
47.664888041221538,-122.284788404359770,0,0,0,0,1,0
47.663111841696242,-122.316358406999750,0,0,0,0,1,1
47.662140765670920,-122.353980743640410,0,0,0,0,1,1
47.661386555587903,-122.333717842768250,0,0,0,0,1,0
47.662539491626084,-122.196202485623700,0,0,0,0,1,0
47.660221656948977,-122.354380616333500,0,0,0,0,1,0
47.661277466329182,-122.271823531402730,0,0,0,0,1,0
47.658335882392642,-122.403578640218630,0,0,0,0,1,0
47.657690040354851,-122.396167968923110,0,0,0,0,1,0
47.656834287273554,-122.313246040056910,0,0,0,0,1,0
47.650544659228359,-122.687529641052990,0,0,0,0,1,0
47.655583316424192,-122.332629594233040,0,0,0,0,1,1
47.650507897944443,-122.676918353882070,0,0,0,0,1,0
47.655340121156449,-122.312148823790110,0,0,0,0,1,1
47.653056319540795,-122.376211007383200,0,0,0,0,1,0
47.653146722621713,-122.336294271406860,0,0,0,0,1,0
47.652722925410217,-122.356597081610490,0,0,0,0,1,0
47.652744977316090,-122.345963944466130,0,0,0,0,1,0
47.652396108840620,-122.303147343133220,0,0,0,0,1,0
47.645595608183001,-122.629367294469770,0,0,0,0,1,0
47.649945846571903,-122.319802312910380,0,0,0,0,1,0
47.648997398341649,-122.304591325899790,0,0,0,0,1,0
47.646805789103880,-122.409572222059080,0,0,0,0,1,0
47.646884542021901,-122.351352972888290,0,0,0,0,1,0
47.643224470857483,-122.370202376144040,0,0,0,0,1,0
