id,Operator,RouteNumber,Mode,Description,Code
523,1,MK331,b,MK331a,MK
524,1,MK331,b,MK331b,MK
525,1,MK331,b,MK331c,MK
526,1,MK342,b,MK342a,MK
527,1,MK345,b,MK345a,MK
528,1,MK345,b,MK345b,MK
529,1,MK346,b,MK346a,MK
530,1,MK346,b,MK346b,MK
531,1,MK347,b,MK347a,MK
532,1,MK347,b,MK347b,MK
533,1,MK348,b,MK348a,MK
534,1,MK348,b,MK348b,MK
535,1,MK355,b,MK355a,MK
536,1,MK355,b,MK355b,MK
537,1,MK358,b,MK358a,MK
538,1,MK358,b,MK358b,MK
539,1,MK372,b,MK372a,MK
540,1,MK372,b,MK372b,MK
541,1,MK372,b,MK372c,MK
542,1,MK373,b,MK373a,MK
543,6,ST522,b,ST522a,ST
544,6,ST522,b,ST522b,ST
545,6,ST522,b,ST522c,ST
546,6,ST540,b,ST540a,ST
547,6,ST540,b,ST540b,ST
548,6,ST540,b,ST540c,ST
549,6,ST545,b,ST545a,ST
550,6,ST545,b,ST545b,ST
551,6,ST545,b,ST545c,ST
552,6,ST545,b,ST545d,ST
553,6,ST545,b,ST545e,ST
554,6,ST545,b,ST545f,ST
555,6,ST550,b,ST550a,ST
556,6,ST550,b,ST550b,ST
557,6,ST550,b,ST550c,ST
558,6,ST550,b,ST550d,ST
559,6,ST550,b,ST550e,ST
560,6,ST554,b,ST554a,ST
561,6,ST554,b,ST554b,ST
562,6,ST555,b,ST555a,ST
563,6,ST555,b,ST555b,ST
564,6,ST556,b,ST556a,ST
565,6,ST556,b,ST556b,ST
566,6,ST560,b,ST560a,ST
567,6,ST560,b,ST560b,ST
568,6,ST560,b,ST560c,ST
569,6,ST560,b,ST560d,ST
570,6,ST560,b,ST560e,ST
571,6,ST566,b,ST566a,ST
572,6,ST566,b,ST566b,ST
573,6,ST566,b,ST566c,ST
574,6,ST566,b,ST566d,ST
575,6,ST566,b,ST566e,ST
576,6,ST566,b,ST566f,ST
577,6,ST577,b,ST577a,ST
578,6,ST599,b,ST599a,ST
579,6,ST599,b,ST599b,ST
580,6,ST599,b,ST599c,ST
581,6,ST599,b,ST599d,ST
582,6,ST599,b,ST599e,ST
583,1,MK600,b,MK600a,MK
584,1,MK661,b,MK661a,MK
585,1,MK885,b,MK885a,MK
586,1,MK886,b,MK886a,MK
587,1,MK886,b,MK886b,MK
588,1,MK888,b,MK888a,MK
589,1,MK889,b,MK889a,MK
590,1,MK890,b,MK890a,MK
591,1,MK891,b,MK891a,MK
592,1,MK892,b,MK892a,MK
593,1,MK901,b,MK901a,MK
594,1,MK901,b,MK901b,MK
595,1,MK903,b,MK903a,MK
596,1,MK903,b,MK903b,MK
597,1,MK908,b,MK908a,MK
598,1,MK908,b,MK908b,MK
599,1,MK909,b,MK909a,MK
600,1,MK909,b,MK909b,MK
601,1,MK913,b,MK913a,MK
602,1,MK913,b,MK913b,MK
603,1,MK915,b,MK915a,MK
604,1,MK915,b,MK915b,MK
605,1,MK915,b,MK915c,MK
606,1,MK917,b,MK917a,MK
607,1,MK917,b,MK917b,MK
608,1,MK917,b,MK917c,MK
609,1,MK918,b,MK918a,MK
610,1,MK918,b,MK918b,MK
611,1,MK919,b,MK919a,MK
612,1,MK919,b,MK919b,MK
613,1,MK921,b,MK921a,MK
614,1,MK921,b,MK921b,MK
615,1,MK926,b,MK926a,MK
616,1,MK926,b,MK926b,MK
617,1,MK926,b,MK926c,MK
618,1,MK927,b,MK927a,MK
619,1,MK927,b,MK927b,MK
620,1,MK927,b,MK927c,MK
621,1,MK927,b,MK927d,MK
622,1,MK929,b,MK929a,MK
623,1,MK929,b,MK929b,MK
624,1,MK935,b,MK935a,MK
625,1,MK935,b,MK935b,MK
626,1,MK941,b,MK941a,MK
629,1,MK982,b,MK982a,MK
630,1,MK986,b,MK986a,MK
631,1,MK987,b,MK987a,MK
632,1,MK988,b,MK988a,MK
633,1,MK989,b,MK989a,MK
634,1,MK994,b,MK994a,MK
635,1,MK995,b,MK995a,MK
636,3,CT880,b,Muklilteo-UDistrict,CT
637,3,CT880,b,Mukilteo-UDistrict,CT
638,3,CT871,b,UDistrict-EdmondsP&R,CT
639,3,CT870,b,EdmondsP&R-UDistrict,CT
640,3,CT860,b,MarinerP&R-UDistrict,CT
641,3,CT855,b,Lynwood-UDistrict,CT
642,3,CT851,b,EdmondsP&R-UDistrict,CT
643,3,CT821,b,Marysville-UDistrict,CT
644,3,CT812,b,MarinerP&R-McCollum*,CT
645,3,CT701,b,Swift-Aurora-Everett,CT
646,3,CT701,b,Swift-Everett-Aurora,CT
647,6,ST535,b,BellevueTC-Lynwood,ST
648,6,ST535,b,Lynwood-BellevueTC,ST
649,6,ST532,b,BellevueTC-EverettS*,ST
651,6,ST513,b,Everett-Seattle,ST
652,6,ST511,b,Seattle-AshWayP&R,ST
653,6,ST511,b,AshWayP&R-Seattle,ST
654,6,ST511,b,AshWayP&R-Seattle,ST
655,6,ST510,b,Seattle-Everett,ST
656,6,ST510,b,Everett-Seattle,ST
657,3,CT477,b,Brier-Seattle,CT
658,3,CT441,b,EdmondsP&R-Overlake,CT
659,3,CT435,b,MaysPond-Seattle,CT
660,3,CT425,b,LakeStevens-Seattle,CT
661,3,CT424,b,Snohomish-Seattle,CT
662,3,CT422,b,Stanwood-Seattle,CT
663,3,CT421,b,Marysville-Seattle,CT
664,3,CT417,b,Mukilteo-Seattle,CT
665,3,CT416,b,Edmonds-Seattle,CT
666,3,CT415,b,LincolnWay-Seattle,CT
667,3,CT414,b,McCollumP&R-Seattle,CT
668,3,CT413,b,SwampCreek-Seattle,CT
669,3,CT412,b,SilverFirs-Seattle,CT
670,3,CT411,b,SR99-MareinerP&R-SR*,CT
671,3,CT410,b,SR99-MarinerP&R-Sea*,CT
672,3,CT408,b,MountlakeTerrace-Se*,CT
673,3,CT406,b,Seaview-Seattle,CT
674,3,CT402,b,Lynwood-Seattle,CT
675,3,CT401,b,Lynwood-Seattle,CT
676,3,CT280,b,EverettStation-Gran*,CT
677,3,CT280,b,GraniteFalls-Everet*,CT
678,3,CT280,b,GraniteFalls-Everet*,CT
679,3,CT275,b,Everett-Monroe,CT
680,3,CT275,b,Monroe-Everett,CT
681,3,CT270,b,Everett-Monroe-Gold*,CT
682,3,CT270,b,GoldBar-Monroe-Ever*,CT
683,3,CT240,b,Stanwood-Arlington,CT
684,3,CT240,b,Arlington-Stanwood,CT
685,3,CT230,b,SmokeyPoint-Daringt*,CT
686,3,CT230,b,Darington-SmokeyPoi*,CT
687,3,CT222,b,TulalipBay-Marysvil*,CT
688,3,CT222,b,Marysville-TulalipB*,CT
689,3,CT221,b,Marysville-LakeStev*,CT
690,3,CT221,b,LakeStevens-Marysvi*,CT
691,3,CT202,b,LynwoodTC-SmokeyPoi*,CT
692,3,CT202,b,SmokeyPoint-Lynwood*,CT
693,3,CT201,b,LynwoodTC-SmokeyPoi*,CT
694,3,CT201,b,SmokeyPoint-Lynwood*,CT
695,3,CT200,b,SmokeyPoint-Lynwood*,CT
696,3,CT190,b,Mukilteo-EdmondsCC,CT
697,3,CT131,b,AuroraVillage-Edmon*,CT
698,3,CT131,b,EdmondsCC-AuroraVil*,CT
699,3,CT130,b,AuroraVillage-Lynwo*,CT
700,3,CT130,b,LynwoodTC-AuroraVil*,CT
701,3,CT121,b,LynwoodTC-Bothell,CT
702,3,CT121,b,Bothell-LynwoodTC,CT
703,3,CT120,b,Bothell-LynwoodTC,CT
704,3,CT119,b,LynwoodTC-Meadowdale,CT
705,3,CT119,b,Meadowdale-LynwoodTC,CT
706,3,CT118,b,AuroraVillage-AshWa*,CT
707,3,CT118,b,AshWayP&R-AuroraVil*,CT
708,3,CT116,b,Edmonds-SilverFirs-*,CT
709,3,CT116,b,MillCreek-SilverFir*,CT
710,3,CT115,b,Edmonds-SilverFirs-*,CT
711,3,CT115,b,MillCreek-SilverFir*,CT
712,3,CT113,b,LynwoodTC-Mukilteo,CT
713,3,CT113,b,Mukilteo-LynwoodTC,CT
714,3,CT112,b,EdmondsCC-Mountlake*,CT
715,3,CT112,b,Lynwood-MountlakeTe*,CT
716,3,CT110,b,Edmonds-LynwoodTC,CT
717,3,CT110,b,LynwoodTC-Edmonds,CT
718,3,CT106,b,Bothell-MarinerP&R,CT
719,3,CT106,b,MarinerP&R-Bothell,CT
720,3,CT105,b,Bothell-MarinerP&R,CT
721,3,CT105,b,MarinerP&R-Bothel,CT
722,3,CT101,b,AuroraVillage-Marin*,CT
723,3,CT101,b,MarinerP&R-AuroraVi*,CT
724,3,CT404,b,Edmonds-Seattle,CT
725,2,PT061,b,61 Northeast Tacoma,PT
726,2,PT061,b,61 Northeast Tacoma,PT
727,2,PT601,b,601 OL-512-TCC-GH,PT
728,2,PT060,b,60  Port of Tacoma,PT
729,6,ST599,b,599 Lakewood-Tacoma,ST
730,6,ST599,b,599 Tacoma-Lakwood,ST
731,6,ST595,b,595 GigHarbor-Seatt*,ST
732,6,ST594,b,594 Lakewood-Seattle,ST
733,6,ST594,b,594 Seattle-Lakewood,ST
734,6,ST593,b,593 Tacoma-Seattle,ST
735,6,ST592,b,592 Dupont-Seattle,ST
736,6,ST592,b,592 Dupont-Seattle,ST
737,6,ST592,b,592 Seattle-Dupont,ST
738,6,ST590,b,590 Tacoma-Seattle,ST
739,6,ST590,b,590 Tacoma-Seattle,ST
740,6,ST590,b,590 Seattle-Tacoma,ST
741,2,PT059,b,59 MANITOU,PT
742,2,PT059,b,59 MANITOU,PT
743,6,ST586,b,586 Tacoma-UDistrict,ST
744,6,ST578,b,578 Seattle-Puyallup,ST
745,6,ST574,b,574 Lakewood-Seatac,ST
746,6,ST574,b,574 Seatac-Lakewood,ST
747,2,PT057,b,57 Tacoma Mall,PT
748,2,PT057,b,57 Tacoma Mall,PT
749,2,PT056,b,56 56TH ST,PT
750,2,PT056,b,56 56TH ST,PT
751,2,PT055,b,55 Tacoma Mall-Park*,PT
752,2,PT055,b,55 Tacoma Mall-Park*,PT
753,2,PT054,b,54 38TH ST,PT
754,2,PT054,b,54 38TH ST,PT
755,2,PT053,b,53 UNIVERSITY PLC,PT
756,2,PT053,b,53 Manitou,PT
757,2,PT053,b,53 Manitou,PT
758,2,PT053,b,53 UNIVERSITY PLC,PT
759,2,PT053,b,53 Manitou,PT
760,2,PT052,b,PT052a,PT
761,2,PT052,b,PT052b,PT
762,2,PT501,b,501 Milton-Federal *,PT
763,2,PT501,b,501 Milton-Federal *,PT
764,2,PT501,b,501 Milton-Federal *,PT
765,2,PT501,b,501 Milton-Federal *,PT
766,2,PT500,b,500 Federal Way,PT
767,2,PT500,b,500 Federal Way,PT
768,2,PT497,b,497 Lakeland Hills,PT
769,2,PT496,b,496 Sumner Sounder *,PT
770,2,PT495,b,495 SO HILL-PUYLP,PT
771,2,PT490,b,490 South Hill-Taco*,PT
772,2,PT048,b,48 SHERIDAN-M ST,PT
773,2,PT048,b,48 SHERIDAN-M ST,PT
774,2,PT048,b,48 SHERIDAN-M ST,PT
775,2,PT045,b,45 YAKIMA,PT
776,2,PT045,b,45 YAKIMA,PT
777,2,PT444,b,444  Parkland-Spana*,PT
778,2,PT444,b,444  Parkland-Spana*,PT
779,2,PT042,b,42 MCKINLEY AVE,PT
780,2,PT042,b,42 MCKINLEY AVE,PT
781,2,PT413,b,413 Wildwood,PT
782,2,PT413,b,413 Wildwood,PT
783,2,PT410,b,410 112TH STREET,PT
784,2,PT410,b,410 112TH STREET,PT
785,2,PT410,b,410 112TH STREET,PT
786,2,PT410,b,410 112TH STREET,PT
787,2,PT041,b,41 PORTLAND AVE,PT
788,2,PT041,b,41 PORTLAND AVE,PT
789,2,PT409,b,409 Puyallup-Sumner ,PT
790,2,PT409,b,409 Puyallup-Sumner ,PT
791,2,PT408,b,408 Sumner to Bonne*,PT
792,2,PT408,b,408 Sumner to Bonne*,PT
793,2,PT407,b,407 Bonney Lake-Pra*,PT
794,2,PT407,b,407 Bonney Lake-Pra*,PT
795,2,PT406,b,406 BUCKLEY,PT
796,2,PT406,b,406 BUCKLEY,PT
797,2,PT402,b,402 MERIDIAN,PT
798,2,PT402,b,402 MERIDIAN,PT
799,2,PT402,b,402 MERIDIAN,PT
800,2,PT402,b,402 MERIDIAN,PT
801,2,PT402,b,402 MERIDIAN,PT
802,2,PT300,b,300 SO TACOMA WAY,PT
803,2,PT300,b,300 SO TACOMA WAY,PT
804,2,PT300,b,300 SO TACOMA WAY,PT
805,2,PT300,b,300 SO TACOMA WAY,PT
806,2,PT003,b,3 LAKEWOOD-TACOMA,PT
807,2,PT003,b,3 LAKEWOOD-TACOMA,PT
808,2,PT028,b,28 S 12TH ST,PT
809,2,PT028,b,28 S 12TH ST,PT
810,2,PT026,b,26 M L KING JR WY,PT
811,2,PT220,b,220 ORCHARD,PT
812,2,PT220,b,220 ORCHARD,PT
813,2,PT214,b,214 WASHINGTON,PT
814,2,PT214,b,214 WASHINGTON,PT
815,2,PT212,b,212 STEILACOOM,PT
816,2,PT212,b,212 STEILACOOM,PT
817,2,PT212,b,212 STEILACOOM,PT
818,2,PT207,b,207 Ft Lewis,PT
819,2,PT207,b,207 Ft Lewis,PT
820,2,PT207,b,207 Ft Lewis,PT
821,2,PT206,b,206 Pacific Hwy-Til*,PT
822,2,PT206,b,206 Pacific Hwy-Til*,PT
823,2,PT204,b,204 Lakewood-Parkla*,PT
824,2,PT204,b,204 Lakewood-Parkla*,PT
825,2,PT202,b,202 72ND STREET,PT
826,2,PT202,b,202 72ND STREET,PT
827,2,PT002,b,2 19TH-BRIDGEPORT,PT
828,2,PT002,b,2 19TH-BRIDGEPORT,PT
829,2,PT002,b,2 19TH-BRIDGEPORT,PT
830,2,PT016,b,16 UPS-TCC,PT
831,2,PT016,b,16 UPS-TCC,PT
832,2,PT013,b,13 N 30TH ST,PT
833,2,PT013,b,13 N 30TH ST,PT
834,2,PT113,b,113 Key Peninsula,PT
835,2,PT113,b,113 Key Peninsula,PT
836,2,PT011,b,11 POINT DEFIANCE,PT
837,2,PT011,b,11 POINT DEFIANCE,PT
838,2,PT102,b,102 GIG HR-TAC EX,PT
839,2,PT100,b,100  Gig Harbor,PT
