OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,SR,RID,MP,ARM,Type_,Lanes,Dir,loop_INode,loop_JNode,ID,Vol_00,Vol_01,Vol_02,Vol_03,Vol_04,Vol_05,Vol_06,Vol_07,Vol_08,Vol_09,Vol_10,Vol_11,Vol_12,Vol_13,Vol_14,Vol_15,Vol_16,Vol_17,Vol_18,Vol_19,Vol_20,Vol_21,Vol_22,Vol_23,Vol_Daily,HOVNT,AB_Vol_10_14,AB_Vol_18_20,AB_Vol_20_5,HOV_I,HOV_J,NewINode,NewJNode
11,2,11,11,405.000000000000000,405,23.210000000000001,23.199999999999999,G,3.000000000000000,IJ,56679,54880,11,696.750000000000000,421.925000000000070,380.874999999999940,388.925000000000010,782.924999999999950,1854.075000000000300,3365.674999999999300,4336.950000000000700,4245.024999999999600,3875.950000000000300,3824.725000000000400,4131.250000000000000,4480.724999999999500,4841.199999999999800,5451.450000000000700,5622.149999999999600,5562.524999999998700,5544.249999999999100,5439.899999999999600,4171.424999999999300,3265.150000000000100,2880.099999999999900,1985.824999999999800,1252.875000000000000,78802.625000000058000,0,17277.900000000001000,9611.324999999998900,13441.049999999999000,195718.000000000000000,195508.000000000000000,56679,54880
12,2,12,12,405.000000000000000,405,0.890000000000000,0.890000000000000,G,3.000000000000000,IJ,115246,115022,12,833.875000000000000,476.050000000000070,407.425000000000010,432.074999999999990,996.375000000000000,2033.425000000000000,2984.824999999999800,3300.425000000000200,3055.399999999999600,2978.425000000000200,2994.300000000000200,3224.375000000000500,3359.925000000000200,3573.199999999999800,3911.449999999999800,3975.175000000000200,3984.800000000000200,3167.099999999999500,3484.699999999999400,2902.524999999999600,2646.725000000000400,2707.449999999999400,2011.325000000000000,1366.274999999999900,60807.624999999949000,0,13151.800000000003000,6387.224999999998500,12878.508333329999000,195702.000000000000000,195717.000000000000000,115246,115022
13,2,13,13,405.000000000000000,405,10.130000000000001,10.100000000000000,H,1.000000000000000,IJ,199474,199475,13,59.891666666666666,37.050000000000004,30.949999999999999,30.641666666666669,100.241666666666670,227.550000000000040,420.050000000000010,474.949999999999930,446.083333333333260,497.350000000000020,573.216666666666700,615.125000000000000,647.424999999999840,735.366666666666670,1099.616666666666600,1483.766666666666900,1549.691666666666400,1501.675000000000200,1294.116666666666600,1102.366666666666600,699.625000000000110,596.441666666666610,356.933333333333280,188.783333333333360,14768.908333333333000,0,2571.133333333333200,2396.483333333333100,0.000000000000000,195474.000000000000000,195475.000000000000000,95852,97728
14,2,14,14,405.000000000000000,405,0.860000000000000,0.860000000000000,G,3.000000000000000,IJ,115027,114982,14,620.150000000000090,382.175000000000070,403.525000000000030,587.625000000000000,1452.099999999999900,3136.000000000000000,3832.900000000000100,3845.625000000000000,3731.824999999999400,3474.775000000000500,3426.299999999999700,3440.524999999999600,3434.300000000000600,3498.300000000000200,3616.900000000000100,3582.274999999999600,3553.724999999999900,3512.800000000000600,3410.374999999999500,2853.549999999999700,2433.875000000000500,2323.824999999999800,1774.300000000000000,1167.750000000000200,63495.500000000015000,0,13799.424999999999000,6263.924999999999300,11755.333333333001000,195644.000000000000000,195727.000000000000000,115027,114982
15,2,15,15,405.000000000000000,405,19.210000000000001,19.199999999999999,G,4.000000000000000,IJ,68244,64668,15,750.533333333333530,445.000000000000000,395.800000000000010,381.533333333333360,706.233333333333350,1621.766666666666700,3029.699999999999800,3971.266666666666400,3846.366666666666300,3617.366666666666800,3769.066666666667100,4061.799999999999700,4479.099999999998500,4843.133333333333200,5500.333333333333000,5935.633333333333200,5541.166666666666100,5543.633333333333200,5525.666666666667000,4346.566666666665700,3464.466666666666700,3042.666666666667000,2156.933333333333400,1338.366666666666800,78314.099999999991000,0,17153.099999999999000,9872.233333333333600,14331.125000003331000,195431.000000000000000,195404.000000000000000,68244,64668
16,2,16,16,405.000000000000000,405,10.130000000000001,10.100000000000000,G,2.000000000000000,IJ,95852,97728,16,609.083333333333260,420.533333333333360,406.250000000000000,374.183333333333280,797.283333333333300,1868.849999999999900,2959.566666666666600,3086.766666666666900,2715.266666666666900,2721.450000000000300,2931.299999999999700,3126.299999999999700,3289.066666666667100,3364.683333333333400,3325.716666666666700,3112.166666666666100,2946.800000000000600,2901.583333333333500,3014.583333333333000,2811.199999999999800,2424.266666666666400,2250.366666666666300,1680.200000000000300,1121.950000000000000,54259.416666666650000,0,12711.349999999999000,5825.783333333332800,12184.674999996665000,195474.000000000000000,195475.000000000000000,95852,97728
17,2,17,17,405.000000000000000,405,19.210000000000001,19.199999999999999,H,1.000000000000000,IJ,198979,199527,17,30.266666666666662,27.591666666666672,16.175000000000001,23.941666666666663,82.658333333333331,251.141666666666680,743.975000000000140,1189.091666666666700,1207.833333333333500,927.549999999999950,556.183333333333280,435.666666666666630,428.191666666666720,435.466666666666700,539.216666666666700,641.424999999999950,670.066666666666610,642.750000000000000,479.750000000000000,381.800000000000010,267.158333333333360,234.925000000000010,152.783333333333330,96.741666666666646,10462.349999999993000,0,1855.508333333333200,861.549999999999950,0.000000000000000,194979.000000000000000,195527.000000000000000,64740,67996
18,2,18,18,405.000000000000000,405,28.620000000000001,28.600000000000001,G,2.000000000000000,IJ,47057,186111,18,440.400000000000030,286.616666666666670,291.733333333333350,312.316666666666660,677.283333333333530,1662.000000000000000,2746.066666666666600,3183.949999999999800,2779.099999999999900,2559.500000000000000,2555.166666666666500,2761.633333333333200,2910.516666666666900,3189.550000000000200,3484.466666666667200,3756.183333333333400,3860.249999999999500,3771.800000000000200,3321.266666666666900,2415.883333333333200,1850.349999999999900,1610.333333333333000,1196.116666666666800,722.149999999999860,52344.633333333360000,0,11416.866666666665000,5737.149999999999600,8419.566666669999900,195501.000000000000000,195575.000000000000000,47057,186111
19,2,19,19,405.000000000000000,405,28.620000000000001,28.600000000000001,G,2.000000000000000,IJ,42013,47082,19,383.916666666666630,294.533333333333300,241.266666666666680,306.983333333333350,806.899999999999860,2251.100000000000400,3494.650000000000100,3101.383333333332300,3024.599999999999900,2960.049999999999700,2771.799999999999700,2730.033333333332800,2819.500000000000000,2990.666666666666100,3454.566666666666600,3680.633333333333200,3794.549999999999700,3666.066666666666600,2996.483333333333600,2074.550000000000600,1715.216666666666700,1546.916666666666500,1111.200000000000000,780.899999999999980,52998.466666666682000,0,11311.999999999998000,5071.033333333334700,8041.150000000332500,195232.000000000000000,194833.000000000000000,42013,47082
20,2,20,20,405.000000000000000,405,5.320000000000000,5.290000000000000,G,2.000000000000000,IJ,109142,184264,20,484.800000000000010,331.600000000000020,322.149999999999920,301.533333333333300,627.183333333333280,1463.933333333333400,2457.883333333333700,2492.299999999999700,2383.649999999999600,2356.399999999999600,2407.316666666666600,2510.233333333333100,2590.183333333333800,2548.100000000000400,2596.333333333333000,2583.266666666666900,2662.216666666667200,2654.083333333333500,2601.083333333333500,2231.433333333333400,1844.050000000000400,1716.849999999999900,1303.650000000000100,869.149999999999980,44339.383333333368000,0,10055.833333333334000,4832.516666666666400,9663.466666666667200,194995.000000000000000,195711.000000000000000,109142,184264
21,2,21,21,405.000000000000000,405,6.080000000000000,6.050000000000000,G,2.000000000000000,IJ,184263,106025,21,582.149999999999980,373.733333333333410,342.683333333333280,487.949999999999990,1182.833333333333300,2756.349999999999900,3462.050000000000200,2891.550000000000200,2917.450000000000300,3183.750000000000000,3307.616666666666300,3451.183333333333400,3438.749999999999500,3493.850000000000400,3593.733333333333600,3688.916666666666500,3739.599999999999900,3701.233333333333100,3270.383333333332800,2334.550000000000200,2087.033333333333300,1971.533333333333300,1466.683333333333400,976.399999999999980,58701.966666666667000,0,13691.400000000000000,5604.933333333332500,11625.916666670000000,195549.000000000000000,195550.000000000000000,184263,106025
22,2,22,22,405.000000000000000,405,19.210000000000001,19.199999999999999,H,1.000000000000000,IJ,199431,199404,22,75.308333333333337,42.558333333333330,34.441666666666670,36.716666666666669,89.524999999999991,120.483333333333350,213.549999999999980,249.574999999999990,274.316666666666660,284.450000000000050,305.933333333333340,326.125000000000000,387.216666666666700,465.999999999999940,624.133333333333330,992.683333333333170,1220.008333333333400,1246.708333333333500,985.433333333333280,760.350000000000020,504.541666666666690,444.833333333333370,273.983333333333350,147.683333333333310,10106.558333333338000,0,1485.275000000000100,1745.783333333333300,0.000000000000000,195431.000000000000000,195404.000000000000000,68244,64668
23,2,23,23,405.000000000000000,405,7.000000000000000,6.970000000000000,H,1.000000000000000,IJ,199136,199473,23,78.899999999999991,38.558333333333330,21.108333333333331,42.625000000000000,230.133333333333330,400.766666666666650,1034.258333333333200,1308.766666666666700,1183.700000000000000,975.975000000000020,799.758333333333330,759.558333333333390,764.008333333333440,813.900000000000090,879.350000000000020,975.899999999999980,1004.491666666666700,1066.949999999999800,868.791666666666520,744.049999999999950,631.475000000000020,597.791666666666630,375.325000000000050,183.858333333333320,15779.999999999987000,0,3137.224999999999900,1612.841666666666500,0.000000000000000,195136.000000000000000,195473.000000000000000,105522,103725
24,2,24,24,405.000000000000000,405,1.710000000000000,1.710000000000000,G,3.000000000000000,IJ,184274,114406,24,1015.200000000000200,585.075000000000050,491.125000000000060,492.000000000000000,1056.000000000000000,2144.625000000000000,3110.450000000000300,3468.374999999999500,3245.125000000000000,3249.400000000000100,3381.924999999999700,3722.599999999999900,3945.600000000000400,4195.950000000000700,4596.875000000000000,4713.225000000000400,4481.149999999999600,4073.874999999999100,4252.899999999999600,3530.174999999999700,3198.575000000000300,3108.575000000000300,2469.025000000000100,1709.624999999999800,70237.450000000041000,0,15246.075000000001000,7783.074999999998900,15557.450000000003000,195681.000000000000000,195250.000000000000000,184274,114406
25,2,25,25,405.000000000000000,405,1.710000000000000,1.710000000000000,H,1.000000000000000,IJ,199314,199643,25,192.441666666666660,168.399999999999980,166.300000000000010,180.766666666666710,240.775000000000030,392.174999999999950,639.391666666666770,702.741666666666790,581.908333333333300,551.300000000000070,549.258333333333330,533.908333333333300,497.866666666666670,515.041666666666630,557.250000000000000,620.816666666666610,651.066666666666610,624.650000000000090,610.108333333333350,584.950000000000050,445.516666666666710,429.250000000000000,333.475000000000020,261.758333333333380,11031.116666666674000,0,2096.074999999999800,1195.058333333333400,0.000000000000000,195314.000000000000000,195643.000000000000000,114386,114906
26,2,26,26,405.000000000000000,405,25.530000000000001,25.510000000000002,H,1.000000000000000,IJ,199714,199712,26,47.274999999999999,43.233333333333334,27.941666666666666,35.475000000000001,103.733333333333330,261.841666666666700,817.166666666666520,1099.041666666666500,915.383333333333440,631.825000000000050,435.433333333333340,380.641666666666590,388.700000000000050,430.083333333333370,557.091666666666700,655.374999999999890,727.516666666666650,801.116666666666560,515.350000000000020,418.291666666666740,310.483333333333350,278.733333333333350,177.091666666666670,110.833333333333360,10169.658333333320000,0,1634.858333333333600,933.641666666666770,0.000000000000000,195714.000000000000000,195712.000000000000000,47622,52019
27,2,27,27,405.000000000000000,405,21.770000000000000,21.760000000000002,H,1.000000000000000,IJ,199358,199673,27,53.308333333333330,27.933333333333337,25.933333333333334,31.983333333333331,88.458333333333314,109.841666666666680,198.241666666666650,242.483333333333350,273.566666666666720,299.983333333333350,336.708333333333430,379.341666666666580,433.875000000000000,508.808333333333340,694.816666666666610,1203.699999999999800,1443.974999999999900,1456.041666666666500,1185.916666666666500,812.783333333333300,493.708333333333260,419.125000000000000,251.616666666666670,136.775000000000010,11108.924999999997000,0,1658.733333333333300,1998.699999999999800,0.000000000000000,195358.000000000000000,195673.000000000000000,186044,57205
28,2,28,28,405.000000000000000,405,7.000000000000000,6.970000000000000,H,1.000000000000000,IJ,199298,199306,28,100.425000000000000,65.316666666666649,58.783333333333331,52.891666666666666,139.416666666666660,277.433333333333280,514.758333333333330,717.183333333333390,573.158333333333420,586.808333333333390,684.908333333333420,733.308333333333390,777.091666666666580,907.633333333333210,1221.583333333333500,1479.824999999999600,1520.833333333333500,1480.416666666667000,1343.166666666666500,1219.041666666666500,775.075000000000050,678.566666666666720,439.150000000000030,237.950000000000020,16584.725000000006000,0,3102.941666666666600,2562.208333333333000,0.000000000000000,195298.000000000000000,195306.000000000000000,103654,105525
29,2,29,29,405.000000000000000,405,8.400000000000000,8.369999999999999,H,1.000000000000000,IJ,199618,198802,29,78.791666666666671,31.633333333333333,24.491666666666667,41.116666666666667,236.283333333333300,400.466666666666750,1031.400000000000100,1337.258333333333200,1229.233333333333600,1000.525000000000100,796.233333333333350,743.058333333333390,743.958333333333260,786.766666666666880,843.691666666666610,921.941666666666720,947.525000000000090,996.208333333333140,823.816666666666720,718.425000000000070,608.466666666666700,578.850000000000020,370.466666666666700,187.275000000000010,15477.883333333328000,0,3070.016666666666900,1542.241666666666800,0.000000000000000,195618.000000000000000,194802.000000000000000,103035,98611
30,2,30,30,405.000000000000000,405,16.469999999999999,16.460000000000001,G,4.000000000000000,IJ,184142,72623,30,831.800000000000070,500.966666666666700,428.633333333333380,418.733333333333350,790.733333333333350,1890.333333333333700,3416.000000000000000,4202.033333333332800,4055.233333333333100,4055.566666666667100,4283.400000000000500,4593.933333333333400,4941.600000000000400,5251.266666666666400,5844.900000000000500,6274.400000000000500,5862.499999999999100,5582.033333333333800,5588.633333333333200,4556.699999999999800,3643.933333333333400,3297.633333333333700,2363.799999999999700,1491.500000000000000,84166.266666666634000,0,19070.200000000001000,10145.333333333332000,15423.058333333334000,195528.000000000000000,195529.000000000000000,184142,72623
31,2,31,31,405.000000000000000,405,10.789999999999999,10.760000000000000,H,1.000000000000000,IJ,199142,199143,31,74.108333333333334,34.533333333333331,29.158333333333339,43.366666666666667,184.958333333333370,280.400000000000030,639.641666666666650,822.058333333333390,817.625000000000000,659.549999999999950,515.416666666666630,485.824999999999990,491.149999999999980,520.033333333333300,550.275000000000090,619.566666666666610,616.249999999999890,626.491666666666670,539.850000000000020,483.833333333333260,399.891666666666590,388.125000000000060,262.600000000000020,145.666666666666690,10230.375000000004000,0,2012.424999999999700,1023.683333333333300,0.000000000000000,195142.000000000000000,195143.000000000000000,95079,184473
32,2,32,32,405.000000000000000,405,7.000000000000000,6.970000000000000,G,2.000000000000000,IJ,103654,105525,32,641.116666666666670,452.183333333333390,434.783333333333360,396.049999999999950,831.816666666666720,1982.416666666666700,3274.133333333333200,3468.716666666666700,3156.583333333333500,3066.483333333333100,3190.433333333333400,3346.066666666666600,3492.083333333332600,3480.750000000000000,3489.816666666666600,3465.316666666667100,3520.666666666666500,3533.966666666667200,3500.433333333333400,3065.116666666666800,2529.583333333333500,2303.750000000000000,1754.816666666666600,1178.616666666666600,59555.700000000019000,0,13509.333333333332000,6565.550000000000200,13070.291666666664000,195298.000000000000000,195306.000000000000000,103654,105525
33,2,33,33,405.000000000000000,405,16.469999999999999,16.460000000000001,H,1.000000000000000,IJ,199410,199530,33,32.316666666666670,29.983333333333334,18.658333333333328,26.633333333333326,83.933333333333337,240.383333333333350,679.341666666666700,1082.050000000000000,1130.708333333333300,972.075000000000050,652.500000000000000,507.124999999999940,491.541666666666630,504.841666666666640,634.449999999999930,758.466666666666700,795.375000000000230,730.733333333333460,549.108333333333350,460.858333333333350,326.508333333333330,282.558333333333340,181.041666666666660,118.225000000000010,11289.416666666666000,0,2156.008333333333200,1009.966666666666700,0.000000000000000,195410.000000000000000,195530.000000000000000,72618,184140
34,2,34,34,405.000000000000000,405,6.080000000000000,6.050000000000000,H,1.000000000000000,IJ,199549,199550,34,73.650000000000006,28.983333333333331,25.524999999999995,37.675000000000004,226.924999999999980,385.891666666666650,997.574999999999930,1231.783333333333300,1114.633333333333400,934.408333333333300,770.500000000000110,734.450000000000050,733.049999999999950,790.475000000000140,849.008333333333210,951.216666666666700,990.991666666666560,1072.058333333333400,843.791666666666860,720.274999999999980,620.683333333333280,588.850000000000020,370.391666666666710,182.233333333333350,15275.025000000009000,0,3028.475000000000400,1564.066666666666800,0.000000000000000,195549.000000000000000,195550.000000000000000,184263,106025
35,2,35,35,405.000000000000000,405,3.590000000000000,3.590000000000000,H,1.000000000000000,IJ,199312,199544,35,179.766666666666650,96.841666666666669,94.666666666666686,103.683333333333340,293.058333333333340,538.199999999999930,940.508333333333330,1039.966666666666700,972.291666666666740,889.491666666666790,795.008333333333440,839.750000000000110,850.008333333333210,878.525000000000090,958.091666666666700,1029.358333333333600,1066.950000000000000,1111.791666666666700,1010.216666666666700,882.541666666666740,782.899999999999980,775.266666666666650,562.799999999999950,338.016666666666710,17029.700000000008000,0,3363.291666666667000,1892.758333333333400,0.000000000000000,195312.000000000000000,195544.000000000000000,114076,112395
36,2,36,36,405.000000000000000,405,16.469999999999999,16.460000000000001,G,3.000000000000000,IJ,72618,184140,36,552.850000000000020,407.800000000000010,339.550000000000010,440.174999999999950,1032.324999999999800,3119.624999999999500,5734.575000000000700,6073.875000000000000,5914.700000000000700,5825.449999999998900,5428.000000000000900,5176.500000000000000,5051.500000000000000,5000.600000000000400,5082.950000000000700,5121.074999999999800,4916.199999999999800,4525.274999999999600,3936.299999999999700,3148.749999999999500,2596.875000000000000,2272.849999999999900,1634.324999999999600,1029.099999999999900,84361.225000000035000,0,20656.599999999999000,7085.049999999999300,11405.708333329998000,195410.000000000000000,195530.000000000000000,72618,184140
37,2,37,37,405.000000000000000,405,23.210000000000001,23.199999999999999,G,4.000000000000000,IJ,187229,56819,37,494.333333333333310,393.366666666666670,348.866666666666670,498.799999999999950,1182.300000000000000,3620.866666666666800,5763.199999999998900,5338.700000000000700,4966.100000000000400,5188.299999999999300,4875.800000000000200,4649.799999999999300,4522.866666666665900,4553.166666666667000,4859.866666666666800,5177.133333333334100,5143.433333333333400,5081.466666666666200,4159.533333333333800,2937.733333333333600,2383.099999999999900,2072.833333333333000,1472.333333333333000,913.733333333333350,80597.633333333346000,0,18601.633333333331000,7097.266666666667300,10841.974999996664000,195438.000000000000000,195470.000000000000000,187229,56819
38,2,38,38,405.000000000000000,405,7.000000000000000,6.970000000000000,G,2.000000000000000,IJ,105522,103725,38,584.466666666666580,353.250000000000060,330.899999999999980,485.266666666666650,1180.983333333333600,2861.783333333333300,3766.366666666666800,3428.283333333333300,3383.000000000000000,3488.483333333333600,3470.583333333333500,3563.416666666666100,3528.216666666666200,3549.766666666666400,3681.750000000000000,3760.283333333333800,3846.383333333333700,3828.733333333333600,3358.783333333332800,2352.599999999999900,2097.900000000000100,1988.750000000000000,1493.000000000000000,971.583333333333260,61354.533333333296000,0,14111.983333333334000,5711.383333333333200,11685.874999999998000,195136.000000000000000,195473.000000000000000,105522,103725
39,2,39,39,405.000000000000000,405,8.400000000000000,8.369999999999999,H,1.000000000000000,IJ,199716,199689,39,96.266666666666666,61.258333333333333,52.683333333333330,48.166666666666671,132.991666666666670,268.766666666666710,475.933333333333340,548.100000000000020,503.325000000000050,557.941666666666610,657.641666666666650,708.783333333333300,749.266666666666540,837.375000000000000,1163.658333333333300,1481.000000000000000,1542.200000000000300,1482.133333333333400,1311.950000000000000,1245.124999999999800,822.091666666666580,718.000000000000000,453.933333333333340,242.891666666666680,16161.483333333337000,0,2953.066666666666600,2557.074999999999800,0.000000000000000,195716.000000000000000,195689.000000000000000,98432,102685
40,2,40,40,405.000000000000000,405,10.789999999999999,10.760000000000000,H,1.000000000000000,IJ,199292,199293,40,58.358333333333320,41.158333333333331,32.649999999999999,32.858333333333334,87.966666666666669,188.900000000000030,336.791666666666690,357.058333333333340,349.783333333333300,402.858333333333290,461.666666666666690,483.258333333333380,494.783333333333360,551.808333333333390,858.233333333333460,1192.300000000000000,1253.883333333333200,1207.916666666666500,1026.450000000000000,861.666666666666630,540.024999999999980,453.350000000000020,278.516666666666650,160.116666666666650,11712.358333333332000,0,1991.516666666666900,1888.116666666666800,0.000000000000000,195292.000000000000000,195293.000000000000000,184475,94516
41,2,41,41,405.000000000000000,405,21.770000000000000,21.760000000000002,G,3.000000000000000,IJ,186044,57205,41,775.549999999999950,480.624999999999940,417.974999999999970,414.199999999999990,742.824999999999930,1624.000000000000200,2739.749999999999500,3369.475000000000800,3322.049999999999700,3193.100000000000400,3417.574999999999800,3781.000000000000500,4071.924999999999300,4312.175000000000200,4913.949999999998900,4789.900000000000500,4545.675000000000200,4539.824999999999800,4553.800000000001100,3810.049999999999700,3144.049999999999700,2797.800000000000200,2035.399999999999600,1339.574999999999800,69132.250000000000000,0,15582.674999999999000,8363.850000000000400,13676.841666670001000,195358.000000000000000,195673.000000000000000,186044,57205
