OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,SR,RID,MP,ARM,Type_,Lanes,Dir,loop_INode,loop_JNode,ID,Vol_00,Vol_01,Vol_02,Vol_03,Vol_04,Vol_05,Vol_06,Vol_07,Vol_08,Vol_09,Vol_10,Vol_11,Vol_12,Vol_13,Vol_14,Vol_15,Vol_16,Vol_17,Vol_18,Vol_19,Vol_20,Vol_21,Vol_22,Vol_23,Vol_Daily,HOVNT,AB_Vol_10_14,AB_Vol_18_20,AB_Vol_20_5,HOV_I,HOV_J,NewINode,NewJNode
1,2,1,1,405.000000000000000,405,23.210000000000001,23.199999999999999,H,1.000000000000000,IJ,199718,199508,1,48.050000000000004,26.508333333333333,25.433333333333330,31.233333333333334,86.408333333333331,100.524999999999990,168.991666666666670,208.299999999999980,237.941666666666660,262.116666666666670,288.691666666666660,330.008333333333330,382.841666666666700,451.591666666666750,614.799999999999950,989.983333333333350,1143.525000000000100,1159.966666666666700,986.991666666666790,753.258333333333440,440.558333333333340,369.900000000000030,231.083333333333310,126.525000000000010,9465.233333333333600,0,1453.133333333333400,1740.250000000000200,0.000000000000000,195718.000000000000000,195508.000000000000000,56679,54880
2,2,2,2,405.000000000000000,405,21.770000000000000,21.760000000000002,G,3.000000000000000,IJ,57322,183632,2,420.199999999999990,346.225000000000020,308.925000000000010,460.174999999999950,1109.849999999999900,3392.350000000000400,5455.700000000000700,5073.125000000000000,4549.324999999999800,4735.250000000000000,4382.750000000000000,4077.875000000000500,3927.800000000000200,3905.149999999999600,4046.974999999999900,4253.775000000000500,4206.950000000000700,4155.850000000000400,3371.449999999999800,2355.900000000000100,1885.349999999999900,1686.775000000000100,1232.575000000000000,784.099999999999910,70124.400000000052000,0,16293.574999999999000,5727.350000000000400,9342.924999999999300,195369.000000000000000,195426.000000000000000,57322,183632
3,2,3,3,405.000000000000000,405,1.710000000000000,1.710000000000000,H,1.000000000000000,IJ,199681,199250,3,58.933333333333337,29.258333333333333,23.500000000000000,23.233333333333331,62.216666666666669,128.716666666666670,294.299999999999950,324.725000000000020,304.233333333333350,297.033333333333300,299.208333333333310,351.966666666666700,382.416666666666690,433.416666666666690,536.000000000000000,655.408333333333300,800.941666666666720,945.316666666666610,666.024999999999980,501.758333333333270,432.599999999999970,399.200000000000050,266.466666666666640,136.841666666666670,8353.716666666669000,0,1467.008333333333400,1167.783333333333300,0.000000000000000,195681.000000000000000,195250.000000000000000,184274,114406
4,2,4,4,405.000000000000000,405,23.210000000000001,23.199999999999999,H,1.000000000000000,IJ,199438,199470,4,31.441666666666663,28.100000000000005,13.541666666666666,25.166666666666668,106.016666666666680,276.600000000000020,904.000000000000000,1263.191666666666600,1111.650000000000100,818.349999999999910,534.058333333333390,446.383333333333270,451.483333333333350,485.700000000000050,601.200000000000050,700.533333333333300,755.258333333333330,767.741666666666670,531.449999999999930,424.983333333333350,307.691666666666720,272.449999999999990,183.958333333333310,113.941666666666680,11154.891666666677000,0,1917.625000000000000,956.433333333333280,0.000000000000000,195438.000000000000000,195470.000000000000000,187229,56819
5,2,5,5,405.000000000000000,405,3.590000000000000,3.590000000000000,G,2.000000000000000,IJ,114076,112395,5,597.600000000000020,368.149999999999980,359.250000000000000,446.283333333333420,1089.150000000000100,2253.650000000000100,2787.433333333332900,2312.333333333333500,2234.000000000000000,2522.383333333333200,2699.883333333333200,2919.166666666666500,2963.416666666667000,2976.850000000000400,3036.416666666666500,3074.416666666667000,3145.449999999999800,3229.283333333333300,3099.433333333333400,2388.550000000000200,2167.400000000000500,2039.933333333333400,1571.550000000000000,1038.533333333333300,51320.516666666648000,0,11559.316666666668000,5487.983333333333600,12904.850000000000000,195312.000000000000000,195544.000000000000000,114076,112395
6,2,6,6,405.000000000000000,405,8.400000000000000,8.369999999999999,G,2.000000000000000,IJ,103035,98611,6,566.716666666666700,357.350000000000020,317.933333333333340,466.633333333333380,1142.233333333333300,2777.866666666666800,3712.916666666666500,3596.699999999999800,3535.916666666666100,3528.616666666666800,3452.533333333333300,3478.183333333333800,3416.883333333333700,3453.100000000000400,3538.350000000000400,3591.100000000000400,3633.833333333333000,3628.900000000000100,3182.833333333333500,2222.900000000000100,1946.550000000000000,1860.600000000000100,1414.033333333333100,923.516666666666540,59746.200000000041000,0,13800.700000000001000,5405.733333333333600,11152.941666666666000,195618.000000000000000,194802.000000000000000,103035,98611
7,2,7,7,405.000000000000000,405,1.710000000000000,1.710000000000000,G,3.000000000000000,IJ,114386,114906,7,695.600000000000020,470.974999999999970,493.575000000000050,678.775000000000090,1538.900000000000100,3372.650000000000100,4252.350000000000400,4322.050000000000200,4165.225000000000400,3843.450000000000300,3751.099999999999900,3796.124999999999500,3769.899999999999600,3784.625000000000000,3845.350000000000800,3778.800000000000200,3775.099999999999900,3746.199999999999800,3643.675000000000600,3007.125000000000000,2523.724999999999500,2353.149999999999600,1802.500000000000000,1198.349999999999900,68609.274999999980000,0,15101.750000000000000,6650.800000000001100,14174.233333329999000,195314.000000000000000,195643.000000000000000,114386,114906
8,2,8,8,405.000000000000000,405,5.360000000000000,5.330000000000000,H,1.000000000000000,IJ,199725,199726,8,64.658333333333331,22.375000000000000,15.916666666666668,28.116666666666664,192.216666666666640,350.449999999999990,928.733333333333350,1088.949999999999800,996.958333333333260,855.125000000000000,694.366666666666670,660.308333333333280,660.716666666666700,702.091666666666580,766.908333333333300,862.558333333333280,899.450000000000050,987.233333333333230,782.075000000000050,662.083333333333370,570.175000000000070,537.033333333333300,332.683333333333390,159.558333333333340,13820.741666666667000,0,2717.483333333333100,1444.158333333333300,0.000000000000000,195725.000000000000000,195726.000000000000000,109771,109033
9,2,9,9,405.000000000000000,405,3.590000000000000,3.590000000000000,H,1.000000000000000,IJ,199552,199627,9,192.958333333333370,120.949999999999990,108.608333333333330,88.525000000000006,137.483333333333350,301.066666666666610,527.825000000000050,627.208333333333370,578.225000000000020,569.916666666666740,594.916666666666740,624.908333333333300,610.541666666666520,669.216666666666580,756.833333333333370,865.599999999999910,910.283333333333300,840.141666666666770,796.916666666666630,756.049999999999840,491.341666666666640,498.799999999999950,375.000000000000060,389.508333333333270,12432.825000000010000,0,2499.583333333333000,1552.966666666666500,0.000000000000000,195552.000000000000000,195627.000000000000000,112386,114041
10,2,10,10,405.000000000000000,405,28.620000000000001,28.600000000000001,H,1.000000000000000,IJ,199501,199575,10,33.625000000000000,19.866666666666671,20.983333333333331,26.258333333333333,94.333333333333329,103.550000000000000,163.400000000000010,189.266666666666710,182.183333333333340,193.833333333333310,221.083333333333310,255.816666666666690,289.641666666666650,356.416666666666690,442.033333333333300,678.841666666666700,826.450000000000160,873.491666666666670,634.125000000000000,537.141666666666650,322.908333333333300,267.775000000000030,166.841666666666670,79.675000000000011,6979.541666666662400,0,1122.958333333333300,1171.266666666666700,0.000000000000000,195501.000000000000000,195575.000000000000000,47057,186111
