taz_p,rg_proposed
2157,HCT
2158,HCT
2159,HCT
2160,HCT
2161,HCT
2162,HCT
2163,HCT
2164,HCT
2165,HCT
2166,HCT
2167,HCT
2168,HCT
2169,HCT
2170,HCT
2171,Rural
2172,Rural
2173,Rural
2174,Rural
2175,Rural
2176,Rural
2177,Rural
2178,Rural
2179,Rural
2180,Rural
2181,Rural
2182,Rural
2183,Rural
2184,Rural
2185,Rural
2186,HCT
2187,HCT
2188,HCT
2189,HCT
2190,HCT
2191,HCT
2192,HCT
2193,HCT
2194,HCT
2195,HCT
2196,HCT
2197,HCT
2198,HCT
2199,HCT
2200,HCT
2201,HCT
2202,HCT
2203,HCT
2204,HCT
2205,HCT
2206,HCT
2207,HCT
2208,HCT
2209,HCT
2210,Rural
2211,Rural
2212,Rural
2213,Rural
2214,Rural
2215,CitiesTowns
2216,Rural
2217,Rural
2218,Rural
2219,Rural
2220,Rural
2221,CitiesTowns
2222,CitiesTowns
2223,Rural
2224,CitiesTowns
2225,Rural
2226,Rural
2227,CitiesTowns
2228,CitiesTowns
2229,UU
2230,UU
2231,CitiesTowns
2232,CitiesTowns
2233,CitiesTowns
2234,CitiesTowns
2235,CitiesTowns
2236,CitiesTowns
2237,CitiesTowns
2238,CitiesTowns
2239,HCT
2240,HCT
2241,CitiesTowns
2242,CitiesTowns
2243,CitiesTowns
2244,CitiesTowns
2245,CitiesTowns
2246,CitiesTowns
2247,CitiesTowns
2248,HCT
2249,Rural
2250,Metro
2251,Metro
2252,Metro
2253,Metro
2254,Metro
2255,Metro
2256,Metro
2257,Metro
2258,Metro
2259,Metro
2260,Metro
2261,Metro
2262,Metro
2263,Metro
2264,Metro
2265,Metro
2266,Metro
2267,Metro
2268,Metro
2269,Metro
2270,Metro
2271,Metro
2272,Metro
2273,Metro
2274,Metro
2275,Metro
2276,Metro
2277,Metro
2278,Metro
2279,Metro
2280,Metro
2281,Metro
2282,Metro
2283,Metro
2284,Metro
2285,Metro
2286,Metro
2287,Metro
2288,Metro
2289,Metro
2290,Metro
2291,Metro
2292,Metro
2293,Metro
2294,Metro
2295,Metro
2296,Metro
2297,Metro
2298,Metro
2299,Metro
2300,Metro
2301,Metro
2302,Metro
2303,Metro
2304,HCT
2305,HCT
2306,HCT
2307,HCT
2308,Metro
2309,Metro
2310,Metro
2311,Metro
2312,Metro
2313,Metro
2314,Metro
2315,Metro
2316,Metro
2317,Metro
2318,Metro
2319,Metro
2320,Metro
2321,Metro
2322,Metro
2323,Metro
2324,Metro
2325,Metro
2326,Metro
2327,Metro
2328,Metro
2329,Metro
2330,Metro
2331,Metro
2332,Rural
2333,Rural
2334,Rural
2335,Rural
2336,Rural
2337,CitiesTowns
2338,Rural
2339,Rural
2340,UU
2341,CitiesTowns
2342,UU
2343,CitiesTowns
2344,Rural
2345,UU
2346,Rural
2347,Rural
2348,UU
2349,CitiesTowns
2350,CitiesTowns
2351,CitiesTowns
2352,CitiesTowns
2353,CitiesTowns
2354,CitiesTowns
2355,CitiesTowns
2356,Rural
2357,CitiesTowns
2358,Rural
2359,Rural
2360,Rural
2361,Rural
2362,Rural
2363,CitiesTowns
2364,Rural
2365,Rural
2366,CitiesTowns
2367,Rural
2368,CitiesTowns
2369,Rural
2370,Rural
2371,CitiesTowns
2372,Rural
2373,CitiesTowns
2374,Rural
2375,Rural
2376,Rural
2377,Rural
2378,Rural
2379,Rural
2380,Rural
2381,Rural
2382,Metro
2383,HCT
2384,HCT
2385,HCT
2386,HCT
2387,HCT
2388,Metro
2389,Metro
2390,Metro
2391,Metro
2392,Metro
2393,Metro
2394,Metro
2395,Metro
2396,HCT
2397,Metro
2398,Metro
2399,Metro
2400,Metro
2401,Metro
2402,Metro
2403,UU
2404,HCT
2405,HCT
2406,HCT
2407,HCT
2408,HCT
2409,HCT
2410,HCT
2411,HCT
2412,UU
2413,UU
2414,UU
2415,Metro
2416,HCT
2417,HCT
2418,HCT
2419,HCT
2420,Metro
2421,HCT
2422,HCT
2423,HCT
2424,Metro
2425,Metro
2426,HCT
2427,HCT
2428,HCT
2429,HCT
2430,HCT
2431,HCT
2432,HCT
2433,HCT
2434,UU
2435,UU
2436,Rural
2437,Rural
2438,Rural
2439,Rural
2440,CitiesTowns
2441,CitiesTowns
2442,CitiesTowns
2443,Rural
2444,CitiesTowns
2445,CitiesTowns
2446,Rural
2447,Rural
2448,Rural
2449,Rural
2450,Rural
2451,Rural
2452,Rural
2453,UU
2454,HCT
2455,UU
2456,UU
2457,Rural
2458,Rural
2459,Rural
2460,HCT
2461,HCT
2462,HCT
2463,HCT
2464,HCT
2465,HCT
2466,HCT
2467,HCT
2468,HCT
2469,HCT
2470,HCT
2471,HCT
2472,HCT
2473,HCT
2474,HCT
2475,HCT
2476,HCT
2477,HCT
2478,HCT
2479,HCT
2480,HCT
2481,UU
2482,UU
2483,UU
2484,UU
2485,HCT
2486,UU
2487,HCT
2488,HCT
2489,HCT
2490,UU
2491,HCT
2492,UU
2493,UU
2494,HCT
2495,HCT
2496,HCT
2497,UU
2498,UU
2499,UU
2500,UU
2501,UU
2502,Core
2503,Core
2504,HCT
2505,HCT
2506,Core
2507,Core
2508,Core
2509,Core
2510,Core
2511,Core
2512,HCT
2513,Core
2514,Core
2515,Core
2516,Core
2517,Core
2518,Core
2519,Core
2520,Core
2521,HCT
2522,HCT
2523,Core
2524,HCT
2525,HCT
2526,HCT
2527,HCT
2528,HCT
2529,HCT
2530,HCT
2531,HCT
2532,HCT
2533,HCT
2534,HCT
2535,HCT
2536,HCT
2537,HCT
2538,HCT
2539,Rural
2540,Rural
2541,Rural
2542,Rural
2543,Rural
2544,Rural
2545,Rural
2546,Rural
2547,Rural
2548,Rural
2549,Rural
2550,Rural
2551,Rural
2552,Rural
2553,Rural
2554,UU
2555,Rural
2556,Rural
2557,Rural
2558,UU
2559,Rural
2560,HCT
2561,HCT
2562,HCT
2563,HCT
2564,Core
2565,Core
2566,Core
2567,HCT
2568,HCT
2569,Core
2570,Core
2571,Core
2572,Core
2573,Core
2574,Core
2575,Core
2576,Core
2577,Core
2578,Core
2579,Core
2580,Core
2581,HCT
2582,HCT
2583,HCT
2584,HCT
2585,HCT
2586,HCT
2587,Core
2588,Core
2589,Core
2590,Core
2591,Core
2592,Core
2593,Core
2594,Core
2595,Core
2596,Core
2597,Core
2598,Core
2599,HCT
2600,HCT
2601,HCT
2602,HCT
2603,HCT
2604,HCT
2605,HCT
2606,HCT
2607,HCT
2608,Core
2609,Core
2610,HCT
2611,Core
2612,HCT
2613,CitiesTowns
2614,CitiesTowns
2615,UU
2616,CitiesTowns
2617,HCT
2618,HCT
2619,HCT
2620,HCT
2621,HCT
2622,Core
2623,HCT
2624,HCT
2625,HCT
2626,HCT
2627,HCT
2628,HCT
2629,UU
2630,HCT
2631,HCT
2632,HCT
2633,HCT
2634,HCT
2635,HCT
2636,HCT
2637,HCT
2638,HCT
2639,CitiesTowns
2640,CitiesTowns
2641,HCT
2642,HCT
2643,HCT
2644,HCT
2645,UU
2646,HCT
2647,HCT
2648,HCT
2649,HCT
2650,HCT
2651,HCT
2652,HCT
2653,HCT
2654,HCT
2655,HCT
2656,HCT
2657,CitiesTowns
2658,CitiesTowns
2659,HCT
2660,CitiesTowns
2661,UU
2662,HCT
2663,HCT
2664,HCT
2665,Core
2666,Core
2667,Core
2668,Core
2669,Rural
2670,Rural
2671,Rural
2672,Rural
2673,Rural
2674,Rural
2675,Rural
2676,Rural
2677,Rural
2678,Rural
2679,Rural
2680,Rural
2681,Rural
2682,Rural
2683,Rural
2684,Rural
2685,Rural
2686,Rural
2687,Rural
2688,Rural
2689,Rural
2690,Rural
2691,Rural
2692,Rural
2693,Rural
2694,Rural
2695,Rural
2696,Rural
2697,Rural
2698,Rural
2699,Rural
2700,Rural
2701,Rural
2702,Rural
2703,UU
2704,Rural
2705,UU
2706,CitiesTowns
2707,CitiesTowns
2708,CitiesTowns
2709,Rural
2710,CitiesTowns
2711,CitiesTowns
2712,CitiesTowns
2713,CitiesTowns
2714,Rural
2715,Rural
2716,Rural
2717,Rural
2718,UU
2719,CitiesTowns
2720,CitiesTowns
2721,CitiesTowns
2722,CitiesTowns
2723,CitiesTowns
2724,CitiesTowns
2725,CitiesTowns
2726,UU
2727,UU
2728,CitiesTowns
2729,CitiesTowns
2730,Rural
2731,Rural
2732,Rural
2733,Rural
2734,Rural
2735,Rural
2736,Rural
2737,Rural
2738,CitiesTowns
2739,UU
2740,UU
2741,Rural
2742,Rural
2743,Rural
2744,Rural
2745,Rural
2746,Rural
2747,Rural
2748,Rural
2749,Rural
2750,Rural
2751,Rural
2752,Rural
2753,Rural
2754,Metro
2755,Metro
2756,Metro
2757,CitiesTowns
2758,Metro
2759,Metro
2760,Metro
2761,Metro
2762,Metro
2763,Metro
2764,Metro
2765,Metro
2766,Metro
2767,Metro
2768,Metro
2769,Metro
2770,Metro
2771,Metro
2772,Metro
2773,Metro
2774,Metro
2775,Metro
2776,Metro
2777,Metro
2778,Metro
2779,Metro
2780,Metro
2781,Metro
2782,Metro
2783,Metro
2784,Metro
2785,Metro
2786,Metro
2787,Metro
2788,Metro
2789,Metro
2790,Metro
2791,Metro
2792,Metro
2793,Metro
2794,Metro
2795,Metro
2796,Metro
2797,Metro
2798,Metro
2799,Metro
2800,Metro
2801,Metro
2802,Metro
2803,Metro
2804,Metro
2805,Metro
2806,Metro
2807,Metro
2808,Metro
2809,Metro
2810,Metro
2811,Metro
2812,Metro
2813,Metro
2814,Metro
2815,Metro
2816,Metro
2817,Metro
2818,Metro
2819,Metro
2820,Metro
2821,Metro
2822,Metro
2823,Metro
2824,Metro
2825,Metro
2826,Metro
2827,Metro
2828,Metro
2829,Metro
2830,Metro
2831,Metro
2832,Metro
2833,Metro
2834,Metro
2835,Metro
2836,Metro
2837,Metro
2838,Metro
2839,Metro
2840,Metro
2841,Metro
2842,Metro
2843,Metro
2844,Metro
2845,Metro
2846,Metro
2847,Metro
2848,Metro
2849,Metro
2850,Metro
2851,Metro
2852,Metro
2853,Metro
2854,Metro
2855,Metro
2856,Metro
2857,Metro
2858,Metro
2859,Metro
2860,Metro
2861,Metro
2862,Metro
2863,Metro
2864,Metro
2865,Metro
2866,Metro
2867,Metro
2868,Metro
2869,Metro
2870,Metro
2871,Metro
2872,Metro
2873,Metro
2874,Metro
2875,Metro
2876,Metro
2877,Metro
2878,Metro
2879,Metro
2880,Metro
2881,Metro
2882,Metro
2883,Metro
2884,Metro
2885,Metro
2886,Metro
2887,Metro
2888,Metro
2889,Metro
2890,Metro
2891,Metro
2892,Metro
2893,Metro
2894,Metro
2895,Metro
2896,Metro
2897,Metro
2898,Metro
2899,Metro
2900,Metro
2901,Metro
2902,Metro
2903,Metro
2904,Metro
2905,Metro
2906,Metro
2907,Metro
2908,Metro
2909,Metro
2910,Metro
2911,Metro
2912,Metro
2913,Metro
2914,Metro
2915,Metro
2916,Metro
2917,Metro
2918,Metro
2919,Metro
2920,Metro
2921,Metro
2922,Metro
2923,Metro
2924,Metro
2925,Metro
2926,Metro
2927,Metro
2928,Metro
2929,Metro
2930,Metro
2931,Metro
2932,Metro
2933,Metro
2934,Metro
2935,Metro
2936,Metro
2937,CitiesTowns
2938,CitiesTowns
2939,Core
2940,Core
2941,Core
2942,Core
2943,Core
2944,Core
2945,Core
2946,Core
2947,Core
2948,CitiesTowns
2949,CitiesTowns
2950,Metro
2951,Metro
2952,Metro
2953,Metro
2954,Metro
2955,Metro
2956,Metro
2957,Metro
2958,Metro
2959,Metro
2960,Metro
2961,Metro
2962,Metro
2963,Metro
2964,Metro
2965,Metro
2966,Metro
2967,CitiesTowns
2968,Core
2969,CitiesTowns
2970,UU
2971,Core
2972,Core
2973,Core
2974,Core
2975,Core
2976,Core
2977,Core
2978,Core
2979,Core
2980,Core
2981,Rural
2982,Core
2983,Core
2984,Core
2985,Core
2986,Core
2987,Core
2988,Core
2989,Core
2990,Core
2991,Metro
2992,Metro
2993,Metro
2994,Metro
2995,Metro
2996,Metro
2997,Metro
2998,Core
2999,Core
3000,Core
3001,Core
3002,Core
3003,Core
3004,CitiesTowns
3005,Core
3006,Core
3007,Core
3008,Core
3009,Core
3010,Core
3011,Core
3012,Metro
3013,Core
3014,Metro
3015,Metro
3016,Core
3017,Core
3018,Core
3019,Core
3020,Core
3021,Core
3022,Core
3023,Core
3024,Core
3025,Core
3026,Core
3027,Core
3028,Core
3029,Core
3030,CitiesTowns
3031,CitiesTowns
3032,CitiesTowns
3033,CitiesTowns
3034,UU
3035,CitiesTowns
3036,CitiesTowns
3037,CitiesTowns
3038,UU
3039,Core
3040,Core
3041,Core
3042,Core
3043,Core
3044,Core
3045,Core
3046,Core
3047,Core
3048,Core
3049,Core
3050,Core
3051,Core
3052,Core
3053,Core
3054,Core
3055,Core
3056,Core
3057,Core
3058,Core
3059,Core
3060,Core
3061,Core
3062,Core
3063,Core
3064,Core
3065,Core
3066,Core
3067,Core
3068,Core
3069,Core
3070,HCT
3071,HCT
3072,Rural
3073,HCT
3074,HCT
3075,HCT
3076,Rural
3077,HCT
3078,HCT
3079,HCT
3080,HCT
3081,Metro
3082,HCT
3083,Metro
3084,Metro
3085,Metro
3086,Metro
3087,Metro
3088,Metro
3089,Metro
3090,Metro
3091,Metro
3092,Metro
3093,Metro
3094,Metro
3095,Metro
3096,Metro
3097,Metro
3098,Metro
3099,Metro
3100,Metro
3101,Metro
3102,Metro
3103,Metro
3104,Metro
3105,Metro
3106,Metro
3107,Metro
3108,Metro
3109,Metro
3110,Metro
3111,Metro
3112,Metro
3113,Metro
3114,Metro
3115,Metro
3116,Metro
3117,Metro
3118,Metro
3119,Metro
3120,Metro
3121,HCT
3122,HCT
3123,Metro
3124,HCT
3125,HCT
3126,Metro
3127,HCT
3128,HCT
3129,HCT
3130,HCT
3131,UU
3132,HCT
3133,CitiesTowns
3134,CitiesTowns
3135,UU
3136,CitiesTowns
3137,CitiesTowns
3138,CitiesTowns
3139,CitiesTowns
3140,CitiesTowns
3141,CitiesTowns
3142,CitiesTowns
3143,CitiesTowns
3144,CitiesTowns
3145,CitiesTowns
3146,CitiesTowns
3147,CitiesTowns
3148,CitiesTowns
3149,CitiesTowns
3150,CitiesTowns
3151,CitiesTowns
3152,CitiesTowns
3153,CitiesTowns
3154,CitiesTowns
3155,CitiesTowns
3156,HCT
3157,Core
3158,HCT
3159,Core
3160,UU
3161,Core
3162,Rural
3163,Rural
3164,Rural
3165,Rural
3166,Rural
3167,Rural
3168,UU
3169,HCT
3170,HCT
3171,HCT
3172,CitiesTowns
3173,CitiesTowns
3174,CitiesTowns
3175,CitiesTowns
3176,HCT
3177,HCT
3178,HCT
3179,HCT
3180,HCT
3181,HCT
3182,HCT
3183,HCT
3184,Rural
3185,Metro
3186,Metro
3187,Metro
3188,Metro
3189,Metro
3190,Metro
3191,Metro
3192,Metro
3193,Metro
3194,Metro
3195,Metro
3196,Metro
3197,Metro
3198,Metro
3199,Metro
3200,Metro
3201,Metro
3202,Metro
3203,Metro
3204,Metro
3205,Metro
3206,Metro
3207,Metro
3208,Metro
3209,Metro
3210,Rural
3211,Rural
3212,Rural
3213,HCT
3214,HCT
3215,Core
3216,Core
3217,UU
3218,CitiesTowns
3219,UU
3220,HCT
3221,HCT
3222,HCT
3223,HCT
3224,Rural
3225,CitiesTowns
3226,CitiesTowns
3227,Rural
3228,Rural
3229,CitiesTowns
3230,HCT
3231,HCT
3232,Core
3233,UU
3234,UU
3235,Core
3236,Core
3237,Core
3238,Core
3239,Core
3240,Core
3241,Core
3242,Core
3243,Core
3244,Core
3245,UU
3246,Rural
3247,Rural
3248,Rural
3249,Rural
3250,Metro
3251,Metro
3252,Metro
3253,Metro
3254,Metro
3255,Metro
3256,Metro
3257,Metro
3258,Metro
3259,Metro
3260,Metro
3261,Metro
3262,Metro
3263,Metro
3264,Metro
3265,Metro
3266,Metro
3267,Metro
3268,Metro
3269,Metro
3270,HCT
3271,HCT
3272,HCT
3273,HCT
3274,HCT
3275,HCT
3276,Rural
3277,Rural
3278,Rural
3279,Rural
3280,Core
3281,Core
3282,Core
3283,Core
3284,Core
3285,Core
3286,Core
3287,Core
3288,Core
3289,Core
3290,HCT
3291,Rural
3292,Core
3293,Rural
3294,Rural
3295,CitiesTowns
3296,UU
3297,CitiesTowns
3298,Rural
3299,Rural
3300,CitiesTowns
3301,CitiesTowns
3302,Rural
3303,CitiesTowns
3304,Rural
3305,Rural
3306,Rural
3307,UU
3308,CitiesTowns
3309,CitiesTowns
3310,CitiesTowns
3311,Rural
3312,UU
3313,Core
3314,Core
3315,Core
3316,Core
3317,Core
3318,Core
3319,UU
3320,Rural
3321,Rural
3322,UU
3323,Rural
3324,Rural
3325,HCT
3326,HCT
3327,Rural
3328,HCT
3329,HCT
3330,HCT
3331,HCT
3332,HCT
3333,HCT
3334,HCT
3335,HCT
3336,HCT
3337,HCT
3338,HCT
3339,HCT
3340,HCT
3341,HCT
3342,HCT
3343,Core
3344,Core
3345,Core
3346,UU
3347,Core
3348,UU
3349,UU
3350,UU
3351,UU
3352,UU
3353,UU
3354,UU
3355,UU
3356,UU
3357,UU
3358,HCT
3359,HCT
3360,HCT
3361,HCT
3362,HCT
3363,HCT
3364,HCT
3365,HCT
3366,HCT
3367,HCT
3368,HCT
3369,Rural
3370,Rural
3371,UU
3372,UU
3373,UU
3374,UU
3375,Core
3376,UU
3377,UU
3378,UU
3379,UU
3380,UU
3381,UU
3382,UU
3383,UU
3384,UU
3385,UU
3386,UU
3387,Rural
3388,Rural
3389,HCT
3390,HCT
3391,HCT
3392,HCT
3393,HCT
3394,HCT
3395,HCT
3396,HCT
3397,HCT
3398,HCT
3399,HCT
3400,HCT
3401,HCT
3402,HCT
3403,UU
3404,UU
3405,UU
3406,UU
3407,UU
3408,UU
3409,UU
3410,UU
3411,UU
3412,Rural
3413,CitiesTowns
3414,Rural
3415,UU
3416,Rural
3417,Rural
3418,Rural
3419,CitiesTowns
3420,Rural
3421,Rural
3422,CitiesTowns
3423,Rural
3424,UU
3425,UU
3426,Rural
3427,UU
3428,Rural
3429,UU
3430,UU
3431,Rural
3432,UU
3433,UU
3434,UU
3435,UU
3436,UU
3437,Rural
3438,Rural
3439,Rural
3440,Rural
3441,Rural
3442,Rural
3443,Rural
3444,Rural
3445,Rural
3446,Rural
3447,Rural
3448,Rural
3449,Rural
3450,Rural
3451,Rural
3452,Rural
3453,Rural
3454,Rural
3455,Rural
3456,Rural
3457,Rural
3458,CitiesTowns
3459,Rural
3460,Rural
3461,Rural
3462,Rural
3463,Rural
3464,Rural
3465,CitiesTowns
3466,Rural
3467,Rural
3468,Rural
3469,Rural
3470,Rural
3471,Rural
3472,Rural
3473,Rural
3474,Rural
3475,Rural
3476,Rural
3477,Rural
3478,Rural
3479,UU
3480,HCT
3481,Rural
3482,Rural
3483,Rural
3484,Rural
3485,Rural
3486,HCT
3487,Rural
3488,Rural
3489,Rural
3490,Rural
3491,HCT
3492,HCT
3493,HCT
3494,HCT
3495,Rural
3496,Rural
3497,Rural
3498,Rural
3499,Rural
3500,HCT
3501,HCT
3502,HCT
3503,Rural
3504,Rural
3505,Rural
3506,Rural
3507,Rural
3508,Rural
3509,Rural
3510,Rural
3511,Core
3512,Rural
3513,Core
3514,Core
3515,Core
3516,Core
3517,Rural
3518,Rural
3519,Rural
3520,Rural
3521,Rural
3522,Rural
3523,Core
3524,Core
3525,Core
3526,Core
3527,Core
3528,Core
3529,Core
3530,Core
3531,Core
3532,Core
3533,Core
3534,Core
3535,Core
3536,HCT
3537,HCT
3538,HCT
3539,HCT
3540,Rural
3541,HCT
3542,HCT
3543,HCT
3544,HCT
3545,HCT
3546,HCT
3547,HCT
3548,HCT
3549,HCT
3550,HCT
3551,HCT
3552,HCT
3553,Rural
3554,Core
3555,Core
3556,Core
3557,Rural
3558,Rural
3559,Rural
3560,Rural
3561,Rural
3562,Rural
3563,Rural
3564,Metro
3565,Rural
3566,Rural
3567,Metro
3568,UU
3569,UU
3570,Metro
3571,Metro
3572,Metro
3573,Metro
3574,UU
3575,HCT
3576,UU
3577,UU
3578,Metro
3579,Metro
3580,Metro
3581,Metro
3582,Metro
3583,Metro
3584,Metro
3585,Metro
3586,UU
3587,Metro
3588,UU
3589,Metro
3590,Metro
3591,Metro
3592,Metro
3593,Metro
3594,Metro
3595,Metro
3596,Metro
3597,Metro
3598,Metro
3599,Metro
3600,Metro
3601,Metro
3602,Metro
3603,UU
3604,Metro
3605,UU
3606,Metro
3607,Metro
3608,Metro
3609,Metro
3610,Metro
3611,UU
3612,Metro
3613,Metro
3614,Metro
3615,Metro
3616,Metro
3617,Metro
3618,Metro
3619,Metro
3620,Metro
3621,Metro
3622,Metro
3623,Metro
3624,Metro
3625,Metro
3626,Metro
3627,Metro
3628,Metro
3629,Metro
3630,Metro
3631,UU
3632,UU
3633,Rural
3634,Rural
3635,Rural
3636,Rural
3637,Rural
3638,Rural
3639,Rural
3640,Rural
3641,UU
3642,UU
3643,UU
3644,UU
3645,HCT
3646,HCT
3647,HCT
3648,HCT
3649,HCT
3650,HCT
3651,Metro
3652,Rural
3653,Rural
3654,HCT
3655,HCT
3656,HCT
3657,UU
3658,UU
3659,UU
3660,Rural
3661,Rural
3662,Rural
3663,Rural
3664,UU
3665,UU
3666,Rural
3667,Rural
3668,Rural
3669,HCT
3670,Rural
3671,Rural
3672,Rural
3673,Rural
3674,Rural
3675,Rural
3676,Rural
3677,Rural
3678,Rural
3679,Rural
3680,Rural
3681,Rural
3682,HCT
3683,HCT
3684,HCT
3685,HCT
3686,HCT
3687,HCT
3688,HCT
3689,HCT
3690,HCT
3691,HCT
3692,HCT
3693,HCT
3694,HCT
3695,HCT
3696,HCT
3697,HCT
3698,HCT
3699,HCT
3700,HCT
