taz,geog_name,district,lat_1,lon_1
107,King,North Seattle-Shoreline,47.51978,-122.138064
108,King,North Seattle-Shoreline,47.51978,-122.138064
109,King,North Seattle-Shoreline,47.51978,-122.138064
110,King,North Seattle-Shoreline,47.51978,-122.138064
111,King,North Seattle-Shoreline,47.51978,-122.138064
112,King,North Seattle-Shoreline,47.51978,-122.138064
113,King,North Seattle-Shoreline,47.51978,-122.138064
114,King,North Seattle-Shoreline,47.51978,-122.138064
115,King,North Seattle-Shoreline,47.51978,-122.138064
116,King,North Seattle-Shoreline,47.51978,-122.138064
117,King,North Seattle-Shoreline,47.51978,-122.138064
118,King,North Seattle-Shoreline,47.51978,-122.138064
119,King,North Seattle-Shoreline,47.51978,-122.138064
120,King,North Seattle-Shoreline,47.51978,-122.138064
121,King,North Seattle-Shoreline,47.51978,-122.138064
122,King,North Seattle-Shoreline,47.51978,-122.138064
123,King,North Seattle-Shoreline,47.51978,-122.138064
124,King,North Seattle-Shoreline,47.51978,-122.138064
125,King,North Seattle-Shoreline,47.51978,-122.138064
126,King,North Seattle-Shoreline,47.51978,-122.138064
127,King,North Seattle-Shoreline,47.51978,-122.138064
128,King,North Seattle-Shoreline,47.51978,-122.138064
129,King,North Seattle-Shoreline,47.51978,-122.138064
130,King,North Seattle-Shoreline,47.51978,-122.138064
131,King,North Seattle-Shoreline,47.51978,-122.138064
132,King,North Seattle-Shoreline,47.51978,-122.138064
133,King,North Seattle-Shoreline,47.51978,-122.138064
134,King,North Seattle-Shoreline,47.51978,-122.138064
135,King,North Seattle-Shoreline,47.51978,-122.138064
136,King,North Seattle-Shoreline,47.51978,-122.138064
137,King,North Seattle-Shoreline,47.51978,-122.138064
138,King,North Seattle-Shoreline,47.51978,-122.138064
139,King,North Seattle-Shoreline,47.51978,-122.138064
140,King,North Seattle-Shoreline,47.51978,-122.138064
141,King,North Seattle-Shoreline,47.51978,-122.138064
142,King,North Seattle-Shoreline,47.51978,-122.138064
143,King,North Seattle-Shoreline,47.51978,-122.138064
144,King,North Seattle-Shoreline,47.51978,-122.138064
145,King,North Seattle-Shoreline,47.51978,-122.138064
146,King,North Seattle-Shoreline,47.51978,-122.138064
147,King,North Seattle-Shoreline,47.51978,-122.138064
148,King,North Seattle-Shoreline,47.51978,-122.138064
149,King,North Seattle-Shoreline,47.51978,-122.138064
150,King,North Seattle-Shoreline,47.51978,-122.138064
151,King,North Seattle-Shoreline,47.51978,-122.138064
152,King,North Seattle-Shoreline,47.51978,-122.138064
153,King,North Seattle-Shoreline,47.51978,-122.138064
154,King,North Seattle-Shoreline,47.51978,-122.138064
155,King,North Seattle-Shoreline,47.51978,-122.138064
156,King,North Seattle-Shoreline,47.51978,-122.138064
157,King,North Seattle-Shoreline,47.51978,-122.138064
158,King,North Seattle-Shoreline,47.51978,-122.138064
159,King,North Seattle-Shoreline,47.51978,-122.138064
160,King,North Seattle-Shoreline,47.51978,-122.138064
161,King,North Seattle-Shoreline,47.51978,-122.138064
162,King,North Seattle-Shoreline,47.51978,-122.138064
163,King,North Seattle-Shoreline,47.51978,-122.138064
164,King,North Seattle-Shoreline,47.51978,-122.138064
165,King,North Seattle-Shoreline,47.51978,-122.138064
166,King,North Seattle-Shoreline,47.51978,-122.138064
167,King,North Seattle-Shoreline,47.51978,-122.138064
168,King,North Seattle-Shoreline,47.51978,-122.138064
169,King,North Seattle-Shoreline,47.51978,-122.138064
170,King,North Seattle-Shoreline,47.51978,-122.138064
171,King,North Seattle-Shoreline,47.51978,-122.138064
172,King,North Seattle-Shoreline,47.51978,-122.138064
173,King,North Seattle-Shoreline,47.51978,-122.138064
174,King,North Seattle-Shoreline,47.51978,-122.138064
175,King,North Seattle-Shoreline,47.51978,-122.138064
176,King,North Seattle-Shoreline,47.51978,-122.138064
177,King,North Seattle-Shoreline,47.51978,-122.138064
178,King,North Seattle-Shoreline,47.51978,-122.138064
179,King,North Seattle-Shoreline,47.51978,-122.138064
180,King,North Seattle-Shoreline,47.51978,-122.138064
181,King,North Seattle-Shoreline,47.51978,-122.138064
182,King,North Seattle-Shoreline,47.51978,-122.138064
183,King,North Seattle-Shoreline,47.51978,-122.138064
184,King,North Seattle-Shoreline,47.51978,-122.138064
185,King,North Seattle-Shoreline,47.51978,-122.138064
186,King,North Seattle-Shoreline,47.51978,-122.138064
187,King,North Seattle-Shoreline,47.51978,-122.138064
188,King,North Seattle-Shoreline,47.51978,-122.138064
189,King,North Seattle-Shoreline,47.51978,-122.138064
190,King,North Seattle-Shoreline,47.51978,-122.138064
191,King,North Seattle-Shoreline,47.51978,-122.138064
192,King,North Seattle-Shoreline,47.51978,-122.138064
193,King,North Seattle-Shoreline,47.51978,-122.138064
194,King,North Seattle-Shoreline,47.51978,-122.138064
195,King,North Seattle-Shoreline,47.51978,-122.138064
196,King,North Seattle-Shoreline,47.51978,-122.138064
197,King,North Seattle-Shoreline,47.51978,-122.138064
198,King,North Seattle-Shoreline,47.51978,-122.138064
199,King,North Seattle-Shoreline,47.51978,-122.138064
200,King,North Seattle-Shoreline,47.51978,-122.138064
201,King,North Seattle-Shoreline,47.51978,-122.138064
202,King,North Seattle-Shoreline,47.51978,-122.138064
203,King,North Seattle-Shoreline,47.51978,-122.138064
204,King,North Seattle-Shoreline,47.51978,-122.138064
205,King,North Seattle-Shoreline,47.51978,-122.138064
206,King,North Seattle-Shoreline,47.51978,-122.138064
207,King,North Seattle-Shoreline,47.51978,-122.138064
208,King,North Seattle-Shoreline,47.51978,-122.138064
209,King,North Seattle-Shoreline,47.51978,-122.138064
210,King,North Seattle-Shoreline,47.51978,-122.138064
211,King,North Seattle-Shoreline,47.51978,-122.138064
212,King,North Seattle-Shoreline,47.51978,-122.138064
213,King,North Seattle-Shoreline,47.51978,-122.138064
214,King,North Seattle-Shoreline,47.51978,-122.138064
215,King,North Seattle-Shoreline,47.51978,-122.138064
216,King,North Seattle-Shoreline,47.51978,-122.138064
217,King,North Seattle-Shoreline,47.51978,-122.138064
218,King,North Seattle-Shoreline,47.51978,-122.138064
219,King,North Seattle-Shoreline,47.51978,-122.138064
220,King,North Seattle-Shoreline,47.51978,-122.138064
221,King,North Seattle-Shoreline,47.51978,-122.138064
222,King,North Seattle-Shoreline,47.51978,-122.138064
223,King,North Seattle-Shoreline,47.51978,-122.138064
224,King,North Seattle-Shoreline,47.51978,-122.138064
225,King,North Seattle-Shoreline,47.51978,-122.138064
226,King,North Seattle-Shoreline,47.51978,-122.138064
227,King,North Seattle-Shoreline,47.51978,-122.138064
228,King,North Seattle-Shoreline,47.51978,-122.138064
229,King,North Seattle-Shoreline,47.51978,-122.138064
230,King,North Seattle-Shoreline,47.51978,-122.138064
231,King,North Seattle-Shoreline,47.51978,-122.138064
232,King,North Seattle-Shoreline,47.51978,-122.138064
233,King,North Seattle-Shoreline,47.51978,-122.138064
234,King,North Seattle-Shoreline,47.51978,-122.138064
235,King,North Seattle-Shoreline,47.51978,-122.138064
236,King,North Seattle-Shoreline,47.51978,-122.138064
237,King,North Seattle-Shoreline,47.51978,-122.138064
238,King,North Seattle-Shoreline,47.51978,-122.138064
239,King,North Seattle-Shoreline,47.51978,-122.138064
240,King,North Seattle-Shoreline,47.51978,-122.138064
241,King,North Seattle-Shoreline,47.51978,-122.138064
242,King,North Seattle-Shoreline,47.51978,-122.138064
243,King,North Seattle-Shoreline,47.51978,-122.138064
244,King,North Seattle-Shoreline,47.51978,-122.138064
245,King,North Seattle-Shoreline,47.51978,-122.138064
246,King,North Seattle-Shoreline,47.51978,-122.138064
247,King,North Seattle-Shoreline,47.51978,-122.138064
248,King,North Seattle-Shoreline,47.51978,-122.138064
249,King,North Seattle-Shoreline,47.51978,-122.138064
250,King,North Seattle-Shoreline,47.51978,-122.138064
251,King,North Seattle-Shoreline,47.51978,-122.138064
252,King,North Seattle-Shoreline,47.51978,-122.138064
253,King,North Seattle-Shoreline,47.51978,-122.138064
254,King,North Seattle-Shoreline,47.51978,-122.138064
255,King,North Seattle-Shoreline,47.51978,-122.138064
256,King,North Seattle-Shoreline,47.51978,-122.138064
257,King,North Seattle-Shoreline,47.51978,-122.138064
258,King,North Seattle-Shoreline,47.51978,-122.138064
259,King,North Seattle-Shoreline,47.51978,-122.138064
260,King,North Seattle-Shoreline,47.51978,-122.138064
261,King,North Seattle-Shoreline,47.51978,-122.138064
262,King,North Seattle-Shoreline,47.51978,-122.138064
263,King,North Seattle-Shoreline,47.51978,-122.138064
264,King,North Seattle-Shoreline,47.51978,-122.138064
265,King,North Seattle-Shoreline,47.51978,-122.138064
266,King,North Seattle-Shoreline,47.51978,-122.138064
267,King,North Seattle-Shoreline,47.51978,-122.138064
268,King,North Seattle-Shoreline,47.51978,-122.138064
269,King,North Seattle-Shoreline,47.51978,-122.138064
270,King,North Seattle-Shoreline,47.51978,-122.138064
271,King,North Seattle-Shoreline,47.51978,-122.138064
272,King,North Seattle-Shoreline,47.51978,-122.138064
273,King,North Seattle-Shoreline,47.51978,-122.138064
274,King,North Seattle-Shoreline,47.51978,-122.138064
275,King,North Seattle-Shoreline,47.51978,-122.138064
276,King,North Seattle-Shoreline,47.51978,-122.138064
277,King,North Seattle-Shoreline,47.51978,-122.138064
278,King,North Seattle-Shoreline,47.51978,-122.138064
279,King,North Seattle-Shoreline,47.51978,-122.138064
280,King,North Seattle-Shoreline,47.51978,-122.138064
281,King,North Seattle-Shoreline,47.51978,-122.138064
282,King,North Seattle-Shoreline,47.51978,-122.138064
283,King,North Seattle-Shoreline,47.51978,-122.138064
284,King,North Seattle-Shoreline,47.51978,-122.138064
285,King,North Seattle-Shoreline,47.51978,-122.138064
286,King,North Seattle-Shoreline,47.51978,-122.138064
287,King,North Seattle-Shoreline,47.51978,-122.138064
288,King,North Seattle-Shoreline,47.51978,-122.138064
289,King,North Seattle-Shoreline,47.51978,-122.138064
290,King,North Seattle-Shoreline,47.51978,-122.138064
291,King,North Seattle-Shoreline,47.51978,-122.138064
292,King,North Seattle-Shoreline,47.51978,-122.138064
293,King,North Seattle-Shoreline,47.51978,-122.138064
294,King,North Seattle-Shoreline,47.51978,-122.138064
295,King,North Seattle-Shoreline,47.51978,-122.138064
296,King,North Seattle-Shoreline,47.51978,-122.138064
297,King,North Seattle-Shoreline,47.51978,-122.138064
298,King,North Seattle-Shoreline,47.51978,-122.138064
299,King,North Seattle-Shoreline,47.51978,-122.138064
300,King,North Seattle-Shoreline,47.51978,-122.138064
301,King,North Seattle-Shoreline,47.51978,-122.138064
302,King,North Seattle-Shoreline,47.51978,-122.138064
303,King,North Seattle-Shoreline,47.51978,-122.138064
304,King,North Seattle-Shoreline,47.51978,-122.138064
305,King,North Seattle-Shoreline,47.51978,-122.138064
306,King,North Seattle-Shoreline,47.51978,-122.138064
307,King,North Seattle-Shoreline,47.51978,-122.138064
308,King,North Seattle-Shoreline,47.51978,-122.138064
309,King,North Seattle-Shoreline,47.51978,-122.138064
310,King,North Seattle-Shoreline,47.51978,-122.138064
311,King,North Seattle-Shoreline,47.51978,-122.138064
312,King,North Seattle-Shoreline,47.51978,-122.138064
313,King,North Seattle-Shoreline,47.51978,-122.138064
314,King,North Seattle-Shoreline,47.51978,-122.138064
315,King,North Seattle-Shoreline,47.51978,-122.138064
316,King,North Seattle-Shoreline,47.51978,-122.138064
317,King,North Seattle-Shoreline,47.51978,-122.138064
318,King,North Seattle-Shoreline,47.51978,-122.138064
319,King,North Seattle-Shoreline,47.51978,-122.138064
320,King,North Seattle-Shoreline,47.51978,-122.138064
321,King,North Seattle-Shoreline,47.51978,-122.138064
322,King,North Seattle-Shoreline,47.51978,-122.138064
323,King,North Seattle-Shoreline,47.51978,-122.138064
324,King,North Seattle-Shoreline,47.51978,-122.138064
325,King,North Seattle-Shoreline,47.51978,-122.138064
326,King,North Seattle-Shoreline,47.51978,-122.138064
327,King,North Seattle-Shoreline,47.51978,-122.138064
328,King,North Seattle-Shoreline,47.51978,-122.138064
329,King,North Seattle-Shoreline,47.51978,-122.138064
330,King,North Seattle-Shoreline,47.51978,-122.138064
331,King,Seattle CBD,47.51978,-122.138064
332,King,Seattle CBD,47.51978,-122.138064
333,King,Seattle CBD,47.51978,-122.138064
334,King,Seattle CBD,47.51978,-122.138064
335,King,Seattle CBD,47.51978,-122.138064
336,King,Seattle CBD,47.51978,-122.138064
337,King,Seattle CBD,47.51978,-122.138064
338,King,Seattle CBD,47.51978,-122.138064
339,King,Seattle CBD,47.51978,-122.138064
340,King,Seattle CBD,47.51978,-122.138064
341,King,Seattle CBD,47.51978,-122.138064
342,King,Seattle CBD,47.51978,-122.138064
343,King,Seattle CBD,47.51978,-122.138064
344,King,Seattle CBD,47.51978,-122.138064
345,King,Seattle CBD,47.51978,-122.138064
346,King,Seattle CBD,47.51978,-122.138064
347,King,Seattle CBD,47.51978,-122.138064
348,King,Seattle CBD,47.51978,-122.138064
349,King,Seattle CBD,47.51978,-122.138064
350,King,Seattle CBD,47.51978,-122.138064
351,King,Seattle CBD,47.51978,-122.138064
352,King,Seattle CBD,47.51978,-122.138064
353,King,Seattle CBD,47.51978,-122.138064
354,King,Seattle CBD,47.51978,-122.138064
355,King,Seattle CBD,47.51978,-122.138064
356,King,Seattle CBD,47.51978,-122.138064
357,King,Seattle CBD,47.51978,-122.138064
358,King,Seattle CBD,47.51978,-122.138064
359,King,Seattle CBD,47.51978,-122.138064
360,King,Seattle CBD,47.51978,-122.138064
361,King,Seattle CBD,47.51978,-122.138064
362,King,Seattle CBD,47.51978,-122.138064
363,King,Seattle CBD,47.51978,-122.138064
364,King,Seattle CBD,47.51978,-122.138064
365,King,Seattle CBD,47.51978,-122.138064
366,King,Seattle CBD,47.51978,-122.138064
367,King,Seattle CBD,47.51978,-122.138064
368,King,Seattle CBD,47.51978,-122.138064
369,King,Seattle CBD,47.51978,-122.138064
370,King,Seattle CBD,47.51978,-122.138064
371,King,Seattle CBD,47.51978,-122.138064
372,King,Seattle CBD,47.51978,-122.138064
373,King,Seattle CBD,47.51978,-122.138064
374,King,Seattle CBD,47.51978,-122.138064
375,King,Seattle CBD,47.51978,-122.138064
376,King,Seattle CBD,47.51978,-122.138064
377,King,Seattle CBD,47.51978,-122.138064
378,King,Seattle CBD,47.51978,-122.138064
379,King,Seattle CBD,47.51978,-122.138064
380,King,Seattle CBD,47.51978,-122.138064
381,King,Seattle CBD,47.51978,-122.138064
382,King,Seattle CBD,47.51978,-122.138064
383,King,Seattle CBD,47.51978,-122.138064
384,King,Seattle CBD,47.51978,-122.138064
385,King,Seattle CBD,47.51978,-122.138064
386,King,Seattle CBD,47.51978,-122.138064
387,King,Seattle CBD,47.51978,-122.138064
388,King,Seattle CBD,47.51978,-122.138064
389,King,Seattle CBD,47.51978,-122.138064
390,King,Seattle CBD,47.51978,-122.138064
391,King,Seattle CBD,47.51978,-122.138064
392,King,Seattle CBD,47.51978,-122.138064
393,King,Seattle CBD,47.51978,-122.138064
394,King,Seattle CBD,47.51978,-122.138064
395,King,Seattle CBD,47.51978,-122.138064
396,King,Seattle CBD,47.51978,-122.138064
397,King,Seattle CBD,47.51978,-122.138064
398,King,Seattle CBD,47.51978,-122.138064
399,King,Seattle CBD,47.51978,-122.138064
400,King,Seattle CBD,47.51978,-122.138064
401,King,Seattle CBD,47.51978,-122.138064
402,King,Seattle CBD,47.51978,-122.138064
403,King,Seattle CBD,47.51978,-122.138064
404,King,Seattle CBD,47.51978,-122.138064
405,King,Seattle CBD,47.51978,-122.138064
406,King,Seattle CBD,47.51978,-122.138064
407,King,Seattle CBD,47.51978,-122.138064
408,King,Seattle CBD,47.51978,-122.138064
409,King,Seattle CBD,47.51978,-122.138064
410,King,Seattle CBD,47.51978,-122.138064
411,King,Seattle CBD,47.51978,-122.138064
412,King,Seattle CBD,47.51978,-122.138064
413,King,Seattle CBD,47.51978,-122.138064
414,King,Seattle CBD,47.51978,-122.138064
415,King,Seattle CBD,47.51978,-122.138064
416,King,Seattle CBD,47.51978,-122.138064
417,King,Seattle CBD,47.51978,-122.138064
418,King,Seattle CBD,47.51978,-122.138064
419,King,Seattle CBD,47.51978,-122.138064
420,King,Seattle CBD,47.51978,-122.138064
421,King,Seattle CBD,47.51978,-122.138064
422,King,Seattle CBD,47.51978,-122.138064
423,King,Seattle CBD,47.51978,-122.138064
424,King,Seattle CBD,47.51978,-122.138064
425,King,Seattle CBD,47.51978,-122.138064
426,King,Seattle CBD,47.51978,-122.138064
427,King,Seattle CBD,47.51978,-122.138064
428,King,Seattle CBD,47.51978,-122.138064
429,King,Seattle CBD,47.51978,-122.138064
430,King,Seattle CBD,47.51978,-122.138064
431,King,Seattle CBD,47.51978,-122.138064
432,King,Seattle CBD,47.51978,-122.138064
433,King,Seattle CBD,47.51978,-122.138064
434,King,Seattle CBD,47.51978,-122.138064
435,King,Seattle CBD,47.51978,-122.138064
436,King,Seattle CBD,47.51978,-122.138064
437,King,Seattle CBD,47.51978,-122.138064
438,King,Seattle CBD,47.51978,-122.138064
439,King,Seattle CBD,47.51978,-122.138064
440,King,Seattle CBD,47.51978,-122.138064
441,King,Seattle CBD,47.51978,-122.138064
442,King,Seattle CBD,47.51978,-122.138064
443,King,Seattle CBD,47.51978,-122.138064
444,King,Seattle CBD,47.51978,-122.138064
445,King,Seattle CBD,47.51978,-122.138064
446,King,Seattle CBD,47.51978,-122.138064
447,King,Seattle CBD,47.51978,-122.138064
448,King,Seattle CBD,47.51978,-122.138064
449,King,Seattle CBD,47.51978,-122.138064
450,King,Seattle CBD,47.51978,-122.138064
451,King,Seattle CBD,47.51978,-122.138064
452,King,Seattle CBD,47.51978,-122.138064
453,King,Seattle CBD,47.51978,-122.138064
454,King,Seattle CBD,47.51978,-122.138064
455,King,Seattle CBD,47.51978,-122.138064
456,King,Seattle CBD,47.51978,-122.138064
457,King,Seattle CBD,47.51978,-122.138064
458,King,Seattle CBD,47.51978,-122.138064
459,King,Seattle CBD,47.51978,-122.138064
460,King,Seattle CBD,47.51978,-122.138064
461,King,Seattle CBD,47.51978,-122.138064
462,King,Seattle CBD,47.51978,-122.138064
463,King,Seattle CBD,47.51978,-122.138064
464,King,Seattle CBD,47.51978,-122.138064
465,King,Seattle CBD,47.51978,-122.138064
466,King,Seattle CBD,47.51978,-122.138064
467,King,Seattle CBD,47.51978,-122.138064
468,King,Seattle CBD,47.51978,-122.138064
469,King,Seattle CBD,47.51978,-122.138064
470,King,Seattle CBD,47.51978,-122.138064
471,King,Seattle CBD,47.51978,-122.138064
472,King,Seattle CBD,47.51978,-122.138064
473,King,Seattle CBD,47.51978,-122.138064
474,King,Seattle CBD,47.51978,-122.138064
475,King,Seattle CBD,47.51978,-122.138064
476,King,Seattle CBD,47.51978,-122.138064
477,King,Seattle CBD,47.51978,-122.138064
478,King,Seattle CBD,47.51978,-122.138064
479,King,Seattle CBD,47.51978,-122.138064
480,King,Seattle CBD,47.51978,-122.138064
481,King,Seattle CBD,47.51978,-122.138064
482,King,Seattle CBD,47.51978,-122.138064
483,King,Seattle CBD,47.51978,-122.138064
484,King,Seattle CBD,47.51978,-122.138064
485,King,Seattle CBD,47.51978,-122.138064
486,King,Seattle CBD,47.51978,-122.138064
487,King,Seattle CBD,47.51978,-122.138064
488,King,Seattle CBD,47.51978,-122.138064
489,King,Seattle CBD,47.51978,-122.138064
490,King,Seattle CBD,47.51978,-122.138064
491,King,Seattle CBD,47.51978,-122.138064
492,King,Seattle CBD,47.51978,-122.138064
493,King,Seattle CBD,47.51978,-122.138064
494,King,Seattle CBD,47.51978,-122.138064
495,King,Seattle CBD,47.51978,-122.138064
496,King,Seattle CBD,47.51978,-122.138064
497,King,Seattle CBD,47.51978,-122.138064
498,King,Seattle CBD,47.51978,-122.138064
499,King,Seattle CBD,47.51978,-122.138064
500,King,Seattle CBD,47.51978,-122.138064
501,King,Seattle CBD,47.51978,-122.138064
502,King,Seattle CBD,47.51978,-122.138064
503,King,Seattle CBD,47.51978,-122.138064
504,King,Seattle CBD,47.51978,-122.138064
505,King,Seattle CBD,47.51978,-122.138064
506,King,Seattle CBD,47.51978,-122.138064
507,King,Seattle CBD,47.51978,-122.138064
508,King,Seattle CBD,47.51978,-122.138064
509,King,Seattle CBD,47.51978,-122.138064
510,King,Seattle CBD,47.51978,-122.138064
511,King,Seattle CBD,47.51978,-122.138064
512,King,Seattle CBD,47.51978,-122.138064
513,King,Seattle CBD,47.51978,-122.138064
514,King,Seattle CBD,47.51978,-122.138064
515,King,Seattle CBD,47.51978,-122.138064
516,King,Seattle CBD,47.51978,-122.138064
517,King,Seattle CBD,47.51978,-122.138064
518,King,Seattle CBD,47.51978,-122.138064
519,King,Seattle CBD,47.51978,-122.138064
520,King,Seattle CBD,47.51978,-122.138064
521,King,Seattle CBD,47.51978,-122.138064
522,King,Seattle CBD,47.51978,-122.138064
523,King,Seattle CBD,47.51978,-122.138064
524,King,Seattle CBD,47.51978,-122.138064
525,King,Seattle CBD,47.51978,-122.138064
526,King,Seattle CBD,47.51978,-122.138064
527,King,Seattle CBD,47.51978,-122.138064
528,King,Seattle CBD,47.51978,-122.138064
529,King,Seattle CBD,47.51978,-122.138064
530,King,Seattle CBD,47.51978,-122.138064
531,King,Seattle CBD,47.51978,-122.138064
532,King,Seattle CBD,47.51978,-122.138064
533,King,Seattle CBD,47.51978,-122.138064
534,King,Seattle CBD,47.51978,-122.138064
535,King,Seattle CBD,47.51978,-122.138064
536,King,Seattle CBD,47.51978,-122.138064
537,King,Seattle CBD,47.51978,-122.138064
538,King,Seattle CBD,47.51978,-122.138064
539,King,Seattle CBD,47.51978,-122.138064
540,King,Seattle CBD,47.51978,-122.138064
541,King,Seattle CBD,47.51978,-122.138064
542,King,Seattle CBD,47.51978,-122.138064
543,King,Seattle CBD,47.51978,-122.138064
544,King,Seattle CBD,47.51978,-122.138064
545,King,Seattle CBD,47.51978,-122.138064
546,King,Seattle CBD,47.51978,-122.138064
547,King,Seattle CBD,47.51978,-122.138064
548,King,Seattle CBD,47.51978,-122.138064
549,King,Seattle CBD,47.51978,-122.138064
