taz,tad,county,district,district_name,lat_taz,lon_taz,TAZ,lat_district,lon_district
655.0,14.0,King,5,West-South Seattle,47.58078921015374,-122.33673542667229,655,47.551159999999996,-122.332714
656.0,14.0,King,5,West-South Seattle,47.58296158971292,-122.33162551257296,656,47.551159999999996,-122.332714
657.0,14.0,King,5,West-South Seattle,47.58266400199669,-122.32424104724501,657,47.551159999999996,-122.332714
658.0,14.0,King,5,West-South Seattle,47.58087425850377,-122.3080587957933,658,47.551159999999996,-122.332714
659.0,14.0,King,5,West-South Seattle,47.580189512641184,-122.30139370776628,659,47.551159999999996,-122.332714
660.0,14.0,King,5,West-South Seattle,47.58120909391111,-122.2987023897042,660,47.551159999999996,-122.332714
661.0,14.0,King,5,West-South Seattle,47.58126450826497,-122.29505942492972,661,47.551159999999996,-122.332714
662.0,14.0,King,5,West-South Seattle,47.58210884949135,-122.29054500798513,662,47.551159999999996,-122.332714
663.0,14.0,King,5,West-South Seattle,47.577721573601075,-122.2847368357004,663,47.551159999999996,-122.332714
664.0,14.0,King,5,West-South Seattle,47.57506596729164,-122.28817945567093,664,47.551159999999996,-122.332714
665.0,14.0,King,5,West-South Seattle,47.57616749605357,-122.29373069386395,665,47.551159999999996,-122.332714
666.0,14.0,King,5,West-South Seattle,47.57528945988478,-122.30013378648162,666,47.551159999999996,-122.332714
667.0,14.0,King,5,West-South Seattle,47.57555824861026,-122.30653302498207,667,47.551159999999996,-122.332714
668.0,14.0,King,5,West-South Seattle,47.57505250215194,-122.31143236356577,668,47.551159999999996,-122.332714
669.0,14.0,King,5,West-South Seattle,47.578167132434686,-122.31681849201858,669,47.551159999999996,-122.332714
670.0,14.0,King,5,West-South Seattle,47.575678734936396,-122.32465614909857,670,47.551159999999996,-122.332714
671.0,14.0,King,5,West-South Seattle,47.575685052752846,-122.33162545160394,671,47.551159999999996,-122.332714
672.0,14.0,King,5,West-South Seattle,47.573581178816575,-122.33676211320669,672,47.551159999999996,-122.332714
673.0,14.0,King,5,West-South Seattle,47.5752141147643,-122.34111809352574,673,47.551159999999996,-122.332714
674.0,16.0,King,5,West-South Seattle,47.57964386999799,-122.3514401247336,674,47.551159999999996,-122.332714
675.0,16.0,King,5,West-South Seattle,47.57770113903546,-122.36599564971571,675,47.551159999999996,-122.332714
676.0,15.0,King,5,West-South Seattle,47.590203422559995,-122.38738374112856,676,47.551159999999996,-122.332714
677.0,15.0,King,5,West-South Seattle,47.588659761367424,-122.38917073933108,677,47.551159999999996,-122.332714
678.0,15.0,King,5,West-South Seattle,47.589174567469605,-122.38453019484152,678,47.551159999999996,-122.332714
679.0,15.0,King,5,West-South Seattle,47.583929122288005,-122.38175056487343,679,47.551159999999996,-122.332714
680.0,15.0,King,5,West-South Seattle,47.5830937513074,-122.3924705053932,680,47.551159999999996,-122.332714
681.0,15.0,King,5,West-South Seattle,47.58152893839269,-122.40024505275957,681,47.551159999999996,-122.332714
682.0,15.0,King,5,West-South Seattle,47.57833656507228,-122.39024447334023,682,47.551159999999996,-122.332714
683.0,15.0,King,5,West-South Seattle,47.57838618493876,-122.38397997727148,683,47.551159999999996,-122.332714
684.0,15.0,King,5,West-South Seattle,47.57823595840427,-122.37879616378628,684,47.551159999999996,-122.332714
685.0,16.0,King,5,West-South Seattle,47.57890860341154,-122.37423378796407,685,47.551159999999996,-122.332714
686.0,16.0,King,5,West-South Seattle,47.570795098959586,-122.37450539436855,686,47.551159999999996,-122.332714
687.0,15.0,King,5,West-South Seattle,47.57275247053789,-122.3787675308998,687,47.551159999999996,-122.332714
688.0,15.0,King,5,West-South Seattle,47.572901512030676,-122.38408493004707,688,47.551159999999996,-122.332714
689.0,15.0,King,5,West-South Seattle,47.57294852564722,-122.3907474149062,689,47.551159999999996,-122.332714
690.0,15.0,King,5,West-South Seattle,47.574770590605965,-122.39859495518084,690,47.551159999999996,-122.332714
691.0,15.0,King,5,West-South Seattle,47.5783997871091,-122.40775038260998,691,47.551159999999996,-122.332714
692.0,15.0,King,5,West-South Seattle,47.57377686700653,-122.40766911018835,692,47.551159999999996,-122.332714
693.0,15.0,King,5,West-South Seattle,47.57561763906918,-122.41613712978815,693,47.551159999999996,-122.332714
694.0,15.0,King,5,West-South Seattle,47.5658667922702,-122.406333643143,694,47.551159999999996,-122.332714
695.0,15.0,King,5,West-South Seattle,47.5679771011349,-122.40082385098442,695,47.551159999999996,-122.332714
696.0,15.0,King,5,West-South Seattle,47.56740421938353,-122.3910489712562,696,47.551159999999996,-122.332714
697.0,15.0,King,5,West-South Seattle,47.567402292509186,-122.3834710027922,697,47.551159999999996,-122.332714
698.0,15.0,King,5,West-South Seattle,47.56679978365157,-122.3782499513817,698,47.551159999999996,-122.332714
699.0,16.0,King,5,West-South Seattle,47.567186934076936,-122.37274920578848,699,47.551159999999996,-122.332714
700.0,16.0,King,5,West-South Seattle,47.56812650804528,-122.36694943758421,700,47.551159999999996,-122.332714
701.0,16.0,King,5,West-South Seattle,47.567880228334225,-122.36042035222324,701,47.551159999999996,-122.332714
702.0,16.0,King,5,West-South Seattle,47.563762824098255,-122.35614428691628,702,47.551159999999996,-122.332714
703.0,16.0,King,5,West-South Seattle,47.565535953740365,-122.35158461319841,703,47.551159999999996,-122.332714
704.0,14.0,King,5,West-South Seattle,47.56433942788697,-122.34193103697909,704,47.551159999999996,-122.332714
705.0,14.0,King,5,West-South Seattle,47.56943698197389,-122.3367663223014,705,47.551159999999996,-122.332714
706.0,14.0,King,5,West-South Seattle,47.56945608375824,-122.33164319430128,706,47.551159999999996,-122.332714
707.0,14.0,King,5,West-South Seattle,47.56908146926977,-122.3244897490016,707,47.551159999999996,-122.332714
708.0,14.0,King,5,West-South Seattle,47.56527884770409,-122.31764458689243,708,47.551159999999996,-122.332714
709.0,14.0,King,5,West-South Seattle,47.56615869529422,-122.30968315680391,709,47.551159999999996,-122.332714
710.0,14.0,King,5,West-South Seattle,47.56723692476908,-122.30423022631176,710,47.551159999999996,-122.332714
711.0,14.0,King,5,West-South Seattle,47.5659024132281,-122.29919896528894,711,47.551159999999996,-122.332714
712.0,14.0,King,5,West-South Seattle,47.569424432220856,-122.29375628798864,712,47.551159999999996,-122.332714
713.0,14.0,King,5,West-South Seattle,47.563505583832296,-122.2916641359158,713,47.551159999999996,-122.332714
714.0,14.0,King,5,West-South Seattle,47.56815307105814,-122.287850441032,714,47.551159999999996,-122.332714
715.0,14.0,King,5,West-South Seattle,47.56621255423321,-122.28058281296906,715,47.551159999999996,-122.332714
716.0,14.0,King,5,West-South Seattle,47.564775037328346,-122.2734455892241,716,47.551159999999996,-122.332714
717.0,14.0,King,5,West-South Seattle,47.56420101602875,-122.26921042603294,717,47.551159999999996,-122.332714
718.0,17.0,King,5,West-South Seattle,47.55585823748952,-122.26539128892851,718,47.551159999999996,-122.332714
719.0,17.0,King,5,West-South Seattle,47.55531368679871,-122.2723230546742,719,47.551159999999996,-122.332714
720.0,17.0,King,5,West-South Seattle,47.55694829729255,-122.27976675193798,720,47.551159999999996,-122.332714
721.0,17.0,King,5,West-South Seattle,47.555483417972276,-122.28624402273887,721,47.551159999999996,-122.332714
722.0,17.0,King,5,West-South Seattle,47.55571359730335,-122.29678753953192,722,47.551159999999996,-122.332714
723.0,17.0,King,5,West-South Seattle,47.55707327121881,-122.30888338435877,723,47.551159999999996,-122.332714
724.0,17.0,King,5,West-South Seattle,47.557278338137635,-122.31580359053021,724,47.551159999999996,-122.332714
725.0,14.0,King,5,West-South Seattle,47.560104575899274,-122.32506434917394,725,47.551159999999996,-122.332714
726.0,14.0,King,5,West-South Seattle,47.562751128854856,-122.33151106226185,726,47.551159999999996,-122.332714
727.0,14.0,King,5,West-South Seattle,47.55788340999954,-122.33273274518518,727,47.551159999999996,-122.332714
728.0,14.0,King,5,West-South Seattle,47.561620037573,-122.33673090987317,728,47.551159999999996,-122.332714
729.0,16.0,King,5,West-South Seattle,47.557347565552426,-122.36158874030208,729,47.551159999999996,-122.332714
730.0,16.0,King,5,West-South Seattle,47.55748721391668,-122.36446535077887,730,47.551159999999996,-122.332714
731.0,16.0,King,5,West-South Seattle,47.55914051750693,-122.37103906989944,731,47.551159999999996,-122.332714
732.0,15.0,King,5,West-South Seattle,47.56244181438821,-122.3780167348308,732,47.551159999999996,-122.332714
733.0,15.0,King,5,West-South Seattle,47.55926156215094,-122.37884781864702,733,47.551159999999996,-122.332714
734.0,15.0,King,5,West-South Seattle,47.55470785783768,-122.37891287032822,734,47.551159999999996,-122.332714
735.0,15.0,King,5,West-South Seattle,47.56293220758517,-122.38354328188231,735,47.551159999999996,-122.332714
736.0,15.0,King,5,West-South Seattle,47.559269289286306,-122.38414592870241,736,47.551159999999996,-122.332714
737.0,15.0,King,5,West-South Seattle,47.55477773309864,-122.38425789211293,737,47.551159999999996,-122.332714
738.0,15.0,King,5,West-South Seattle,47.56111760027747,-122.38948830497505,738,47.551159999999996,-122.332714
739.0,15.0,King,5,West-South Seattle,47.554395993714245,-122.3897865676218,739,47.551159999999996,-122.332714
740.0,15.0,King,5,West-South Seattle,47.561539770863284,-122.39649286362436,740,47.551159999999996,-122.332714
741.0,15.0,King,5,West-South Seattle,47.55555381535984,-122.39480908502442,741,47.551159999999996,-122.332714
742.0,15.0,King,5,West-South Seattle,47.556321727116746,-122.39972879353144,742,47.551159999999996,-122.332714
743.0,15.0,King,5,West-South Seattle,47.545879954558245,-122.39696508944289,743,47.551159999999996,-122.332714
744.0,15.0,King,5,West-South Seattle,47.54954812586626,-122.3913732717342,744,47.551159999999996,-122.332714
745.0,15.0,King,5,West-South Seattle,47.54350875242983,-122.3923019255378,745,47.551159999999996,-122.332714
746.0,15.0,King,5,West-South Seattle,47.54215430309044,-122.38867312966543,746,47.551159999999996,-122.332714
747.0,15.0,King,5,West-South Seattle,47.54889301234028,-122.38495558520893,747,47.551159999999996,-122.332714
748.0,15.0,King,5,West-South Seattle,47.54258531056989,-122.38449644971277,748,47.551159999999996,-122.332714
749.0,15.0,King,5,West-South Seattle,47.54810954279748,-122.37978000042573,749,47.551159999999996,-122.332714
750.0,15.0,King,5,West-South Seattle,47.54213514702609,-122.37915833196313,750,47.551159999999996,-122.332714
751.0,16.0,King,5,West-South Seattle,47.54802262429407,-122.37046033370191,751,47.551159999999996,-122.332714
752.0,16.0,King,5,West-South Seattle,47.54152685124261,-122.37279094561177,752,47.551159999999996,-122.332714
753.0,16.0,King,5,West-South Seattle,47.543233642345285,-122.36356043926929,753,47.551159999999996,-122.332714
754.0,16.0,King,5,West-South Seattle,47.55122782592182,-122.35760148739536,754,47.551159999999996,-122.332714
755.0,16.0,King,5,West-South Seattle,47.54230509165331,-122.35834003894772,755,47.551159999999996,-122.332714
756.0,16.0,King,5,West-South Seattle,47.54851209558353,-122.35093220408471,756,47.551159999999996,-122.332714
757.0,16.0,King,5,West-South Seattle,47.54831266770873,-122.34285105724156,757,47.551159999999996,-122.332714
758.0,17.0,King,5,West-South Seattle,47.54993072780707,-122.33684143567216,758,47.551159999999996,-122.332714
759.0,17.0,King,5,West-South Seattle,47.5532409207225,-122.33553348695592,759,47.551159999999996,-122.332714
760.0,17.0,King,5,West-South Seattle,47.550698470541,-122.33179244178007,760,47.551159999999996,-122.332714
761.0,17.0,King,5,West-South Seattle,47.550564584706116,-122.32560644128252,761,47.551159999999996,-122.332714
762.0,17.0,King,5,West-South Seattle,47.548266829254416,-122.31778123716607,762,47.551159999999996,-122.332714
763.0,17.0,King,5,West-South Seattle,47.5505664817009,-122.31672834288408,763,47.551159999999996,-122.332714
764.0,17.0,King,5,West-South Seattle,47.55102909168742,-122.31281811265428,764,47.551159999999996,-122.332714
765.0,17.0,King,5,West-South Seattle,47.54995294027962,-122.30561050636015,765,47.551159999999996,-122.332714
766.0,17.0,King,5,West-South Seattle,47.54854831120542,-122.2939026399691,766,47.551159999999996,-122.332714
767.0,17.0,King,5,West-South Seattle,47.54866538551903,-122.28188782141524,767,47.551159999999996,-122.332714
768.0,17.0,King,5,West-South Seattle,47.54856809578922,-122.27046960824434,768,47.551159999999996,-122.332714
769.0,17.0,King,5,West-South Seattle,47.55325774514348,-122.25411186745905,769,47.551159999999996,-122.332714
770.0,17.0,King,5,West-South Seattle,47.54119628261119,-122.26289403997751,770,47.551159999999996,-122.332714
771.0,17.0,King,5,West-South Seattle,47.542632921486366,-122.26901705544641,771,47.551159999999996,-122.332714
772.0,17.0,King,5,West-South Seattle,47.54078133479801,-122.27498798221413,772,47.551159999999996,-122.332714
773.0,17.0,King,5,West-South Seattle,47.54212482282999,-122.28088877630665,773,47.551159999999996,-122.332714
774.0,17.0,King,5,West-South Seattle,47.54162040142327,-122.2873618122812,774,47.551159999999996,-122.332714
775.0,17.0,King,5,West-South Seattle,47.54264757506682,-122.29556181852921,775,47.551159999999996,-122.332714
776.0,17.0,King,5,West-South Seattle,47.54341436083147,-122.30194157990415,776,47.551159999999996,-122.332714
777.0,17.0,King,5,West-South Seattle,47.53735458307107,-122.30147728192102,777,47.551159999999996,-122.332714
778.0,17.0,King,5,West-South Seattle,47.54353632573137,-122.32080544736804,778,47.551159999999996,-122.332714
779.0,17.0,King,5,West-South Seattle,47.54430464539366,-122.32544370559586,779,47.551159999999996,-122.332714
780.0,17.0,King,5,West-South Seattle,47.54094894765053,-122.32787367215641,780,47.551159999999996,-122.332714
781.0,16.0,King,5,West-South Seattle,47.5365892953059,-122.35100468029178,781,47.551159999999996,-122.332714
782.0,16.0,King,5,West-South Seattle,47.536165183605604,-122.36514534718029,782,47.551159999999996,-122.332714
783.0,15.0,King,5,West-South Seattle,47.53641645987168,-122.37262551003651,783,47.551159999999996,-122.332714
784.0,15.0,King,5,West-South Seattle,47.53649329981303,-122.37930768669052,784,47.551159999999996,-122.332714
785.0,15.0,King,5,West-South Seattle,47.53698337658613,-122.38466875883171,785,47.551159999999996,-122.332714
786.0,15.0,King,5,West-South Seattle,47.53577401750514,-122.38973738685782,786,47.551159999999996,-122.332714
787.0,15.0,King,5,West-South Seattle,47.532620420892286,-122.39542592554001,787,47.551159999999996,-122.332714
788.0,15.0,King,5,West-South Seattle,47.5256957772869,-122.39074954680297,788,47.551159999999996,-122.332714
789.0,15.0,King,5,West-South Seattle,47.530090879495795,-122.38528205929087,789,47.551159999999996,-122.332714
790.0,15.0,King,5,West-South Seattle,47.524191896623236,-122.38479099025646,790,47.551159999999996,-122.332714
791.0,15.0,King,5,West-South Seattle,47.530897409066704,-122.37932409757263,791,47.551159999999996,-122.332714
792.0,15.0,King,5,West-South Seattle,47.52471796704093,-122.37936580397141,792,47.551159999999996,-122.332714
793.0,15.0,King,5,West-South Seattle,47.531007252787816,-122.3725857479598,793,47.551159999999996,-122.332714
794.0,15.0,King,5,West-South Seattle,47.524663995017995,-122.37397073067946,794,47.551159999999996,-122.332714
795.0,16.0,King,5,West-South Seattle,47.53098700476586,-122.36449165729384,795,47.551159999999996,-122.332714
796.0,16.0,King,5,West-South Seattle,47.52647942674877,-122.3658693967698,796,47.551159999999996,-122.332714
797.0,16.0,King,5,West-South Seattle,47.52297160971522,-122.36630956542612,797,47.551159999999996,-122.332714
798.0,16.0,King,5,West-South Seattle,47.53260652772774,-122.35817014621807,798,47.551159999999996,-122.332714
799.0,16.0,King,5,West-South Seattle,47.525584987663784,-122.35776872292827,799,47.551159999999996,-122.332714
800.0,16.0,King,5,West-South Seattle,47.53114885758338,-122.35090201030869,800,47.551159999999996,-122.332714
801.0,16.0,King,5,West-South Seattle,47.52556698137514,-122.35090226440997,801,47.551159999999996,-122.332714
802.0,16.0,King,5,West-South Seattle,47.52744348278274,-122.34409904925472,802,47.551159999999996,-122.332714
803.0,16.0,King,5,West-South Seattle,47.530538971273664,-122.3399547775449,803,47.551159999999996,-122.332714
804.0,17.0,King,5,West-South Seattle,47.535416710407034,-122.32877638281929,804,47.551159999999996,-122.332714
805.0,17.0,King,5,West-South Seattle,47.53035998210744,-122.33123405507321,805,47.551159999999996,-122.332714
806.0,17.0,King,5,West-South Seattle,47.52923676584172,-122.32177153172084,806,47.551159999999996,-122.332714
807.0,17.0,King,5,West-South Seattle,47.53490545522254,-122.31831191222271,807,47.551159999999996,-122.332714
808.0,17.0,King,5,West-South Seattle,47.53981591648768,-122.31664732485416,808,47.551159999999996,-122.332714
809.0,17.0,King,5,West-South Seattle,47.53551347324343,-122.30609217265088,809,47.551159999999996,-122.332714
810.0,17.0,King,5,West-South Seattle,47.53740880877105,-122.29680589892831,810,47.551159999999996,-122.332714
811.0,17.0,King,5,West-South Seattle,47.53555926779969,-122.28926694546827,811,47.551159999999996,-122.332714
812.0,17.0,King,5,West-South Seattle,47.534490528196315,-122.28324919424051,812,47.551159999999996,-122.332714
813.0,17.0,King,5,West-South Seattle,47.53431938473056,-122.2780541973881,813,47.551159999999996,-122.332714
814.0,17.0,King,5,West-South Seattle,47.53424480263392,-122.27267410839417,814,47.551159999999996,-122.332714
815.0,17.0,King,5,West-South Seattle,47.53435493479697,-122.26664493883013,815,47.551159999999996,-122.332714
816.0,17.0,King,5,West-South Seattle,47.5291505248705,-122.26556342274141,816,47.551159999999996,-122.332714
817.0,17.0,King,5,West-South Seattle,47.525284151597404,-122.2652017946482,817,47.551159999999996,-122.332714
818.0,17.0,King,5,West-South Seattle,47.52882343182402,-122.27226218572352,818,47.551159999999996,-122.332714
819.0,17.0,King,5,West-South Seattle,47.528973662721704,-122.27740846254862,819,47.551159999999996,-122.332714
820.0,17.0,King,5,West-South Seattle,47.52471546622278,-122.274439917275,820,47.551159999999996,-122.332714
821.0,17.0,King,5,West-South Seattle,47.52873730233016,-122.28416666580549,821,47.551159999999996,-122.332714
822.0,17.0,King,5,West-South Seattle,47.5224728685349,-122.28242528255629,822,47.551159999999996,-122.332714
823.0,17.0,King,5,West-South Seattle,47.525006285728026,-122.28887087148777,823,47.551159999999996,-122.332714
824.0,17.0,King,5,West-South Seattle,47.524676178253934,-122.31227830850432,824,47.551159999999996,-122.332714
825.0,17.0,King,5,West-South Seattle,47.52389921729271,-122.3185209510196,825,47.551159999999996,-122.332714
826.0,17.0,King,5,West-South Seattle,47.52053255015889,-122.32083354948706,826,47.551159999999996,-122.332714
827.0,17.0,King,5,West-South Seattle,47.52340119680808,-122.3277693648512,827,47.551159999999996,-122.332714
828.0,16.0,King,5,West-South Seattle,47.51936350190549,-122.33408791193821,828,47.551159999999996,-122.332714
829.0,16.0,King,5,West-South Seattle,47.51977740504067,-122.3490628891971,829,47.551159999999996,-122.332714
830.0,16.0,King,5,West-South Seattle,47.521030118566635,-122.35679236288172,830,47.551159999999996,-122.332714
831.0,16.0,King,5,West-South Seattle,47.51949097499608,-122.36126182249308,831,47.551159999999996,-122.332714
832.0,16.0,King,5,West-South Seattle,47.51923126639996,-122.37133542797821,832,47.551159999999996,-122.332714
833.0,15.0,King,5,West-South Seattle,47.51731650043599,-122.37925020206673,833,47.551159999999996,-122.332714
834.0,15.0,King,5,West-South Seattle,47.517550328184974,-122.38637581284546,834,47.551159999999996,-122.332714
835.0,15.0,King,5,West-South Seattle,47.514307408378976,-122.39278416985191,835,47.551159999999996,-122.332714
836.0,15.0,King,5,West-South Seattle,47.51134254350135,-122.3863759611018,836,47.551159999999996,-122.332714
837.0,15.0,King,5,West-South Seattle,47.510964873588236,-122.37954381206563,837,47.551159999999996,-122.332714
838.0,15.0,King,5,West-South Seattle,47.5129026938424,-122.37368543625479,838,47.551159999999996,-122.332714
839.0,15.0,King,5,West-South Seattle,47.50683672958965,-122.38080135210916,839,47.551159999999996,-122.332714
840.0,15.0,King,5,West-South Seattle,47.50279000698167,-122.38167861181722,840,47.551159999999996,-122.332714
841.0,15.0,King,5,West-South Seattle,47.50382055256962,-122.37381816522621,841,47.551159999999996,-122.332714
842.0,17.0,King,5,West-South Seattle,47.5132046370132,-122.28846172946116,842,47.551159999999996,-122.332714
843.0,17.0,King,5,West-South Seattle,47.512838232366505,-122.28200034282314,843,47.551159999999996,-122.332714
844.0,17.0,King,5,West-South Seattle,47.51297852632929,-122.2761652286797,844,47.551159999999996,-122.332714
845.0,17.0,King,5,West-South Seattle,47.51975526521589,-122.27521866472756,845,47.551159999999996,-122.332714
846.0,17.0,King,5,West-South Seattle,47.52136373460636,-122.27210033125192,846,47.551159999999996,-122.332714
847.0,17.0,King,5,West-South Seattle,47.51372071615272,-122.27165976910341,847,47.551159999999996,-122.332714
848.0,17.0,King,5,West-South Seattle,47.52151724039154,-122.26598509283487,848,47.551159999999996,-122.332714
849.0,17.0,King,5,West-South Seattle,47.51707171133173,-122.26565635669435,849,47.551159999999996,-122.332714
850.0,17.0,King,5,West-South Seattle,47.516343245268715,-122.25753374962088,850,47.551159999999996,-122.332714
851.0,17.0,King,5,West-South Seattle,47.51078274156824,-122.2675752851575,851,47.551159999999996,-122.332714
852.0,17.0,King,5,West-South Seattle,47.50867990217089,-122.2611281118688,852,47.551159999999996,-122.332714
853.0,17.0,King,5,West-South Seattle,47.51009941544137,-122.25488928314506,853,47.551159999999996,-122.332714
854.0,17.0,King,5,West-South Seattle,47.51094618414621,-122.24522136268335,854,47.551159999999996,-122.332714
855.0,17.0,King,5,West-South Seattle,47.50366635948078,-122.24749466807523,855,47.551159999999996,-122.332714
856.0,17.0,King,5,West-South Seattle,47.50409040599942,-122.25808069102527,856,47.551159999999996,-122.332714
857.0,17.0,King,5,West-South Seattle,47.50191866080201,-122.26482904537909,857,47.551159999999996,-122.332714
858.0,17.0,King,5,West-South Seattle,47.497871329109316,-122.26654822075554,858,47.551159999999996,-122.332714
859.0,18.0,King,5,West-South Seattle,47.51286627889509,-122.36847151543788,859,47.551159999999996,-122.332714
860.0,18.0,King,5,West-South Seattle,47.5125032470652,-122.3631237968435,860,47.551159999999996,-122.332714
861.0,18.0,King,5,West-South Seattle,47.51472520704317,-122.3576841991777,861,47.551159999999996,-122.332714
862.0,18.0,King,5,West-South Seattle,47.509717612063284,-122.35795708773992,862,47.551159999999996,-122.332714
863.0,18.0,King,5,West-South Seattle,47.51461048555081,-122.35147309794873,863,47.551159999999996,-122.332714
864.0,18.0,King,5,West-South Seattle,47.509688819250144,-122.35152358228106,864,47.551159999999996,-122.332714
865.0,18.0,King,5,West-South Seattle,47.514645502779906,-122.34381131429821,865,47.551159999999996,-122.332714
866.0,18.0,King,5,West-South Seattle,47.50913642337594,-122.34389296418202,866,47.551159999999996,-122.332714
867.0,18.0,King,5,West-South Seattle,47.51472644700675,-122.33568412700457,867,47.551159999999996,-122.332714
868.0,18.0,King,5,West-South Seattle,47.5094260400037,-122.33647580159824,868,47.551159999999996,-122.332714
869.0,18.0,King,5,West-South Seattle,47.509972555034686,-122.33121595972656,869,47.551159999999996,-122.332714
870.0,19.0,King,7,Renton-FedWay-Kent,47.51738541507957,-122.32711719801307,870,47.401118,-122.226377
871.0,19.0,King,7,Renton-FedWay-Kent,47.516603672413524,-122.31726210969008,871,47.401118,-122.226377
872.0,19.0,King,7,Renton-FedWay-Kent,47.51819484561492,-122.3106358363664,872,47.401118,-122.226377
873.0,19.0,King,7,Renton-FedWay-Kent,47.521620927522314,-122.30349063896114,873,47.401118,-122.226377
874.0,19.0,King,7,Renton-FedWay-Kent,47.52103696272538,-122.29684275769606,874,47.401118,-122.226377
875.0,20.0,King,7,Renton-FedWay-Kent,47.50590154290421,-122.23293086661025,875,47.401118,-122.226377
876.0,20.0,King,7,Renton-FedWay-Kent,47.50496435371554,-122.24072739673956,876,47.401118,-122.226377
877.0,19.0,King,7,Renton-FedWay-Kent,47.5038526785272,-122.27348720054908,877,47.401118,-122.226377
878.0,19.0,King,7,Renton-FedWay-Kent,47.503451549404886,-122.29240056694643,878,47.401118,-122.226377
879.0,19.0,King,7,Renton-FedWay-Kent,47.50752012342725,-122.29828789447008,879,47.401118,-122.226377
880.0,19.0,King,7,Renton-FedWay-Kent,47.50917274358558,-122.30968581008328,880,47.401118,-122.226377
881.0,19.0,King,7,Renton-FedWay-Kent,47.50240884127364,-122.30145003578173,881,47.401118,-122.226377
882.0,19.0,King,7,Renton-FedWay-Kent,47.50259672478351,-122.30927814286484,882,47.401118,-122.226377
883.0,19.0,King,7,Renton-FedWay-Kent,47.5128927202161,-122.31869619816004,883,47.401118,-122.226377
884.0,19.0,King,7,Renton-FedWay-Kent,47.506656099346856,-122.3192589695079,884,47.401118,-122.226377
885.0,19.0,King,7,Renton-FedWay-Kent,47.50957390681386,-122.32489666360172,885,47.401118,-122.226377
886.0,18.0,King,5,West-South Seattle,47.504668635661574,-122.3291042771842,886,47.551159999999996,-122.332714
887.0,18.0,King,5,West-South Seattle,47.50320530073406,-122.33624557674408,887,47.551159999999996,-122.332714
888.0,18.0,King,5,West-South Seattle,47.502979753546065,-122.34310847905978,888,47.551159999999996,-122.332714
889.0,18.0,King,5,West-South Seattle,47.50305678483098,-122.35123133640109,889,47.551159999999996,-122.332714
890.0,18.0,King,5,West-South Seattle,47.50329920126072,-122.35806812215012,890,47.551159999999996,-122.332714
891.0,18.0,King,5,West-South Seattle,47.503200201895034,-122.3665074921946,891,47.551159999999996,-122.332714
892.0,18.0,King,5,West-South Seattle,47.49556491707817,-122.36511239654853,892,47.551159999999996,-122.332714
893.0,18.0,King,5,West-South Seattle,47.49231585123104,-122.35472130832059,893,47.551159999999996,-122.332714
894.0,18.0,King,5,West-South Seattle,47.49680326311743,-122.34569695968241,894,47.551159999999996,-122.332714
895.0,18.0,King,5,West-South Seattle,47.49120364549391,-122.34456452125285,895,47.551159999999996,-122.332714
896.0,18.0,King,5,West-South Seattle,47.49396747597794,-122.33643866420302,896,47.551159999999996,-122.332714
897.0,19.0,King,7,Renton-FedWay-Kent,47.494493730745475,-122.32934572218592,897,47.401118,-122.226377
898.0,19.0,King,7,Renton-FedWay-Kent,47.49926808420821,-122.31905838983978,898,47.401118,-122.226377
899.0,19.0,King,7,Renton-FedWay-Kent,47.492317055142315,-122.31780361347174,899,47.401118,-122.226377
900.0,19.0,King,7,Renton-FedWay-Kent,47.497584037355146,-122.30639186327757,900,47.401118,-122.226377
901.0,19.0,King,7,Renton-FedWay-Kent,47.49209251820629,-122.30760857487863,901,47.401118,-122.226377
902.0,19.0,King,7,Renton-FedWay-Kent,47.49173955862622,-122.30185482919536,902,47.401118,-122.226377
903.0,19.0,King,7,Renton-FedWay-Kent,47.49507394846601,-122.29899166377196,903,47.401118,-122.226377
904.0,19.0,King,7,Renton-FedWay-Kent,47.48927222231268,-122.29355447075777,904,47.401118,-122.226377
905.0,19.0,King,7,Renton-FedWay-Kent,47.497734957141674,-122.28672903703074,905,47.401118,-122.226377
906.0,19.0,King,7,Renton-FedWay-Kent,47.4924000681462,-122.2890987211602,906,47.401118,-122.226377
907.0,19.0,King,7,Renton-FedWay-Kent,47.49233523469386,-122.28362254138901,907,47.401118,-122.226377
908.0,19.0,King,7,Renton-FedWay-Kent,47.498063525200756,-122.27778180180741,908,47.401118,-122.226377
909.0,20.0,King,7,Renton-FedWay-Kent,47.49204244576319,-122.2598519447827,909,47.401118,-122.226377
910.0,20.0,King,7,Renton-FedWay-Kent,47.49762053888193,-122.25409862666685,910,47.401118,-122.226377
911.0,20.0,King,7,Renton-FedWay-Kent,47.49186815400933,-122.24612583055661,911,47.401118,-122.226377
912.0,20.0,King,7,Renton-FedWay-Kent,47.49649725840946,-122.24017313100876,912,47.401118,-122.226377
913.0,20.0,King,7,Renton-FedWay-Kent,47.49933982343668,-122.23136919476809,913,47.401118,-122.226377
914.0,20.0,King,7,Renton-FedWay-Kent,47.49846266210773,-122.22385089992741,914,47.401118,-122.226377
915.0,20.0,King,7,Renton-FedWay-Kent,47.48897096361906,-122.22291602800374,915,47.401118,-122.226377
916.0,20.0,King,7,Renton-FedWay-Kent,47.491014883404176,-122.23136762950331,916,47.401118,-122.226377
