taz,tad,county,district,district_name,lat_taz,lon_taz,TAZ,lat_district,lon_district
36.0,1.0,King,3,North Seattle-Shoreline,47.72143054337492,-122.3582488784403,36,47.717471,-122.338958
37.0,1.0,King,3,North Seattle-Shoreline,47.71599106316087,-122.35822007528576,37,47.717471,-122.338958
38.0,1.0,King,3,North Seattle-Shoreline,47.716621012261974,-122.36813280883275,38,47.717471,-122.338958
39.0,3.0,King,3,North Seattle-Shoreline,47.70332865611434,-122.38150729561072,39,47.717471,-122.338958
40.0,3.0,King,3,North Seattle-Shoreline,47.706830725031935,-122.3721839155911,40,47.717471,-122.338958
41.0,3.0,King,3,North Seattle-Shoreline,47.705284504428604,-122.36370388543844,41,47.717471,-122.338958
42.0,3.0,King,3,North Seattle-Shoreline,47.708018007021764,-122.35828061799913,42,47.717471,-122.338958
43.0,3.0,King,3,North Seattle-Shoreline,47.70869721903657,-122.3528130155784,43,47.717471,-122.338958
44.0,1.0,King,3,North Seattle-Shoreline,47.70663888623002,-122.3475176226954,44,47.717471,-122.338958
45.0,1.0,King,3,North Seattle-Shoreline,47.70896215723016,-122.3398656858673,45,47.717471,-122.338958
46.0,4.0,King,3,North Seattle-Shoreline,47.71056293832417,-122.33162134868212,46,47.717471,-122.338958
47.0,4.0,King,3,North Seattle-Shoreline,47.71034742579768,-122.32631854433994,47,47.717471,-122.338958
48.0,4.0,King,3,North Seattle-Shoreline,47.71053174514489,-122.3201750138102,48,47.717471,-122.338958
49.0,4.0,King,3,North Seattle-Shoreline,47.71055167000537,-122.31466098168215,49,47.717471,-122.338958
50.0,2.0,King,3,North Seattle-Shoreline,47.71031478414635,-122.30934718285528,50,47.717471,-122.338958
51.0,2.0,King,3,North Seattle-Shoreline,47.71061529820953,-122.30352406120019,51,47.717471,-122.338958
52.0,2.0,King,3,North Seattle-Shoreline,47.710088517576544,-122.29840596341472,52,47.717471,-122.338958
53.0,2.0,King,3,North Seattle-Shoreline,47.71018294965289,-122.29346133988585,53,47.717471,-122.338958
54.0,2.0,King,3,North Seattle-Shoreline,47.70857168910946,-122.28829241539654,54,47.717471,-122.338958
55.0,2.0,King,3,North Seattle-Shoreline,47.70784507107562,-122.28289707156944,55,47.717471,-122.338958
56.0,2.0,King,3,North Seattle-Shoreline,47.69982819762053,-122.27513364473938,56,47.717471,-122.338958
57.0,5.0,King,3,North Seattle-Shoreline,47.70144343349514,-122.28088493603752,57,47.717471,-122.338958
58.0,5.0,King,3,North Seattle-Shoreline,47.70078270417222,-122.28721702580751,58,47.717471,-122.338958
59.0,2.0,King,3,North Seattle-Shoreline,47.70436192427229,-122.29436300979343,59,47.717471,-122.338958
60.0,2.0,King,3,North Seattle-Shoreline,47.70536710563259,-122.29946485280844,60,47.717471,-122.338958
61.0,5.0,King,3,North Seattle-Shoreline,47.69925632679966,-122.29736333131659,61,47.717471,-122.338958
62.0,2.0,King,3,North Seattle-Shoreline,47.70510335956935,-122.30401974532654,62,47.717471,-122.338958
63.0,2.0,King,3,North Seattle-Shoreline,47.704998761424406,-122.30948146607227,63,47.717471,-122.338958
64.0,5.0,King,3,North Seattle-Shoreline,47.69871588848832,-122.30830057016635,64,47.717471,-122.338958
65.0,4.0,King,3,North Seattle-Shoreline,47.70490298434778,-122.31508670894587,65,47.717471,-122.338958
66.0,5.0,King,3,North Seattle-Shoreline,47.698535826291675,-122.31488221949623,66,47.717471,-122.338958
67.0,4.0,King,3,North Seattle-Shoreline,47.70493848660772,-122.32048670674116,67,47.717471,-122.338958
68.0,4.0,King,3,North Seattle-Shoreline,47.69857221991478,-122.3203589275468,68,47.717471,-122.338958
69.0,4.0,King,3,North Seattle-Shoreline,47.70501459682519,-122.32635988483469,69,47.717471,-122.338958
70.0,4.0,King,3,North Seattle-Shoreline,47.69863537288713,-122.326120685215,70,47.717471,-122.338958
71.0,4.0,King,3,North Seattle-Shoreline,47.70487477521017,-122.33181802426279,71,47.717471,-122.338958
72.0,4.0,King,3,North Seattle-Shoreline,47.698652041903436,-122.33206399783785,72,47.717471,-122.338958
73.0,4.0,King,3,North Seattle-Shoreline,47.70425885233039,-122.3363091629942,73,47.717471,-122.338958
74.0,4.0,King,3,North Seattle-Shoreline,47.69868261980466,-122.33736139052108,74,47.717471,-122.338958
75.0,4.0,King,3,North Seattle-Shoreline,47.70323328676601,-122.34198074914028,75,47.717471,-122.338958
76.0,4.0,King,3,North Seattle-Shoreline,47.699394921154536,-122.34228505348592,76,47.717471,-122.338958
77.0,4.0,King,3,North Seattle-Shoreline,47.70324668677374,-122.34736491824779,77,47.717471,-122.338958
78.0,4.0,King,3,North Seattle-Shoreline,47.69962535545722,-122.34732553745356,78,47.717471,-122.338958
79.0,3.0,King,3,North Seattle-Shoreline,47.7014517319416,-122.3527271600197,79,47.717471,-122.338958
80.0,3.0,King,3,North Seattle-Shoreline,47.69992415051158,-122.35790678035944,80,47.717471,-122.338958
81.0,3.0,King,3,North Seattle-Shoreline,47.698609698866356,-122.36313724270828,81,47.717471,-122.338958
82.0,3.0,King,3,North Seattle-Shoreline,47.69637494409995,-122.36842165639929,82,47.717471,-122.338958
83.0,3.0,King,3,North Seattle-Shoreline,47.69888261145041,-122.37257483708478,83,47.717471,-122.338958
84.0,3.0,King,3,North Seattle-Shoreline,47.69557779922776,-122.39682689680541,84,47.717471,-122.338958
85.0,3.0,King,3,North Seattle-Shoreline,47.695760726691596,-122.3902436339138,85,47.717471,-122.338958
86.0,3.0,King,3,North Seattle-Shoreline,47.69478266160378,-122.38218385750608,86,47.717471,-122.338958
87.0,3.0,King,3,North Seattle-Shoreline,47.69314363250425,-122.37377257609806,87,47.717471,-122.338958
88.0,3.0,King,3,North Seattle-Shoreline,47.69244918868818,-122.36872580196258,88,47.717471,-122.338958
89.0,3.0,King,3,North Seattle-Shoreline,47.69334463312026,-122.3633392407081,89,47.717471,-122.338958
90.0,3.0,King,3,North Seattle-Shoreline,47.69332062387728,-122.35800007084111,90,47.717471,-122.338958
91.0,3.0,King,3,North Seattle-Shoreline,47.69420598779704,-122.35264548477863,91,47.717471,-122.338958
92.0,4.0,King,3,North Seattle-Shoreline,47.69419192582427,-122.34725828356292,92,47.717471,-122.338958
93.0,4.0,King,3,North Seattle-Shoreline,47.6937289293785,-122.34069128401579,93,47.717471,-122.338958
94.0,4.0,King,3,North Seattle-Shoreline,47.69323036013877,-122.332760297315,94,47.717471,-122.338958
95.0,4.0,King,3,North Seattle-Shoreline,47.693146807535676,-122.32603840668942,95,47.717471,-122.338958
96.0,4.0,King,3,North Seattle-Shoreline,47.693122336061286,-122.32031918235296,96,47.717471,-122.338958
97.0,5.0,King,3,North Seattle-Shoreline,47.69309252273744,-122.31488945225452,97,47.717471,-122.338958
98.0,5.0,King,3,North Seattle-Shoreline,47.69263167098006,-122.30931972803269,98,47.717471,-122.338958
99.0,5.0,King,3,North Seattle-Shoreline,47.6921339204339,-122.3043435623262,99,47.717471,-122.338958
100.0,5.0,King,3,North Seattle-Shoreline,47.69403637478385,-122.30000480224736,100,47.717471,-122.338958
101.0,5.0,King,3,North Seattle-Shoreline,47.69385426275308,-122.29331563860242,101,47.717471,-122.338958
102.0,5.0,King,3,North Seattle-Shoreline,47.6940515586827,-122.28617454545437,102,47.717471,-122.338958
103.0,5.0,King,3,North Seattle-Shoreline,47.69270536651698,-122.27693158652477,103,47.717471,-122.338958
104.0,5.0,King,3,North Seattle-Shoreline,47.69359736437748,-122.27164942496066,104,47.717471,-122.338958
105.0,5.0,King,3,North Seattle-Shoreline,47.681422690872424,-122.25587014830722,105,47.717471,-122.338958
106.0,5.0,King,3,North Seattle-Shoreline,47.68663468345643,-122.26729810775059,106,47.717471,-122.338958
107.0,5.0,King,3,North Seattle-Shoreline,47.6865694910647,-122.27451174883556,107,47.717471,-122.338958
108.0,5.0,King,3,North Seattle-Shoreline,47.68841292478557,-122.28259798176849,108,47.717471,-122.338958
109.0,5.0,King,3,North Seattle-Shoreline,47.68484636219387,-122.28253408608593,109,47.717471,-122.338958
110.0,5.0,King,3,North Seattle-Shoreline,47.688431066759776,-122.28797123308789,110,47.717471,-122.338958
111.0,5.0,King,3,North Seattle-Shoreline,47.68485610580793,-122.28790068311905,111,47.717471,-122.338958
112.0,5.0,King,3,North Seattle-Shoreline,47.688441174966975,-122.29334620230108,112,47.717471,-122.338958
113.0,5.0,King,3,North Seattle-Shoreline,47.68486022960577,-122.29323961619068,113,47.717471,-122.338958
114.0,5.0,King,3,North Seattle-Shoreline,47.688197092658214,-122.29861594785685,114,47.717471,-122.338958
115.0,5.0,King,3,North Seattle-Shoreline,47.684861790227444,-122.29837272406988,115,47.717471,-122.338958
116.0,5.0,King,3,North Seattle-Shoreline,47.68838634449505,-122.30413790224013,116,47.717471,-122.338958
117.0,5.0,King,3,North Seattle-Shoreline,47.684795042936436,-122.3037649533292,117,47.717471,-122.338958
118.0,5.0,King,3,North Seattle-Shoreline,47.688233627734306,-122.308880221207,118,47.717471,-122.338958
119.0,5.0,King,3,North Seattle-Shoreline,47.684859671774,-122.30942620648943,119,47.717471,-122.338958
120.0,5.0,King,3,North Seattle-Shoreline,47.68856979160493,-122.31494948879221,120,47.717471,-122.338958
121.0,5.0,King,3,North Seattle-Shoreline,47.684686118507024,-122.31370677597748,121,47.717471,-122.338958
122.0,5.0,King,3,North Seattle-Shoreline,47.685224573933105,-122.31621755392729,122,47.717471,-122.338958
123.0,4.0,King,3,North Seattle-Shoreline,47.68856870202561,-122.32027814960665,123,47.717471,-122.338958
124.0,4.0,King,3,North Seattle-Shoreline,47.68484340635396,-122.32061520897557,124,47.717471,-122.338958
125.0,4.0,King,3,North Seattle-Shoreline,47.688785756352914,-122.32549179748787,125,47.717471,-122.338958
126.0,4.0,King,3,North Seattle-Shoreline,47.684759632636975,-122.32600857842651,126,47.717471,-122.338958
127.0,4.0,King,3,North Seattle-Shoreline,47.68859365930782,-122.33208295324481,127,47.717471,-122.338958
128.0,4.0,King,3,North Seattle-Shoreline,47.68503247620557,-122.33201425147232,128,47.717471,-122.338958
129.0,4.0,King,3,North Seattle-Shoreline,47.688727521092005,-122.34046623971471,129,47.717471,-122.338958
130.0,4.0,King,3,North Seattle-Shoreline,47.684802314953366,-122.3416007400677,130,47.717471,-122.338958
131.0,4.0,King,3,North Seattle-Shoreline,47.688753054490405,-122.34721417100542,131,47.717471,-122.338958
132.0,4.0,King,3,North Seattle-Shoreline,47.68511959020268,-122.34719522801608,132,47.717471,-122.338958
133.0,4.0,King,3,North Seattle-Shoreline,47.6887618428419,-122.35260746074913,133,47.717471,-122.338958
134.0,4.0,King,3,North Seattle-Shoreline,47.68511389079157,-122.35259851989504,134,47.717471,-122.338958
135.0,3.0,King,3,North Seattle-Shoreline,47.68877360542668,-122.35798036775101,135,47.717471,-122.338958
136.0,3.0,King,3,North Seattle-Shoreline,47.68510937904493,-122.35797771734406,136,47.717471,-122.338958
137.0,3.0,King,3,North Seattle-Shoreline,47.68878709564906,-122.36330955848112,137,47.717471,-122.338958
138.0,3.0,King,3,North Seattle-Shoreline,47.68510642740711,-122.36331788283178,138,47.717471,-122.338958
139.0,3.0,King,3,North Seattle-Shoreline,47.68878222048136,-122.36870402671259,139,47.717471,-122.338958
140.0,3.0,King,3,North Seattle-Shoreline,47.68508711246898,-122.36870840296561,140,47.717471,-122.338958
141.0,3.0,King,3,North Seattle-Shoreline,47.68875550944971,-122.37412265205559,141,47.717471,-122.338958
142.0,3.0,King,3,North Seattle-Shoreline,47.685067178296954,-122.37411239972269,142,47.717471,-122.338958
143.0,3.0,King,3,North Seattle-Shoreline,47.6887283909933,-122.37948887439505,143,47.717471,-122.338958
144.0,3.0,King,3,North Seattle-Shoreline,47.68503244380623,-122.37946584495305,144,47.717471,-122.338958
145.0,3.0,King,3,North Seattle-Shoreline,47.68870109555279,-122.38488917355005,145,47.717471,-122.338958
146.0,3.0,King,3,North Seattle-Shoreline,47.685006704494455,-122.38486242898962,146,47.717471,-122.338958
147.0,3.0,King,3,North Seattle-Shoreline,47.68867779064925,-122.39032257117864,147,47.717471,-122.338958
148.0,3.0,King,3,North Seattle-Shoreline,47.684951868183184,-122.39030758553929,148,47.717471,-122.338958
149.0,3.0,King,3,North Seattle-Shoreline,47.688662565354726,-122.39567308497156,149,47.717471,-122.338958
150.0,3.0,King,3,North Seattle-Shoreline,47.684915735127156,-122.39670682503777,150,47.717471,-122.338958
151.0,3.0,King,3,North Seattle-Shoreline,47.68864224737731,-122.40210514811363,151,47.717471,-122.338958
152.0,6.0,King,3,North Seattle-Shoreline,47.6796233999321,-122.40580076661429,152,47.717471,-122.338958
153.0,3.0,King,3,North Seattle-Shoreline,47.6811964094829,-122.39724380350486,153,47.717471,-122.338958
154.0,6.0,King,3,North Seattle-Shoreline,47.677435948712045,-122.40192306687705,154,47.717471,-122.338958
155.0,6.0,King,3,North Seattle-Shoreline,47.67768281899446,-122.39567262957122,155,47.717471,-122.338958
156.0,3.0,King,3,North Seattle-Shoreline,47.68130016809381,-122.39027523848816,156,47.717471,-122.338958
157.0,6.0,King,3,North Seattle-Shoreline,47.67770082958268,-122.3902516008262,157,47.717471,-122.338958
158.0,3.0,King,3,North Seattle-Shoreline,47.681390259394156,-122.38490285156874,158,47.717471,-122.338958
159.0,6.0,King,3,North Seattle-Shoreline,47.67786475073991,-122.3846421205551,159,47.717471,-122.338958
160.0,3.0,King,3,North Seattle-Shoreline,47.681403583178394,-122.37940952285238,160,47.717471,-122.338958
161.0,6.0,King,3,North Seattle-Shoreline,47.67771245760042,-122.37938900837557,161,47.717471,-122.338958
162.0,3.0,King,3,North Seattle-Shoreline,47.68138880032054,-122.37413764960472,162,47.717471,-122.338958
163.0,6.0,King,3,North Seattle-Shoreline,47.67776772061866,-122.37435385917595,163,47.717471,-122.338958
164.0,3.0,King,3,North Seattle-Shoreline,47.68140488259937,-122.36874541283173,164,47.717471,-122.338958
165.0,6.0,King,3,North Seattle-Shoreline,47.67776713621189,-122.36895885198376,165,47.717471,-122.338958
166.0,3.0,King,3,North Seattle-Shoreline,47.68139831538568,-122.36326560972185,166,47.717471,-122.338958
167.0,6.0,King,3,North Seattle-Shoreline,47.677774389640405,-122.36323887197766,167,47.717471,-122.338958
168.0,3.0,King,3,North Seattle-Shoreline,47.681433727534845,-122.3579223571644,168,47.717471,-122.338958
169.0,6.0,King,3,North Seattle-Shoreline,47.67769798521163,-122.35765666667405,169,47.717471,-122.338958
170.0,4.0,King,3,North Seattle-Shoreline,47.6814590385596,-122.35258067173292,170,47.717471,-122.338958
171.0,4.0,King,3,North Seattle-Shoreline,47.6779327139814,-122.35244307874248,171,47.717471,-122.338958
172.0,4.0,King,3,North Seattle-Shoreline,47.68150361457799,-122.34725876101841,172,47.717471,-122.338958
173.0,4.0,King,3,North Seattle-Shoreline,47.677913643269605,-122.34783924522276,173,47.717471,-122.338958
174.0,4.0,King,3,North Seattle-Shoreline,47.67823636762577,-122.3377068137946,174,47.717471,-122.338958
175.0,4.0,King,3,North Seattle-Shoreline,47.681494719939934,-122.32527047812651,175,47.717471,-122.338958
176.0,4.0,King,3,North Seattle-Shoreline,47.67713271816229,-122.32768286860514,176,47.717471,-122.338958
177.0,4.0,King,3,North Seattle-Shoreline,47.67760528894909,-122.32248658835388,177,47.717471,-122.338958
178.0,4.0,King,3,North Seattle-Shoreline,47.680718171028296,-122.32172601960072,178,47.717471,-122.338958
179.0,4.0,King,3,North Seattle-Shoreline,47.68092110466485,-122.31896760353555,179,47.717471,-122.338958
180.0,4.0,King,3,North Seattle-Shoreline,47.67766735053574,-122.31891719211671,180,47.717471,-122.338958
181.0,5.0,King,3,North Seattle-Shoreline,47.68124847763213,-122.31462269226073,181,47.717471,-122.338958
182.0,5.0,King,3,North Seattle-Shoreline,47.67762090712678,-122.31468070672649,182,47.717471,-122.338958
183.0,5.0,King,3,North Seattle-Shoreline,47.68122021762965,-122.3092684289138,183,47.717471,-122.338958
184.0,5.0,King,3,North Seattle-Shoreline,47.6776098009861,-122.30928932478595,184,47.717471,-122.338958
185.0,5.0,King,3,North Seattle-Shoreline,47.68122721522282,-122.30369521839016,185,47.717471,-122.338958
186.0,5.0,King,3,North Seattle-Shoreline,47.677596126475926,-122.30362476679,186,47.717471,-122.338958
187.0,5.0,King,3,North Seattle-Shoreline,47.68122726439773,-122.29827609465946,187,47.717471,-122.338958
188.0,5.0,King,3,North Seattle-Shoreline,47.677586944201366,-122.29789135259331,188,47.717471,-122.338958
189.0,5.0,King,3,North Seattle-Shoreline,47.68122944455418,-122.29313407948057,189,47.717471,-122.338958
190.0,5.0,King,3,North Seattle-Shoreline,47.677600768342465,-122.29273496507408,190,47.717471,-122.338958
191.0,5.0,King,3,North Seattle-Shoreline,47.68122907358232,-122.2877454342633,191,47.717471,-122.338958
192.0,5.0,King,3,North Seattle-Shoreline,47.67759801802485,-122.28764300199512,192,47.717471,-122.338958
193.0,5.0,King,3,North Seattle-Shoreline,47.68122418703829,-122.28238041908087,193,47.717471,-122.338958
194.0,5.0,King,3,North Seattle-Shoreline,47.67759867305626,-122.28227460153587,194,47.717471,-122.338958
195.0,5.0,King,3,North Seattle-Shoreline,47.68122000946933,-122.2770200020173,195,47.717471,-122.338958
196.0,5.0,King,3,North Seattle-Shoreline,47.67743880561254,-122.27676301013113,196,47.717471,-122.338958
197.0,5.0,King,3,North Seattle-Shoreline,47.68121049152365,-122.27166596846872,197,47.717471,-122.338958
198.0,5.0,King,3,North Seattle-Shoreline,47.67757168881161,-122.27158808571072,198,47.717471,-122.338958
199.0,5.0,King,3,North Seattle-Shoreline,47.681708257350785,-122.26625164645613,199,47.717471,-122.338958
200.0,5.0,King,3,North Seattle-Shoreline,47.67755447430975,-122.26624703879824,200,47.717471,-122.338958
201.0,5.0,King,3,North Seattle-Shoreline,47.67362620173481,-122.26138973159851,201,47.717471,-122.338958
202.0,5.0,King,3,North Seattle-Shoreline,47.66909498090885,-122.26379819926257,202,47.717471,-122.338958
203.0,5.0,King,3,North Seattle-Shoreline,47.67416257255946,-122.26839396265379,203,47.717471,-122.338958
204.0,5.0,King,3,North Seattle-Shoreline,47.67389483697282,-122.27551691592312,204,47.717471,-122.338958
205.0,5.0,King,3,North Seattle-Shoreline,47.67042782485524,-122.27505261797216,205,47.717471,-122.338958
206.0,5.0,King,3,North Seattle-Shoreline,47.67396611203882,-122.28220015906479,206,47.717471,-122.338958
207.0,5.0,King,3,North Seattle-Shoreline,47.67009481629568,-122.28227606967751,207,47.717471,-122.338958
208.0,5.0,King,3,North Seattle-Shoreline,47.673964383421925,-122.28757005367159,208,47.717471,-122.338958
209.0,5.0,King,3,North Seattle-Shoreline,47.670327253863285,-122.28752937802248,209,47.717471,-122.338958
210.0,5.0,King,3,North Seattle-Shoreline,47.67396478749052,-122.29333885665196,210,47.717471,-122.338958
211.0,5.0,King,3,North Seattle-Shoreline,47.67032969077602,-122.29321418597405,211,47.717471,-122.338958
212.0,7.0,King,3,North Seattle-Shoreline,47.673961137972746,-122.29853615824032,212,47.717471,-122.338958
213.0,7.0,King,3,North Seattle-Shoreline,47.67033427962694,-122.29842214856336,213,47.717471,-122.338958
214.0,7.0,King,3,North Seattle-Shoreline,47.67407512280069,-122.30347189125864,214,47.717471,-122.338958
215.0,7.0,King,3,North Seattle-Shoreline,47.67055043068662,-122.30349537123041,215,47.717471,-122.338958
216.0,7.0,King,3,North Seattle-Shoreline,47.674608313327035,-122.3089147618312,216,47.717471,-122.338958
217.0,7.0,King,3,North Seattle-Shoreline,47.67104150683665,-122.30933847008042,217,47.717471,-122.338958
218.0,7.0,King,3,North Seattle-Shoreline,47.67356772501736,-122.31451149697008,218,47.717471,-122.338958
219.0,7.0,King,3,North Seattle-Shoreline,47.669978344472476,-122.31482576200035,219,47.717471,-122.338958
220.0,4.0,King,3,North Seattle-Shoreline,47.67419093975352,-122.31882470482834,220,47.717471,-122.338958
221.0,7.0,King,3,North Seattle-Shoreline,47.670704727246026,-122.31960050285022,221,47.717471,-122.338958
222.0,4.0,King,3,North Seattle-Shoreline,47.67411831132964,-122.32314682505228,222,47.717471,-122.338958
223.0,7.0,King,3,North Seattle-Shoreline,47.670524575059176,-122.32361911214278,223,47.717471,-122.338958
224.0,4.0,King,3,North Seattle-Shoreline,47.67410600991313,-122.32817360286215,224,47.717471,-122.338958
225.0,7.0,King,3,North Seattle-Shoreline,47.670454001348496,-122.32688944094221,225,47.717471,-122.338958
226.0,4.0,King,3,North Seattle-Shoreline,47.670492638465134,-122.32974482780384,226,47.717471,-122.338958
227.0,4.0,King,3,North Seattle-Shoreline,47.673919382788455,-122.33280748234371,227,47.717471,-122.338958
228.0,4.0,King,3,North Seattle-Shoreline,47.670289211677115,-122.33387965471779,228,47.717471,-122.338958
229.0,4.0,King,3,North Seattle-Shoreline,47.6708363729461,-122.33759143814792,229,47.717471,-122.338958
230.0,4.0,King,3,North Seattle-Shoreline,47.668873728438214,-122.34418856851342,230,47.717471,-122.338958
231.0,4.0,King,3,North Seattle-Shoreline,47.673905596248744,-122.35073817323895,231,47.717471,-122.338958
232.0,4.0,King,3,North Seattle-Shoreline,47.66838172286418,-122.35080329498908,232,47.717471,-122.338958
233.0,6.0,King,3,North Seattle-Shoreline,47.67418089691409,-122.35759505813502,233,47.717471,-122.338958
234.0,6.0,King,3,North Seattle-Shoreline,47.67050470957472,-122.35754949470608,234,47.717471,-122.338958
235.0,6.0,King,3,North Seattle-Shoreline,47.67416084269834,-122.36343686764481,235,47.717471,-122.338958
236.0,6.0,King,3,North Seattle-Shoreline,47.67051192468914,-122.36349288568482,236,47.717471,-122.338958
237.0,6.0,King,3,North Seattle-Shoreline,47.6741797908125,-122.36873985804544,237,47.717471,-122.338958
238.0,6.0,King,3,North Seattle-Shoreline,47.67050368798648,-122.3684656630413,238,47.717471,-122.338958
239.0,6.0,King,3,North Seattle-Shoreline,47.67417736122774,-122.37380375116811,239,47.717471,-122.338958
240.0,6.0,King,3,North Seattle-Shoreline,47.67050732805078,-122.37348616354963,240,47.717471,-122.338958
241.0,6.0,King,3,North Seattle-Shoreline,47.6741718271707,-122.37917409308308,241,47.717471,-122.338958
242.0,6.0,King,3,North Seattle-Shoreline,47.67051550530379,-122.37916966286913,242,47.717471,-122.338958
243.0,6.0,King,3,North Seattle-Shoreline,47.674165970177576,-122.38484925461321,243,47.717471,-122.338958
244.0,6.0,King,3,North Seattle-Shoreline,47.670523320381314,-122.38485678425477,244,47.717471,-122.338958
245.0,6.0,King,3,North Seattle-Shoreline,47.67413741125335,-122.39028695359207,245,47.717471,-122.338958
246.0,6.0,King,3,North Seattle-Shoreline,47.67050875120032,-122.390227211211,246,47.717471,-122.338958
247.0,6.0,King,3,North Seattle-Shoreline,47.67406304744706,-122.39567245842112,247,47.717471,-122.338958
248.0,6.0,King,3,North Seattle-Shoreline,47.67016230833839,-122.39576661633423,248,47.717471,-122.338958
249.0,6.0,King,3,North Seattle-Shoreline,47.67390521797032,-122.40163596695083,249,47.717471,-122.338958
250.0,6.0,King,3,North Seattle-Shoreline,47.67009883145964,-122.40081224454028,250,47.717471,-122.338958
251.0,6.0,King,3,North Seattle-Shoreline,47.672726842795036,-122.40585326523392,251,47.717471,-122.338958
252.0,6.0,King,3,North Seattle-Shoreline,47.66718422024775,-122.39694679982077,252,47.717471,-122.338958
253.0,6.0,King,3,North Seattle-Shoreline,47.66766664593229,-122.38983138527729,253,47.717471,-122.338958
254.0,6.0,King,3,North Seattle-Shoreline,47.66724961657803,-122.38400506626922,254,47.717471,-122.338958
255.0,6.0,King,3,North Seattle-Shoreline,47.664039797649295,-122.38289610086709,255,47.717471,-122.338958
256.0,6.0,King,3,North Seattle-Shoreline,47.666505129329,-122.37878816625592,256,47.717471,-122.338958
257.0,6.0,King,3,North Seattle-Shoreline,47.66372398108449,-122.37938434075672,257,47.717471,-122.338958
