MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle,county,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,119,16,0,0,,0,0,61.1,71.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,119,2,0,0,,0,0,61.1,71.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,118,16,0,0,,0,0,61.1,71.8,1.81E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,118,2,0,0,,0,0,61.1,71.8,0.000199172,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,115,16,0,0,,0,0,61.1,71.8,2.01E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,115,2,0,0,,0,0,61.1,71.8,4.21E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,112,16,0,0,,0,0,61.1,71.8,1.29E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,112,2,0,0,,0,0,61.1,71.8,0.00015957,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,110,16,0,0,,0,0,61.1,71.8,3.10E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,110,2,0,0,,0,0,61.1,71.8,0.000358742,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,100,16,0,0,,0,0,61.1,71.8,3.50E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,100,2,0,0,,0,0,61.1,71.8,0.000405347,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,98,2,0,0,,0,0,61.1,71.8,5.93345,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,91,2,0,0,,0,0,61.1,71.8,7.20E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,90,2,0,0,,0,0,61.1,71.8,5.46516,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,87,16,0,0,,0,0,61.1,71.8,0.000251209,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,87,2,0,0,,0,0,61.1,71.8,0.0195391,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,79,2,0,0,,0,0,61.1,71.8,0.0193807,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,6,2,0,0,,0,0,61.1,71.8,0.00146409,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,5,2,0,0,,0,0,61.1,71.8,0.00127948,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,3,16,0,0,,0,0,61.1,71.8,5.91E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,3,2,0,0,,0,0,61.1,71.8,0.0149864,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,2,16,0,0,,0,0,61.1,71.8,0.000102508,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,2,2,0,0,,0,0,61.1,71.8,0.201439,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,24,530330,1,2,0,0,,0,0,61.1,71.8,0.0206602,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,119,16,0,0,,0,0,62.6,69.2,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,119,2,0,0,,0,0,62.6,69.2,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,118,16,0,0,,0,0,62.6,69.2,3.07E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,118,2,0,0,,0,0,62.6,69.2,0.000334881,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,115,16,0,0,,0,0,62.6,69.2,3.66E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,115,2,0,0,,0,0,62.6,69.2,7.39E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,112,16,0,0,,0,0,62.6,69.2,2.18E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,112,2,0,0,,0,0,62.6,69.2,0.000268058,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,110,16,0,0,,0,0,62.6,69.2,5.25E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,110,2,0,0,,0,0,62.6,69.2,0.000602939,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,100,16,0,0,,0,0,62.6,69.2,5.92E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,100,2,0,0,,0,0,62.6,69.2,0.000681243,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,98,2,0,0,,0,0,62.6,69.2,9.07713,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,91,2,0,0,,0,0,62.6,69.2,0.000108051,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,90,2,0,0,,0,0,62.6,69.2,8.19824,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,87,16,0,0,,0,0,62.6,69.2,0.000395203,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,87,2,0,0,,0,0,62.6,69.2,0.0306637,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,79,2,0,0,,0,0,62.6,69.2,0.0304127,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,6,2,0,0,,0,0,62.6,69.2,0.00277228,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,5,2,0,0,,0,0,62.6,69.2,0.00210851,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,3,16,0,0,,0,0,62.6,69.2,1.06E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,3,2,0,0,,0,0,62.6,69.2,0.0266728,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,2,16,0,0,,0,0,62.6,69.2,0.000166228,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,2,2,0,0,,0,0,62.6,69.2,0.325277,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,23,530330,1,2,0,0,,0,0,62.6,69.2,0.0325212,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,119,16,0,0,,0,0,64.5,65.9,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,119,2,0,0,,0,0,64.5,65.9,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,118,16,0,0,,0,0,64.5,65.9,2.86E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,118,2,0,0,,0,0,64.5,65.9,0.000335651,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,115,16,0,0,,0,0,64.5,65.9,1.91E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,115,2,0,0,,0,0,64.5,65.9,7.02E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,112,16,0,0,,0,0,64.5,65.9,2.17E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,112,2,0,0,,0,0,64.5,65.9,0.000269221,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,110,16,0,0,,0,0,64.5,65.9,5.02E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,110,2,0,0,,0,0,64.5,65.9,0.000604872,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,100,16,0,0,,0,0,64.5,65.9,5.67E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,100,2,0,0,,0,0,64.5,65.9,0.000683445,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,98,2,0,0,,0,0,64.5,65.9,8.83111,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,91,2,0,0,,0,0,64.5,65.9,0.000102114,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,90,2,0,0,,0,0,64.5,65.9,7.74668,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,87,16,0,0,,0,0,64.5,65.9,0.000411963,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,87,2,0,0,,0,0,64.5,65.9,0.0319157,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,79,2,0,0,,0,0,64.5,65.9,0.0316651,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,6,2,0,0,,0,0,64.5,65.9,0.00346363,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,5,2,0,0,,0,0,64.5,65.9,0.00208901,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,3,16,0,0,,0,0,64.5,65.9,1.21E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,3,2,0,0,,0,0,64.5,65.9,0.0304081,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,2,16,0,0,,0,0,64.5,65.9,0.000175867,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,2,2,0,0,,0,0,64.5,65.9,0.342323,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,22,530330,1,2,0,0,,0,0,64.5,65.9,0.0337541,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,119,16,0,0,,0,0,67.2,61.5,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,119,2,0,0,,0,0,67.2,61.5,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,118,16,0,0,,0,0,67.2,61.5,4.85E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,118,2,0,0,,0,0,67.2,61.5,0.000536166,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,115,16,0,0,,0,0,67.2,61.5,5.38E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,115,2,0,0,,0,0,67.2,61.5,1.27E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,112,16,0,0,,0,0,67.2,61.5,3.48E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,112,2,0,0,,0,0,67.2,61.5,0.000428974,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,110,16,0,0,,0,0,67.2,61.5,8.33E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,110,2,0,0,,0,0,67.2,61.5,0.000965142,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,100,16,0,0,,0,0,67.2,61.5,9.39E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,100,2,0,0,,0,0,67.2,61.5,0.0010904,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,98,2,0,0,,0,0,67.2,61.5,14.8775,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,91,2,0,0,,0,0,67.2,61.5,0.0001735,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,90,2,0,0,,0,0,67.2,61.5,13.1639,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,87,16,0,0,,0,0,67.2,61.5,0.000644078,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,87,2,0,0,,0,0,67.2,61.5,0.0498003,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,79,2,0,0,,0,0,67.2,61.5,0.0494234,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,6,2,0,0,,0,0,67.2,61.5,0.00547501,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,5,2,0,0,,0,0,67.2,61.5,0.00328437,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,3,16,0,0,,0,0,67.2,61.5,1.89E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,3,2,0,0,,0,0,67.2,61.5,0.0475056,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,2,16,0,0,,0,0,67.2,61.5,0.000282522,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,2,2,0,0,,0,0,67.2,61.5,0.550459,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,21,530330,1,2,0,0,,0,0,67.2,61.5,0.0527078,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,119,16,0,0,,0,0,71.1,55.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,119,2,0,0,,0,0,71.1,55.8,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,118,16,0,0,,0,0,71.1,55.8,4.96E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,118,2,0,0,,0,0,71.1,55.8,0.000521254,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,115,16,0,0,,0,0,71.1,55.8,7.19E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,115,2,0,0,,0,0,71.1,55.8,1.36E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,112,16,0,0,,0,0,71.1,55.8,3.40E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,112,2,0,0,,0,0,71.1,55.8,0.000416521,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,110,16,0,0,,0,0,71.1,55.8,8.36E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,110,2,0,0,,0,0,71.1,55.8,0.000937772,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,100,16,0,0,,0,0,71.1,55.8,9.41E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,100,2,0,0,,0,0,71.1,55.8,0.00105938,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,98,2,0,0,,0,0,71.1,55.8,16.0136,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,91,2,0,0,,0,0,71.1,55.8,0.000182888,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,90,2,0,0,,0,0,71.1,55.8,13.8768,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,87,16,0,0,,0,0,71.1,55.8,0.000669296,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,87,2,0,0,,0,0,71.1,55.8,0.0517783,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,79,2,0,0,,0,0,71.1,55.8,0.05142,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,6,2,0,0,,0,0,71.1,55.8,0.00690914,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,5,2,0,0,,0,0,71.1,55.8,0.00311271,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,3,16,0,0,,0,0,71.1,55.8,2.01E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,3,2,0,0,,0,0,71.1,55.8,0.0508924,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,2,16,0,0,,0,0,71.1,55.8,0.000314484,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,2,2,0,0,,0,0,71.1,55.8,0.615828,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,20,530330,1,2,0,0,,0,0,71.1,55.8,0.0545327,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,119,16,0,0,,0,0,74.1,51.7,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,119,2,0,0,,0,0,74.1,51.7,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,118,16,0,0,,0,0,74.1,51.7,6.55E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,118,2,0,0,,0,0,74.1,51.7,0.000740678,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,115,16,0,0,,0,0,74.1,51.7,6.48E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,115,2,0,0,,0,0,74.1,51.7,2.04E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,112,16,0,0,,0,0,74.1,51.7,4.78E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,112,2,0,0,,0,0,74.1,51.7,0.000591067,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,110,16,0,0,,0,0,74.1,51.7,1.13E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,110,2,0,0,,0,0,74.1,51.7,0.00133175,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,100,16,0,0,,0,0,74.1,51.7,1.28E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,100,2,0,0,,0,0,74.1,51.7,0.00150437,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,98,2,0,0,,0,0,74.1,51.7,23.5296,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,91,2,0,0,,0,0,74.1,51.7,0.0002709,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,90,2,0,0,,0,0,74.1,51.7,20.5538,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,87,16,0,0,,0,0,74.1,51.7,0.00087328,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,87,2,0,0,,0,0,74.1,51.7,0.0672015,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,79,2,0,0,,0,0,74.1,51.7,0.0667801,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,6,2,0,0,,0,0,74.1,51.7,0.00966336,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,5,2,0,0,,0,0,74.1,51.7,0.00384309,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,3,16,0,0,,0,0,74.1,51.7,2.46E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,3,2,0,0,,0,0,74.1,51.7,0.0623211,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,2,16,0,0,,0,0,74.1,51.7,0.00042735,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,2,2,0,0,,0,0,74.1,51.7,0.832572,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,19,530330,1,2,0,0,,0,0,74.1,51.7,0.0706233,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,119,16,0,0,,0,0,76,49.4,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,119,2,0,0,,0,0,76,49.4,0,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,118,16,0,0,,0,0,76,49.4,7.49E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,118,2,0,0,,0,0,76,49.4,0.000863018,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,115,16,0,0,,0,0,76,49.4,6.38E-07,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,115,2,0,0,,0,0,76,49.4,2.24E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,112,16,0,0,,0,0,76,49.4,5.57E-06,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,112,2,0,0,,0,0,76,49.4,0.000689979,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,110,16,0,0,,0,0,76,49.4,1.31E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,110,2,0,0,,0,0,76,49.4,0.001553,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,100,16,0,0,,0,0,76,49.4,1.47E-05,King,,,,,,,,,,,,,,,,,,
1,1,2050,7,5,18,530330,100,2,0,0,,0,0,76,49.4,0.00175438,King,,,,,,,,,,,,,,,,,,
