pollutantID,processID,monthID,dayID,hourID,temperature,relHumidity,ratePerVehicle,county,veh_type,year
91,2,4,5,18,56.0,56.9,0.000614098,king,medium,2014
90,2,4,5,18,56.0,56.9,46.6265,king,medium,2014
6,2,4,5,18,56.0,56.9,0.040592199999999995,king,medium,2014
5,2,4,5,18,56.0,56.9,0.0413561,king,medium,2014
1,2,4,5,18,56.0,56.9,0.884812,king,medium,2014
98,2,4,5,17,56.9,55.5,56.8113,king,medium,2014
91,2,4,5,17,56.9,55.5,0.000558055,king,medium,2014
90,2,4,5,17,56.9,55.5,42.4087,king,medium,2014
6,2,4,5,17,56.9,55.5,0.0449382,king,medium,2014
5,2,4,5,17,56.9,55.5,0.040439800000000005,king,medium,2014
1,2,4,5,17,56.9,55.5,0.8099930000000001,king,medium,2014
98,2,4,5,16,57.2,55.5,73.5192,king,medium,2014
91,2,4,5,16,57.2,55.5,0.000749615,king,medium,2014
90,2,4,5,16,57.2,55.5,57.0002,king,medium,2014
6,2,4,5,16,57.2,55.5,0.05084330000000001,king,medium,2014
5,2,4,5,16,57.2,55.5,0.0547043,king,medium,2014
1,2,4,5,16,57.2,55.5,1.06239,king,medium,2014
98,2,4,5,15,56.7,56.8,39.3661,king,medium,2014
91,2,4,5,15,56.7,56.8,0.000363698,king,medium,2014
90,2,4,5,15,56.7,56.8,27.6697,king,medium,2014
6,2,4,5,15,56.7,56.8,0.0364794,king,medium,2014
5,2,4,5,15,56.7,56.8,0.033021499999999995,king,medium,2014
1,2,4,5,15,56.7,56.8,0.605989,king,medium,2014
98,2,4,5,14,55.7,58.9,51.1795,king,medium,2014
91,2,4,5,14,55.7,58.9,0.000494004,king,medium,2014
90,2,4,5,14,55.7,58.9,37.5447,king,medium,2014
6,2,4,5,14,55.7,58.9,0.0423515,king,medium,2014
5,2,4,5,14,55.7,58.9,0.0405651,king,medium,2014
1,2,4,5,14,55.7,58.9,0.7795,king,medium,2014
98,2,4,5,13,54.0,62.0,46.18899999999999,king,medium,2014
91,2,4,5,13,54.0,62.0,0.00041067800000000004,king,medium,2014
90,2,4,5,13,54.0,62.0,31.2333,king,medium,2014
6,2,4,5,13,54.0,62.0,0.0468764,king,medium,2014
5,2,4,5,13,54.0,62.0,0.0394634,king,medium,2014
1,2,4,5,13,54.0,62.0,0.706579,king,medium,2014
98,2,4,5,12,52.2,65.1,56.8649,king,medium,2014
91,2,4,5,12,52.2,65.1,0.000524066,king,medium,2014
90,2,4,5,12,52.2,65.1,39.89,king,medium,2014
6,2,4,5,12,52.2,65.1,0.0524866,king,medium,2014
5,2,4,5,12,52.2,65.1,0.053354,king,medium,2014
1,2,4,5,12,52.2,65.1,0.929891,king,medium,2014
98,2,4,5,11,50.0,69.0,44.754,king,medium,2014
91,2,4,5,11,50.0,69.0,0.000425185,king,medium,2014
90,2,4,5,11,50.0,69.0,32.3477,king,medium,2014
6,2,4,5,11,50.0,69.0,0.0383138,king,medium,2014
5,2,4,5,11,50.0,69.0,0.0395528,king,medium,2014
1,2,4,5,11,50.0,69.0,0.673388,king,medium,2014
98,2,4,5,10,47.6,73.5,51.9065,king,medium,2014
91,2,4,5,10,47.6,73.5,0.000493229,king,medium,2014
90,2,4,5,10,47.6,73.5,37.5187,king,medium,2014
6,2,4,5,10,47.6,73.5,0.0444417,king,medium,2014
5,2,4,5,10,47.6,73.5,0.0457654,king,medium,2014
1,2,4,5,10,47.6,73.5,0.782764,king,medium,2014
98,2,4,5,9,45.1,78.3,138.69799999999998,king,medium,2014
91,2,4,5,9,45.1,78.3,0.0015803,king,medium,2014
90,2,4,5,9,45.1,78.3,120.615,king,medium,2014
6,2,4,5,9,45.1,78.3,0.05158480000000001,king,medium,2014
5,2,4,5,9,45.1,78.3,0.10843199999999999,king,medium,2014
1,2,4,5,9,45.1,78.3,1.66325,king,medium,2014
98,2,4,5,8,42.7,82.5,101.61399999999999,king,medium,2014
91,2,4,5,8,42.7,82.5,0.00116695,king,medium,2014
90,2,4,5,8,42.7,82.5,88.6709,king,medium,2014
6,2,4,5,8,42.7,82.5,0.03800030000000001,king,medium,2014
5,2,4,5,8,42.7,82.5,0.0647531,king,medium,2014
1,2,4,5,8,42.7,82.5,1.24175,king,medium,2014
98,2,4,5,7,40.8,84.8,95.3183,king,medium,2014
91,2,4,5,7,40.8,84.8,0.00112471,king,medium,2014
90,2,4,5,7,40.8,84.8,85.4747,king,medium,2014
6,2,4,5,7,40.8,84.8,0.027931400000000002,king,medium,2014
5,2,4,5,7,40.8,84.8,0.06080409999999999,king,medium,2014
1,2,4,5,7,40.8,84.8,1.1590799999999999,king,medium,2014
98,2,4,5,6,40.8,84.7,25.9333,king,medium,2014
91,2,4,5,6,40.8,84.7,0.000304462,king,medium,2014
90,2,4,5,6,40.8,84.7,23.275,king,medium,2014
6,2,4,5,6,40.8,84.7,0.00706659,king,medium,2014
5,2,4,5,6,40.8,84.7,0.022096599999999997,king,medium,2014
1,2,4,5,6,40.8,84.7,0.30677,king,medium,2014
98,2,4,5,5,41.2,84.1,10.5202,king,medium,2014
91,2,4,5,5,41.2,84.1,0.00012383200000000002,king,medium,2014
90,2,4,5,5,41.2,84.1,9.44655,king,medium,2014
6,2,4,5,5,41.2,84.1,0.00293756,king,medium,2014
5,2,4,5,5,41.2,84.1,0.00792932,king,medium,2014
1,2,4,5,5,41.2,84.1,0.125313,king,medium,2014
98,2,4,5,4,41.7,83.6,2.65936,king,medium,2014
91,2,4,5,4,41.7,83.6,3.0833899999999996e-05,king,medium,2014
90,2,4,5,4,41.7,83.6,2.3446599999999997,king,medium,2014
6,2,4,5,4,41.7,83.6,0.0008867889999999999,king,medium,2014
5,2,4,5,4,41.7,83.6,0.00201771,king,medium,2014
1,2,4,5,4,41.7,83.6,0.036202099999999994,king,medium,2014
98,2,4,5,3,42.4,82.5,1.59525,king,medium,2014
91,2,4,5,3,42.4,82.5,1.73789e-05,king,medium,2014
90,2,4,5,3,42.4,82.5,1.32568,king,medium,2014
6,2,4,5,3,42.4,82.5,0.000775642,king,medium,2014
5,2,4,5,3,42.4,82.5,0.00153723,king,medium,2014
1,2,4,5,3,42.4,82.5,0.025031,king,medium,2014
98,2,4,5,2,43.2,81.2,1.78328,king,medium,2014
91,2,4,5,2,43.2,81.2,1.73108e-05,king,medium,2014
90,2,4,5,2,43.2,81.2,1.31661,king,medium,2014
6,2,4,5,2,43.2,81.2,0.0014425,king,medium,2014
5,2,4,5,2,43.2,81.2,0.00147189,king,medium,2014
1,2,4,5,2,43.2,81.2,0.0263322,king,medium,2014
98,2,4,5,1,44.3,79.7,5.2773900000000005,king,medium,2014
91,2,4,5,1,44.3,79.7,4.938689999999999e-05,king,medium,2014
90,2,4,5,1,44.3,79.7,3.76252,king,medium,2014
6,2,4,5,1,44.3,79.7,0.00477122,king,medium,2014
5,2,4,5,1,44.3,79.7,0.00372177,king,medium,2014
1,2,4,5,1,44.3,79.7,0.0653595,king,medium,2014
98,2,4,5,24,45.3,77.8,5.7308699999999995,king,heavy,2014
91,2,4,5,24,45.3,77.8,7.10431e-05,king,heavy,2014
90,2,4,5,24,45.3,77.8,5.52121,king,heavy,2014
6,2,4,5,24,45.3,77.8,0.00025833,king,heavy,2014
5,2,4,5,24,45.3,77.8,0.00530706,king,heavy,2014
1,2,4,5,24,45.3,77.8,0.028928500000000003,king,heavy,2014
98,2,4,5,23,46.4,75.4,10.0409,king,heavy,2014
91,2,4,5,23,46.4,75.4,0.00012561700000000001,king,heavy,2014
90,2,4,5,23,46.4,75.4,9.76253,king,heavy,2014
6,2,4,5,23,46.4,75.4,0.000325323,king,heavy,2014
5,2,4,5,23,46.4,75.4,0.00725854,king,heavy,2014
1,2,4,5,23,46.4,75.4,0.03961459999999999,king,heavy,2014
98,2,4,5,22,47.6,72.7,4.65757,king,heavy,2014
91,2,4,5,22,47.6,72.7,5.61725e-05,king,heavy,2014
90,2,4,5,22,47.6,72.7,4.365469999999999,king,heavy,2014
6,2,4,5,22,47.6,72.7,0.00040665199999999997,king,heavy,2014
5,2,4,5,22,47.6,72.7,0.00683662,king,heavy,2014
1,2,4,5,22,47.6,72.7,0.0373529,king,heavy,2014
98,2,4,5,21,49.1,69.7,10.8294,king,heavy,2014
91,2,4,5,21,49.1,69.7,0.000135155,king,heavy,2014
90,2,4,5,21,49.1,69.7,10.5038,king,heavy,2014
6,2,4,5,21,49.1,69.7,0.000411432,king,heavy,2014
5,2,4,5,21,49.1,69.7,0.00812261,king,heavy,2014
1,2,4,5,21,49.1,69.7,0.0443151,king,heavy,2014
98,2,4,5,20,51.2,65.1,13.3569,king,heavy,2014
91,2,4,5,20,51.2,65.1,0.000166685,king,heavy,2014
90,2,4,5,20,51.2,65.1,12.954,king,heavy,2014
6,2,4,5,20,51.2,65.1,0.00055137,king,heavy,2014
5,2,4,5,20,51.2,65.1,0.00954294,king,heavy,2014
1,2,4,5,20,51.2,65.1,0.0521239,king,heavy,2014
98,2,4,5,19,54.0,60.2,9.76111,king,heavy,2014
91,2,4,5,19,54.0,60.2,0.00012209,king,heavy,2014
90,2,4,5,19,54.0,60.2,9.48837,king,heavy,2014
6,2,4,5,19,54.0,60.2,0.000397094,king,heavy,2014
5,2,4,5,19,54.0,60.2,0.00617489,king,heavy,2014
1,2,4,5,19,54.0,60.2,0.033754400000000004,king,heavy,2014
98,2,4,5,18,56.0,56.9,10.5624,king,heavy,2014
91,2,4,5,18,56.0,56.9,0.00013036799999999998,king,heavy,2014
90,2,4,5,18,56.0,56.9,10.1316,king,heavy,2014
6,2,4,5,18,56.0,56.9,0.000706904,king,heavy,2014
5,2,4,5,18,56.0,56.9,0.00880689,king,heavy,2014
1,2,4,5,18,56.0,56.9,0.0482408,king,heavy,2014
98,2,4,5,17,56.9,55.5,9.346639999999999,king,heavy,2014
91,2,4,5,17,56.9,55.5,0.000112712,king,heavy,2014
90,2,4,5,17,56.9,55.5,8.75947,king,heavy,2014
6,2,4,5,17,56.9,55.5,0.00103583,king,heavy,2014
5,2,4,5,17,56.9,55.5,0.01114,king,heavy,2014
1,2,4,5,17,56.9,55.5,0.06097040000000001,king,heavy,2014
98,2,4,5,16,57.2,55.5,15.7099,king,heavy,2014
91,2,4,5,16,57.2,55.5,0.000191631,king,heavy,2014
90,2,4,5,16,57.2,55.5,14.8928,king,heavy,2014
6,2,4,5,16,57.2,55.5,0.00143645,king,heavy,2014
5,2,4,5,16,57.2,55.5,0.0155637,king,heavy,2014
1,2,4,5,16,57.2,55.5,0.0850548,king,heavy,2014
98,2,4,5,15,56.7,56.8,12.3354,king,heavy,2014
91,2,4,5,15,56.7,56.8,0.000147336,king,heavy,2014
90,2,4,5,15,56.7,56.8,11.4503,king,heavy,2014
6,2,4,5,15,56.7,56.8,0.00157882,king,heavy,2014
5,2,4,5,15,56.7,56.8,0.0165835,king,heavy,2014
1,2,4,5,15,56.7,56.8,0.09072460000000002,king,heavy,2014
98,2,4,5,14,55.7,58.9,17.8254,king,heavy,2014
91,2,4,5,14,55.7,58.9,0.000217095,king,heavy,2014
90,2,4,5,14,55.7,58.9,16.8717,king,heavy,2014
6,2,4,5,14,55.7,58.9,0.00161831,king,heavy,2014
5,2,4,5,14,55.7,58.9,0.0188586,king,heavy,2014
1,2,4,5,14,55.7,58.9,0.10317899999999999,king,heavy,2014
98,2,4,5,13,54.0,62.0,20.5715,king,heavy,2014
91,2,4,5,13,54.0,62.0,0.00025257299999999997,king,heavy,2014
90,2,4,5,13,54.0,62.0,19.6287,king,heavy,2014
6,2,4,5,13,54.0,62.0,0.00149631,king,heavy,2014
5,2,4,5,13,54.0,62.0,0.0198767,king,heavy,2014
1,2,4,5,13,54.0,62.0,0.10884200000000001,king,heavy,2014
98,2,4,5,12,52.2,65.1,13.5823,king,heavy,2014
91,2,4,5,12,52.2,65.1,0.000162249,king,heavy,2014
90,2,4,5,12,52.2,65.1,12.6093,king,heavy,2014
6,2,4,5,12,52.2,65.1,0.00155014,king,heavy,2014
5,2,4,5,12,52.2,65.1,0.0204423,king,heavy,2014
1,2,4,5,12,52.2,65.1,0.11181400000000001,king,heavy,2014
98,2,4,5,11,50.0,69.0,23.4014,king,heavy,2014
91,2,4,5,11,50.0,69.0,0.00028320900000000003,king,heavy,2014
90,2,4,5,11,50.0,69.0,22.0097,king,heavy,2014
6,2,4,5,11,50.0,69.0,0.00206085,king,heavy,2014
5,2,4,5,11,50.0,69.0,0.031100299999999997,king,heavy,2014
1,2,4,5,11,50.0,69.0,0.170075,king,heavy,2014
98,2,4,5,10,47.6,73.5,27.2921,king,heavy,2014
91,2,4,5,10,47.6,73.5,0.000330757,king,heavy,2014
90,2,4,5,10,47.6,73.5,25.705,king,heavy,2014
6,2,4,5,10,47.6,73.5,0.0021924,king,heavy,2014
5,2,4,5,10,47.6,73.5,0.0373505,king,heavy,2014
1,2,4,5,10,47.6,73.5,0.204091,king,heavy,2014
98,2,4,5,9,45.1,78.3,37.6751,king,heavy,2014
91,2,4,5,9,45.1,78.3,0.000463974,king,heavy,2014
90,2,4,5,9,45.1,78.3,36.0581,king,heavy,2014
6,2,4,5,9,45.1,78.3,0.00201305,king,heavy,2014
5,2,4,5,9,45.1,78.3,0.040684899999999996,king,heavy,2014
1,2,4,5,9,45.1,78.3,0.222491,king,heavy,2014
98,2,4,5,8,42.7,82.5,47.7327,king,heavy,2014
91,2,4,5,8,42.7,82.5,0.000588635,king,heavy,2014
90,2,4,5,8,42.7,82.5,45.7459,king,heavy,2014
6,2,4,5,8,42.7,82.5,0.00231322,king,heavy,2014
5,2,4,5,8,42.7,82.5,0.0519014,king,heavy,2014
1,2,4,5,8,42.7,82.5,0.28393,king,heavy,2014
98,2,4,5,7,40.8,84.8,55.321000000000005,king,heavy,2014
91,2,4,5,7,40.8,84.8,0.000688957,king,heavy,2014
90,2,4,5,7,40.8,84.8,53.5426,king,heavy,2014
6,2,4,5,7,40.8,84.8,0.00185148,king,heavy,2014
5,2,4,5,7,40.8,84.8,0.0490657,king,heavy,2014
1,2,4,5,7,40.8,84.8,0.268228,king,heavy,2014
98,2,4,5,6,40.8,84.7,28.55,king,heavy,2014
91,2,4,5,6,40.8,84.7,0.00035577199999999997,king,heavy,2014
90,2,4,5,6,40.8,84.7,27.649,king,heavy,2014
6,2,4,5,6,40.8,84.7,0.0009400789999999999,king,heavy,2014
5,2,4,5,6,40.8,84.7,0.0248359,king,heavy,2014
1,2,4,5,6,40.8,84.7,0.135711,king,heavy,2014
98,2,4,5,5,41.2,84.1,35.0166,king,heavy,2014
91,2,4,5,5,41.2,84.1,0.00043922300000000003,king,heavy,2014
90,2,4,5,5,41.2,84.1,34.1344,king,heavy,2014
6,2,4,5,5,41.2,84.1,0.000822864,king,heavy,2014
5,2,4,5,5,41.2,84.1,0.025484700000000002,king,heavy,2014
1,2,4,5,5,41.2,84.1,0.139265,king,heavy,2014
98,2,4,5,4,41.7,83.6,28.8705,king,heavy,2014
91,2,4,5,4,41.7,83.6,0.00036195199999999997,king,heavy,2014
90,2,4,5,4,41.7,83.6,28.1292,king,heavy,2014
6,2,4,5,4,41.7,83.6,0.000714032,king,heavy,2014
5,2,4,5,4,41.7,83.6,0.0211432,king,heavy,2014
1,2,4,5,4,41.7,83.6,0.115672,king,heavy,2014
98,2,4,5,3,42.4,82.5,21.9365,king,heavy,2014
91,2,4,5,3,42.4,82.5,0.000275024,king,heavy,2014
90,2,4,5,3,42.4,82.5,21.3738,king,heavy,2014
6,2,4,5,3,42.4,82.5,0.000575267,king,heavy,2014
5,2,4,5,3,42.4,82.5,0.0156507,king,heavy,2014
1,2,4,5,3,42.4,82.5,0.08532310000000001,king,heavy,2014
98,2,4,5,2,43.2,81.2,11.0317,king,heavy,2014
91,2,4,5,2,43.2,81.2,0.000137721,king,heavy,2014
90,2,4,5,2,43.2,81.2,10.7031,king,heavy,2014
6,2,4,5,2,43.2,81.2,0.00036716099999999996,king,heavy,2014
5,2,4,5,2,43.2,81.2,0.00876559,king,heavy,2014
1,2,4,5,2,43.2,81.2,0.047820999999999995,king,heavy,2014
98,2,4,5,1,44.3,79.7,17.5193,king,heavy,2014
91,2,4,5,1,44.3,79.7,0.00022008,king,heavy,2014
90,2,4,5,1,44.3,79.7,17.1037,king,heavy,2014
6,2,4,5,1,44.3,79.7,0.000417385,king,heavy,2014
