loop_INode,loop_JNode,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,SR,RID,MP,ARM,Type_,Lanes,Oneway,Dir,ID,Vol_00,Vol_01,Vol_02,Vol_03,Vol_04,Vol_05,Vol_06,Vol_07,Vol_08,Vol_09,Vol_10,Vol_11,Vol_12,Vol_13,Vol_14,Vol_15,Vol_16,Vol_17,Vol_18,Vol_19,Vol_20,Vol_21,Vol_22,Vol_23,Vol_Daily,HOVNT,AB_Vol_10_14,AB_Vol_18_20,AB_Vol_20_5,PSRCEdgeID,HOV_I,HOV_J,NewINode,NewJNode
199722,199791,51,2,51,51,405.0,405,0.86,0.86,H,1.0,0.0,IJ,51,21.7,12.208333333333332,11.333333333333336,11.566666666666665,45.08333333333333,172.35,417.7,458.75833333333327,319.36666666666673,282.2,280.45,280.275,265.60833333333335,270.93333333333334,298.44999999999993,329.45,353.55,344.6833333333333,307.14166666666665,253.49166666666665,178.83333333333331,157.89999999999995,107.80833333333332,63.575,5244.416666666661,0,1097.2666666666669,560.6333333333333,0.0,7180.0,195722.0,195791.0,115027,114982
106026,108032,52,2,52,52,405.0,405,6.08,6.05,G,2.0,0.0,IJ,52,613.9499999999998,433.38333333333327,418.8166666666667,385.5,824.8333333333331,1946.7666666666669,3229.3833333333323,3400.600000000001,3110.3833333333337,2999.5166666666664,3085.55,3240.066666666666,3370.35,3351.5000000000005,3376.2666666666664,3336.899999999999,3382.6666666666674,3385.9333333333325,3340.9333333333325,2919.4166666666674,2389.066666666666,2176.683333333333,1667.5,1126.283333333333,57512.25,0,13047.46666666667,6260.35,10036.016666666668,6878.0,195081.0,195082.0,106026,108032
112386,114041,53,2,53,53,405.0,405,3.59,3.59,G,2.0,0.0,IJ,53,511.6,338.43333333333334,355.1000000000001,434.8833333333334,1033.6,2495.316666666666,3384.7166666666667,3128.833333333334,2960.6333333333323,2923.8333333333326,2910.0166666666664,2902.35,2877.933333333333,2697.766666666666,2584.583333333333,2554.583333333333,2702.4666666666667,2965.0166666666664,2971.7333333333327,2601.3,2183.4833333333336,1860.583333333333,1436.6000000000004,821.4166666666667,51636.78333333335,0,11388.066666666666,5573.033333333333,11378.875000000002,220208.0,195637.0,195705.0,112386,114041
199539,199015,54,2,54,54,405.0,405,12.29,12.26,H,2.0,0.0,IJ,54,75.73333333333333,55.95,50.41666666666667,48.93333333333333,105.76666666666668,232.55,430.3499999999999,502.25,511.1166666666666,531.2333333333332,562.0833333333333,577.2500000000001,596.1666666666667,666.2499999999999,964.7,1501.15,1676.6333333333334,1686.1833333333332,1350.75,872.2666666666665,563.4333333333334,474.5,301.6499999999999,197.66666666666663,14534.98333333333,0,2401.75,2223.0166666666664,0.0,6233.0,195539.0,195015.0,87670,90173
199456,198856,55,2,55,55,405.0,405,28.62,28.6,H,1.0,0.0,IJ,55,39.84166666666667,40.53333333333333,25.41666666666667,30.41666666666667,85.03333333333333,206.7,607.35,800.1666666666667,547.0666666666667,351.05000000000007,254.075,239.15000000000003,252.075,291.35,411.2666666666667,460.4,514.3333333333335,561.4583333333334,368.1833333333333,285.6749999999999,219.44166666666663,192.88333333333327,125.4,94.35000000000002,7003.6166666666695,0,1036.65,653.8583333333333,0.0,8559.0,195456.0,194856.0,42013,47082
199663,198933,56,2,56,56,405.0,405,25.63,25.61,H,1.0,0.0,IJ,56,61.44166666666666,36.43333333333334,37.00833333333335,38.966666666666654,103.65833333333332,106.47499999999998,162.42499999999995,190.08333333333331,204.61666666666667,232.475,265.45,310.42500000000007,353.175,428.975,571.3416666666667,890.8333333333333,1003.9666666666669,1033.533333333333,868.9333333333334,683.3749999999999,401.16666666666663,338.1666666666667,218.475,158.29166666666666,8699.691666666668,0,1358.025,1552.3083333333334,0.0,8757.0,195663.0,194933.0,52010,183764
87670,90173,57,2,57,57,405.0,405,12.29,12.26,G,4.0,0.0,IJ,57,833.2666666666668,569.1,553.4,497.1333333333334,968.366666666667,2398.9666666666667,4218.533333333333,4903.433333333332,4800.466666666668,4683.066666666668,4816.533333333334,5176.666666666668,5388.633333333332,5585.2,5893.9,5450.133333333334,4872.966666666668,4633.066666666667,4792.333333333332,4742.266666666666,3935.466666666666,3478.166666666666,2356.5,1541.8,87089.36666666661,0,20967.03333333333,9534.599999999997,16607.25,6233.0,195539.0,195015.0,87670,90173
184627,87590,58,2,58,58,405.0,405,12.28,12.25,G,4.0,0.0,IJ,58,655.6999999999998,421.8,360.7000000000001,498.4333333333333,1252.4,2995.2333333333327,5221.566666666668,6444.233333333333,6315.733333333333,5935.4,5513.166666666668,5468.9,5373.433333333332,5354.766666666668,5391.4,5433.200000000002,5233.766666666666,5008.799999999998,4550.999999999999,3472.9,2831.066666666666,2550.1,1858.2666666666662,1130.6,89272.56666666662,0,21710.266666666666,8023.899999999999,13972.291666666664,6244.0,195493.0,195540.0,184627,87590
199772,199785,59,2,59,59,405.0,405,0.89,0.89,H,1.0,0.0,IJ,59,30.375,13.208333333333336,9.583333333333334,9.791666666666668,54.08333333333334,135.58333333333331,295.75,309.62500000000006,293.58333333333326,292.0,277.6666666666667,327.20833333333326,373.0,436.95833333333326,542.0833333333334,611.875,701.5833333333333,1030.5416666666665,582.7916666666667,465.875,396.00000000000006,278.075,146.60833333333338,63.20833333333333,7677.058333333332,0,1414.833333333333,1048.666666666667,0.0,7183.0,195772.0,195785.0,115246,115022
52010,183764,60,2,60,60,405.0,405,25.63,25.61,G,3.0,0.0,IJ,60,604.625,411.00000000000006,411.55,382.05,813.4,1903.85,3279.975,4133.6,3754.475000000001,3394.925,3287.7,3721.6,4050.025,4373.75,4665.55,4702.424999999998,4774.125,4628.15,4436.674999999999,3578.025,2897.8,2635.0,1879.9,1023.75,69743.925,0,15433.075,8014.7,12452.68333333,8757.0,195663.0,194933.0,52010,183764
47622,52019,61,2,61,61,405.0,405,25.53,25.51,G,2.0,0.0,IJ,61,381.9333333333333,299.0499999999999,268.68333333333334,365.53333333333336,865.3666666666669,2524.9,3507.183333333333,2755.7,2792.9500000000007,3204.416666666666,3209.9666666666662,3050.3333333333326,3076.9666666666667,3176.4500000000007,3456.350000000001,3617.0166666666655,3627.6833333333325,3456.6666666666674,2950.100000000001,1995.55,1633.666666666667,1499.4333333333332,1076.3,742.4166666666665,53534.61666666664,0,12513.71666666667,4945.6500000000015,8267.18333333333,5334.0,195784.0,195783.0,47622,52019
77407,184069,62,2,62,62,520.0,520,5.43,5.43,G,2.0,0.0,IJ,62,430.35,277.16666666666663,235.88333333333333,205.3,353.4,1084.75,2535.7500000000005,3394.433333333333,3161.35,3051.25,2905.4666666666662,3005.2500000000005,2989.333333333333,3027.2,3187.2333333333336,3290.8833333333323,3134.85,3018.55,2926.5166666666664,2782.583333333333,2397.05,2072.666666666666,1459.8166666666666,866.4833333333331,51793.51666666666,0,11927.25,5709.1,8298.116666666665,221233.0,195440.0,195441.0,77407,184069
184106,72600,63,1,63,63,520.0,520,11.22,11.21,G,3.0,0.0,IJ,63,329.7,193.37500000000003,138.79999999999998,151.45,372.475,647.9000000000002,1319.4,1938.325,2070.2499999999995,2065.2000000000003,2109.675,2425.325,2688.6,2690.425,2920.175,3494.875,3855.125,3397.125,3278.1,2997.6,2222.9,1788.8249999999996,1228.575,658.8,44983.00000000002,0,9914.025,6275.7,7084.9,221190.0,0.0,0.0,184106,72600
183931,77002,64,1,64,64,520.0,520,0.28,0.28,G,2.0,0.0,IJ,64,428.2000000000001,245.25,177.03333333333336,158.64999999999995,331.58333333333337,1018.45,2477.3,3263.2166666666676,2749.816666666667,2942.1,2905.85,2860.9666666666667,2866.6500000000005,2888.933333333333,2960.166666666666,3036.2,3040.9500000000007,3004.65,2778.416666666666,2203.25,1896.5666666666662,1925.8666666666663,1468.716666666667,843.9833333333332,48472.76666666666,0,11522.4,4981.666666666666,7475.8499999999985,5710.0,0.0,0.0,183931,77002
76864,77174,65,1,65,65,520.0,520,0.28,0.28,G,2.0,0.0,IJ,65,250.28333333333333,189.5833333333333,132.20000000000002,119.45,222.88333333333333,700.2166666666667,1664.8666666666666,2435.55,2350.266666666667,2077.65,1827.85,1846.8833333333328,1795.6833333333334,1809.583333333333,1777.216666666667,1721.4166666666663,1649.216666666667,1621.666666666667,1617.65,1511.833333333333,1243.6166666666666,1095.1333333333332,759.0333333333334,477.50000000000006,30897.23333333334,0,7279.999999999999,3129.4833333333336,4489.6833333333325,221242.0,0.0,0.0,76864,77174
72437,184103,66,1,66,66,520.0,520,11.22,11.21,G,3.0,0.0,IJ,66,210.5,136.125,133.02499999999998,162.175,340.875,904.25,2304.275,3546.100000000001,3583.2000000000007,3137.1,2427.2,2238.85,2206.4750000000004,2185.15,2204.5,2331.775,2155.95,1875.0250000000003,1647.15,1498.65,1220.4,1035.9250000000002,724.1999999999998,419.95,38628.82499999999,0,9057.675,3145.8,4383.175,221191.0,0.0,0.0,72437,184103
78764,184158,67,1,67,67,520.0,520,1.58,1.58,G,2.0,0.0,IJ,67,357.13333333333327,196.7333333333333,150.68333333333334,126.6,249.85,899.1833333333332,2331.9666666666667,3421.15,3442.366666666667,3188.85,2974.066666666666,3051.1666666666674,3045.7333333333336,3092.45,3262.05,3438.7666666666673,3506.7833333333324,3492.55,3413.683333333334,3131.066666666666,2456.016666666667,2065.6,1431.9,810.2166666666666,53536.56666666666,0,12163.41666666667,6544.75,7844.733333333333,5734.0,0.0,0.0,78764,184158
184625,184077,68,2,68,68,520.0,520,4.69,4.69,G,2.0,0.0,IJ,68,307.1,163.54999999999995,128.03333333333333,108.85,242.71666666666667,886.4000000000002,2246.95,3031.5333333333333,2824.2,2760.133333333333,2596.716666666666,2695.133333333334,2678.183333333333,2700.983333333334,2848.566666666666,2843.2166666666662,2658.25,2507.333333333333,2419.716666666666,2447.0999999999995,2140.75,1822.3,1250.35,702.5833333333333,45010.64999999994,0,10671.016666666665,4866.816666666667,6866.233333333335,221902.0,195531.0,195523.0,184625,184077
199440,199441,69,2,69,69,520.0,520,5.43,5.43,H,1.0,0.0,IJ,69,95.79166666666669,82.19166666666666,76.69166666666666,69.53333333333333,72.25,114.74166666666666,277.33333333333326,535.375,611.8916666666668,449.6,457.5916666666666,486.85833333333335,499.33333333333326,498.1,536.6333333333334,606.6416666666667,681.4083333333333,688.2583333333333,683.6583333333333,509.8250000000001,323.95,269.54166666666663,183.12500000000003,120.73333333333336,8931.058333333336,1,1941.8833333333328,1193.483333333333,1293.808333333333,221233.0,195440.0,195441.0,77407,184069
198573,183944,70,2,70,70,520.0,520,7.98,7.97,G,2.0,0.0,IJ,70,355.53333333333336,205.73333333333332,159.1,181.5833333333333,446.25,1108.3166666666666,2288.083333333333,3292.016666666667,3731.0,3855.25,3454.3,3007.183333333333,2923.183333333333,2866.333333333333,2909.35,3114.100000000001,3298.016666666667,3306.3,2919.0,2184.05,1768.5500000000004,1652.216666666667,1195.8,678.8000000000002,50900.04999999999,0,12251.000000000002,5103.05,7991.6916666666675,5841.0,195769.0,195011.0,198573,183944
199444,199626,71,3,71,71,520.0,520,11.22,11.21,H,1.0,0.0,IJ,71,45.8,27.083333333333336,24.45,24.41666666666667,71.06666666666666,210.89166666666665,533.0166666666667,1177.091666666667,1730.175,1820.5083333333328,1183.45,763.4916666666669,760.475,740.75,575.6166666666667,593.2083333333335,571.725,571.5666666666665,478.35833333333335,401.43333333333334,325.84166666666664,267.7333333333333,169.58333333333334,99.10833333333333,13166.841666666674,0,3448.1666666666674,879.7916666666667,0.0,221189.0,195444.0,195626.0,184120,72437
72127,184986,72,1,72,72,520.0,520,12.19,12.18,G,2.0,0.0,IJ,72,90.73333333333332,65.2,80.04999999999998,134.61666666666667,259.6333333333333,864.7333333333331,2418.983333333333,3528.8333333333326,3578.4500000000007,3338.9666666666667,2297.916666666666,1666.6166666666666,1509.3166666666666,1417.9833333333333,1435.166666666667,1657.7666666666669,1473.033333333333,1401.6999999999996,1108.533333333333,874.5000000000001,655.6833333333333,558.65,347.6833333333333,184.5,30949.25,0,6891.833333333332,1983.033333333333,2376.7499999999995,5607.0,0.0,0.0,72127,184986
199276,199768,73,2,73,73,520.0,520,7.98,7.97,H,1.0,0.0,IJ,73,109.925,83.44166666666666,96.73333333333333,69.20833333333333,100.65833333333336,102.39166666666664,210.225,396.2166666666667,438.0916666666667,448.63333333333327,434.6166666666666,450.90833333333336,480.73333333333335,503.05,537.1916666666667,618.4416666666667,638.0833333333334,618.5916666666665,641.65,854.5333333333333,619.275,471.9,316.45,180.3916666666667,9421.341666666664,0,1869.3083333333332,1496.1833333333334,0.0,221148.0,195276.0,195768.0,183948,183947
199531,199523,74,2,74,74,520.0,520,4.69,4.69,H,1.0,0.0,IJ,74,10.925,7.841666666666668,6.191666666666666,5.008333333333334,6.791666666666668,21.09166666666667,68.84166666666665,198.58333333333331,217.9333333333333,130.58333333333334,109.75833333333335,108.31666666666663,117.99166666666666,127.91666666666666,152.15,269.9083333333333,363.4416666666667,395.1,392.3666666666666,235.5,86.59166666666668,60.89166666666666,38.86666666666667,22.75,3155.3416666666662,1,463.98333333333335,627.8666666666667,245.85833333333332,221902.0,195531.0,195523.0,184625,184077
77858,77452,75,1,75,75,520.0,520,5.43,5.43,G,2.0,0.0,IJ,75,484.1,267.6333333333333,189.21666666666664,148.85,273.20000000000005,835.5166666666665,2281.233333333334,3785.3166666666657,3902.2833333333324,3762.2000000000007,3436.3,3153.8833333333323,3148.0999999999995,3166.2833333333333,3289.1666666666674,3449.016666666667,3412.2166666666667,3316.7,3046.45,2387.433333333333,1998.3,2044.416666666667,1516.9333333333334,899.8333333333331,54194.58333333337,0,12904.566666666666,5433.883333333332,7822.483333333331,221234.0,0.0,0.0,77858,77452
183909,186135,76,1,76,76,520.0,520,4.69,4.69,G,2.0,0.0,IJ,76,473.51666666666654,278.7,195.78333333333336,151.48333333333338,243.5833333333333,738.3500000000001,2079.266666666667,3365.083333333333,3310.8499999999995,3264.6,3012.6333333333323,2742.316666666666,2750.6,2767.7000000000007,2857.7666666666664,2946.4166666666674,2996.85,2965.2833333333324,2738.183333333333,2143.7833333333333,1820.5333333333328,1899.2666666666669,1420.9333333333332,855.2500000000001,48018.73333333336,0,11273.25,4881.966666666668,7339.05,221562.0,0.0,0.0,183909,186135
76611,184102,77,1,77,77,520.0,520,1.58,1.58,G,2.0,0.0,IJ,77,419.7333333333333,230.5,156.10000000000005,123.95,233.01666666666665,781.1833333333332,2375.083333333333,3552.2333333333327,3353.6,3316.9333333333325,3097.5333333333338,2885.0,2916.7166666666667,2974.0,3087.7666666666664,3164.0000000000005,3162.3833333333323,3093.7666666666664,2851.9666666666667,2225.0,1924.9,1989.8666666666668,1430.783333333333,815.75,50161.76666666666,0,11873.25,5076.966666666668,7324.5999999999985,221141.0,0.0,0.0,76611,184102
76619,76611,78,1,78,78,520.0,520,1.04,1.04,G,2.0,0.0,IJ,78,336.4,207.5833333333333,143.58333333333334,107.96666666666664,201.0,662.6333333333336,1766.4,2587.483333333333,2266.266666666666,2316.45,2161.35,2028.083333333333,2003.7666666666669,2043.2666666666662,2102.05,2174.616666666667,2211.4666666666667,2179.3,1943.083333333333,1500.6166666666668,1307.3166666666666,1370.4499999999996,1074.6,628.5333333333335,35324.26666666668,0,8236.466666666667,3443.7,5377.433333333332,5690.0,0.0,0.0,76619,76611
70696,71659,79,1,79,79,520.0,520,12.65,12.64,G,1.0,0.0,IJ,79,70.29166666666667,51.625,54.95833333333333,95.65,180.825,538.6500000000001,1316.8083333333334,1761.4083333333328,1764.2583333333332,1715.325,1215.55,909.6416666666664,805.6999999999998,772.0999999999998,748.1833333333332,857.2166666666667,774.9916666666666,775.225,634.1416666666667,470.4916666666666,350.0916666666666,310.10833333333323,201.44166666666663,104.38333333333333,16479.066666666662,0,3702.9916666666654,1104.6333333333332,1419.3749999999998,203126.0,0.0,0.0,70696,71659
199769,199011,80,2,80,80,520.0,520,7.98,7.97,H,1.0,0.0,IJ,80,75.96666666666667,45.85,34.06666666666666,37.54166666666667,73.96666666666667,84.7,208.275,380.58333333333326,467.7000000000001,448.35833333333335,326.1,296.76666666666665,318.2583333333334,313.6333333333333,318.58333333333326,368.275,385.75833333333327,438.0333333333333,396.775,425.4,362.81666666666666,345.025,238.96666666666667,133.925,6525.325000000002,0,1254.758333333333,822.1749999999998,0.0,5841.0,195769.0,195011.0,198573,183944
76572,186141,81,1,81,81,520.0,520,1.04,1.04,G,2.0,0.0,IJ,81,300.75,188.15,147.3,120.11666666666667,209.75,685.7333333333333,1708.8166666666666,2532.433333333333,2532.85,2317.166666666666,2132.65,2177.933333333333,2135.583333333333,2194.2000000000003,2319.583333333333,2426.5333333333333,2428.816666666667,2387.05,2386.016666666666,2272.75,1794.1166666666666,1526.7166666666662,1085.3333333333335,632.0499999999998,38642.40000000001,0,8640.366666666665,4658.766666666666,6004.283333333333,5691.0,0.0,0.0,76572,186141
183948,183947,82,2,82,82,520.0,520,7.98,7.97,G,2.0,0.0,IJ,82,235.61666666666665,153.33333333333331,161.16666666666666,140.73333333333332,276.6333333333333,867.0,2190.333333333333,3374.833333333333,3163.7166666666667,2865.2,2496.883333333333,2486.95,2537.333333333333,2625.316666666666,2840.05,3077.5999999999995,2867.0333333333333,2470.366666666667,2495.5333333333333,2297.866666666666,1701.0166666666669,1354.1,918.3,519.0166666666667,44115.93333333328,0,10146.483333333335,4793.4,7507.899999996667,221148.0,195276.0,195768.0,183948,183947
23798,24428,83,1,83,83,2.0,2,5.04,5.17,G,2.0,2.0,IJ,83,37.13333333333333,31.78333333333333,39.23333333333333,60.01666666666666,159.93333333333334,306.51666666666677,480.18333333333334,574.1333333333333,489.4,432.76666666666665,416.25,423.1833333333333,441.7833333333333,463.5166666666667,519.6999999999999,573.4166666666667,573.4,545.5333333333333,397.9833333333333,252.9,211.8333333333333,190.48333333333332,136.9666666666667,65.55,7823.600000000001,0,1744.7333333333331,650.8833333333333,932.9333333333332,214533.0,0.0,0.0,23798,24428
24428,23798,84,1,84,84,2.0,2,5.04,5.17,G,2.0,2.0,JI,84,77.36666666666666,57.35,50.86666666666667,63.48333333333333,99.53333333333335,254.31666666666663,347.69999999999993,457.58333333333326,422.7000000000001,407.08333333333326,400.63333333333327,430.2,461.7666666666668,482.7833333333333,556.0333333333333,605.3166666666665,635.8833333333336,592.6333333333333,429.03333333333336,311.4166666666667,261.53333333333336,229.96666666666667,160.11666666666667,129.36666666666667,7924.666666666664,0,1775.3833333333332,740.45,1129.583333333333,214533.0,0.0,0.0,23798,24428
183616,142060,85,1,85,85,18.0,18,0.92,1.45,G,3.0,0.0,IJ,85,423.6,311.575,300.175,297.45,522.95,1367.1999999999996,2348.075,2771.3,2459.2499999999995,2178.7,2099.1,2153.0750000000003,2227.125,2353.5000000000005,2596.975,2629.425,2475.100000000001,2246.05,2134.675,1676.85,1380.15,1245.5749999999996,963.525,696.5249999999999,39857.92499999999,0,8832.800000000001,3811.525,6141.525,219001.0,0.0,0.0,183616,142060
124257,122655,86,1,86,86,18.0,18,16.34,16.84,G,2.0,0.0,IJ,86,112.73333333333332,106.9,94.11666666666667,110.16666666666666,202.35,581.7333333333333,1260.566666666667,1332.516666666667,1102.6,949.3,815.5833333333331,762.9666666666667,723.8,729.6833333333332,788.4000000000002,880.3166666666666,927.116666666667,911.9166666666665,687.6166666666666,463.9333333333333,362.0166666666667,304.4500000000001,195.3166666666667,139.53333333333333,14545.633333333337,0,3032.0333333333333,1151.5499999999997,1627.583333333333,8706.0,0.0,0.0,124257,122655
142875,143120,87,1,87,87,18.0,18,0.2,0.73,G,2.0,0.0,IJ,87,355.36666666666673,250.65,247.18333333333337,218.9,323.25,793.0,1661.6500000000003,2228.566666666666,2032.7666666666669,1809.5,1794.6333333333332,1894.0333333333328,2023.7666666666669,2066.333333333333,2350.933333333333,2391.8000000000006,2286.850000000001,2104.8833333333328,2011.1333333333332,1538.1833333333332,1247.8000000000004,1137.5666666666666,849.1333333333334,651.0666666666667,34268.950000000004,0,7778.766666666665,3549.316666666666,5280.916666666666,222027.0,0.0,0.0,142875,143120
183894,124326,88,1,88,88,18.0,18,16.34,16.84,G,3.0,0.0,IJ,88,134.625,93.575,87.02499999999998,88.825,127.55,278.15,500.00000000000006,709.2499999999999,647.4499999999998,570.7000000000002,578.175,623.35,699.5500000000002,779.375,972.475,1360.275,1623.275,1581.775,1184.8499999999997,716.525,515.75,416.0,294.4500000000001,202.75,14785.724999999995,0,2680.4500000000007,1901.3749999999998,1960.55,220337.0,0.0,0.0,183894,124326
140680,140720,89,1,89,89,18.0,18,1.85,2.38,G,2.0,0.0,IJ,89,393.4,264.8666666666666,263.6833333333333,328.46666666666664,649.2333333333333,1584.0166666666669,2258.2833333333333,2725.0,2352.583333333334,2175.283333333333,2140.216666666667,2256.816666666667,2417.4,2582.816666666666,3005.25,3298.933333333333,3503.433333333334,3489.1500000000005,2681.966666666666,1841.533333333333,1539.0666666666673,1486.466666666667,1001.8666666666666,668.5,44908.23333333334,0,9397.25,4523.5,6595.55,8636.0,0.0,0.0,140680,140720
125344,184381,90,1,90,90,18.0,18,15.0,15.53,G,2.0,0.0,IJ,90,137.78333333333333,92.99999999999996,86.93333333333332,91.48333333333333,151.25,365.03333333333336,690.8,962.25,875.4666666666667,802.5666666666667,773.1666666666667,807.7666666666665,887.5833333333331,952.6,1130.8000000000004,1454.0,1666.533333333333,1612.666666666667,1220.733333333333,785.45,564.8666666666667,471.0166666666667,316.4333333333332,221.7333333333333,17121.916666666664,0,3421.1166666666663,2006.1833333333332,2134.5,218947.0,0.0,0.0,125344,184381
125344,184381,91,1,91,91,18.0,18,13.63,14.16,G,2.0,0.0,IJ,91,144.28333333333333,99.7,92.56666666666668,95.26666666666664,152.13333333333333,359.45,685.3666666666667,962.0666666666666,878.6333333333333,806.6333333333333,776.5,808.3999999999999,888.5166666666665,953.1999999999998,1127.1,1450.6166666666668,1672.0500000000004,1621.1833333333332,1234.983333333333,799.8666666666669,573.0666666666665,478.68333333333334,324.43333333333334,229.2666666666667,17213.96666666666,0,3426.6166666666663,2034.85,2189.4,218947.0,0.0,0.0,125344,184381
141993,140899,92,1,92,92,18.0,18,5.23,5.76,G,2.0,0.0,IJ,92,301.25000000000006,225.8,208.98333333333332,262.71666666666664,531.1166666666667,1203.566666666667,1833.9333333333327,2164.4666666666667,1882.7666666666669,1678.8833333333334,1570.166666666667,1614.2333333333338,1700.85,1731.9333333333334,1867.166666666667,2043.9500000000003,2197.7833333333333,2108.366666666667,1850.6333333333332,1370.916666666667,1119.283333333333,992.8,692.2833333333333,485.88333333333327,31639.73333333334,0,6617.1833333333325,3221.55,4820.116666666666,2263.0,0.0,0.0,141993,140899
142218,140680,93,1,93,93,18.0,18,1.47,2.0,G,2.0,0.0,IJ,93,407.73333333333335,279.1333333333333,276.91666666666663,345.6833333333333,677.7666666666667,1641.666666666667,2344.066666666666,2798.683333333333,2408.9500000000007,2247.6166666666663,2211.816666666667,2345.95,2489.6,2661.9,3083.7166666666667,3372.7333333333327,3563.95,3533.816666666666,2748.616666666667,1904.9,1601.0500000000004,1555.8833333333332,1050.4499999999998,698.0333333333334,46250.63333333334,0,9709.266666666665,4653.516666666668,6892.6500000000015,9447.0,0.0,0.0,142218,140680
142218,140680,94,1,94,94,18.0,18,0.92,1.45,G,2.0,0.0,IJ,94,345.9333333333333,229.16666666666669,221.38333333333333,279.29999999999995,574.75,1445.333333333333,2053.6,2395.15,2083.75,1973.3833333333328,1945.8,2066.8,2195.583333333333,2369.416666666667,2753.75,3000.2833333333324,3087.8,2984.8666666666663,2400.4500000000007,1661.1333333333332,1392.416666666667,1288.516666666667,900.4666666666667,580.9333333333333,40229.96666666668,0,8577.6,4061.5833333333326,5812.866666666666,9447.0,0.0,0.0,142218,140680
183437,141025,95,1,95,95,18.0,18,3.66,4.19,G,2.0,0.0,IJ,95,367.25,264.6166666666666,209.45,196.06666666666663,305.7,760.8166666666666,1390.8,1915.8666666666668,1893.083333333333,1834.6333333333328,1821.4166666666672,1923.716666666667,1993.4166666666663,2110.55,2393.100000000001,2722.25,2882.1166666666663,2926.8,2399.95,1735.7333333333338,1489.4166666666663,1399.5,954.6499999999999,625.1,36516.00000000001,0,7849.1,4135.6833333333325,5811.75,218965.0,0.0,0.0,183437,141025
140974,140851,96,1,96,96,18.0,18,3.66,4.19,G,2.0,0.0,IJ,96,394.81666666666666,314.65,297.9500000000001,301.35,577.6166666666667,1377.7,2237.933333333333,2660.133333333333,2173.933333333334,1851.983333333333,1740.4833333333331,1761.4499999999996,1863.4166666666663,1930.7666666666669,2039.216666666667,2192.9500000000003,2164.3,2091.25,1881.9166666666663,1451.65,1245.4999999999998,1173.4333333333334,918.7833333333336,601.1666666666665,35244.34999999998,0,7296.116666666668,3333.566666666666,5825.266666666667,8619.0,0.0,0.0,140974,140851
140916,142006,97,1,97,97,18.0,18,4.25,4.78,G,2.0,0.0,IJ,97,200.1,145.83333333333331,119.28333333333336,132.58333333333334,228.93333333333328,530.05,1028.5666666666666,1257.033333333333,1254.033333333333,1205.783333333333,1180.45,1246.2999999999997,1261.25,1326.4,1603.833333333333,1911.45,2082.05,2063.7833333333333,1494.3333333333337,1017.9000000000002,870.5499999999998,794.35,498.9000000000001,354.66666666666674,23808.41666666666,0,5014.4,2512.233333333334,3345.2000000000007,8663.0,0.0,0.0,140916,142006
140672,183616,98,1,98,98,18.0,18,1.85,2.38,G,3.0,0.0,IJ,98,454.8250000000001,335.975,319.5999999999999,314.575,553.3249999999999,1470.5,2554.35,3248.05,2831.275,2415.8250000000007,2308.575,2382.125,2478.4500000000007,2617.725,2972.35,3102.1249999999995,3073.05,2917.775,2533.8750000000005,1903.55,1537.1250000000002,1383.9,1046.575,751.4,45506.90000000001,0,9786.875,4437.425,6697.299999999998,219926.0,0.0,0.0,140672,183616
140916,142006,99,1,99,99,18.0,18,5.23,5.76,G,2.0,0.0,IJ,99,218.28333333333333,146.76666666666662,118.05,127.56666666666666,226.38333333333333,595.85,1264.783333333333,1567.466666666667,1506.2333333333331,1359.483333333333,1321.0,1396.2999999999997,1455.3333333333337,1536.5,1859.233333333333,2241.166666666666,2413.633333333333,2405.85,1775.35,1223.8000000000004,1052.55,945.2666666666665,598.0333333333333,409.4166666666666,27764.299999999985,0,5709.133333333332,2999.1500000000005,3842.316666666666,8663.0,0.0,0.0,140916,142006
184382,184615,100,1,100,100,18.0,18,13.63,14.16,G,2.0,0.0,IJ,100,201.95,172.9,153.98333333333338,192.45,360.7166666666666,878.8499999999998,1450.9166666666663,1569.9833333333338,1487.7666666666669,1328.35,1234.8,1260.1,1275.616666666667,1291.55,1384.7333333333333,1503.783333333333,1540.6,1488.966666666667,1223.483333333333,922.4833333333335,776.5166666666665,653.5666666666667,415.7166666666667,278.51666666666665,23048.299999999996,0,5062.066666666667,2145.9666666666667,3206.316666666666,201928.0,0.0,0.0,184382,184615
184382,184615,101,1,101,101,18.0,18,15.0,15.53,G,2.0,0.0,IJ,101,162.76666666666668,145.66666666666669,130.13333333333333,150.06666666666666,243.36666666666673,634.6000000000001,1173.1166666666666,1279.9166666666665,1165.3666666666666,1025.3833333333332,954.6,946.7666666666664,935.2333333333331,951.8333333333335,1038.966666666667,1156.3666666666666,1221.7166666666665,1177.733333333333,931.05,641.6166666666667,514.25,431.91666666666663,262.8666666666667,171.4333333333333,17446.733333333326,0,3788.433333333334,1572.666666666667,2212.4666666666667,201928.0,0.0,0.0,184382,184615
