,i,j,ij_id,CountID,Location,LocationDetail,FacilityType,observedTot,observedMed,observedHvy,LARGE_AREA,county,lat,lon
319,143737,144450,143737-144450,144,JAHN AV NW,N/O 24 ST NW,6,189,177,12,Peninsula,Pierce,47.28176284,-122.5632912
320,144450,143737,144450-143737,144,JAHN AV NW,N/O 24 ST NW,6,189,177,12,Peninsula,Pierce,47.28176284,-122.5632912
321,131464,132858,131464-132858,145,KEY PENINSULA HY,N/O OLSEN/CRAMER RD,6,622,552,71,Peninsula,Pierce,47.34527198,-122.741326
322,132858,131464,132858-131464,145,KEY PENINSULA HY,N/O OLSEN/CRAMER RD,6,622,552,71,Peninsula,Pierce,47.34527198,-122.741326
323,174104,174258,174104-174258,146,MILITARY RD E,E/O 22 AV E,3,324,296,28,Pierce Other,Pierce,47.10827146,-122.3966589
324,174258,174104,174258-174104,146,MILITARY RD E,E/O 22 AV E,3,324,296,28,Pierce Other,Pierce,47.10827146,-122.3966589
325,173747,174104,173747-174104,147,MILITARY RD E,W/O 22 AV E,3,278,264,14,Pierce Other,Pierce,47.11014744,-122.403569
326,174104,173747,174104-173747,147,MILITARY RD E,W/O 22 AV E,3,278,264,14,Pierce Other,Pierce,47.11014744,-122.403569
327,168590,168616,168590-168616,148,MILITARY RD E,W/O SR 162,6,780,708,72,Pierce Other,Pierce,47.15072449,-122.2360182
328,168616,168590,168616-168590,148,MILITARY RD E,W/O SR 162,6,780,708,72,Pierce Other,Pierce,47.15072449,-122.2360182
329,177321,177665,177321-177665,149,ORTING KAPOWSIN HY,N/O 200 ST E,6,727.6666667,618,109,Pierce Other,Pierce,47.07646325,-122.2369177
330,177665,177321,177665-177321,149,ORTING KAPOWSIN HY,N/O 200 ST E,6,727.6666667,618,109,Pierce Other,Pierce,47.07646325,-122.2369177
331,180164,181014,180164-181014,150,ORTING KAPOWSIN HY,S/O 264 ST E,6,213,177,36,Pierce Other,Pierce,47.00062683,-122.2411004
332,181014,180164,181014-180164,150,ORTING KAPOWSIN HY,S/O 264 ST E,6,213,177,36,Pierce Other,Pierce,47.00062683,-122.2411004
333,177115,178510,177115-178510,151,ORVILLE RD E,S/O SR 162,6,777.3333333,518,259,Pierce Other,Pierce,47.07116187,-122.1881966
334,178510,177115,178510-177115,151,ORVILLE RD E,S/O SR 162,6,777.3333333,518,259,Pierce Other,Pierce,47.07116187,-122.1881966
335,124494,127097,124494-127097,152,PEACOCK HILL RD NW,S/O 144 ST NW,6,275.6666667,248,28,Peninsula,Pierce,47.38224715,-122.5890774
336,127097,124494,127097-124494,152,PEACOCK HILL RD NW,S/O 144 ST NW,6,275.6666667,248,28,Peninsula,Pierce,47.38224715,-122.5890774
337,162551,162553,162551-162553,153,PIONEER WAY E,W/O SR-162,6,479,414,66,Pierce Other,Pierce,47.18064256,-122.2317206
338,162553,162551,162553-162551,153,PIONEER WAY E,W/O SR-162,6,479,414,66,Pierce Other,Pierce,47.18064256,-122.2317206
339,159527,160392,159527-160392,154,PIONEER WY E,NW/O 72 ST E,3,422,390,32,Pierce Other,Pierce,47.19354455,-122.3411096
340,160392,159527,160392-159527,154,PIONEER WY E,NW/O 72 ST E,3,422,390,32,Pierce Other,Pierce,47.19354455,-122.3411096
341,153460,153844,153460-153844,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Pierce Other,Pierce,47.22889019,-122.3908856
342,153460,153844,153460-153844,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Pierce Other,Pierce,47.23001563,-122.393481
343,153460,153844,153460-153844,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Tacoma,Pierce,47.22889019,-122.3908856
344,153460,153844,153460-153844,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Tacoma,Pierce,47.23001563,-122.393481
345,153844,153460,153844-153460,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Pierce Other,Pierce,47.22889019,-122.3908856
346,153844,153460,153844-153460,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Pierce Other,Pierce,47.23001563,-122.393481
347,153844,153460,153844-153460,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Tacoma,Pierce,47.22889019,-122.3908856
348,153844,153460,153844-153460,155,PIONEER WY E,NW/O WALLER RD E,3,1378.666667,1034,345,Tacoma,Pierce,47.23001563,-122.393481
349,165131,165820,165131-165820,156,PORTLAND AV E,N/O 104 ST E,3,1025.666667,827,199,Pierce Other,Pierce,47.16377567,-122.4053549
350,165820,165131,165820-165131,156,PORTLAND AV E,N/O 104 ST E,3,1025.666667,827,199,Pierce Other,Pierce,47.16377567,-122.4053549
351,161542,198211,161542-198211,157,PORTLAND AV E,N/O 80 ST E,3,827,696,131,Pierce Other,Pierce,47.18627536,-122.4077644
352,198211,161542,198211-161542,157,PORTLAND AV E,N/O 80 ST E,3,827,696,131,Pierce Other,Pierce,47.18627536,-122.4077644
353,142403,145336,142403-145336,158,PT FOSDICK DR NW,N/O 34 AV NW,6,184,162,22,Peninsula,Pierce,47.28256522,-122.5810948
354,145336,142403,145336-142403,158,PT FOSDICK DR NW,N/O 34 AV NW,6,184,162,22,Peninsula,Pierce,47.28256522,-122.5810948
355,173339,175160,173339-175160,159,SPANAWAY LOOP,N/O FAIR OAKS,3,1694,1229,465,Pierce Other,Pierce,47.1069368,-122.4532357
356,175160,173339,175160-173339,159,SPANAWAY LOOP,N/O FAIR OAKS,3,1694,1229,465,Pierce Other,Pierce,47.1069368,-122.4532357
357,170068,171170,170068-171170,160,SPANAWAY LP RD S,N/O 138 ST S,3,1826,1363,463,Pierce Other,Pierce,47.13523528,-122.4589353
358,171170,170068,171170-170068,160,SPANAWAY LP RD S,N/O 138 ST S,3,1826,1363,463,Pierce Other,Pierce,47.13523528,-122.4589353
359,163943,164210,163943-164210,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Pierce Other,Pierce,47.16950178,-122.4657464
360,163943,164210,163943-164210,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Pierce Other,Pierce,47.17017884,-122.4656453
361,163943,164210,163943-164210,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Tacoma,Pierce,47.16950178,-122.4657464
362,163943,164210,163943-164210,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Tacoma,Pierce,47.17017884,-122.4656453
363,164210,163943,164210-163943,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Pierce Other,Pierce,47.16950178,-122.4657464
364,164210,163943,164210-163943,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Pierce Other,Pierce,47.17017884,-122.4656453
365,164210,163943,164210-163943,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Tacoma,Pierce,47.16950178,-122.4657464
366,164210,163943,164210-163943,161,STEELE ST S ,S/O 96 ST S,3,616,507,109,Tacoma,Pierce,47.17017884,-122.4656453
367,173735,174402,173735-174402,162,STEILACOOM DUPONT,S/O CENTER RD,3,1060,758,303,SW Pierce,Pierce,47.10574261,-122.6225115
368,174402,173735,174402-173735,162,STEILACOOM DUPONT,S/O CENTER RD,3,1060,758,303,SW Pierce,Pierce,47.10574261,-122.6225115
369,166012,170506,166012-170506,163,STEILACOOM DUPONT,S/O STEILACOOM C/L,3,395,348,48,SW Pierce,Pierce,47.14608281,-122.6078187
370,170506,166012,170506-166012,163,STEILACOOM DUPONT,S/O STEILACOOM C/L,3,395,348,48,SW Pierce,Pierce,47.14608281,-122.6078187
371,145034,145336,145034-145336,164,STONE DR NW,E/O POINT FOSDICK DR,6,341,313,28,Peninsula,Pierce,47.27525567,-122.5791726
372,145336,145034,145336-145034,164,STONE DR NW,E/O POINT FOSDICK DR,6,341,313,28,Peninsula,Pierce,47.27525567,-122.5791726
373,163383,164030,163383-164030,165,SUMNER BUCKLEY HWY E,W/O 198 AV E,3,607,544,63,Pierce Other,Pierce,47.17547728,-122.1710194
374,164030,163383,164030-163383,165,SUMNER BUCKLEY HWY E,W/O 198 AV E,3,607,544,63,Pierce Other,Pierce,47.17547728,-122.1710194
375,162525,163430,162525-163430,166,SUMNER BUCKLEY HY ,E/O 214 AV E,6,293.6666667,254,40,Pierce Other,Pierce,47.17976892,-122.1334072
376,163430,162525,163430-162525,166,SUMNER BUCKLEY HY ,E/O 214 AV E,6,293.6666667,254,40,Pierce Other,Pierce,47.17976892,-122.1334072
377,163430,163445,163430-163445,167,SUMNER-BUCKLEY HWY E,W/O 214 AV E,3,508,454,54,Pierce Other,Pierce,47.17725896,-122.1494329
378,163445,163430,163445-163430,167,SUMNER-BUCKLEY HWY E,W/O 214 AV E,3,508,454,54,Pierce Other,Pierce,47.17725896,-122.1494329
379,154999,155246,154999-155246,168,SUMNER-TAPPS HY E,S/O SOUTH-TAPPS HY,6,835.6666667,765,71,Pierce Other,Pierce,47.22116672,-122.2072943
380,155246,154999,155246-154999,168,SUMNER-TAPPS HY E,S/O SOUTH-TAPPS HY,6,835.6666667,765,71,Pierce Other,Pierce,47.22116672,-122.2072943
381,165885,167516,165885-167516,169,WALLER RD E,N/O 112 ST E,3,634.5,540,95,Pierce Other,Pierce,47.15853091,-122.388893
382,167516,165885,167516-165885,169,WALLER RD E,N/O 112 ST E,3,634.5,540,95,Pierce Other,Pierce,47.15853091,-122.388893
383,175248,175658,175248-175658,170,WALLER RD E,N/O 176 ST E,3,337,305,32,Pierce Other,Pierce,47.09840956,-122.3894696
384,175658,175248,175658-175248,170,WALLER RD E,N/O 176 ST E,3,337,305,32,Pierce Other,Pierce,47.09840956,-122.3894696
385,158765,160153,158765-160153,171,WALLER RD E,N/O 72 ST E,3,618.6666667,537,82,Pierce Other,Pierce,47.19536103,-122.3890804
386,160153,158765,160153-158765,171,WALLER RD E,N/O 72 ST E,3,618.6666667,537,82,Pierce Other,Pierce,47.19536103,-122.3890804
387,174384,175248,174384-175248,172,WALLER RD E,S/O MILITARY RD E,3,198,184,14,Pierce Other,Pierce,47.10343706,-122.3894631
388,175248,174384,175248-174384,172,WALLER RD E,S/O MILITARY RD E,3,198,184,14,Pierce Other,Pierce,47.10343706,-122.3894631
389,139091,140294,139091-140294,173,WOLLOCHET DR NW,S/O FILLMORE DR NW,6,1108.5,852,257,Peninsula,Pierce,47.30354035,-122.6118025
390,140294,139091,140294-139091,173,WOLLOCHET DR NW,S/O FILLMORE DR NW,6,1108.5,852,257,Peninsula,Pierce,47.30354035,-122.6118025
391,169537,170111,169537-170111,174,WOODLAND AV E,N/O 128 ST E,3,382,337,45,Pierce Other,Pierce,47.14206855,-122.3361214
392,170111,169537,170111-169537,174,WOODLAND AV E,N/O 128 ST E,3,382,337,45,Pierce Other,Pierce,47.14206855,-122.3361214
393,170111,171620,170111-171620,175,WOODLAND AV E,N/O 136 ST E,3,269,248,21,Pierce Other,Pierce,47.13496171,-122.3367226
394,171620,170111,171620-170111,175,WOODLAND AV E,N/O 136 ST E,3,269,248,21,Pierce Other,Pierce,47.13496171,-122.3367226
395,173003,173918,173003-173918,176,WOODLAND AV E,S/O 152 ST E,3,182,172,10,Pierce Other,Pierce,47.11476483,-122.3360237
396,173918,173003,173918-173003,176,WOODLAND AV E,S/O 152 ST E,3,182,172,10,Pierce Other,Pierce,47.11476483,-122.3360237
