OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length
656,1,672,1,31408,2936,167,11.430000000000000,86000.000000000000000,Bothways,After Milepost 10.14 A: RIGHT ON RAMP 24TH ST E,NO ERROR,93179.510253900007000,219854.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,151266,183563,3965.655900267569000
657,1,93,1,31410,4384,512,2.550000000000000,80000.000000000000000,Bothways,After Milepost 2.54 A: RIGHT ON RAMP SR 7,NO ERROR,92515.667480499993000,7913.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,166542,166667,4988.008932843180400
658,1,155,1,31429,3636,305,9.630000000000001,21000.000000000000000,Bothways,After Milepost 9.64 A: LEFT INTERSECTION DELATE RD,NO ERROR,16286.916320800001000,208063.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,62034,60880,3033.631824516813100
659,1,422,1,31431,2127,090,17.910000000000000,64000.000000000000000,Bothways,Before Milepost 19.85 A: LEFT ON RAMP HIGH POINT RD,NO ERROR,69009.070068400004000,9453.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,103329,103705,11012.677916248529000
660,1,540,1,31433,4855,525,0.350000000000000,58000.000000000000000,Bothways,Before Milepost 0.36 A: LEFT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,83543.307861299996000,9345.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39206,39680,1479.517802128627900
661,1,454,8,31460,1521,090,33.399999999999999,31000.000000000000000,Bothways,After Milepost 35.00 A: LEFT OFF RAMP 468TH AVE SE,NO ERROR,16823.936584499999000,7353.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,125491,115736,69048.967654010223000
662,1,173,1,31462,585,016,10.080000000000000,66000.000000000000000,Bothways,After Milepost 12.30 A: LEFT OFF RAMP WOLLOCHET DR NW,NO ERROR,70254.897216800004000,9321.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,131029,135791,11828.621896541468000
663,1,558,1,31479,958,003,32.579999999999998,19000.000000000000000,Bothways,After Milepost 32.60 A: RIGHT INTERSECTION SUNNYSLOPE RD,NO ERROR,18771.226623499999000,219693.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,103348,104975,6497.521709876437900
664,1,539,1,31480,3667,303,5.580000000000000,30000.000000000000000,Bothways,Before Milepost 5.43 A: RIGHT INTERSECTION BROWNSVILLE HWY,NO ERROR,33394.798461899998000,219697.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,75992,75551,914.986835391905970
665,1,9,1,31494,1,002,0.010000000000000,6500.000000000000000,West Bound,"After Milepost 0.00 B: BOTHWAYS INTERSECTION SR 529-MAPLE ST,  BEGIN ROUTE",NO ERROR,9884.708557129999500,220089.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,183716,21402,580.397312799452610
666,1,633,1,31517,3037,161,24.210000000000001,48000.000000000000000,Bothways,Before Milepost 24.22 A: BOTHWAYS INTERSECTION 128TH ST E,NO ERROR,38853.137451199997000,122401.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,170210,170743,1321.382864300387400
667,1,391,1,31522,33,002,1.000000000000000,73000.000000000000000,Bothways,Before Milepost 0.88 A: LEFT CENTER ON RAMP EBEY ISLAND,NO ERROR,83440.897949200007000,8399.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21630,21366,3863.927861707180000
668,1,469,2,31524,1196,018,12.580000000000000,32000.000000000000000,Bothways,After Milepost 12.04 A: RIGHT ON RAMP SR 516,NO ERROR,45554.279785200000000,222077.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,184376,131055,5786.959786446403100
669,1,422,3,31528,2127,090,17.910000000000000,64000.000000000000000,Bothways,Before Milepost 19.85 A: LEFT ON RAMP HIGH POINT RD,NO ERROR,69009.070068400004000,220335.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,104623,103127,21483.978646442680000
670,1,98,2,31533,2938,167,8.779999999999999,85000.000000000000000,Bothways,After Milepost 7.49 A: RIGHT ON RAMP SR 410,NO ERROR,87999.742187500000000,220344.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,183566,158333,11577.310714676481000
671,1,415,2,31534,4427,522,13.600000000000000,46000.000000000000000,Bothways,Before Milepost 13.61 A: RIGHT OFF RAMP SR 9,NO ERROR,65875.104736299996000,219895.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52901,50140,6120.936701047474300
672,1,415,2,31535,4427,522,13.600000000000000,46000.000000000000000,Bothways,Before Milepost 13.61 A: RIGHT OFF RAMP SR 9,NO ERROR,65875.104736299996000,5337.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,50024,52834,6385.454896773648200
673,1,371,1,31632,1801,092,2.660000000000000,12000.000000000000000,Bothways,Before Milepost 2.67 A: RIGHT WYE CONNECTION MACHIAS RD,NO ERROR,12905.827270500000000,217414.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,17935,18036,1996.200038507239900
674,1,257,1,31635,4740,530,3.970000000000000,8600.000000000000000,Bothways,After Milepost 20.91 A: RIGHT WYE CONNECTION SR 9,NO ERROR,12592.134887700000000,201522.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8285,8289,1047.302470884282700
675,1,88,1,31656,7497,005LX11796,0.080000000000000,7100.000000000000000,Bothways,"On LX RAMP (CENTER DRIVE) After RIGHT OFF RAMP S111741,  LEFT ON RAMP R111840",NO ERROR,9060.018829349999600,7774.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,184869,176043,510.775102985945410
676,1,283,1,31660,1915,099,25.780000000000001,51000.000000000000000,Bothways,"After Milepost 32.03 A: RIGHT ON RAMP WESTERN AVE,  LEFT OFF RAMP WESTERN AVE",NO ERROR,60133.443237300002000,5932.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,84260,83436,1667.841429043673300
677,1,50,1,31669,4714,531,6.350000000000000,32000.000000000000000,Bothways,"After Milepost 6.34 A: LEFT OFF RAMP SR 5 SB,  BEGIN BOTHWAYS BRIDGE SR 5",NO ERROR,34406.229431200001000,8430.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,184823,198776,336.521054012602580
678,1,464,1,31676,533,018,11.430000000000000,45000.000000000000000,Bothways,Before Milepost 10.91 A: LEFT ON RAMP SR 516,NO ERROR,63382.263183600000000,8755.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,131971,132978,4208.229635886313200
679,1,97,1,31734,2941,167,7.730000000000000,99000.000000000000000,Bothways,After Milepost 6.44 A: LEFT OFF RAMP SR 512,NO ERROR,99467.071289100000000,7926.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,158654,158670,2419.366543111073500
680,1,164,1,31745,1106,016,1.100000000000000,93000.000000000000000,Bothways,At Milepost 1.10 A: PTR LOCATION D11,NO ERROR,106695.537476000000000,8035.000000000000000,0.000000000000000,195738.000000000000000,195575.000000000000000,152463,152440,3269.381220439392100
681,1,420,1,31752,3956,405,24.250000000000000,109000.000000000000000,Bothways,Before Milepost 24.28 A: LEFT ON RAMP NE 195TH ST,NO ERROR,125993.230225000010000,8758.000000000000000,0.000000000000000,195182.000000000000000,195663.000000000000000,53559,52010,3315.225810948111800
682,1,669,1,31822,2951,167,3.670000000000000,25000.000000000000000,Bothways,"After Milepost 3.66 A: RIGHT INTERSECTION 48TH ST E,  BOTHWAYS INTERSECTION 66TH AVE E",NO ERROR,30556.490539599999000,200437.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,156075,156689,2385.983495417067800
683,1,24,1,31850,1023,005,212.710000000000010,54000.000000000000000,Bothways,"At Milepost 212.66 A: BEGIN INCREASING BRIDGE SR 532,  BEGIN DECREASING BRIDGE SR 532",NO ERROR,49719.253418000000000,8275.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7022,6822,1549.705134706509900
684,1,364,1,31886,1086,009,29.579999999999998,8400.000000000000000,Bothways,After Milepost 29.57 A: RIGHT INTERSECTION SR 530,NO ERROR,15143.676635700000000,157963.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8357,8285,601.600706111214780
685,1,87,1,31900,1324,005,116.470000000000000,112000.000000000000000,Bothways,Before Milepost 116.41 A: RIGHT OFF RAMP MOUNTS RD,NO ERROR,104759.725342000010000,9244.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,176691,176520,3221.298956188760700
686,1,355,1,31915,5004,900,4.010000000000000,9300.000000000000000,East Bound,After Milepost 9.93 A: RIGHT WYE CONNECTION SR 167,NO ERROR,5289.383071899999800,223595.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,112401,112418,941.190323373390240
687,1,324,1,31923,4789,527,6.600000000000000,31000.000000000000000,Bothways,Before Milepost 6.61 A: RIGHT WYE CONNECTION MILL CREEK RD,NO ERROR,36517.421386700000000,223758.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,37090,38934,4014.350189967523000
688,1,181,1,31929,802,003,34.649999999999999,68000.000000000000000,Bothways,"After Milepost 34.67 A: RIGHT CENTER INTERSECTION SR 16,  END INCREASING BRIDGE SR 16",NO ERROR,72847.021484400000000,223941.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185953,185935,1602.916944523560500
689,1,182,1,31931,471,003,36.030000000000001,69000.000000000000000,Bothways,Before Milepost 36.07 A: LEFT ON RAMP SR 304,NO ERROR,73275.520507800000000,223890.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185876,185877,6460.887774792247000
690,1,179,1,31932,652,016,24.879999999999999,52000.000000000000000,Bothways,After Milepost 27.05 A: RIGHT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,56856.472900399996000,223984.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185975,185942,6288.806570264469000
691,1,178,1,31933,857,016,23.910000000000000,46000.000000000000000,Bothways,Before Milepost 26.15 A: LEFT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,52585.781494100003000,224002.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185977,185980,4302.190586777633100
692,1,186,2,31936,522,003,39.710000000000001,52000.000000000000000,Bothways,After Milepost 39.75 A: RIGHT ON RAMP AUSTIN DR,NO ERROR,55174.881347700000000,223818.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185890,185892,5750.807736935696100
693,1,186,2,31937,522,003,39.710000000000001,52000.000000000000000,Bothways,After Milepost 39.75 A: RIGHT ON RAMP AUSTIN DR,NO ERROR,55174.881347700000000,223869.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185864,185865,6337.215854497305400
694,1,179,1,31946,652,016,24.879999999999999,52000.000000000000000,Bothways,After Milepost 27.05 A: RIGHT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,56856.472900399996000,224007.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185974,185976,7014.753571779817300
695,1,178,1,31947,857,016,23.910000000000000,46000.000000000000000,Bothways,Before Milepost 26.15 A: LEFT ON RAMP CLIFTON RD-TREMONT ST,NO ERROR,52585.781494100003000,223980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185979,185978,4076.794886245125300
696,1,541,2,31957,4853,525,1.270000000000000,51000.000000000000000,Bothways,After Milepost 1.26 A: RIGHT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,75629.769042999993000,224171.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,186081,38276,7316.304139088586500
697,1,642,1,32041,3008,162,8.600000000000000,6800.000000000000000,Bothways,After Milepost 10.97 A: RIGHT INTERSECTION ORVILLE RD E,NO ERROR,8372.606399540000000,122045.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,177115,176347,9260.807496692958000
698,1,125,2,32048,3039,161,20.070000000000000,33000.000000000000000,Bothways,After Milepost 20.06 A: BOTHWAYS INTERSECTION 194TH ST E,NO ERROR,36006.948974600004000,210628.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,176851,177571,3550.112769145504900
699,1,630,1,32071,3041,161,18.199999999999999,23000.000000000000000,Bothways,After Milepost 18.19 A: BOTHWAYS INTERSECTION 224TH ST E,NO ERROR,23470.504150400000000,113360.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,178786,178500,2284.233480781479100
700,1,629,1,32134,3043,161,17.309999999999999,14000.000000000000000,Bothways,"After Milepost 17.30 A: RIGHT INTERSECTION 238TH ST E,  LEFT INTERSECTION PVT RD",NO ERROR,21277.978027300000000,151056.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,179153,179508,3316.372255876186500
701,1,107,1,32146,4511,516,9.660000000000000,31000.000000000000000,Bothways,After Milepost 9.38 A: BOTHWAYS INTERSECTION 132ND AVE SE,NO ERROR,33295.594177200001000,226393.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,131467,131487,2950.414669819568200
702,1,124,1,32162,1289,007,42.000000000000000,14000.000000000000000,Bothways,After Milepost 42.01 A: BOTHWAYS INTERSECTION 260TH ST E,NO ERROR,11116.593597400000000,149587.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,180064,179312,7629.337950058132300
703,1,570,1,32178,419,007,39.079999999999998,9000.000000000000000,Bothways,"After Milepost 39.09 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,10359.521316500000000,154025.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,180687,181094,5296.040849973524000
704,1,627,1,32179,3044,161,13.160000000000000,9300.000000000000000,Bothways,"After Milepost 13.15 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,11232.680450399999000,146370.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,180148,181112,13389.840117183650000
705,1,628,1,32192,3045,161,13.140000000000001,6800.000000000000000,Bothways,"Before Milepost 13.15 A: RIGHT INTERSECTION KAPOWSIN HWY,  LEFT INTERSECTION 304TH ST E",NO ERROR,7105.012084959999800,217124.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,181602,181112,9728.529443270777800
706,1,569,1,32199,624,007,36.070000000000000,7300.000000000000000,Bothways,"After Milepost 36.08 A: RIGHT INTERSECTION EATONVILLE CUTOFF RD,  LEFT INTERSECTION SR 702",NO ERROR,9635.459365840000800,147161.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,182028,181516,7264.455616353435300
707,1,626,1,32218,3046,161,6.110000000000000,5400.000000000000000,Bothways,After Milepost 6.10 A: LEFT INTERSECTION EATONVILLE CUTOFF RD,NO ERROR,4538.493667599999800,145865.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,182324,182618,13530.371903099220000
708,1,24,1,32233,1023,005,212.710000000000010,54000.000000000000000,Bothways,"At Milepost 212.66 A: BEGIN INCREASING BRIDGE SR 532,  BEGIN DECREASING BRIDGE SR 532",NO ERROR,49719.253418000000000,8278.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6817,7018,1485.986068734131300
709,1,74,1,32234,456,005,199.169999999999990,115000.000000000000000,Bothways,"At Milepost 199.11 A: BEGIN INCREASING BRIDGE SR 528,  BEGIN DECREASING BRIDGE SR 528",NO ERROR,87279.732421900000000,8306.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16686,17225,2142.380288458964500
710,1,421,1,32237,3860,405,24.910000000000000,121000.000000000000000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.928710999990000,5334.000000000000000,0.000000000000000,195784.000000000000000,195783.000000000000000,47622,52019,10534.425002862496000
711,1,54,2,32343,860,005,205.419999999999990,105000.000000000000000,Bothways,Before Milepost 205.38 A: RIGHT OFF RAMP SR 531,NO ERROR,73815.799804700000000,222085.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10732,13257,17565.859148189247000
712,1,707,1,32344,6851,167P102206,0.288000000000000,9000.000000000000000,North Bound,On P1 RAMP (SR 167 NB TO S 212TH ST) After LEFT INTERSECTION SR 167 NB,NO ERROR,8399.246337889999300,218933.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,184279,184278,1878.848280903957900
713,1,684,1,32345,6894,167R101607,0.232000000000000,9400.000000000000000,South Bound,On R1 RAMP (SR 167 SB TO 15TH ST NW) After LEFT INTERSECTION SR 167 SB,NO ERROR,8345.412658690000200,216449.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,136497,184284,1059.089505538798000
714,1,479,1,32360,727,018,21.280000000000001,22000.000000000000000,Bothways,After Milepost 20.77 A: LEFT OFF RAMP ISSAQUAH HOBART RD,NO ERROR,26408.091903699999000,221703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,119188,183444,16458.470336802129000
715,1,486,1,32402,3234,169,13.869999999999999,34000.000000000000000,Bothways,After Milepost 13.86 A: BOTHWAYS INTERSECTION WITTE RD,NO ERROR,39994.257812500000000,206948.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,125538,125084,935.893701814299450
716,1,199,1,32412,3653,304,2.000000000000000,18000.000000000000000,Bothways,After Milepost 2.00 A: BOTHWAYS INTERSECTION NAVAL AVE,NO ERROR,11267.699462900000000,223646.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,94578,94551,1305.108454033432500
717,1,146,1,32416,918,003,52.350000000000001,29000.000000000000000,Bothways,Before Milepost 52.41 A: RIGHT OFF RAMP SR 305,NO ERROR,36081.232910200000000,223824.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185915,185917,2644.540349674694900
718,1,8,1,32486,5866,005S116963,0.072000000000000,5600.000000000000000,South Bound,On S1 RAMP (RAVENNA BLVD TO SR 5 SB) After BOTHWAYS INTERSECTION RAVENNA BLVD,NO ERROR,9343.634826659999800,5581.000000000000000,0.000000000000000,194950.000000000000000,194951.000000000000000,69824,70369,850.303695729355240
719,1,153,1,32499,3635,305,11.400000000000000,22000.000000000000000,Bothways,Before Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,17187.634468100001000,110371.000000000000000,2.000000000000000,194975.000000000000000,194976.000000000000000,57725,57477,430.713965143867710
720,1,152,1,32500,3634,305,11.420000000000000,20000.000000000000000,Bothways,After Milepost 11.43 A: BOTHWAYS INTERSECTION HOSTMARK ST,NO ERROR,20032.838005099999000,216613.000000000000000,2.000000000000000,194978.000000000000000,194976.000000000000000,56854,57477,1221.325450524938300
721,1,602,1,32523,2243,099,9.279999999999999,26000.000000000000000,Bothways,After Milepost 12.92 A: BOTHWAYS INTERSECTION S 272ND ST,NO ERROR,29678.333725000000000,207098.000000000000000,2.000000000000000,195028.000000000000000,195029.000000000000000,131108,130456,1384.057526836088100
722,1,713,1,32545,2910,167,25.390000000000001,117000.000000000000000,Bothways,"Before Milepost 24.08 A: RIGHT OFF RAMP SW 43RD ST,  LEFT ON RAMP E VALLEY RD",NO ERROR,120817.553467000010000,222074.000000000000000,0.000000000000000,195069.000000000000000,195070.000000000000000,119548,118632,2881.305445670935600
723,1,601,1,32554,2411,099,8.869999999999999,28000.000000000000000,Bothways,After Milepost 12.51 A: LEFT INTERSECTION 16TH AVE S,NO ERROR,27437.247268700001000,85335.000000000000000,2.000000000000000,195089.000000000000000,195090.000000000000000,132294,132009,708.820083364306700
724,1,169,1,32555,378,016,6.110000000000000,79000.000000000000000,Bothways,"Before Milepost 8.35 A: LEFT ON RAMP 24TH ST NW,  END DECREASING BRIDGE TACOMA NARROWS",NO ERROR,88775.151001000006000,8121.000000000000000,0.000000000000000,195091.000000000000000,195092.000000000000000,145421,183636,4890.205707760102100
725,1,689,1,32558,2923,167,18.739999999999998,116000.000000000000000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.404541000000000,7495.000000000000000,0.000000000000000,195097.000000000000000,195098.000000000000000,134008,132590,3519.551396514795200
726,1,600,1,32570,2556,099,7.730000000000000,30000.000000000000000,Bothways,"After Milepost 11.37 A: CENTER INTERSECTION U TURN ROUTE,  LEFT INTERSECTION SR 509",NO ERROR,26289.000503499999000,87679.000000000000000,2.000000000000000,195122.000000000000000,195123.000000000000000,185143,134930,759.119433499183740
727,1,603,1,32597,2000,099,10.550000000000001,26000.000000000000000,Bothways,Before Milepost 14.21 A: LEFT WYE CONNECTION S 252ND ST,NO ERROR,24430.775772100002000,207043.000000000000000,2.000000000000000,195174.000000000000000,195032.000000000000000,127775,128464,1379.653013189827600
728,1,276,1,32608,2089,099,29.399999999999999,45000.000000000000000,Bothways,Before Milepost 35.67 A: BOTHWAYS INTERSECTION N 50TH ST,NO ERROR,108009.232178000010000,5611.000000000000000,2.000000000000000,195195.000000000000000,195196.000000000000000,72251,72059,259.917904575918900
729,1,171,1,32632,584,016,7.890000000000000,71000.000000000000000,Bothways,After Milepost 10.11 A: RIGHT ENTRANCE FROM WEIGH STATION,NO ERROR,38123.418396000001000,201915.000000000000000,0.000000000000000,195237.000000000000000,195238.000000000000000,140420,198737,3631.302953021641800
730,1,170,1,32633,1042,016,6.940000000000000,71000.000000000000000,Bothways,After Milepost 9.16 A: LEFT EXIT TO SR 16 AR (ALTERNATE),NO ERROR,76649.560607899999000,201914.000000000000000,0.000000000000000,195239.000000000000000,195147.000000000000000,198736,144453,4458.432464011488300
731,1,85,1,32637,421,005,187.259999999999990,168000.000000000000000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.247742000010000,8258.000000000000000,0.000000000000000,195247.000000000000000,195248.000000000000000,29742,31128,6027.412670146743000
732,1,85,1,32639,421,005,187.259999999999990,168000.000000000000000,Bothways,Before Milepost 187.21 A: LEFT CENTER ON RAMP S EVERETT PARK AND RIDE,NO ERROR,154148.247742000010000,9354.000000000000000,0.000000000000000,195250.000000000000000,195251.000000000000000,31159,29730,6124.033200012811000
733,1,689,1,32694,2923,167,18.739999999999998,116000.000000000000000,Bothways,Before Milepost 17.43 A: LEFT ON RAMP S 277TH ST,NO ERROR,122919.404541000000000,7493.000000000000000,0.000000000000000,195432.000000000000000,195433.000000000000000,132616,134006,3452.066066426558800
734,1,151,1,32723,3632,305,12.810000000000000,32000.000000000000000,Bothways,"After Milepost 12.82 A: RIGHT INTERSECTION SR 307-BOND RD NE,  LEFT INTERSECTION BOND RD NE",NO ERROR,40460.123901400002000,208628.000000000000000,2.000000000000000,195505.000000000000000,195506.000000000000000,54355,53998,896.461833469835030
735,1,196,1,32743,3657,304,1.150000000000000,28000.000000000000000,Bothways,Before Milepost 1.11 A: RIGHT WYE CONNECTION FARRAGUT ST (OLD SR 304),NO ERROR,28935.468261700000000,225677.000000000000000,2.000000000000000,195551.000000000000000,195552.000000000000000,95968,186913,314.717571222012050
736,1,50,1,32789,4714,531,6.350000000000000,32000.000000000000000,Bothways,"After Milepost 6.34 A: LEFT OFF RAMP SR 5 SB,  BEGIN BOTHWAYS BRIDGE SR 5",NO ERROR,34406.229431200001000,248286.000000000000000,0.000000000000000,195630.000000000000000,195631.000000000000000,198778,198777,1183.975616575848600
737,1,694,1,32793,2921,167,19.780000000000001,121000.000000000000000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.287505999990000,9180.000000000000000,0.000000000000000,195640.000000000000000,195641.000000000000000,131272,128055,6264.538346368890400
738,1,421,1,32802,3860,405,24.910000000000000,121000.000000000000000,Bothways,After Milepost 24.92 A: RIGHT ON RAMP NBCD LANE,NO ERROR,143072.928710999990000,8757.000000000000000,0.000000000000000,195663.000000000000000,194933.000000000000000,52010,183764,9318.014997783240700
739,1,604,1,32846,2358,099,15.830000000000000,24000.000000000000000,Bothways,"After Milepost 19.47 A: CENTER INTERSECTION MEDIAN XROAD,  BOTHWAYS INTERSECTION S 170TH ST",NO ERROR,20794.283432000000000,9496.000000000000000,2.000000000000000,195709.000000000000000,195419.000000000000000,116852,116455,942.650843881087670
740,1,116,1,32853,3239,181,0.030000000000000,31000.000000000000000,Bothways,After Milepost 5.34 A: BOTHWAYS WYE CONNECTION SR 516,NO ERROR,28018.746307400001000,80838.000000000000000,2.000000000000000,195720.000000000000000,194885.000000000000000,127492,127142,691.800774812918230
741,1,598,1,32858,2609,099,5.460000000000000,32000.000000000000000,Bothways,"After Milepost 9.10 A: RIGHT INTERSECTION S 333RD ST,  CENTER INTERSECTION MEDIAN XROAD",NO ERROR,18509.604705800000000,92583.000000000000000,2.000000000000000,195728.000000000000000,195729.000000000000000,140108,141261,1975.884865729429700
742,1,688,1,32861,2924,167,17.609999999999999,116000.000000000000000,Bothways,After Milepost 16.28 A: RIGHT ON RAMP 15TH ST NW,NO ERROR,122752.400878999990000,7506.000000000000000,0.000000000000000,195733.000000000000000,195639.000000000000000,136541,135157,3050.688535420071700
743,1,166,1,32862,648,016,3.030000000000000,80000.000000000000000,Bothways,After Milepost 3.02 A: RIGHT ON RAMP ORCHARD ST,NO ERROR,100944.831726000000000,8015.000000000000000,0.000000000000000,195735.000000000000000,195736.000000000000000,150272,149722,1203.121188041014200
744,1,165,1,32864,917,016,1.910000000000000,89000.000000000000000,Bothways,Before Milepost 1.92 A: LEFT ON RAMP ORCHARD ST,NO ERROR,105362.537719999990000,8034.000000000000000,0.000000000000000,195742.000000000000000,195434.000000000000000,152100,152474,2112.234984433311600
745,1,699,1,32871,2917,167,22.399999999999999,106000.000000000000000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.362731999990000,220012.000000000000000,0.000000000000000,195761.000000000000000,195762.000000000000000,127116,124065,7297.989941737805600
746,1,687,1,32878,6841,167Q101628,0.102000000000000,7600.000000000000000,North Bound,On Q1 RAMP (15TH ST NW TO SR 167 NB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,7097.195312500000000,207302.000000000000000,0.000000000000000,195773.000000000000000,195733.000000000000000,184282,136541,957.756266658847610
747,1,685,1,32880,6881,167S101553,0.050000000000000,8400.000000000000000,South Bound,On S1 RAMP (15TH ST NW TO SR 167 SB) After BOTHWAYS INTERSECTION LX01577-15TH ST NW,NO ERROR,8886.222595209999800,216447.000000000000000,0.000000000000000,195776.000000000000000,195777.000000000000000,184284,137389,941.158703444299820
748,1,84,1,32883,526,005,194.630000000000000,123000.000000000000000,Bothways,After Milepost 194.56 A: LEFT ON RAMP MARINE VIEW DR,NO ERROR,123058.411743000000000,222055.000000000000000,0.000000000000000,195780.000000000000000,195781.000000000000000,20592,21107,2569.143326879675000
749,1,699,1,32890,2917,167,22.399999999999999,106000.000000000000000,Bothways,Before Milepost 21.09 A: LEFT ON RAMP 84TH AVE SE,NO ERROR,115038.362731999990000,7447.000000000000000,0.000000000000000,195792.000000000000000,195468.000000000000000,123991,126970,7235.114974846859700
750,1,714,1,32891,2908,167,27.149999999999999,118000.000000000000000,Bothways,Before Milepost 25.84 A: RIGHT OFF RAMP SR 405,NO ERROR,118616.350676999990000,220036.000000000000000,0.000000000000000,195793.000000000000000,195038.000000000000000,114692,183682,4626.218628476518500
751,1,686,1,32907,6855,167P101546,0.240000000000000,8500.000000000000000,North Bound,On P1 RAMP (SR 167 NB TO 15TH ST NW) After LEFT INTERSECTION SR 167 NB,NO ERROR,10088.400878900000000,221347.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,184280,184282,1622.473404640072000
752,1,589,1,32909,6167,018R101352,0.400000000000000,2600.000000000000000,West Bound,On R1 RAMP (SR 18 WB TO SE 256TH ST) After LEFT INTERSECTION SR 18 WB,NO ERROR,1568.947387700000000,221440.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,184381,184379,2681.571426177289600
