index,PSRC_Rte_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
85,1140,0,0,0,0,114,156,213,181,211,207,234,265,289,318,330,341,235,161,152,125,113,0,0,0
86,1143,0,0,0,0,153,201,0,0,0,0,0,0,0,0,0,191,74,2,0,0,0,0,0,0
87,1148,0,0,0,0,11,41,49,44,37,35,26,49,49,46,62,53,46,34,30,28,22,0,0,0
88,1150,12,0,0,55,264,431,452,412,379,394,429,500,484,527,585,579,449,280,193,203,167,108,87,37
89,1152,0,0,0,0,73,60,0,0,0,0,0,0,0,0,54,71,0,0,0,0,0,0,0,0
90,1153,0,0,0,0,16,59,73,38,0,0,0,0,0,15,58,82,40,21,0,0,0,0,0,0
91,1154,0,0,0,0,26,35,14,0,0,0,0,0,0,21,39,18,0,0,0,0,0,0,0,0
92,1156,0,0,0,0,38,55,74,73,63,65,75,77,90,92,100,92,83,64,49,33,27,9,0,0
93,1157,0,0,0,0,32,75,33,0,0,0,0,0,0,0,0,73,26,0,0,0,0,0,0,0
94,1158,0,0,0,65,88,72,63,0,0,0,0,0,0,0,78,123,40,41,0,0,0,0,0,0
95,1159,0,0,0,0,178,136,0,0,0,0,0,0,0,0,47,32,86,0,0,0,0,0,0,0
96,1161,0,0,0,0,41,146,38,0,0,0,0,0,0,0,40,80,65,0,0,0,0,0,0,0
97,1164,0,0,0,0,27,111,140,132,127,122,129,139,128,167,177,161,174,119,61,58,39,27,0,0
98,1166,0,0,0,12,39,78,136,130,145,162,173,153,109,194,159,158,142,127,99,95,62,30,21,0
99,1167,0,0,0,0,0,91,110,0,0,0,0,0,0,32,42,88,32,0,0,0,0,0,0,0
100,1168,0,0,0,24,42,78,90,82,93,100,82,96,104,120,143,153,122,113,48,63,45,30,30,0
101,1169,0,0,0,53,60,149,205,146,185,171,183,216,205,251,259,216,241,189,152,102,119,84,39,0
102,1173,0,0,0,0,17,0,20,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0
103,1177,0,0,0,31,69,63,112,17,0,0,0,0,0,0,117,90,61,45,0,0,0,0,0,0
104,1178,0,0,0,0,90,133,60,0,0,0,0,0,0,0,57,226,93,34,0,0,0,0,0,0
105,1179,0,0,0,0,114,129,58,44,0,0,0,0,0,0,92,119,103,53,0,0,0,0,0,0
106,1180,5,4,15,114,158,335,333,200,259,289,271,307,439,379,384,329,303,180,182,168,139,68,46,53
107,1181,0,0,0,0,72,136,133,140,129,143,157,158,173,211,205,185,156,118,102,106,67,39,0,0
108,1182,0,0,0,0,17,47,34,22,30,32,37,33,40,41,48,55,43,39,29,0,0,0,0,0
109,1183,0,0,0,0,42,70,60,40,38,45,43,43,48,62,62,89,58,38,0,0,0,0,0,0
110,1186,0,0,0,13,16,33,24,16,0,0,0,0,0,0,0,39,53,26,8,0,0,0,0,0
111,1187,0,0,0,0,28,39,24,23,22,23,21,24,21,30,32,43,41,44,36,16,16,0,0,0
112,1190,0,0,0,0,0,172,65,0,0,0,0,0,0,0,50,62,58,0,0,0,0,0,0,0
113,1192,0,0,0,0,0,97,29,0,0,0,0,0,0,0,46,35,27,0,0,0,0,0,0,0
114,1193,0,0,0,0,135,150,88,0,0,0,0,0,0,0,55,95,93,15,16,0,0,0,0,0
115,1197,0,0,0,0,44,179,109,0,0,0,0,45,39,0,108,117,96,39,0,0,0,0,0,0
116,1200,0,0,0,0,5,23,12,21,31,30,16,32,14,41,19,40,24,23,0,0,0,0,0,0
117,1201,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
118,1202,0,0,0,0,0,35,60,0,0,0,0,0,0,0,13,33,47,15,0,0,0,0,0,0
119,1203,0,0,0,0,0,7,28,15,5,4,3,5,4,5,5,9,13,5,0,0,0,0,0,0
120,1204,0,0,0,0,0,0,5,20,17,11,13,9,12,23,29,0,0,0,0,0,0,0,0,0
121,1205,0,0,0,0,0,33,49,26,0,0,0,0,10,16,76,0,24,0,0,0,0,0,0,0
122,1208,0,0,0,0,0,6,6,12,14,13,15,17,17,19,18,7,0,6,8,0,0,0,0,0
123,1209,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,7,9,8,0,0,0,0,0,0
124,1210,0,0,0,0,42,111,50,0,0,0,0,0,0,0,0,91,118,0,0,0,0,0,0,0
125,1211,0,0,0,0,31,107,35,34,0,0,0,0,0,24,59,68,47,0,0,0,0,0,0,0
126,1212,0,0,0,0,36,63,467,446,105,0,0,0,0,0,82,428,283,83,20,0,0,0,0,0
127,1213,0,0,0,0,0,0,0,0,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0
128,1214,0,0,0,0,41,148,208,98,0,0,0,0,0,0,86,229,148,44,0,0,0,0,0,0
129,1215,0,0,0,22,33,64,47,0,0,0,0,0,0,0,31,83,51,23,0,0,0,0,0,0
130,1216,0,0,0,0,47,153,169,87,0,0,0,0,0,0,83,151,157,59,0,0,0,0,0,0
131,1217,0,0,0,0,0,44,88,0,0,0,0,0,0,0,0,42,56,0,0,0,0,0,0,0
132,1218,0,0,0,0,34,66,277,276,0,0,0,0,0,0,98,231,0,0,0,0,0,0,0,0
133,1219,0,0,0,0,93,156,82,0,0,0,0,0,0,0,0,82,377,89,0,0,0,0,0,0
134,1221,0,0,0,10,39,87,92,113,105,89,107,78,114,123,127,127,117,89,34,47,23,15,4,0
135,1224,0,0,0,2,1,7,2,12,12,3,7,6,15,5,10,7,17,5,11,0,0,0,0,0
136,1226,0,0,0,0,40,129,139,139,129,122,118,125,139,171,155,135,108,86,40,30,19,12,3,0
137,1232,0,0,0,0,23,87,79,4,0,0,0,0,0,0,48,40,90,27,0,0,0,0,0,0
138,1234,0,0,0,0,44,113,123,111,84,69,64,75,83,129,130,124,119,96,58,31,16,0,0,0
139,1235,0,0,0,0,38,68,103,98,61,45,56,55,53,96,84,108,76,63,38,35,31,34,21,14
140,1236,0,0,0,0,16,33,37,32,26,29,28,34,34,42,59,43,26,21,18,7,6,0,0,0
141,1237,0,0,0,0,0,45,25,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0
142,1238,0,0,0,0,12,51,67,64,57,53,63,72,73,78,76,56,49,32,24,17,0,3,0,0
143,1240,0,0,0,0,60,168,163,168,148,130,135,144,150,188,253,196,157,134,101,54,50,47,31,0
144,1241,0,0,0,0,10,56,73,43,47,33,39,56,46,70,62,61,51,48,23,15,13,11,0,0
145,1242,0,0,0,0,31,76,79,29,0,0,0,0,0,0,35,77,64,21,0,0,0,0,0,0
146,1243,0,0,0,0,0,86,34,0,0,0,0,0,0,0,0,43,34,0,0,0,0,0,0,0
147,1244,0,0,0,0,0,52,55,21,0,0,0,0,0,0,0,48,49,16,0,0,0,0,0,0
148,1245,0,0,0,0,34,183,335,329,274,210,243,215,260,374,230,343,302,195,105,67,42,32,20,0
149,1246,0,0,0,2,10,57,29,21,14,12,17,19,18,86,40,34,22,8,0,0,0,0,0,0
150,1248,0,0,0,4,21,65,61,78,77,42,65,80,82,86,126,80,77,54,50,49,35,21,10,0
151,1249,0,0,0,0,0,143,78,112,88,40,41,43,44,95,63,115,98,48,30,0,0,0,0,0
152,1250,0,0,0,0,0,29,86,48,0,0,0,0,0,0,0,61,67,0,0,0,0,0,0,0
153,1252,0,0,0,0,41,172,140,0,0,0,0,0,0,38,48,113,80,23,0,0,0,0,0,0
154,1255,0,0,0,27,175,546,723,476,316,252,238,278,301,413,440,705,564,376,142,177,117,53,35,18
155,1257,0,0,0,24,45,99,114,0,0,0,0,0,0,0,49,83,80,27,0,0,0,0,0,0
156,1260,0,0,0,0,0,76,40,0,0,0,0,0,0,0,0,55,30,0,0,0,0,0,0,0
157,1265,0,0,0,0,21,91,140,38,0,0,0,0,0,0,62,82,57,16,0,0,0,0,0,0
158,1268,0,0,0,0,32,100,59,0,0,0,0,0,0,0,38,114,86,0,0,0,0,0,0,0
159,1269,0,0,0,0,0,67,91,73,42,0,0,0,0,0,53,88,99,60,26,0,0,0,0,0
160,1271,0,0,0,0,133,346,613,528,469,353,361,347,343,389,564,649,478,285,179,158,125,36,0,0
161,1277,0,0,0,0,13,44,60,13,0,0,0,0,0,23,17,42,10,0,0,0,0,0,0,0
162,1280,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1301,0,0,0,19,35,277,341,185,0,0,0,0,0,44,45,370,234,78,0,0,0,0,0,0
164,1303,0,0,0,0,126,295,239,59,0,0,0,0,0,0,173,226,87,27,24,0,0,0,0,0
165,1304,0,0,0,0,0,98,100,0,0,0,0,0,0,0,76,138,31,0,0,0,0,0,0,0
166,1306,0,0,0,0,39,127,126,0,0,0,0,0,0,0,49,151,96,0,0,0,0,0,0,0
167,1308,0,0,0,0,22,55,30,0,0,0,0,0,0,0,34,45,21,0,0,0,0,0,0,0
168,1309,0,0,0,0,0,96,121,54,0,0,0,0,0,0,0,94,106,0,0,0,0,0,0,0
169,1311,0,0,0,0,70,170,217,60,0,0,0,0,0,0,133,200,84,35,0,0,0,0,0,0
170,1312,0,0,0,35,79,296,376,187,0,0,0,0,0,34,154,325,246,115,0,0,0,0,0,0
171,1316,0,0,0,0,34,109,327,0,0,0,0,0,0,0,36,169,130,54,0,0,0,0,0,0
172,1330,0,0,0,0,0,23,46,41,31,28,32,25,29,29,29,19,19,14,8,0,0,0,0,0
173,1331,0,0,0,0,0,45,79,100,103,81,77,77,76,76,82,64,57,35,19,18,18,7,4,0
174,1342,0,0,0,15,33,124,0,0,0,0,0,0,0,0,32,73,54,0,0,0,0,0,0,0
175,1345,0,0,0,0,0,33,98,92,101,113,109,110,102,119,110,106,73,72,30,35,21,14,0,0
176,1346,0,0,0,0,25,45,117,111,95,85,106,96,94,143,118,115,108,55,34,41,35,16,10,0
177,1347,0,0,0,0,34,74,87,83,77,78,72,83,89,103,112,109,107,90,58,46,35,22,7,0
178,1348,0,0,0,0,12,44,70,84,83,85,87,84,92,102,115,110,95,80,42,45,40,26,12,0
179,1355,0,0,0,0,31,129,213,53,0,0,0,0,0,26,41,293,97,0,0,0,0,0,0,0
180,1372,0,0,0,0,82,183,600,581,375,298,225,304,281,389,334,406,505,240,188,94,41,0,0,0
181,1373,0,0,0,0,0,82,199,108,58,0,0,0,39,50,68,172,181,62,0,0,0,0,0,0
182,1522,0,0,0,43,273,378,396,377,252,165,176,172,200,296,301,509,330,188,172,148,77,66,41,0
183,1540,0,0,0,0,0,65,103,62,65,0,0,0,0,30,52,91,56,24,0,0,0,0,0,0
184,1542,0,0,0,0,27,132,262,277,87,20,0,0,0,54,152,274,204,66,16,0,0,0,0,0
185,1545,0,0,0,54,238,564,1168,966,668,368,281,276,284,365,633,1015,843,606,313,187,99,73,36,0
186,1550,0,0,0,31,272,718,1176,729,483,303,297,316,328,470,719,1148,1051,582,267,205,165,130,86,16
187,1554,0,0,0,65,144,146,209,227,334,202,217,206,211,336,253,266,244,192,147,113,60,42,16,0
188,1555,0,0,0,0,31,158,61,59,0,0,0,0,0,37,110,107,31,21,0,0,0,0,0,0
189,1556,0,0,0,0,49,130,129,114,0,0,0,0,0,79,121,187,40,35,0,0,0,0,0,0
190,1601,0,0,0,0,0,5,3,1,0,0,0,0,0,0,2,6,11,0,0,0,0,0,0,0
191,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1671,88,67,0,110,247,402,550,519,526,513,587,619,654,710,760,758,695,550,476,409,318,217,152,118
193,1672,0,0,0,18,97,316,447,630,489,299,290,294,298,383,466,520,683,514,337,235,185,119,65,18
194,1673,31,30,14,60,240,535,643,524,385,346,337,365,417,481,600,806,712,471,338,260,223,161,80,44
195,1674,45,42,17,54,247,697,916,858,496,442,469,486,561,852,839,961,867,601,448,338,310,229,110,67
196,1675,47,51,21,112,285,764,1199,859,701,693,695,708,706,904,919,1282,1202,758,493,382,352,276,156,92
197,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1773,0,0,0,0,6,19,18,13,0,0,0,0,0,0,9,21,14,14,3,0,0,0,0,0
199,1775,0,0,0,0,9,18,18,12,0,0,0,0,0,0,13,25,14,14,3,0,0,0,0,0
200,1823,0,0,0,0,0,37,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
201,1824,0,0,0,0,0,39,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
202,1887,0,0,0,0,0,40,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
203,1888,0,0,0,0,0,61,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
204,1889,0,0,0,0,0,29,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
205,1891,0,0,0,0,0,0,31,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
206,1892,0,0,0,0,0,0,48,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
207,1893,0,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
208,1901,0,0,0,0,16,15,13,21,15,18,19,34,28,27,26,26,27,17,13,13,8,0,0,0
209,1903,0,0,0,0,14,26,23,28,30,34,34,44,48,37,43,36,43,21,17,16,12,0,0,0
210,1906,0,0,0,0,0,19,21,29,26,26,27,30,31,34,35,32,25,22,0,0,0,0,0,0
211,1907,0,0,0,0,0,5,3,5,15,14,0,17,15,0,9,3,0,0,0,0,0,0,0,0
212,1908,0,0,0,0,0,0,0,6,6,6,6,6,10,10,10,10,10,0,0,0,0,0,0,0
213,1909,0,0,0,0,6,12,12,12,12,12,12,12,12,12,12,12,12,12,6,0,0,0,0,0
214,1910,0,0,0,0,0,0,2,9,8,12,11,10,14,16,13,8,0,0,0,0,0,0,0,0
215,1913,0,0,0,0,15,27,34,7,0,0,0,0,0,0,38,33,19,8,0,0,0,0,0,0
216,1914,0,0,0,0,0,0,0,0,35,38,29,40,40,22,31,0,0,0,0,0,0,0,0,0
217,1915,0,0,0,0,0,0,0,0,16,7,16,28,18,9,22,0,0,0,0,0,0,0,0,0
218,1916,0,0,0,0,0,0,0,0,24,31,22,24,36,27,30,9,0,0,0,0,0,0,0,0
219,1917,0,0,0,8,5,11,16,8,4,10,9,9,10,9,13,17,14,6,0,0,0,0,0,0
220,1919,0,0,0,0,0,0,3,12,10,15,13,12,17,20,16,0,0,0,0,0,0,0,0,0
221,1927,0,0,0,0,0,0,13,17,9,12,21,18,16,28,9,10,7,0,0,0,0,0,0,0
222,1930,0,0,0,0,0,19,26,19,0,0,0,0,0,0,24,28,12,0,0,0,0,0,0,0
223,1931,0,0,0,0,0,30,31,25,12,22,16,20,18,14,35,38,30,11,12,0,0,0,0,0
224,1935,0,0,0,0,11,16,18,8,0,0,0,0,0,4,12,18,16,4,0,0,0,0,0,0
225,1952,0,0,0,84,85,0,0,0,0,0,0,0,0,97,0,132,0,0,0,0,0,0,0,0
226,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1980,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
230,1982,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
231,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
232,1986,0,0,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
233,1987,0,0,0,0,0,44,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
234,1988,0,0,0,0,0,0,36,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
235,1989,0,0,0,0,0,46,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
236,1994,0,0,0,0,0,29,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
237,1995,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
238,2001,0,0,0,29,144,329,410,364,373,402,433,473,487,524,605,492,445,315,251,193,112,80,14,0
239,2002,0,0,0,0,15,156,196,195,203,181,200,217,238,300,283,243,214,139,108,75,56,31,0,0
240,2003,0,0,0,0,27,104,175,149,145,151,185,197,184,218,203,174,147,98,79,59,37,1,0,0
241,2010,0,0,0,0,0,37,75,67,49,42,41,53,49,82,83,65,55,28,1,0,0,0,0,0
242,2011,0,0,0,0,0,39,41,32,25,31,24,26,36,51,48,41,15,18,0,0,0,0,0,0
243,2013,0,0,0,0,10,15,22,10,12,10,9,11,13,12,20,18,10,0,0,0,0,0,0,0
244,2014,0,0,0,0,0,16,31,11,9,10,11,11,15,25,27,14,16,18,0,0,0,0,0,0
245,2016,0,0,0,0,7,40,56,34,36,34,39,38,43,87,50,38,36,33,32,13,0,0,0,0
246,2028,0,0,0,0,0,23,73,53,40,41,38,52,43,68,90,65,52,23,21,7,0,0,0,0
247,2041,0,0,0,0,32,62,81,69,52,50,49,69,60,80,108,103,82,42,44,21,0,0,0,0
248,2042,0,0,0,0,0,24,27,23,29,34,38,38,41,35,48,36,26,29,13,0,0,0,0,0
249,2045,0,0,0,0,9,21,46,42,31,37,35,41,45,41,49,41,32,21,2,0,0,0,0,0
250,2048,0,0,0,0,35,73,95,68,51,52,59,63,87,115,126,115,90,49,48,37,7,0,0,0
251,2051,0,0,0,0,2,31,39,39,40,43,47,51,52,54,54,45,42,27,18,0,0,0,0,0
252,2052,0,0,0,0,0,53,82,89,79,76,78,80,87,122,103,87,72,52,23,18,0,0,0,0
253,2053,0,0,0,0,0,47,78,66,81,81,87,94,97,106,117,94,81,66,59,0,0,0,0,0
254,2054,0,0,0,0,0,34,58,38,42,52,51,48,55,83,76,63,63,29,22,22,0,0,0,0
255,2055,0,0,0,0,0,55,67,63,63,72,72,86,81,94,95,90,74,37,35,27,1,0,0,0
256,2056,0,0,0,0,0,0,33,21,24,26,28,29,29,45,34,32,25,23,1,0,0,0,0,0
257,2057,0,0,0,0,0,44,61,78,93,98,123,123,128,151,127,103,82,45,36,14,0,0,0,0
258,2062,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0
259,2100,0,0,0,0,0,19,43,45,35,26,36,42,37,51,42,38,32,21,4,0,0,0,0,0
