index,PSRC_Rte_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
260,2102,0,0,0,0,23,27,54,3,0,0,0,0,0,0,34,37,20,12,0,0,0,0,0,0
261,2202,0,0,0,0,1,79,100,88,87,101,111,111,119,168,136,124,108,80,63,33,5,0,0,0
262,2204,0,0,0,0,0,77,78,81,82,85,97,103,105,108,109,107,87,68,40,30,1,0,0,0
263,2206,0,0,0,0,14,68,65,59,51,67,59,75,102,78,129,75,107,53,66,24,2,0,0,0
264,2212,0,0,0,0,16,27,68,69,86,70,78,81,91,87,90,92,78,27,27,18,0,0,0,0
265,2214,0,0,0,0,0,53,66,55,62,67,71,78,74,104,75,66,60,37,22,1,0,0,0,0
266,2300,0,0,0,0,0,25,59,64,63,65,84,88,86,95,90,95,82,53,27,18,3,0,0,0
267,2400,0,0,0,8,43,154,105,55,33,30,33,41,39,44,70,55,51,34,28,13,1,0,0,0
268,2402,0,0,0,0,23,49,63,63,60,70,77,77,72,97,97,92,78,65,36,15,0,0,0,0
269,2409,0,0,0,0,0,5,14,19,16,16,15,15,18,19,20,22,13,11,5,0,0,0,0,0
270,2410,0,0,0,0,0,42,69,46,35,42,56,49,64,65,77,69,48,36,21,9,0,0,0,0
271,2475,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
272,2485,0,0,0,0,6,11,3,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0
273,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,105,75,8,0,0,0,0,0
274,2497,0,0,0,7,13,43,29,4,0,0,0,0,0,0,12,18,44,30,0,0,0,0,0,0
275,2500,0,0,0,0,8,57,64,69,64,66,65,76,82,90,89,94,59,73,45,53,46,20,0,0
276,2501,0,0,0,0,11,47,45,38,29,19,13,20,19,45,50,43,47,25,34,9,1,0,0,0
277,2503,0,0,0,0,4,4,8,3,2,2,3,6,2,1,3,5,4,4,3,0,0,0,0,0
278,2504,0,0,0,0,0,0,0,0,0,3,2,3,5,2,3,1,2,1,0,0,0,0,0,0
279,3101,0,0,0,0,31,51,74,87,92,92,77,87,95,115,109,104,94,86,67,63,48,20,2,0
280,3105,0,0,0,3,26,35,65,55,51,57,54,56,63,64,78,73,54,35,31,22,13,3,0,0
281,3106,0,0,0,0,6,32,35,14,0,0,0,0,0,0,0,28,44,27,2,0,0,0,0,0
282,3110,0,0,0,0,0,7,19,14,0,0,0,0,0,0,0,14,16,7,0,0,0,0,0,0
283,3111,0,0,0,0,3,8,8,1,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0
284,3112,0,0,0,0,1,44,51,45,42,34,29,31,28,62,49,50,51,55,28,24,15,0,0,0
285,3113,0,0,0,0,17,39,46,47,50,36,37,47,54,66,82,77,55,43,21,23,19,1,0,0
286,3115,0,0,0,0,34,81,108,123,131,138,143,138,151,152,150,193,153,116,65,62,43,0,0,0
287,3116,0,0,0,0,16,82,112,112,119,115,122,123,141,134,157,152,126,92,65,45,33,1,0,0
288,3119,0,0,0,0,0,30,43,36,26,16,17,19,22,44,43,43,34,35,12,11,7,2,0,0
289,3120,0,0,0,0,14,17,38,28,20,23,17,17,18,22,16,33,33,17,11,10,8,0,0,0
290,3130,0,0,0,0,19,47,62,81,43,46,39,52,48,107,71,59,54,45,28,19,11,0,0,0
291,3196,0,0,0,0,0,20,35,30,32,35,37,39,41,41,50,54,45,36,20,20,17,7,0,0
292,3201,0,0,0,9,41,92,83,106,86,94,90,111,95,110,130,142,131,79,59,49,41,13,0,0
293,3202,0,0,0,0,40,79,83,86,92,79,96,104,110,114,130,142,102,80,70,56,40,2,0,0
294,3220,0,0,0,0,0,10,11,15,14,13,14,18,14,17,19,17,16,11,8,0,0,0,0,0
295,3222,0,0,0,0,3,11,22,20,23,21,21,30,22,24,31,22,26,18,14,14,7,0,0,0
296,3227,0,0,0,19,28,15,0,0,0,0,0,0,0,34,23,0,0,0,0,0,0,0,0,0
297,3230,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
298,3240,0,0,0,0,8,13,10,7,11,10,10,12,15,21,12,7,11,9,5,0,0,0,0,0
299,3247,0,0,0,32,39,5,0,0,0,0,0,0,0,43,29,0,0,0,0,0,0,0,0,0
300,3270,0,0,0,0,5,31,25,29,8,11,9,15,12,16,15,41,43,32,19,0,0,0,0,0
301,3275,0,0,0,0,17,19,19,17,28,28,37,41,40,47,30,27,28,16,15,14,3,0,0,0
302,3277,0,0,0,12,28,1,0,0,0,0,0,0,0,14,33,6,0,0,0,0,0,0,0,0
303,3280,0,0,0,9,20,35,39,31,29,28,37,33,36,41,49,44,49,35,29,21,1,0,0,0
304,3402,0,0,0,0,92,222,319,48,0,0,0,0,0,37,127,224,143,77,0,0,0,0,0,0
305,3405,0,0,0,0,24,35,73,2,0,0,0,0,0,0,36,56,29,13,0,0,0,0,0,0
306,3410,0,0,0,0,19,131,78,31,1,0,0,0,0,0,38,80,84,2,0,0,0,0,0,0
307,3412,0,0,0,0,71,160,163,35,0,0,0,0,0,0,77,158,141,34,0,0,0,0,0,0
308,3413,0,0,0,0,117,344,234,76,14,0,0,0,0,20,132,237,188,58,1,0,0,0,0,0
309,3415,0,0,0,0,53,211,168,56,1,0,0,0,0,0,139,250,216,10,0,0,0,0,0,0
310,3416,0,0,0,0,17,69,50,13,0,0,0,0,0,0,20,47,46,4,0,0,0,0,0,0
311,3417,0,0,0,0,19,79,71,19,2,0,0,0,0,0,50,111,103,37,0,0,0,0,0,0
312,3421,0,0,0,37,147,163,41,1,0,0,0,0,0,40,79,114,59,2,0,0,0,0,0,0
313,3422,0,0,0,0,27,29,24,0,0,0,0,0,0,0,0,41,37,1,0,0,0,0,0,0
314,3424,0,0,0,0,50,31,2,0,0,0,0,0,0,0,36,4,29,2,1,0,0,0,0,0
315,3425,0,0,0,0,73,65,16,0,0,0,0,0,0,0,29,60,43,2,0,0,0,0,0,0
316,3435,0,0,0,0,47,131,82,4,0,0,0,0,0,0,42,88,93,10,0,0,0,0,0,0
317,3701,0,0,0,0,128,247,309,291,287,297,333,345,361,408,427,473,408,331,230,196,179,62,0,0
318,3810,0,0,0,0,0,0,0,11,73,65,2,0,0,0,0,0,4,84,38,0,0,0,0,0
319,3821,0,0,0,0,27,54,38,3,0,0,0,0,0,0,38,44,41,0,0,0,0,0,0,0
320,3855,0,0,0,0,36,74,86,50,2,0,0,17,19,31,86,83,38,0,0,0,0,0,0,0
321,3860,0,0,0,0,29,110,88,57,2,0,0,40,30,39,73,141,79,3,0,0,0,0,0,0
322,3871,0,0,0,0,0,101,123,88,26,2,0,16,13,22,41,122,94,0,0,0,0,0,0,0
323,3880,0,0,0,0,69,110,88,34,2,0,0,0,0,0,58,76,83,3,0,0,0,0,0,0
324,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
325,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
326,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
327,4004,0,0,0,0,8,9,11,15,15,6,8,12,7,15,14,16,10,6,0,0,0,0,0,0
328,4005,0,0,0,0,0,0,6,6,10,8,8,10,9,11,14,14,8,8,0,0,0,0,0,0
329,4008,0,0,0,0,0,0,8,12,18,20,21,24,29,29,23,22,16,6,0,0,0,0,0,0
330,4018,0,0,0,0,0,0,11,19,17,23,25,24,30,28,32,21,22,10,0,0,0,0,0,0
331,4022,0,0,0,1,4,49,74,68,91,82,92,114,97,95,97,89,57,43,25,17,0,0,0,0
332,4024,0,0,0,0,0,15,17,20,23,25,29,21,28,34,42,28,31,21,16,6,0,0,0,0
333,4026,0,0,0,0,0,24,33,30,34,40,34,34,36,41,38,36,30,17,15,10,0,0,0,0
334,4030,0,0,0,45,71,31,0,0,0,0,0,0,0,0,0,40,50,48,12,0,0,0,0,0
335,4034,0,0,0,0,0,0,9,24,35,31,31,33,28,30,40,33,20,18,9,0,0,0,0,0
336,4038,0,0,0,0,25,53,5,0,0,0,0,0,0,0,49,26,0,0,0,0,0,0,0,0
337,4040,0,0,0,0,18,24,21,31,24,33,22,28,32,28,29,37,25,24,15,7,0,0,0,0
338,4042,0,0,0,0,16,10,13,15,14,24,20,35,14,30,15,37,25,15,14,8,0,0,0,0
339,4044,0,0,0,20,34,16,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0
340,4046,0,0,0,0,0,0,0,5,14,0,8,6,4,6,2,5,2,0,0,0,0,0,0,0
341,4048,0,0,0,0,19,20,13,24,26,25,25,27,26,26,30,28,26,24,10,11,0,0,0,0
342,4050,0,0,0,0,13,23,7,23,29,34,35,36,36,33,31,31,27,23,11,11,0,0,0,0
343,4052,0,0,0,0,0,10,9,26,28,27,33,40,39,36,37,47,35,33,15,17,0,0,0,0
344,4058,0,0,0,0,14,22,0,14,24,15,24,27,26,13,28,15,26,15,5,2,0,0,0,0
345,4064,0,0,0,0,0,5,14,15,12,14,12,17,14,16,18,20,14,5,1,2,0,0,0,0
346,4066,0,0,0,18,14,20,0,0,0,0,0,0,0,0,0,8,9,12,6,1,0,0,0,0
347,4034,0,0,0,0,0,1,15,2,2,5,3,3,2,2,1,3,3,1,2,0,0,0,0,0
348,4035,0,0,0,0,0,0,0,5,7,11,10,9,9,10,8,8,8,0,0,0,0,0,0,0
349,4036,0,0,0,0,0,0,9,7,6,8,8,8,10,9,8,8,8,5,6,2,0,0,0,0
350,4037,0,0,0,0,0,0,6,4,9,15,13,11,14,13,15,11,10,7,0,0,0,0,0,0
351,4041,0,0,0,0,0,0,4,6,4,3,3,4,3,4,4,6,0,0,0,0,0,0,0,0
352,4086,0,0,0,0,0,0,0,0,2,6,8,8,6,8,5,3,0,0,0,0,0,0,0,0
353,4162,0,0,0,0,21,42,2,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0
354,4170,0,0,0,11,15,11,0,0,0,0,0,0,0,0,3,28,15,11,4,0,0,0,0,0
355,4172,0,0,0,0,21,40,18,8,0,0,0,9,12,10,14,27,22,9,6,0,0,0,0,0
356,4180,0,0,0,28,73,115,83,37,12,16,21,18,16,17,59,81,95,93,36,15,0,0,0,0
357,4182,0,0,0,35,47,54,48,0,0,0,0,0,0,3,14,44,57,44,14,8,0,0,0,0
358,4184,0,0,0,0,0,0,0,5,9,10,9,11,12,10,11,11,1,0,0,0,0,0,0,0
359,4186,0,0,0,12,17,22,12,7,0,0,0,0,0,0,6,12,18,23,12,5,0,0,0,0
360,4188,0,0,0,0,9,18,12,0,0,0,0,0,0,0,6,5,15,38,7,0,0,0,0,0
361,4190,0,0,0,14,23,24,16,11,0,0,0,0,0,0,8,11,21,26,14,9,0,0,0,0
362,4192,0,0,0,11,15,19,14,9,0,0,0,0,0,0,4,9,14,14,10,6,0,0,0,0
363,4194,0,0,0,19,16,20,16,10,0,0,0,0,0,0,6,7,20,22,9,6,0,0,0,0
364,4196,0,0,0,0,19,21,13,0,0,0,0,0,0,0,5,8,17,20,9,0,0,0,0,0
365,4198,0,0,0,6,16,19,14,7,0,0,0,0,0,0,3,6,15,14,9,5,0,0,0,0
366,4212,0,0,0,0,34,43,29,0,0,0,0,0,0,0,3,4,12,14,8,0,0,0,0,0
367,6560,0,0,0,21,96,138,168,124,120,92,104,107,124,110,137,130,141,115,67,54,41,38,18,0
368,6566,0,0,0,25,82,193,197,124,70,44,22,24,45,68,131,199,188,99,55,39,22,13,0,0
369,6567,0,0,0,0,38,113,67,49,2,0,0,0,0,27,67,110,68,0,0,0,3,0,0,0
370,6574,0,70,100,114,96,105,123,112,105,117,95,168,149,163,143,140,117,105,81,85,57,45,46,4
371,6577,0,0,0,24,114,314,303,190,1,0,0,0,0,40,158,220,212,43,0,0,0,0,0,0
372,6578,0,0,0,1,6,3,28,53,170,142,147,157,157,179,70,53,40,140,135,132,95,35,28,0
373,6586,0,0,0,0,49,100,68,47,39,30,1,29,29,37,74,85,77,28,0,0,0,0,0,0
374,6590,0,0,0,124,316,535,481,276,60,37,34,21,1,36,261,389,374,211,11,0,0,0,0,0
375,6592,0,0,0,94,151,130,95,23,1,0,0,0,0,34,117,124,118,69,10,0,0,0,0,0
376,6594,0,0,0,0,0,17,61,91,144,128,108,138,177,240,80,61,53,68,155,128,113,71,47,3
377,6595,0,0,0,16,91,84,14,1,0,0,0,0,0,1,76,70,43,3,0,0,0,0,0,0
378,6596,0,0,0,26,50,85,34,18,0,0,0,0,0,0,31,54,84,51,0,0,0,0,0,0
379,6998,0,0,0,698,1635,2247,579,401,0,0,0,0,0,0,1132,2629,2602,438,0,0,0,0,0,0
380,6999,0,0,0,38,89,342,88,61,0,0,0,0,0,0,133,309,183,0,0,0,0,0,0,0
381,6996,90,0,0,22,301,1113,2089,2381,1783,1400,1492,1582,1622,1635,2220,2578,2908,2397,1587,1091,989,802,707,416
382,6995,0,0,0,0,52,101,330,195,207,184,281,221,273,231,340,317,260,190,106,70,43,10,0,0
