#variable,mode,path-type,vot-group,start-minute,end-minute,length,file-type, name, field, transpose, blend-variable,blend-path-type,factor,scaling
ivtime,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwac,1,False,null,null,null,True
comtime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwrc,1,False,null,null,null,True
ferrtime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwaf,1,False,null,null,null,True
ferrtime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwrf,1,False,null,null,null,True
ivtime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwa,1,False,null,null,null,True
ivtime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwr,1,False,null,null,null,True
iwaittime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/iwtwa,1,False,null,null,null,True
iwaittime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/iwtwr,1,False,null,null,null,True
lrttime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwar,1,False,null,null,null,True
lrttime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwrr,1,False,null,null,null,True
nboard,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ndbwa,1,False,null,null,null,True
nboard,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ndbwr,1,False,null,null,null,True
premtime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwap,1,False,null,null,null,True
premtime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwrp,1,False,null,null,null,True
xwaittime,transit,local-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/xfrwa,1,False,null,null,null,True
xwaittime,transit,light-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/xfrwr,1,False,null,null,null,True
comtime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
comtime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ferrtime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ferrtime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ivtime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ivtime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
iwaittime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
iwaittime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
lrttime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
lrttime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
nboard,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
nboard,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
premtime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
premtime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
xwaittime,transit,local-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
xwaittime,transit,light-rail,all,1320,299,maxzone,null,null,1,False,null,null,null,True
distance,walk,full-network,all,0,1439,maxzone,hdf5,5to6.h5/Skims/walkt,1,False,distance,null,0.05,True
time,walk,full-network,all,0,1439,maxzone,hdf5,5to6.h5/Skims/walkt,1,False,distance,null,null,True
fare,transit,ferry,all,0,1439,maxzone,hdf5,9to10.h5/Skims/mfmfarbx,1,False,null,null,null,True
comtime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,300,359,maxzone,hdf5,5to6.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,360,419,maxzone,hdf5,6to7.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,420,479,maxzone,hdf5,7to8.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,480,539,maxzone,hdf5,8to9.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,540,599,maxzone,hdf5,9to10.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwf,1,False,null,null,null,True
