#variable,mode,path-type,vot-group,start-minute,end-minute,length,file-type, name, field, transpose, blend-variable,blend-path-type,factor,scaling
iwaittime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,600,839,maxzone,hdf5,10to14.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,840,899,maxzone,hdf5,14to15.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,900,959,maxzone,hdf5,15to16.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,960,1019,maxzone,hdf5,16to17.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwfc,1,False,null,null,null,True
ferrtime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwff,1,False,null,null,null,True
ivtime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwf,1,False,null,null,null,True
iwaittime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/iwtwf,1,False,null,null,null,True
lrttime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwfr,1,False,null,null,null,True
nboard,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ndbwf,1,False,null,null,null,True
premtime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwfp,1,False,null,null,null,True
xwaittime,transit,ferry,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/xfrwf,1,False,null,null,null,True
comtime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ferrtime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ivtime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
iwaittime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
lrttime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
nboard,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
premtime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
xwaittime,transit,ferry,all,1320,299,maxzone,null,null,1,False,null,null,null,True
fare,transit,premium-bus,all,0,1439,maxzone,hdf5,9to10.h5/Skims/mfmfarbx,1,False,null,null,null,True
comtime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,300,359,maxzone,hdf5,5to6.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,360,419,maxzone,hdf5,6to7.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,420,479,maxzone,hdf5,7to8.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,480,539,maxzone,hdf5,8to9.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,540,599,maxzone,hdf5,9to10.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,600,839,maxzone,hdf5,10to14.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,840,899,maxzone,hdf5,14to15.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,900,959,maxzone,hdf5,15to16.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,960,1019,maxzone,hdf5,16to17.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwpc,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwpf,1,False,null,null,null,True
ivtime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwp,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/iwtwp,1,False,null,null,null,True
lrttime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwpr,1,False,null,null,null,True
nboard,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ndbwp,1,False,null,null,null,True
premtime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwpp,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/xfrwp,1,False,null,null,null,True
comtime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ferrtime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
ivtime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
iwaittime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
lrttime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
nboard,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
premtime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
xwaittime,transit,premium-bus,all,1320,299,maxzone,null,null,1,False,null,null,null,True
fare,transit,commuter-rail,all,0,1439,maxzone,hdf5,9to10.h5/Skims/mfmfarbx,1,False,null,null,null,True
comtime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,300,359,maxzone,hdf5,5to6.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,360,419,maxzone,hdf5,6to7.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,420,479,maxzone,hdf5,7to8.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,480,539,maxzone,hdf5,8to9.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,540,599,maxzone,hdf5,9to10.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,600,839,maxzone,hdf5,10to14.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,840,899,maxzone,hdf5,14to15.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,900,959,maxzone,hdf5,15to16.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,960,1019,maxzone,hdf5,16to17.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ndbwc,1,False,null,null,null,True
premtime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/ivtwcp,1,False,null,null,null,True
xwaittime,transit,commuter-rail,all,1020,1079,maxzone,hdf5,17to18.h5/Skims/xfrwc,1,False,null,null,null,True
comtime,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwcc,1,False,null,null,null,True
ferrtime,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwcf,1,False,null,null,null,True
ivtime,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwc,1,False,null,null,null,True
iwaittime,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/iwtwc,1,False,null,null,null,True
lrttime,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ivtwcr,1,False,null,null,null,True
nboard,transit,commuter-rail,all,1080,1319,maxzone,hdf5,18to20.h5/Skims/ndbwc,1,False,null,null,null,True
