TAZ,District,County,SeattleOrNot
1187,5,King,Not Seattle
1188,5,King,Not Seattle
1189,5,King,Not Seattle
1190,5,King,Not Seattle
1191,5,King,Not Seattle
1192,4,King,Not Seattle
1193,4,King,Not Seattle
1194,4,King,Not Seattle
1195,4,King,Not Seattle
1196,4,King,Not Seattle
1197,4,King,Not Seattle
1198,4,King,Not Seattle
1199,4,King,Not Seattle
1200,5,King,Not Seattle
1201,5,King,Not Seattle
1202,5,King,Not Seattle
1203,5,King,Not Seattle
1204,5,King,Not Seattle
1205,5,King,Not Seattle
1206,5,King,Not Seattle
1207,5,King,Not Seattle
1208,5,King,Not Seattle
1209,5,King,Not Seattle
1210,5,King,Not Seattle
1211,5,King,Not Seattle
1212,5,King,Not Seattle
1213,5,King,Not Seattle
1214,5,King,Not Seattle
1215,5,King,Not Seattle
1216,4,King,Not Seattle
1217,4,King,Not Seattle
1218,4,King,Not Seattle
1219,4,King,Not Seattle
1220,4,King,Not Seattle
1221,5,King,Not Seattle
1222,5,King,Not Seattle
1223,5,King,Not Seattle
1224,5,King,Not Seattle
1225,5,King,Not Seattle
1226,5,King,Not Seattle
1227,5,King,Not Seattle
1228,5,King,Not Seattle
1229,5,King,Not Seattle
1230,5,King,Not Seattle
1231,5,King,Not Seattle
1232,5,King,Not Seattle
1233,5,King,Not Seattle
1234,5,King,Not Seattle
1235,5,King,Not Seattle
1236,5,King,Not Seattle
1237,5,King,Not Seattle
1238,5,King,Not Seattle
1239,5,King,Not Seattle
1240,5,King,Not Seattle
1241,5,King,Not Seattle
1242,5,King,Not Seattle
1243,5,King,Not Seattle
1244,5,King,Not Seattle
1245,5,King,Not Seattle
1246,5,King,Not Seattle
1247,5,King,Not Seattle
1248,5,King,Not Seattle
1249,5,King,Not Seattle
1250,5,King,Not Seattle
1251,5,King,Not Seattle
1252,5,King,Not Seattle
1253,5,King,Not Seattle
1254,5,King,Not Seattle
1255,5,King,Not Seattle
1256,5,King,Not Seattle
1257,5,King,Not Seattle
1258,5,King,Not Seattle
1259,5,King,Not Seattle
1260,5,King,Not Seattle
1261,5,King,Not Seattle
1262,5,King,Not Seattle
1263,5,King,Not Seattle
1264,5,King,Not Seattle
1265,5,King,Not Seattle
1266,5,King,Not Seattle
1267,5,King,Not Seattle
1268,5,King,Not Seattle
1269,5,King,Not Seattle
1270,5,King,Not Seattle
1271,5,King,Not Seattle
1272,5,King,Not Seattle
1273,5,King,Not Seattle
1274,5,King,Not Seattle
1275,5,King,Not Seattle
1276,5,King,Not Seattle
1277,5,King,Not Seattle
1278,5,King,Not Seattle
1279,5,King,Not Seattle
1280,5,King,Not Seattle
1281,5,King,Not Seattle
1282,5,King,Not Seattle
1283,5,King,Not Seattle
1284,5,King,Not Seattle
1285,5,King,Not Seattle
1286,5,King,Not Seattle
1287,5,King,Not Seattle
1288,5,King,Not Seattle
1289,5,King,Not Seattle
1290,5,King,Not Seattle
1291,5,King,Not Seattle
1292,5,King,Not Seattle
1293,5,King,Not Seattle
1294,5,King,Not Seattle
1295,5,King,Not Seattle
1296,5,King,Not Seattle
1297,5,King,Not Seattle
1298,5,King,Not Seattle
1299,5,King,Not Seattle
1300,5,King,Not Seattle
1301,5,King,Not Seattle
1302,5,King,Not Seattle
1303,5,King,Not Seattle
1304,5,King,Not Seattle
1305,5,King,Not Seattle
1306,5,King,Not Seattle
1307,5,King,Not Seattle
1308,5,King,Not Seattle
1309,5,King,Not Seattle
1310,5,King,Not Seattle
1311,5,King,Not Seattle
1312,5,King,Not Seattle
1313,5,King,Not Seattle
1314,5,King,Not Seattle
1315,5,King,Not Seattle
1316,5,King,Not Seattle
1317,5,King,Not Seattle
1318,7,King,Not Seattle
1319,7,King,Not Seattle
1320,7,King,Not Seattle
1321,7,King,Not Seattle
1322,7,King,Not Seattle
1323,7,King,Not Seattle
1324,7,King,Not Seattle
1325,7,King,Not Seattle
1326,5,King,Not Seattle
1327,5,King,Not Seattle
1328,5,King,Not Seattle
1329,5,King,Not Seattle
1330,5,King,Not Seattle
1331,5,King,Not Seattle
1332,5,King,Not Seattle
1333,6,King,Not Seattle
1334,6,King,Not Seattle
1335,6,King,Not Seattle
1336,5,King,Not Seattle
1337,5,King,Not Seattle
1338,5,King,Not Seattle
1339,6,King,Not Seattle
1340,6,King,Not Seattle
1341,6,King,Not Seattle
1342,6,King,Not Seattle
1343,6,King,Not Seattle
1344,6,King,Not Seattle
1345,6,King,Not Seattle
1346,6,King,Not Seattle
1347,6,King,Not Seattle
1348,6,King,Not Seattle
1349,6,King,Not Seattle
1350,6,King,Not Seattle
1351,6,King,Not Seattle
1352,6,King,Not Seattle
1353,6,King,Not Seattle
1354,6,King,Not Seattle
1355,6,King,Not Seattle
1356,6,King,Not Seattle
1357,6,King,Not Seattle
1358,6,King,Not Seattle
1359,7,King,Not Seattle
1360,7,King,Not Seattle
1361,7,King,Not Seattle
1362,7,King,Not Seattle
1363,7,King,Not Seattle
1364,7,King,Not Seattle
1365,7,King,Not Seattle
1366,7,King,Not Seattle
1367,7,King,Not Seattle
1368,7,King,Not Seattle
1369,7,King,Not Seattle
1370,7,King,Not Seattle
1371,7,King,Not Seattle
1372,7,King,Not Seattle
1373,7,King,Not Seattle
1374,7,King,Not Seattle
1375,7,King,Not Seattle
1376,7,King,Not Seattle
1377,7,King,Not Seattle
1378,7,King,Not Seattle
1379,7,King,Not Seattle
1380,7,King,Not Seattle
1381,7,King,Not Seattle
1382,7,King,Not Seattle
1383,7,King,Not Seattle
1384,7,King,Not Seattle
1385,7,King,Not Seattle
1386,7,King,Not Seattle
1387,7,King,Not Seattle
1388,7,King,Not Seattle
1389,7,King,Not Seattle
1390,7,King,Not Seattle
1391,7,King,Not Seattle
1392,7,King,Not Seattle
1393,7,King,Not Seattle
1394,7,King,Not Seattle
1395,7,King,Not Seattle
1396,7,King,Not Seattle
1397,6,King,Not Seattle
1398,6,King,Not Seattle
1399,6,King,Not Seattle
1400,6,King,Not Seattle
1401,6,King,Not Seattle
1402,6,King,Not Seattle
1403,6,King,Not Seattle
1404,6,King,Not Seattle
1405,6,King,Not Seattle
1406,6,King,Not Seattle
1407,6,King,Not Seattle
1408,6,King,Not Seattle
1409,6,King,Not Seattle
1410,6,King,Not Seattle
1411,6,King,Not Seattle
1412,6,King,Not Seattle
1413,6,King,Not Seattle
1414,6,King,Not Seattle
1415,6,King,Not Seattle
1416,6,King,Not Seattle
1417,7,King,Not Seattle
1418,7,King,Not Seattle
1419,7,King,Not Seattle
1420,7,King,Not Seattle
1421,7,King,Not Seattle
1422,7,King,Not Seattle
1423,7,King,Not Seattle
1424,7,King,Not Seattle
1425,7,King,Not Seattle
1426,7,King,Not Seattle
1427,7,King,Not Seattle
1428,7,King,Not Seattle
1429,7,King,Not Seattle
1430,8,King,Not Seattle
1431,7,King,Not Seattle
1432,7,King,Not Seattle
1433,7,King,Not Seattle
1434,7,King,Not Seattle
1435,7,King,Not Seattle
1436,7,King,Not Seattle
1437,7,King,Not Seattle
1438,7,King,Not Seattle
1439,7,King,Not Seattle
1440,7,King,Not Seattle
1441,7,King,Not Seattle
1442,7,King,Not Seattle
1443,7,King,Not Seattle
1444,7,King,Not Seattle
1445,7,King,Not Seattle
1446,7,King,Not Seattle
1447,7,King,Not Seattle
1448,7,King,Not Seattle
1449,7,King,Not Seattle
1450,8,King,Not Seattle
1451,7,King,Not Seattle
1452,7,King,Not Seattle
1453,7,King,Not Seattle
1454,8,King,Not Seattle
1455,8,King,Not Seattle
1456,8,King,Not Seattle
1457,8,King,Not Seattle
1458,8,King,Not Seattle
1459,7,King,Not Seattle
1460,7,King,Not Seattle
1461,7,King,Not Seattle
1462,8,King,Not Seattle
1463,7,King,Not Seattle
1464,7,King,Not Seattle
1465,8,King,Not Seattle
1466,8,King,Not Seattle
1467,8,King,Not Seattle
1468,8,King,Not Seattle
1469,8,King,Not Seattle
1470,8,King,Not Seattle
1471,8,King,Not Seattle
1472,8,King,Not Seattle
1473,8,King,Not Seattle
1474,8,King,Not Seattle
1475,8,King,Not Seattle
1476,8,King,Not Seattle
1477,8,King,Not Seattle
1478,8,King,Not Seattle
1479,7,King,Not Seattle
1480,8,King,Not Seattle
1481,8,King,Not Seattle
1482,8,King,Not Seattle
1483,8,King,Not Seattle
1484,8,King,Not Seattle
1485,8,King,Not Seattle
1486,8,King,Not Seattle
1487,8,King,Not Seattle
1488,8,King,Not Seattle
1489,8,King,Not Seattle
1490,8,King,Not Seattle
1491,8,King,Not Seattle
1492,8,King,Not Seattle
1493,8,King,Not Seattle
1494,8,King,Not Seattle
1495,8,King,Not Seattle
1496,8,King,Not Seattle
1497,8,King,Not Seattle
1498,8,King,Not Seattle
1499,8,King,Not Seattle
1500,8,King,Not Seattle
1501,8,King,Not Seattle
1502,8,King,Not Seattle
1503,8,King,Not Seattle
1504,8,King,Not Seattle
1505,8,King,Not Seattle
1506,8,King,Not Seattle
1507,8,King,Not Seattle
1508,8,King,Not Seattle
1509,8,King,Not Seattle
1510,8,King,Not Seattle
1511,8,King,Not Seattle
1512,8,King,Not Seattle
1513,8,King,Not Seattle
1514,8,King,Not Seattle
1515,8,King,Not Seattle
1516,8,King,Not Seattle
1517,8,King,Not Seattle
1518,8,King,Not Seattle
1519,8,King,Not Seattle
1520,8,King,Not Seattle
1521,8,King,Not Seattle
1522,8,King,Not Seattle
1523,8,King,Not Seattle
1524,8,King,Not Seattle
1525,8,King,Not Seattle
1526,8,King,Not Seattle
1527,8,King,Not Seattle
1528,8,King,Not Seattle
1529,8,King,Not Seattle
1530,8,King,Not Seattle
1531,8,King,Not Seattle
1532,8,King,Not Seattle
1533,8,King,Not Seattle
1534,8,King,Not Seattle
1535,8,King,Not Seattle
1536,8,King,Not Seattle
1537,8,King,Not Seattle
1538,8,King,Not Seattle
1539,8,King,Not Seattle
1540,8,King,Not Seattle
1541,8,King,Not Seattle
1542,8,King,Not Seattle
1543,8,King,Not Seattle
1544,8,King,Not Seattle
1545,8,King,Not Seattle
1546,8,King,Not Seattle
1547,8,King,Not Seattle
1548,8,King,Not Seattle
1549,8,King,Not Seattle
1550,8,King,Not Seattle
1551,8,King,Not Seattle
1552,8,King,Not Seattle
1553,8,King,Not Seattle
1554,8,King,Not Seattle
1555,8,King,Not Seattle
1556,8,King,Not Seattle
1557,8,King,Not Seattle
1558,8,King,Not Seattle
1559,8,King,Not Seattle
1560,8,King,Not Seattle
1561,8,King,Not Seattle
1562,8,King,Not Seattle
1563,8,King,Not Seattle
1564,8,King,Not Seattle
1565,8,King,Not Seattle
1566,8,King,Not Seattle
1567,8,King,Not Seattle
1568,8,King,Not Seattle
1569,8,King,Not Seattle
1570,8,King,Not Seattle
1571,8,King,Not Seattle
1572,8,King,Not Seattle
1573,8,King,Not Seattle
1574,8,King,Not Seattle
1575,8,King,Not Seattle
1576,8,King,Not Seattle
1577,8,King,Not Seattle
1578,8,King,Not Seattle
1579,9,King,Not Seattle
1580,8,King,Not Seattle
1581,8,King,Not Seattle
1582,8,King,Not Seattle
1583,8,King,Not Seattle
1584,8,King,Not Seattle
1585,8,King,Not Seattle
1586,8,King,Not Seattle
1587,8,King,Not Seattle
1588,8,King,Not Seattle
1589,8,King,Not Seattle
1590,8,King,Not Seattle
1591,8,King,Not Seattle
1592,8,King,Not Seattle
1593,8,King,Not Seattle
1594,8,King,Not Seattle
1595,8,King,Not Seattle
1596,8,King,Not Seattle
1597,8,King,Not Seattle
1598,8,King,Not Seattle
1599,8,King,Not Seattle
1600,8,King,Not Seattle
1601,8,King,Not Seattle
1602,8,King,Not Seattle
1603,9,King,Not Seattle
1604,8,King,Not Seattle
1605,8,King,Not Seattle
1606,8,King,Not Seattle
1607,8,King,Not Seattle
1608,8,King,Not Seattle
1609,8,King,Not Seattle
1610,9,King,Not Seattle
1611,9,King,Not Seattle
1612,9,King,Not Seattle
1613,9,King,Not Seattle
1614,9,King,Not Seattle
1615,9,King,Not Seattle
1616,9,King,Not Seattle
1617,9,King,Not Seattle
1618,9,King,Not Seattle
1619,9,King,Not Seattle
1620,9,King,Not Seattle
1621,9,King,Not Seattle
1622,9,King,Not Seattle
1623,9,King,Not Seattle
1624,9,King,Not Seattle
1625,9,King,Not Seattle
1626,9,King,Not Seattle
1627,9,King,Not Seattle
1628,9,King,Not Seattle
1629,9,King,Not Seattle
1630,9,King,Not Seattle
1631,9,King,Not Seattle
1632,9,King,Not Seattle
1633,9,King,Not Seattle
1634,9,King,Not Seattle
1635,9,King,Not Seattle
1636,9,King,Not Seattle
1637,9,King,Not Seattle
1638,9,King,Not Seattle
1639,9,King,Not Seattle
1640,9,King,Not Seattle
1641,9,King,Not Seattle
1642,9,King,Not Seattle
1643,9,King,Not Seattle
1644,9,King,Not Seattle
1645,9,King,Not Seattle
1646,9,King,Not Seattle
1647,9,King,Not Seattle
1648,9,King,Not Seattle
1649,9,King,Not Seattle
1650,9,King,Not Seattle
1651,9,King,Not Seattle
1652,9,King,Not Seattle
1653,9,King,Not Seattle
1654,9,King,Not Seattle
1655,9,King,Not Seattle
1656,9,King,Not Seattle
1657,9,King,Not Seattle
1658,9,King,Not Seattle
1659,9,King,Not Seattle
1660,9,King,Not Seattle
1661,9,King,Not Seattle
1662,9,King,Not Seattle
1663,9,King,Not Seattle
1664,9,King,Not Seattle
1665,9,King,Not Seattle
1666,9,King,Not Seattle
1667,9,King,Not Seattle
1668,9,King,Not Seattle
1669,9,King,Not Seattle
1670,9,King,Not Seattle
1671,9,King,Not Seattle
1672,9,King,Not Seattle
1673,9,King,Not Seattle
1674,9,King,Not Seattle
1675,9,King,Not Seattle
1676,9,King,Not Seattle
1677,9,King,Not Seattle
1678,9,King,Not Seattle
1679,9,King,Not Seattle
1680,9,King,Not Seattle
1681,9,King,Not Seattle
1682,9,King,Not Seattle
1683,9,King,Not Seattle
1684,9,King,Not Seattle
1685,9,King,Not Seattle
1686,9,King,Not Seattle
1687,9,King,Not Seattle
1688,9,King,Not Seattle
1689,9,King,Not Seattle
1690,9,King,Not Seattle
1691,9,King,Not Seattle
1692,9,King,Not Seattle
1693,9,King,Not Seattle
1694,9,King,Not Seattle
1695,9,King,Not Seattle
1696,9,King,Not Seattle
1697,9,King,Not Seattle
1698,9,King,Not Seattle
1699,9,King,Not Seattle
1700,9,King,Not Seattle
1701,9,King,Not Seattle
1702,9,King,Not Seattle
1703,9,King,Not Seattle
1704,9,King,Not Seattle
1705,9,King,Not Seattle
1706,9,King,Not Seattle
1707,9,King,Not Seattle
1708,9,King,Not Seattle
1709,9,King,Not Seattle
1710,9,King,Not Seattle
1711,9,King,Not Seattle
1712,9,King,Not Seattle
1713,9,King,Not Seattle
1714,9,King,Not Seattle
1715,9,King,Not Seattle
1716,9,King,Not Seattle
1717,9,King,Not Seattle
1718,9,King,Not Seattle
1719,9,King,Not Seattle
1720,9,King,Not Seattle
1721,9,King,Not Seattle
1722,9,King,Not Seattle
1723,9,King,Not Seattle
1724,9,King,Not Seattle
1725,9,King,Not Seattle
1726,9,King,Not Seattle
1727,9,King,Not Seattle
1728,9,King,Not Seattle
1729,9,King,Not Seattle
1730,9,King,Not Seattle
1731,9,King,Not Seattle
1732,9,King,Not Seattle
1733,9,King,Not Seattle
1734,9,King,Not Seattle
1735,9,King,Not Seattle
1736,9,King,Not Seattle
1737,9,King,Not Seattle
1738,9,King,Not Seattle
1739,9,King,Not Seattle
1740,9,King,Not Seattle
1741,9,King,Not Seattle
1742,9,King,Not Seattle
1743,9,King,Not Seattle
1744,9,King,Not Seattle
1745,9,King,Not Seattle
1746,9,King,Not Seattle
1747,9,King,Not Seattle
1748,9,King,Not Seattle
1749,9,King,Not Seattle
1750,9,King,Not Seattle
1751,9,King,Not Seattle
1752,9,King,Not Seattle
1753,9,King,Not Seattle
1754,9,King,Not Seattle
1755,9,King,Not Seattle
1756,9,King,Not Seattle
1757,9,King,Not Seattle
1758,9,King,Not Seattle
1759,9,King,Not Seattle
1760,9,King,Not Seattle
1761,9,King,Not Seattle
1762,9,King,Not Seattle
1763,9,King,Not Seattle
1764,9,King,Not Seattle
1765,9,King,Not Seattle
1766,9,King,Not Seattle
1767,9,King,Not Seattle
1768,9,King,Not Seattle
1769,9,King,Not Seattle
1770,9,King,Not Seattle
1771,9,King,Not Seattle
1772,9,King,Not Seattle
1773,9,King,Not Seattle
1774,9,King,Not Seattle
1775,9,King,Not Seattle
1776,9,King,Not Seattle
1777,9,King,Not Seattle
1778,9,King,Not Seattle
1779,9,King,Not Seattle
1780,9,King,Not Seattle
1781,9,King,Not Seattle
1782,9,King,Not Seattle
1783,9,King,Not Seattle
1784,9,King,Not Seattle
1785,9,King,Not Seattle
1786,9,King,Not Seattle
1787,9,King,Not Seattle
1788,9,King,Not Seattle
1789,9,King,Not Seattle
1790,9,King,Not Seattle
1791,9,King,Not Seattle
1792,9,King,Not Seattle
1793,9,King,Not Seattle
1794,9,King,Not Seattle
1795,9,King,Not Seattle
1796,9,King,Not Seattle
1797,9,King,Not Seattle
1798,9,King,Not Seattle
1799,9,King,Not Seattle
1800,9,King,Not Seattle
1801,9,King,Not Seattle
1802,9,King,Not Seattle
1803,9,King,Not Seattle
1804,9,King,Not Seattle
1805,9,King,Not Seattle
1806,9,King,Not Seattle
1807,9,King,Not Seattle
1808,9,King,Not Seattle
1809,9,King,Not Seattle
1810,9,King,Not Seattle
1811,9,King,Not Seattle
1812,9,King,Not Seattle
1813,9,King,Not Seattle
1814,9,King,Not Seattle
1815,9,King,Not Seattle
1816,14,King,Not Seattle
1817,14,King,Not Seattle
1818,14,King,Not Seattle
1819,14,King,Not Seattle
1820,14,King,Not Seattle
1821,14,King,Not Seattle
1822,14,King,Not Seattle
1823,14,King,Not Seattle
1824,14,King,Not Seattle
1825,14,King,Not Seattle
1826,14,King,Not Seattle
1827,14,King,Not Seattle
1828,14,King,Not Seattle
1829,14,King,Not Seattle
1830,14,King,Not Seattle
1831,14,King,Not Seattle
1832,14,King,Not Seattle
1833,14,King,Not Seattle
1834,14,King,Not Seattle
1835,14,King,Not Seattle
1836,14,King,Not Seattle
1837,14,King,Not Seattle
1838,14,King,Not Seattle
1839,14,King,Not Seattle
1840,14,King,Not Seattle
1841,14,King,Not Seattle
1842,14,King,Not Seattle
1843,14,King,Not Seattle
1844,14,King,Not Seattle
1845,14,King,Not Seattle
1846,14,King,Not Seattle
1847,14,King,Not Seattle
1848,14,King,Not Seattle
1849,14,King,Not Seattle
1850,14,King,Not Seattle
1851,14,King,Not Seattle
1852,14,King,Not Seattle
1853,14,King,Not Seattle
1854,14,King,Not Seattle
1855,14,King,Not Seattle
1856,14,King,Not Seattle
1857,14,King,Not Seattle
1858,14,King,Not Seattle
1859,14,King,Not Seattle
1860,14,King,Not Seattle
1861,14,King,Not Seattle
1862,14,King,Not Seattle
1863,14,King,Not Seattle
1864,14,King,Not Seattle
1865,14,King,Not Seattle
1866,14,King,Not Seattle
1867,14,King,Not Seattle
1868,14,King,Not Seattle
1869,14,King,Not Seattle
1870,14,King,Not Seattle
1871,14,King,Not Seattle
1872,14,King,Not Seattle
1873,14,King,Not Seattle
1874,14,King,Not Seattle
1875,14,King,Not Seattle
1876,14,King,Not Seattle
1877,14,King,Not Seattle
1878,14,King,Not Seattle
1879,14,King,Not Seattle
1880,14,King,Not Seattle
1881,14,King,Not Seattle
1882,14,King,Not Seattle
1883,9,King,Not Seattle
1884,9,King,Not Seattle
1885,9,King,Not Seattle
1886,9,King,Not Seattle
1887,9,King,Not Seattle
1888,9,King,Not Seattle
1889,9,King,Not Seattle
1890,9,King,Not Seattle
1891,9,King,Not Seattle
1892,9,King,Not Seattle
1893,9,King,Not Seattle
1894,9,King,Not Seattle
1895,9,King,Not Seattle
1896,9,King,Not Seattle
1897,9,King,Not Seattle
1898,9,King,Not Seattle
1899,9,King,Not Seattle
1900,9,King,Not Seattle
1901,9,King,Not Seattle
1902,9,King,Not Seattle
1903,9,King,Not Seattle
1904,9,King,Not Seattle
1905,9,King,Not Seattle
1906,9,King,Not Seattle
1907,9,King,Not Seattle
1908,9,King,Not Seattle
1909,9,King,Not Seattle
1910,9,King,Not Seattle
1911,9,King,Not Seattle
1912,9,King,Not Seattle
1913,9,King,Not Seattle
1914,9,King,Not Seattle
1915,9,King,Not Seattle
1916,9,King,Not Seattle
1917,9,King,Not Seattle
1918,9,King,Not Seattle
1919,9,King,Not Seattle
1920,9,King,Not Seattle
1921,9,King,Not Seattle
1922,9,King,Not Seattle
1923,9,King,Not Seattle
1924,9,King,Not Seattle
1925,9,King,Not Seattle
1926,9,King,Not Seattle
1927,9,King,Not Seattle
1928,9,King,Not Seattle
1929,9,King,Not Seattle
1930,9,King,Not Seattle
1931,9,King,Not Seattle
1932,9,King,Not Seattle
1933,7,King,Not Seattle
1934,7,King,Not Seattle
1935,7,King,Not Seattle
1936,7,King,Not Seattle
1937,7,King,Not Seattle
1938,7,King,Not Seattle
1939,7,King,Not Seattle
1940,7,King,Not Seattle
1941,7,King,Not Seattle
1942,7,King,Not Seattle
1943,7,King,Not Seattle
1944,7,King,Not Seattle
1945,7,King,Not Seattle
1946,9,King,Not Seattle
1947,7,King,Not Seattle
1948,7,King,Not Seattle
1949,7,King,Not Seattle
1950,7,King,Not Seattle
1951,7,King,Not Seattle
1952,7,King,Not Seattle
1953,7,King,Not Seattle
1954,7,King,Not Seattle
1955,7,King,Not Seattle
1956,7,King,Not Seattle
1957,7,King,Not Seattle
1958,7,King,Not Seattle
1959,7,King,Not Seattle
1960,7,King,Not Seattle
1961,7,King,Not Seattle
1962,7,King,Not Seattle
1963,7,King,Not Seattle
1964,7,King,Not Seattle
1965,7,King,Not Seattle
1966,7,King,Not Seattle
1967,7,King,Not Seattle
1968,7,King,Not Seattle
1969,7,King,Not Seattle
1970,7,King,Not Seattle
1971,7,King,Not Seattle
1972,7,King,Not Seattle
1973,7,King,Not Seattle
1974,7,King,Not Seattle
1975,7,King,Not Seattle
1976,7,King,Not Seattle
1977,7,King,Not Seattle
1978,7,King,Not Seattle
1979,7,King,Not Seattle
1980,7,King,Not Seattle
1981,7,King,Not Seattle
1982,7,King,Not Seattle
1983,7,King,Not Seattle
1984,7,King,Not Seattle
1985,7,King,Not Seattle
1986,9,King,Not Seattle
1987,7,King,Not Seattle
1988,7,King,Not Seattle
1989,7,King,Not Seattle
1990,9,King,Not Seattle
1991,7,King,Not Seattle
1992,9,King,Not Seattle
1993,9,King,Not Seattle
1994,9,King,Not Seattle
1995,9,King,Not Seattle
1996,7,King,Not Seattle
1997,7,King,Not Seattle
1998,7,King,Not Seattle
1999,7,King,Not Seattle
2000,7,King,Not Seattle
2001,7,King,Not Seattle
2002,7,King,Not Seattle
2003,7,King,Not Seattle
2004,5,King,Not Seattle
2005,5,King,Not Seattle
2006,5,King,Not Seattle
2007,5,King,Not Seattle
2008,5,King,Not Seattle
2009,5,King,Not Seattle
2010,5,King,Not Seattle
2011,5,King,Not Seattle
2012,5,King,Not Seattle
2013,5,King,Not Seattle
2014,5,King,Not Seattle
2015,5,King,Not Seattle
2016,5,King,Not Seattle
2017,5,King,Not Seattle
2018,5,King,Not Seattle
2019,5,King,Not Seattle
2020,5,King,Not Seattle
2021,5,King,Not Seattle
2022,5,King,Not Seattle
2023,5,King,Not Seattle
2024,5,King,Not Seattle
2025,5,King,Not Seattle
2026,5,King,Not Seattle
2027,5,King,Not Seattle
2028,5,King,Not Seattle
2029,5,King,Not Seattle
2030,5,King,Not Seattle
2031,5,King,Not Seattle
2032,5,King,Not Seattle
2033,5,King,Not Seattle
2034,5,King,Not Seattle
2035,5,King,Not Seattle
2036,5,King,Not Seattle
2037,5,King,Not Seattle
2038,5,King,Not Seattle
2039,5,King,Not Seattle
2040,5,King,Not Seattle
2041,5,King,Not Seattle
2042,5,King,Not Seattle
2043,5,King,Not Seattle
2044,5,King,Not Seattle
2045,5,King,Not Seattle
2046,5,King,Not Seattle
2047,5,King,Not Seattle
2048,5,King,Not Seattle
2049,5,King,Not Seattle
2050,5,King,Not Seattle
2051,5,King,Not Seattle
2052,5,King,Not Seattle
2053,5,King,Not Seattle
2054,5,King,Not Seattle
2055,5,King,Not Seattle
2056,5,King,Not Seattle
2057,5,King,Not Seattle
2058,5,King,Not Seattle
2059,5,King,Not Seattle
2060,4,King,Not Seattle
2061,5,King,Not Seattle
2062,5,King,Not Seattle
2063,5,King,Not Seattle
2064,5,King,Not Seattle
2065,5,King,Not Seattle
2066,5,King,Not Seattle
2067,5,King,Not Seattle
2068,5,King,Not Seattle
2069,5,King,Not Seattle
2070,5,King,Not Seattle
2071,5,King,Not Seattle
2072,5,King,Not Seattle
2073,5,King,Not Seattle
2074,5,King,Not Seattle
2075,5,King,Not Seattle
2076,5,King,Not Seattle
2077,5,King,Not Seattle
2078,5,King,Not Seattle
2079,5,King,Not Seattle
2080,5,King,Not Seattle
2081,5,King,Not Seattle
2082,10,King,Not Seattle
2083,10,King,Not Seattle
2084,10,King,Not Seattle
2085,10,King,Not Seattle
2086,10,King,Not Seattle
2087,10,King,Not Seattle
2088,10,King,Not Seattle
2089,18,Snohomish,Not Seattle
2090,18,Snohomish,Not Seattle
2091,18,Snohomish,Not Seattle
2092,18,Snohomish,Not Seattle
2093,18,Snohomish,Not Seattle
2094,18,Snohomish,Not Seattle
2095,18,Snohomish,Not Seattle
2096,18,Snohomish,Not Seattle
2097,18,Snohomish,Not Seattle
2098,18,Snohomish,Not Seattle
2099,18,Snohomish,Not Seattle
2100,18,Snohomish,Not Seattle
2101,18,Snohomish,Not Seattle
2102,18,Snohomish,Not Seattle
2103,18,Snohomish,Not Seattle
2104,18,Snohomish,Not Seattle
2105,18,Snohomish,Not Seattle
2106,18,Snohomish,Not Seattle
2107,18,Snohomish,Not Seattle
2108,18,Snohomish,Not Seattle
2109,18,Snohomish,Not Seattle
2110,18,Snohomish,Not Seattle
2111,18,Snohomish,Not Seattle
2112,18,Snohomish,Not Seattle
2113,18,Snohomish,Not Seattle
2114,18,Snohomish,Not Seattle
2115,18,Snohomish,Not Seattle
2116,18,Snohomish,Not Seattle
2117,18,Snohomish,Not Seattle
2118,18,Snohomish,Not Seattle
2119,18,Snohomish,Not Seattle
2120,18,Snohomish,Not Seattle
2121,18,Snohomish,Not Seattle
2122,18,Snohomish,Not Seattle
2123,18,Snohomish,Not Seattle
2124,18,Snohomish,Not Seattle
2125,18,Snohomish,Not Seattle
2126,18,Snohomish,Not Seattle
2127,18,Snohomish,Not Seattle
2128,18,Snohomish,Not Seattle
2129,18,Snohomish,Not Seattle
2130,18,Snohomish,Not Seattle
2131,18,Snohomish,Not Seattle
2132,18,Snohomish,Not Seattle
2133,18,Snohomish,Not Seattle
2134,18,Snohomish,Not Seattle
2135,18,Snohomish,Not Seattle
2136,18,Snohomish,Not Seattle
2137,18,Snohomish,Not Seattle
2138,18,Snohomish,Not Seattle
2139,18,Snohomish,Not Seattle
2140,18,Snohomish,Not Seattle
2141,18,Snohomish,Not Seattle
2142,18,Snohomish,Not Seattle
2143,18,Snohomish,Not Seattle
2144,18,Snohomish,Not Seattle
2145,18,Snohomish,Not Seattle
2146,18,Snohomish,Not Seattle
2147,18,Snohomish,Not Seattle
2148,18,Snohomish,Not Seattle
2149,18,Snohomish,Not Seattle
2150,18,Snohomish,Not Seattle
2151,18,Snohomish,Not Seattle
2152,18,Snohomish,Not Seattle
2153,18,Snohomish,Not Seattle
2154,18,Snohomish,Not Seattle
2155,18,Snohomish,Not Seattle
2156,18,Snohomish,Not Seattle
2157,18,Snohomish,Not Seattle
2158,18,Snohomish,Not Seattle
2159,18,Snohomish,Not Seattle
2160,18,Snohomish,Not Seattle
2161,18,Snohomish,Not Seattle
2162,18,Snohomish,Not Seattle
2163,18,Snohomish,Not Seattle
