coefficient_name,value,constrain
coef_cars1_auto_time_saving_per_worker,1.493375582,F
coef_cars1_drivers_1_calib,0.0,T
coef_cars1_drivers_2,-0.6772535291840561,F
coef_cars1_drivers_3,0.0,T
coef_cars1_drivers_4_up,0.0,T
coef_cars1_hh_income_0_24k,-1.7816426662065525,F
coef_cars1_hh_income_24_43k,-1.2197479450144333,F
coef_cars1_hh_income_43_82k,-0.6884116577074316,F
coef_cars1_hh_income_82_135k,-0.30257085287110974,F
coef_cars1_num_workers_clip_3,0.2829448986651532,F
coef_cars1_persons_16_17,0.0,T
coef_cars1_persons_18_24,-0.6486245487857973,F
coef_cars1_persons_25_34,-0.3442634128075042,F
coef_cars1_presence_children_0_4,0.5701941287587056,F
coef_cars1_presence_children_5_17,0.0,T
coef_cars1_retail_non_motor,0.0,T
coef_cars1_retail_transit,0.0,T
coef_cars1_univ_GQ,-3.562778707,F
coef_cars2_auto_time_saving_per_worker,1.284908912,F
coef_cars2_drivers_1_calib,0.0,T
coef_cars2_drivers_2,1.8562182958267508,F
coef_cars2_drivers_3,1.9203862127542086,F
coef_cars2_drivers_4_up,2.4424114608341303,F
coef_cars2_hh_income_0_24k,-3.0311306814133796,F
coef_cars2_hh_income_24_43k,-2.086797287584455,F
coef_cars2_hh_income_43_82k,-1.4540762371795772,F
coef_cars2_hh_income_82_135k,-0.5596473804872566,F
coef_cars2_num_workers_clip_3,0.7882224931491678,F
coef_cars2_persons_16_17,0.0,T
coef_cars2_persons_18_24,-1.0230580336358814,F
coef_cars2_persons_25_34,-0.7218689673424039,F
coef_cars2_presence_children_0_4,0.7754482817331639,F
coef_cars2_presence_children_5_17,0.0,T
coef_cars2_retail_non_motor,0.0,T
coef_cars2_retail_transit,0.0,T
coef_cars3_auto_time_saving_per_worker,1.245178975,F
coef_cars3_drivers_1_calib,0.0,T
coef_cars3_drivers_2,1.6842686802469813,F
coef_cars3_drivers_3,4.042912687642117,F
coef_cars3_drivers_4_up,3.95265153196916,F
coef_cars3_hh_income_0_24k,-3.4828583092714362,F
coef_cars3_hh_income_24_43k,-2.680401002247295,F
coef_cars3_hh_income_43_82k,-1.8923889988651164,F
coef_cars3_hh_income_82_135k,-0.6204510117475998,F
coef_cars3_num_workers_clip_3,1.0481909198669415,F
coef_cars3_retail_non_motor,0.0,T
coef_cars3_retail_transit,0.0,T
coef_cars34_persons_16_17,0.0,T
coef_cars34_persons_18_24,-1.3972820454451678,F
coef_cars34_persons_25_34,-0.9614965159109595,F
coef_cars34_presence_children_0_4,0.0,T
coef_cars34_presence_children_5_17,0.0,T
coef_cars4_auto_time_saving_per_worker,1.675526609,F
coef_cars4_drivers_1_calib,0.0,T
coef_cars4_drivers_2,1.4663663900565083,F
coef_cars4_drivers_3,4.060511791745777,F
coef_cars4_drivers_4_up,6.096367930575563,F
coef_cars4_hh_income_0_24k,-3.611959793775151,F
coef_cars4_hh_income_24_43k,-2.3049424555756106,F
coef_cars4_hh_income_43_82k,-1.2539719996666787,F
coef_cars4_hh_income_82_135k,0.0,T
coef_cars4_num_workers_clip_3,1.0928014535305126,F
coef_cars4_retail_non_motor,0.0,T
coef_cars4_retail_transit,0.0,T
coef_unavailable,-999.0,F
coef_cars1_asc,12.290687162996722,F
coef_cars2_asc,15.119741375995979,F
coef_cars3_asc,16.05997238057421,F
coef_cars4_asc,15.046827271908832,F
coef_cars1_transit_score,-0.036943317,F
coef_cars2_transit_score,-0.036943317,F
coef_cars3_transit_score,-0.036943317,F
coef_cars4_transit_score,-0.036943317,F
coef_cars1_buff_density,-0.036943317,F
coef_cars2_buff_density,-0.036943317,F
coef_cars3_buff_density,-0.036943317,F
coef_cars4_buff_density,-0.036943317,F
coef_cars1_res_density,-0.21365232062154804,F
coef_cars2_res_density,-0.7091704271884591,F
coef_cars3_res_density,-1.0701015227156074,F
coef_cars4_res_density,-1.1478598835067189,F
coef_cars1_emp_density,-0.21640513978137102,F
coef_cars2_emp_density,-0.3473168304509376,F
coef_cars3_emp_density,-0.438082126143777,F
coef_cars4_emp_density,-0.5029719334987572,F
coef_nonmand_logsum_zero_auto,0.5493973203749793,F
coef_nonmand_logsum_auto_def_driver,0.21896573630191193,F
coef_nonmand_logsum_auto_suff_driver,0.13779894715214777,F
coef_nonmand_logsum_auto_def_worker,0.0,T
coef_nonmand_logsum_auto_suff_worker,0.0,T
