periods_left_min,periods_left_max,outbound,tour_purpose_grouped,half_tour_stops_remaining_grouped,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,All
2,2,True,mand,1,0.7543411760839549,0.24565882391604532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,True,non_mand,0,0.4223631264993204,0.5319907465562926,0.045646126944387876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,True,non_mand,1,0.5603336083414839,0.4239043740646696,0.015762017593836816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,True,mand,0,0.5801175110480543,0.4038727653475003,0.016009723604444845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,True,mand,1,0.6725469949347193,0.3153155156554944,0.012137489409786923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,True,non_mand,0,0.39340995747873037,0.478215104698962,0.12368713279646273,0.004284597042159573,0.00040320798367506305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,True,non_mand,1,0.49024565521041946,0.4596841047040361,0.04936857189879488,0.0007016681867432821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,True,mand,0,0.5718657318427466,0.36837845318641826,0.051093705991548236,0.008127157429091978,0.0005349515501966713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,True,mand,1,0.6296753238990905,0.3281954548110806,0.04212922128982845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,True,non_mand,0,0.35720969056297264,0.42116446430060467,0.18674645357357916,0.02920776645410448,0.005671625108737307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,True,non_mand,1,0.4336641930820725,0.47445201057075187,0.08877735931285789,0.0031064370343186136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,True,mand,0,0.5468891551867058,0.353617793371313,0.07458626934038926,0.02377161793441054,0.0011351641671832509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,True,mand,1,0.4366165246183251,0.43337432741365284,0.1093034843372862,0.020705663630734797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,True,non_mand,0,0.29820587034240215,0.4844726870783126,0.11375801956196245,0.06555166699017759,0.032749276671518494,0.005262479355629152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,True,non_mand,1,0.4057216088081508,0.4592317699800898,0.11735933073297462,0.014796337100959941,0.002890953377828083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,True,mand,0,0.43729713506610035,0.4269973686189538,0.08711076124970343,0.02599209832269856,0.015688672183456907,0.0069139645590882235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,True,mand,1,0.4588912357113816,0.3259831162658231,0.20079646169700174,0.010104515152961248,0.0002281929673798234,0.003996478205451871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,True,non_mand,0,0.31967158473599194,0.35897404423134177,0.18684236191520845,0.08572455077050511,0.03217632605240851,0.011512443490279035,0.005098688804263986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,True,non_mand,1,0.35464343290780187,0.4907388760901529,0.11845093144988106,0.02836003517664411,0.0029642000175801736,0.004521668415037198,0.0003208559429050173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,True,mand,0,0.5476465354472996,0.34151815532729046,0.0629250892102394,0.016217630004294326,0.0254181130608133,0.006274476950064123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,True,mand,1,0.563647463314886,0.2762347109467384,0.11397667120501566,0.022802150419635573,0.008474211092710059,0.014864793021014113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,True,non_mand,0,0.4259905037702827,0.3407837518796888,0.08122432659027415,0.06518758861673987,0.05021353949472077,0.02460364803877345,0.0113260934920469,0.0006705481174731079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,True,non_mand,1,0.3308305255833332,0.47608202288394286,0.15059259406085698,0.02223954072124316,0.017916574606537616,0.002338742144085755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,True,mand,0,0.6250555481453636,0.2747943336456812,0.04819942021854765,0.019156175522199705,0.010585093275265238,0.0024936285510799294,0.000820640090909414,0.01889516055095651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,True,mand,1,0.4182272960227564,0.3406852382259319,0.19100483613300365,0.030908782645012605,0.008264448422261064,0.009601068681140305,0.0013083298698940103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,True,non_mand,0,0.414599310361132,0.29025837295543,0.15406118601080435,0.062188255517011376,0.04212165174891021,0.020742434379734012,0.010069817262841814,0.004690743544596568,0.0012682282195372228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,True,non_mand,1,0.31817094882626673,0.4288931217315158,0.11612040225592629,0.0869850793626619,0.036590095189108815,0.01324035263451994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,True,mand,0,0.6981316264026588,0.21122588997276528,0.059214042557773516,0.016047942129736578,0.0045558487488027025,0.0064811783669784465,0.004343471821283468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,True,mand,1,0.48498650858520415,0.3649989234075003,0.0824881723692915,0.029782707676189474,0.02059669271463517,0.016921035449748423,0.0002259597974320285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,True,non_mand,0,0.47354502672831456,0.3252409543333881,0.0964826316266616,0.0376303607829218,0.03013461760003304,0.0048156046333005095,0.011579349052480384,0.008582258721493374,0.0006317876997742974,0.0020749765610633074,0.009282432260568567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,True,non_mand,1,0.39860561275126116,0.3140823630386638,0.1376805364638808,0.08702717856349469,0.03755270090813145,0.0054479788597407985,0.019436526664043614,0.0,0.00016710275078286567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,True,mand,0,0.625992599914895,0.3052562779684833,0.037420429091445495,0.010966296996488382,0.003750524393938196,0.012504365139322644,0.002053370950138513,0.00039670501806734034,0.001280065395780526,0.00037936513143538726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,True,mand,1,0.6139272527376971,0.26715671992941215,0.03094194527954758,0.060293769077054866,0.01385886647952834,0.010087719164637295,0.0012462800239618345,0.0,0.0024874473081606474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,True,non_mand,0,0.36839692695340714,0.4214351764716644,0.08634318724476972,0.031880713061130696,0.04272070931721959,0.01958240544256156,0.02106082779039279,0.0,0.0018751413239071568,0.004066947675367683,0.0026379647195788644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,True,non_mand,1,0.3540237368116553,0.40902383879088855,0.11178210829511584,0.06681363334327618,0.04540153305895837,0.009592810237791296,0.003362339462314849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,True,mand,0,0.5067956011919886,0.3500661489779388,0.08240826283249746,0.026789940461047927,0.013285604856647178,0.007514678303047499,0.005577547977761282,0.004069754205384878,0.0,0.0010230728552063975,0.002469388338480218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,True,mand,1,0.46254124263256735,0.39851228216316154,0.0785476471629704,0.02678796459542955,0.02611626428485854,0.0018454529985149986,0.0027524906993256723,0.0020236759787770077,0.0008729794843952302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,12,True,non_mand,0,0.4154202560884741,0.35573417472306923,0.05097603482080804,0.05613428783162369,0.02924046827849302,0.021448256011328413,0.005739493939463094,0.02491990592142275,0.02240711820880073,0.0003357285204822062,0.0176442756560357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,12,True,non_mand,1,0.3312144950305851,0.42317763094879307,0.12786439489147522,0.07964312525432118,0.017981771785888005,0.015895323119785365,0.0018248463613876555,0.0023984126077641623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,12,True,mand,0,0.4475761320377685,0.4128871332312799,0.08569193350732349,0.010494638102801435,0.025845697777436363,0.004675873736060373,0.005735080321975497,0.0006276013228599073,0.0037231213833390543,0.0027427885791562385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,12,True,mand,1,0.47064598907005817,0.3328491285576379,0.08933129239544041,0.046446380494262925,0.012000124385229488,0.014041769846862473,0.007707403367108904,0.01726905459560383,0.009708857287797235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,23,True,non_mand,0,0.26951352908390713,0.24675368621094462,0.24183277424044425,0.05649343025632959,0.04851914411410329,0.031198910570441055,0.06005185149730595,0.0,0.0,0.002819569899338873,0.030303193343611434,0.0015515446487793971,0.008929704262487388,0.0020326618723073165,0.0,0.0,0.0,0.0,1.0
13,23,True,non_mand,1,0.3114488554461085,0.36902027259929626,0.13488852566907325,0.06448840964549349,0.04619597148563681,0.017257253024597425,0.014862278957913692,0.02165050602895052,0.015443749509282172,0.0023427288670950083,0.0,0.0024014487665529756,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,23,True,mand,0,0.3904392525845408,0.3780928525252011,0.11566977450631165,0.026596850031534544,0.01874463618022869,0.01044149488244074,0.007869159208473272,0.011097696735871314,0.017339651110726766,0.017376976330550895,0.0031530864935252374,0.002133764935688772,0.0010448044749068247,0.0,0.0,0.0,0.0,0.0,1.0
13,23,True,mand,1,0.3373672547688395,0.2826107918212203,0.14333334786760166,0.09716394380243576,0.045507221669496674,0.04330662291981866,0.01549148540394382,0.009067106352411949,0.000350471766625966,0.0,0.003104821548552736,0.0,0.0,0.022696932079051657,0.0,0.0,0.0,0.0,1.0
0,0,False,non_mand,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,non_mand,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,mand,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,False,mand,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,non_mand,0,0.2605217311397226,0.7394782688602459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,non_mand,1,0.5718640349583732,0.4281359650416431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,mand,0,0.3005633852309037,0.6994366147690954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,False,mand,1,0.6347861502975127,0.3652138497024861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,non_mand,0,0.0101219440323286,0.3570728961950443,0.6328051597726202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,non_mand,1,0.17218250743741673,0.6898368774357081,0.13798061512687698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,mand,0,0.01117499505275675,0.38088944337636627,0.6079355615708903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,False,mand,1,0.29828673492967195,0.5601125724549993,0.1416006926153277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,non_mand,0,0.0025390738619416584,0.023316787432482212,0.41852722895130684,0.5556169097542984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,non_mand,1,0.1104433026465721,0.3976236992856354,0.43049668859983364,0.06143630946799842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,mand,0,0.0005702701325374737,0.01611641438146988,0.34381012557833357,0.6395031899076616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,False,mand,1,0.181481248599906,0.36530205387000536,0.35470712159356255,0.09850957593652228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,non_mand,0,0.008503620981045953,0.016550783526665135,0.04647538906972601,0.4340812743698233,0.4943889320527411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,non_mand,1,0.08247693357309908,0.27593042066239165,0.340178621695862,0.2540691323675615,0.04734489170108684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,mand,0,0.002001057847720513,0.001001900775852268,0.015458435402770223,0.2970981670744469,0.6844404388992116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,False,mand,1,0.14107619093357934,0.2289297990259344,0.2509043179150137,0.2816465649960437,0.09744312712942275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,non_mand,0,0.004286169823540604,0.002280673147227124,0.023325494569212925,0.07156728883823474,0.3920183257538747,0.5065220478678993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,non_mand,1,0.07842682895148888,0.21752652176578802,0.268995442199754,0.210342597475212,0.18544033624610368,0.03926827336164555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,mand,0,0.002663165977513303,0.0026268093834706826,0.0044167507779,0.01797593424313155,0.36170137985236644,0.6106159597656194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,5,False,mand,1,0.1270243449840687,0.15665162426195403,0.14262725900536075,0.18015925870044866,0.30978662747712665,0.0837508855710333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,non_mand,0,0.014641296498511966,0.0023128514068954387,0.0016638726475286451,0.019364767404291626,0.08316741828010442,0.4788688052543058,0.39998098850836483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,non_mand,1,0.092266152778246,0.2074231559609861,0.19247387995132453,0.19970416968763324,0.1511547425675089,0.13033653362915873,0.026641365425138536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,mand,0,0.0021114685400164075,0.003099596013357446,0.0017124303805187428,0.0006083000185401092,0.023933289531107505,0.3424876236474349,0.6260472918690175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,False,mand,1,0.07861778980868525,0.12428471982556684,0.09740736583909156,0.1274727157803237,0.17313321127953402,0.28555205452151206,0.11353214294528054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,non_mand,0,0.0015327223069930773,0.009009808249996006,0.002981753845396815,0.0016795773372526893,0.008224138836158322,0.08278493596367452,0.37692199211348065,0.5168650713470497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,non_mand,1,0.11655256605552464,0.15366949750903605,0.14878819876927626,0.17067287962985958,0.13130406433281025,0.11457786173072425,0.1232466400851807,0.04118829188759147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,mand,0,0.00010515471715104713,0.0011099615824061075,0.00011060320374029843,0.00029651142600019005,0.000885867918808003,0.010739027244314817,0.17350147316325143,0.8132514007443284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,7,False,mand,1,0.055060031865350995,0.07941050632915955,0.056457771817589555,0.09010869640325,0.11334764172883939,0.1729337543885829,0.29628898662548464,0.1363926108417371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,non_mand,0,0.008995163560566047,0.003287328937781618,0.0006928132556422365,0.0030439788926786286,0.008429712658462617,0.009878180933922084,0.06792103898052267,0.3457310034587475,0.5520207793216765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,non_mand,1,0.057904698097759916,0.12730466509557642,0.11177056137537818,0.13689229819271378,0.12913106191181548,0.10343486579921024,0.08049358653287514,0.20399316099333423,0.04907510200133886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,mand,0,0.0032304715540716527,0.0010129525311596522,0.00014018662019419796,0.0,0.00020183341154887064,0.0011630400786329666,0.004685312545025996,0.32525860706476384,0.6643075961946119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,False,mand,1,0.0132765626494688,0.029037088940594293,0.031973062425282,0.04787457982845042,0.056610270925853814,0.09874628478649446,0.1507329221590696,0.37110136297013246,0.20064786531464812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,False,non_mand,0,0.0034536102765930026,0.012013192806398967,0.0,0.0,0.001740245323500538,0.003082452853872251,0.014916324277595322,0.038773527510108145,0.31304437672222635,0.6129762702297048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,False,non_mand,1,0.049727585979246904,0.07454123987748676,0.10301257247028808,0.10088365017251602,0.1191631951929066,0.15376992810170972,0.09159003019915733,0.09063577896813944,0.1458185261405889,0.07085749289796056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,False,mand,0,0.00035694846416587566,0.0016068453862524137,0.0,1.4972761224797196e-05,0.00011214964688196663,0.0002462511135504251,0.0031759217577215664,0.011443887482900508,0.31415376390567484,0.6688892594816428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,9,False,mand,1,0.004455465299904945,0.012613966912414057,0.01720713671572234,0.02037255635569629,0.03817139482511547,0.03619689303023697,0.05622241333103459,0.20836041681152442,0.41915123804528825,0.18724851867305609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,False,non_mand,0,0.011666538829816742,0.003815886339814395,0.0,0.0007867437189614668,0.00026685026413714066,0.002942973143504009,0.0013809077834688204,0.008397757531823489,0.017278285178853336,0.4136147101762317,0.5398493470333892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,False,non_mand,1,0.030285166451313923,0.08742430621827217,0.07195688639207427,0.07266521609898766,0.08545273877860247,0.09410909895187265,0.029912325714472,0.08966844527952839,0.1360917497660353,0.2457546701138066,0.056679396235035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,False,mand,0,8.92964956200828e-05,0.001496580398654985,1.4983772897700023e-05,0.0,0.0,0.0,0.0,0.0008599109431290976,0.01765129443570079,0.4972457994947209,0.48264213445929693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,10,False,mand,1,0.0006105878193282542,0.005251481273500988,0.0054886681215907274,0.020153880615519437,0.018224641768236752,0.027769418704129346,0.03447846157971724,0.08718107362357638,0.1752691490670278,0.5155036140444831,0.11006902338288899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,False,non_mand,0,0.00500741360050196,0.0,0.0,0.0009177472644285551,0.0007263849469371437,0.017757804234512804,0.0006351670237497406,0.004550861093603543,0.001353047138576706,0.06264362905905838,0.5492502477914295,0.35715769784719964,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,False,non_mand,1,0.0454759758699925,0.06528809664875174,0.01981492135806683,0.06397369133837327,0.10013764050018005,0.12888063366242683,0.09497530683843468,0.06361636360040956,0.05778344962518687,0.1379797703159087,0.19029117731183767,0.03178297293043226,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,False,mand,0,0.0015777018927996768,0.0004066248753056621,4.704530562455043e-05,0.0024353901370901686,6.133179039306092e-05,0.00017949395493657626,0.0,0.0005029551756896056,0.0028732357740022525,0.06714079208055766,0.6132080821819849,0.3115673468316206,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,11,False,mand,1,0.0010335453187253398,0.0031275979043550116,0.005453780264620534,0.011663985368391453,0.020957204570692833,0.021270102335151395,0.025277583365836832,0.07239472615798775,0.15472760781447556,0.3026412537175075,0.3523677128681609,0.02908490031408918,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,12,False,non_mand,0,0.009454936699040269,0.0,0.0,0.0032559070849691738,0.001096907866825027,0.0012135690818743587,0.0,0.002127187554960472,0.01049473264514544,0.00876548539947967,0.10411334806469913,0.4635059727175095,0.39597195288549775,0.0,0.0,0.0,0.0,0.0,1.0
12,12,False,non_mand,1,0.024809307358377105,0.012954211018601986,0.058461128902228765,0.056940764410840936,0.05888672965476632,0.0826758107360036,0.0765792074903776,0.09935104348433339,0.05504453184670839,0.1620299062552418,0.142556538250101,0.13582577939112325,0.03388504120129622,0.0,0.0,0.0,0.0,0.0,1.0
12,12,False,mand,0,0.0,0.0006216801507593511,0.0004673868762228091,0.00044400208307946706,0.0,0.0,4.828911665231458e-05,0.0007982929279955756,0.0015480316356374876,0.00228022597068174,0.1609900768748869,0.5791312874601191,0.25367072690396275,0.0,0.0,0.0,0.0,0.0,1.0
12,12,False,mand,1,0.0004622151775468184,0.0004819747322081405,0.0068225129350365935,0.0033397050583278505,0.006000990670532359,0.025860423995222245,0.01994464009337094,0.05922537681806071,0.0967722722869336,0.2232916386851223,0.3286899606488394,0.20654637071335,0.022561918185447886,0.0,0.0,0.0,0.0,0.0,1.0
13,13,False,non_mand,0,0.0,0.01354754431009904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007729206838584801,0.025831609006094984,0.13021723493750736,0.5157774473811672,0.30689695752654655,0.0,0.0,0.0,0.0,1.0
13,13,False,non_mand,1,0.006423773544583324,0.04308589662408445,0.06238711674967567,0.04354634996539715,0.025074188011198047,0.06317365199919979,0.040605782450518366,0.05958989542507993,0.04345833991308637,0.21155662274723214,0.12570580408152365,0.13752971349722848,0.10745898207485857,0.030403882916332916,0.0,0.0,0.0,0.0,1.0
13,13,False,mand,0,0.0007638326145423507,0.0,0.0,0.0004995382661345298,0.0,0.0,0.002340369900691953,0.0,0.000712920336382407,0.001456357231748111,0.027654006863473513,0.1750629964226911,0.5075159909614148,0.2839939874029232,0.0,0.0,0.0,0.0,1.0
13,13,False,mand,1,0.00012043587705800533,0.000667943888940014,0.008616309696552459,0.007440115649532675,0.0070884423972578416,0.010909638068696338,0.033376227064429755,0.0643659258801728,0.13670745625699474,0.229646248488988,0.23350978048342425,0.1534728287079504,0.09446190040941303,0.01961674713059019,0.0,0.0,0.0,0.0,1.0
14,14,False,non_mand,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04552014053178372,0.009841717701773832,0.0017860712834372845,0.04865155687351082,0.33169799760373037,0.562502516005764,0.0,0.0,0.0,1.0
14,14,False,non_mand,1,0.001962792247059446,0.017918692373106997,0.023863096299028493,0.017503416891331156,0.09764543354909326,0.0063765624774868995,0.09402598794439823,0.017447239054186,0.048897059917199066,0.08368461468305172,0.16189265871067623,0.053098529407606794,0.2592114325415026,0.11647248390427412,0.0,0.0,0.0,0.0,1.0
