Zone_id	zone_ordinal	Dest_eligible	External
1596	1596	1	6
1597	1597	1	6
1598	1598	1	6
1599	1599	1	6
1600	1600	1	6
1601	1601	1	6
1602	1602	1	6
1603	1603	1	6
1604	1604	1	6
1605	1605	1	6
1606	1606	1	6
1607	1607	1	6
1608	1608	1	6
1609	1609	1	6
1610	1610	1	6
1611	1611	1	6
1612	1612	1	6
1613	1613	1	6
1614	1614	1	6
1615	1615	1	6
1616	1616	1	6
1617	1617	1	6
1618	1618	1	6
1619	1619	1	6
1620	1620	1	6
1621	1621	1	6
1622	1622	1	6
1623	1623	1	6
1624	1624	1	6
1625	1625	1	6
1626	1626	1	6
1627	1627	1	6
1628	1628	1	6
1629	1629	1	6
1630	1630	1	6
1631	1631	1	6
1632	1632	1	6
1633	1633	1	6
1634	1634	1	6
1635	1635	1	6
1636	1636	1	6
1637	1637	1	6
1638	1638	1	6
1639	1639	1	6
1640	1640	1	6
1641	1641	1	6
1642	1642	1	6
1643	1643	1	6
1644	1644	1	6
1645	1645	1	6
1646	1646	1	6
1647	1647	1	6
1648	1648	1	6
1649	1649	1	6
1650	1650	1	6
1651	1651	1	6
1652	1652	1	6
1653	1653	1	6
1654	1654	1	6
1655	1655	1	6
1656	1656	1	6
1657	1657	1	6
1658	1658	1	6
1659	1659	1	6
1660	1660	1	6
1661	1661	1	6
1662	1662	1	6
1663	1663	1	6
1664	1664	1	6
1665	1665	1	6
1666	1666	1	6
1667	1667	1	6
1668	1668	1	6
1669	1669	1	6
1670	1670	1	6
1671	1671	1	6
1672	1672	1	6
1673	1673	1	6
1674	1674	1	6
1675	1675	1	6
1676	1676	1	6
1677	1677	1	6
1678	1678	1	6
1679	1679	1	6
1680	1680	1	6
1681	1681	1	6
1682	1682	1	6
1683	1683	1	6
1684	1684	1	6
1685	1685	1	6
1686	1686	1	6
1687	1687	1	6
1688	1688	1	6
1689	1689	1	6
1690	1690	1	6
1691	1691	1	6
1692	1692	1	6
1693	1693	1	6
1694	1694	1	6
1695	1695	1	6
1696	1696	1	6
1697	1697	1	6
1698	1698	1	6
1699	1699	1	6
1700	1700	1	6
1701	1701	1	6
1702	1702	1	6
1703	1703	1	6
1704	1704	1	6
1705	1705	1	6
1706	1706	1	6
1707	1707	1	6
1708	1708	1	6
1709	1709	1	6
1710	1710	1	6
1711	1711	1	6
1712	1712	1	6
1713	1713	1	6
1714	1714	1	6
1715	1715	1	6
1716	1716	1	6
1717	1717	1	6
1718	1718	1	6
1719	1719	1	6
1720	1720	1	6
1721	1721	1	6
1722	1722	1	6
1723	1723	1	6
1724	1724	1	6
1725	1725	1	6
1726	1726	1	6
1727	1727	1	6
1728	1728	1	6
1729	1729	1	6
1730	1730	1	6
1731	1731	1	6
1732	1732	1	6
1733	1733	1	6
1734	1734	1	6
1735	1735	1	6
1736	1736	1	6
1737	1737	1	6
1738	1738	1	6
1739	1739	1	6
1740	1740	1	6
1741	1741	1	6
1742	1742	1	6
1743	1743	1	6
1744	1744	1	6
1745	1745	1	6
1746	1746	1	6
1747	1747	1	6
1748	1748	1	6
1749	1749	1	6
1750	1750	1	6
1751	1751	1	6
1752	1752	1	6
1753	1753	1	6
1754	1754	1	6
1755	1755	1	6
1756	1756	1	6
1757	1757	1	6
1758	1758	1	6
1759	1759	1	6
1760	1760	1	6
1761	1761	1	6
1762	1762	1	6
1763	1763	1	6
1764	1764	1	6
1765	1765	1	6
1766	1766	1	6
1767	1767	1	6
1768	1768	1	6
1769	1769	1	6
1770	1770	1	6
1771	1771	1	6
1772	1772	1	6
1773	1773	1	6
1774	1774	1	6
1775	1775	1	6
1776	1776	1	6
1777	1777	1	6
1778	1778	1	6
1779	1779	1	6
1780	1780	1	6
1781	1781	1	6
1782	1782	1	6
1783	1783	1	6
1784	1784	1	6
1785	1785	1	6
1786	1786	1	6
1787	1787	1	6
1788	1788	1	6
1789	1789	1	6
1790	1790	1	6
1791	1791	1	6
1792	1792	1	6
1793	1793	1	6
1794	1794	1	6
1795	1795	1	6
1796	1796	1	6
1797	1797	1	6
1798	1798	1	6
1799	1799	1	6
1800	1800	1	6
1801	1801	1	6
1802	1802	1	6
1803	1803	1	6
1804	1804	1	6
1805	1805	1	6
1806	1806	1	6
1807	1807	1	6
1808	1808	1	6
1809	1809	1	6
1810	1810	1	6
1811	1811	1	6
1812	1812	1	6
1813	1813	1	6
1814	1814	1	6
1815	1815	1	6
1816	1816	1	3
1817	1817	1	3
1818	1818	1	3
1819	1819	1	3
1820	1820	1	3
1821	1821	1	3
1822	1822	1	3
1823	1823	1	3
1824	1824	1	3
1825	1825	1	3
1826	1826	1	3
1827	1827	1	3
1828	1828	1	3
1829	1829	1	3
1830	1830	1	3
1831	1831	1	3
1832	1832	1	3
1833	1833	1	3
1834	1834	1	3
1835	1835	1	3
1836	1836	1	3
1837	1837	1	3
1838	1838	1	3
1839	1839	1	3
1840	1840	1	3
1841	1841	1	3
1842	1842	1	3
1843	1843	1	3
1844	1844	1	3
1845	1845	1	3
1846	1846	1	3
1847	1847	1	3
1848	1848	1	3
1849	1849	1	3
1850	1850	1	3
1851	1851	1	3
1852	1852	1	3
1853	1853	1	3
1854	1854	1	3
1855	1855	1	3
1856	1856	1	3
1857	1857	1	3
1858	1858	1	3
1859	1859	1	3
1860	1860	1	3
1861	1861	1	3
1862	1862	1	3
1863	1863	1	3
1864	1864	1	3
1865	1865	1	3
1866	1866	1	3
1867	1867	1	3
1868	1868	1	3
1869	1869	1	3
1870	1870	1	3
1871	1871	1	3
1872	1872	1	3
1873	1873	1	3
1874	1874	1	3
1875	1875	1	3
1876	1876	1	3
1877	1877	1	3
1878	1878	1	3
1879	1879	1	3
1880	1880	1	3
1881	1881	1	3
1882	1882	1	3
1883	1883	1	6
1884	1884	1	6
1885	1885	1	6
1886	1886	1	6
1887	1887	1	6
1888	1888	1	6
1889	1889	1	6
1890	1890	1	6
1891	1891	1	6
1892	1892	1	6
1893	1893	1	6
1894	1894	1	6
1895	1895	1	6
1896	1896	1	6
1897	1897	1	6
1898	1898	1	6
1899	1899	1	6
1900	1900	1	6
1901	1901	1	6
1902	1902	1	6
1903	1903	1	6
1904	1904	1	6
1905	1905	1	6
1906	1906	1	6
1907	1907	1	6
1908	1908	1	6
1909	1909	1	6
1910	1910	1	6
1911	1911	1	6
1912	1912	1	6
1913	1913	1	6
1914	1914	1	6
1915	1915	1	6
1916	1916	1	6
1917	1917	1	6
1918	1918	1	6
1919	1919	1	6
1920	1920	1	6
1921	1921	1	6
1922	1922	1	6
1923	1923	1	6
1924	1924	1	6
1925	1925	1	6
1926	1926	1	6
1927	1927	1	6
1928	1928	1	6
1929	1929	1	6
1930	1930	1	6
1931	1931	1	6
1932	1932	1	6
1933	1933	1	6
1934	1934	1	6
1935	1935	1	6
1936	1936	1	6
1937	1937	1	6
1938	1938	1	6
1939	1939	1	6
1940	1940	1	6
1941	1941	1	6
1942	1942	1	6
1943	1943	1	6
1944	1944	1	6
1945	1945	1	6
1946	1946	1	6
1947	1947	1	6
1948	1948	1	6
1949	1949	1	6
1950	1950	1	6
1951	1951	1	6
1952	1952	1	6
1953	1953	1	6
1954	1954	1	6
1955	1955	1	6
1956	1956	1	6
1957	1957	1	6
1958	1958	1	6
1959	1959	1	6
1960	1960	1	6
1961	1961	1	6
1962	1962	1	6
1963	1963	1	6
1964	1964	1	6
1965	1965	1	6
1966	1966	1	6
1967	1967	1	6
1968	1968	1	6
1969	1969	1	6
1970	1970	1	6
1971	1971	1	6
1972	1972	1	6
1973	1973	1	6
1974	1974	1	6
1975	1975	1	6
1976	1976	1	6
1977	1977	1	6
1978	1978	1	6
1979	1979	1	6
1980	1980	1	6
1981	1981	1	6
1982	1982	1	6
1983	1983	1	6
1984	1984	1	6
1985	1985	1	6
1986	1986	1	6
1987	1987	1	6
1988	1988	1	6
1989	1989	1	6
1990	1990	1	6
1991	1991	1	6
1992	1992	1	6
1993	1993	1	6
1994	1994	1	6
1995	1995	1	6
1996	1996	1	6
1997	1997	1	6
1998	1998	1	6
1999	1999	1	6
2000	2000	1	6
2001	2001	1	6
2002	2002	1	6
2003	2003	1	6
2004	2004	1	7
2005	2005	1	7
2006	2006	1	7
2007	2007	1	7
2008	2008	1	7
2009	2009	1	7
2010	2010	1	7
2011	2011	1	7
2012	2012	1	7
2013	2013	1	7
2014	2014	1	7
2015	2015	1	7
2016	2016	1	7
2017	2017	1	7
2018	2018	1	7
2019	2019	1	7
2020	2020	1	7
2021	2021	1	7
2022	2022	1	7
2023	2023	1	7
2024	2024	1	7
2025	2025	1	7
2026	2026	1	7
2027	2027	1	7
2028	2028	1	7
2029	2029	1	7
2030	2030	1	7
2031	2031	1	7
2032	2032	1	7
2033	2033	1	7
2034	2034	1	7
2035	2035	1	7
2036	2036	1	7
2037	2037	1	7
2038	2038	1	7
2039	2039	1	7
2040	2040	1	7
2041	2041	1	7
2042	2042	1	7
2043	2043	1	7
2044	2044	1	7
2045	2045	1	7
2046	2046	1	7
2047	2047	1	7
2048	2048	1	7
2049	2049	1	7
2050	2050	1	7
2051	2051	1	7
2052	2052	1	7
2053	2053	1	7
2054	2054	1	7
2055	2055	1	7
2056	2056	1	7
2057	2057	1	7
2058	2058	1	7
2059	2059	1	7
2060	2060	1	7
2061	2061	1	7
2062	2062	1	7
2063	2063	1	7
2064	2064	1	7
2065	2065	1	7
2066	2066	1	7
2067	2067	1	7
2068	2068	1	7
2069	2069	1	7
2070	2070	1	7
2071	2071	1	7
2072	2072	1	7
2073	2073	1	7
2074	2074	1	7
2075	2075	1	7
2076	2076	1	7
2077	2077	1	7
2078	2078	1	7
2079	2079	1	7
2080	2080	1	7
2081	2081	1	7
2082	2082	1	5
2083	2083	1	5
2084	2084	1	5
2085	2085	1	5
2086	2086	1	5
2087	2087	1	5
2088	2088	1	5
2089	2089	1	1
2090	2090	1	1
2091	2091	1	1
2092	2092	1	1
2093	2093	1	1
2094	2094	1	1
2095	2095	1	1
2096	2096	1	1
2097	2097	1	1
2098	2098	1	1
2099	2099	1	1
2100	2100	1	1
2101	2101	1	1
2102	2102	1	1
2103	2103	1	1
2104	2104	1	1
2105	2105	1	1
2106	2106	1	1
2107	2107	1	1
2108	2108	1	1
2109	2109	1	1
2110	2110	1	1
2111	2111	1	1
2112	2112	1	1
2113	2113	1	1
2114	2114	1	1
2115	2115	1	1
2116	2116	1	1
2117	2117	1	1
2118	2118	1	1
2119	2119	1	1
2120	2120	1	1
2121	2121	1	1
2122	2122	1	1
2123	2123	1	1
2124	2124	1	1
2125	2125	1	1
2126	2126	1	1
2127	2127	1	1
2128	2128	1	1
2129	2129	1	1
2130	2130	1	1
2131	2131	1	1
2132	2132	1	1
2133	2133	1	1
2134	2134	1	1
2135	2135	1	1
2136	2136	1	1
2137	2137	1	1
2138	2138	1	1
2139	2139	1	1
2140	2140	1	1
2141	2141	1	1
2142	2142	1	1
2143	2143	1	1
2144	2144	1	1
2145	2145	1	1
2146	2146	1	1
2147	2147	1	1
2148	2148	1	1
2149	2149	1	1
2150	2150	1	1
2151	2151	1	1
2152	2152	1	1
2153	2153	1	1
2154	2154	1	1
2155	2155	1	1
2156	2156	1	1
2157	2157	1	1
2158	2158	1	1
2159	2159	1	1
2160	2160	1	1
2161	2161	1	1
2162	2162	1	1
2163	2163	1	1
2164	2164	1	1
2165	2165	1	1
2166	2166	1	1
2167	2167	1	1
2168	2168	1	1
2169	2169	1	1
2170	2170	1	1
2171	2171	1	1
2172	2172	1	1
2173	2173	1	1
2174	2174	1	1
2175	2175	1	1
2176	2176	1	1
2177	2177	1	1
2178	2178	1	1
2179	2179	1	1
2180	2180	1	1
2181	2181	1	1
2182	2182	1	1
2183	2183	1	1
2184	2184	1	1
2185	2185	1	1
2186	2186	1	1
2187	2187	1	1
2188	2188	1	1
2189	2189	1	1
2190	2190	1	1
2191	2191	1	1
2192	2192	1	1
2193	2193	1	1
2194	2194	1	1
2195	2195	1	1
2196	2196	1	1
2197	2197	1	1
2198	2198	1	1
2199	2199	1	1
2200	2200	1	1
2201	2201	1	1
2202	2202	1	1
2203	2203	1	1
2204	2204	1	1
2205	2205	1	1
2206	2206	1	1
2207	2207	1	1
2208	2208	1	1
2209	2209	1	1
2210	2210	1	1
2211	2211	1	1
2212	2212	1	1
2213	2213	1	1
2214	2214	1	1
2215	2215	1	1
2216	2216	1	1
2217	2217	1	1
2218	2218	1	1
2219	2219	1	1
2220	2220	1	1
2221	2221	1	1
2222	2222	1	1
2223	2223	1	1
2224	2224	1	1
2225	2225	1	1
2226	2226	1	1
2227	2227	1	1
2228	2228	1	1
2229	2229	1	1
2230	2230	1	1
2231	2231	1	1
2232	2232	1	1
2233	2233	1	1
2234	2234	1	1
2235	2235	1	1
2236	2236	1	1
2237	2237	1	1
2238	2238	1	1
2239	2239	1	1
2240	2240	1	1
2241	2241	1	1
2242	2242	1	1
2243	2243	1	1
2244	2244	1	1
2245	2245	1	1
2246	2246	1	1
2247	2247	1	1
2248	2248	1	1
2249	2249	1	2
2250	2250	1	2
2251	2251	1	2
2252	2252	1	2
2253	2253	1	2
2254	2254	1	2
2255	2255	1	2
2256	2256	1	2
2257	2257	1	2
2258	2258	1	2
2259	2259	1	2
2260	2260	1	2
2261	2261	1	2
2262	2262	1	2
2263	2263	1	2
2264	2264	1	2
2265	2265	1	2
2266	2266	1	2
2267	2267	1	2
2268	2268	1	2
2269	2269	1	2
2270	2270	1	2
2271	2271	1	2
2272	2272	1	2
2273	2273	1	2
2274	2274	1	2
2275	2275	1	2
2276	2276	1	2
2277	2277	1	2
2278	2278	1	2
2279	2279	1	2
2280	2280	1	2
2281	2281	1	2
2282	2282	1	2
2283	2283	1	2
2284	2284	1	2
2285	2285	1	2
2286	2286	1	2
2287	2287	1	2
2288	2288	1	2
2289	2289	1	2
2290	2290	1	2
2291	2291	1	2
2292	2292	1	2
2293	2293	1	2
2294	2294	1	2
2295	2295	1	2
2296	2296	1	2
2297	2297	1	2
2298	2298	1	2
2299	2299	1	2
2300	2300	1	2
2301	2301	1	2
2302	2302	1	2
2303	2303	1	2
2304	2304	1	2
2305	2305	1	2
2306	2306	1	2
2307	2307	1	2
2308	2308	1	2
2309	2309	1	2
2310	2310	1	2
2311	2311	1	2
2312	2312	1	2
2313	2313	1	2
2314	2314	1	2
2315	2315	1	2
2316	2316	1	2
2317	2317	1	2
2318	2318	1	2
2319	2319	1	2
2320	2320	1	2
2321	2321	1	2
2322	2322	1	2
2323	2323	1	2
2324	2324	1	2
2325	2325	1	2
2326	2326	1	2
2327	2327	1	2
2328	2328	1	2
2329	2329	1	2
2330	2330	1	2
2331	2331	1	2
2332	2332	1	1
2333	2333	1	1
2334	2334	1	1
2335	2335	1	1
2336	2336	1	1
2337	2337	1	1
2338	2338	1	1
2339	2339	1	1
2340	2340	1	1
2341	2341	1	1
2342	2342	1	1
2343	2343	1	1
2344	2344	1	1
2345	2345	1	1
2346	2346	1	1
2347	2347	1	1
2348	2348	1	1
2349	2349	1	1
2350	2350	1	1
2351	2351	1	1
2352	2352	1	1
2353	2353	1	1
2354	2354	1	1
2355	2355	1	1
2356	2356	1	1
2357	2357	1	1
2358	2358	1	1
2359	2359	1	1
2360	2360	1	1
2361	2361	1	1
2362	2362	1	1
2363	2363	1	1
2364	2364	1	1
2365	2365	1	1
2366	2366	1	1
2367	2367	1	1
2368	2368	1	1
2369	2369	1	1
2370	2370	1	1
2371	2371	1	1
2372	2372	1	1
2373	2373	1	1
2374	2374	1	1
2375	2375	1	1
2376	2376	1	1
2377	2377	1	1
2378	2378	1	1
2379	2379	1	1
2380	2380	1	1
2381	2381	1	1
2382	2382	1	1
2383	2383	1	1
2384	2384	1	1
2385	2385	1	1
2386	2386	1	1
2387	2387	1	1
2388	2388	1	1
2389	2389	1	1
2390	2390	1	1
2391	2391	1	2
2392	2392	1	2
2393	2393	1	2
2394	2394	1	2
2395	2395	1	2
2396	2396	1	2
2397	2397	1	2
2398	2398	1	2
2399	2399	1	2
2400	2400	1	2
2401	2401	1	2
2402	2402	1	2
2403	2403	1	2
2404	2404	1	2
2405	2405	1	2
2406	2406	1	2
2407	2407	1	2
2408	2408	1	2
2409	2409	1	2
2410	2410	1	2
2411	2411	1	2
2412	2412	1	2
2413	2413	1	2
2414	2414	1	2
2415	2415	1	2
2416	2416	1	2
2417	2417	1	2
2418	2418	1	2
2419	2419	1	2
2420	2420	1	2
2421	2421	1	2
2422	2422	1	2
2423	2423	1	1
2424	2424	1	1
2425	2425	1	1
2426	2426	1	1
2427	2427	1	1
2428	2428	1	1
2429	2429	1	1
2430	2430	1	1
2431	2431	1	1
2432	2432	1	1
2433	2433	1	1
2434	2434	1	1
2435	2435	1	1
2436	2436	1	1
2437	2437	1	1
2438	2438	1	1
2439	2439	1	1
2440	2440	1	1
2441	2441	1	1
2442	2442	1	1
2443	2443	1	1
2444	2444	1	1
2445	2445	1	1
2446	2446	1	1
2447	2447	1	1
2448	2448	1	1
2449	2449	1	1
2450	2450	1	1
2451	2451	1	1
2452	2452	1	1
2453	2453	1	1
2454	2454	1	1
2455	2455	1	1
2456	2456	1	1
2457	2457	1	1
2458	2458	1	1
2459	2459	1	1
2460	2460	1	1
2461	2461	1	1
2462	2462	1	1
2463	2463	1	1
2464	2464	1	1
2465	2465	1	1
2466	2466	1	1
2467	2467	1	1
2468	2468	1	1
2469	2469	1	1
2470	2470	1	1
2471	2471	1	1
2472	2472	1	1
2473	2473	1	1
2474	2474	1	1
2475	2475	1	1
2476	2476	1	1
2477	2477	1	1
2478	2478	1	1
2479	2479	1	1
2480	2480	1	1
2481	2481	1	2
2482	2482	1	2
2483	2483	1	2
2484	2484	1	2
2485	2485	1	2
2486	2486	1	2
2487	2487	1	2
2488	2488	1	2
2489	2489	1	2
2490	2490	1	2
2491	2491	1	2
2492	2492	1	2
2493	2493	1	2
2494	2494	1	2
2495	2495	1	2
2496	2496	1	2
2497	2497	1	2
2498	2498	1	2
2499	2499	1	2
2500	2500	1	2
2501	2501	1	2
2502	2502	1	2
2503	2503	1	2
2504	2504	1	2
2505	2505	1	2
2506	2506	1	2
2507	2507	1	2
2508	2508	1	2
2509	2509	1	2
2510	2510	1	2
2511	2511	1	2
2512	2512	1	2
2513	2513	1	2
2514	2514	1	2
2515	2515	1	2
2516	2516	1	2
2517	2517	1	2
2518	2518	1	2
2519	2519	1	2
2520	2520	1	2
2521	2521	1	2
2522	2522	1	2
2523	2523	1	2
2524	2524	1	1
2525	2525	1	1
2526	2526	1	1
2527	2527	1	1
2528	2528	1	1
2529	2529	1	1
2530	2530	1	1
2531	2531	1	1
2532	2532	1	1
2533	2533	1	1
2534	2534	1	1
2535	2535	1	1
2536	2536	1	1
2537	2537	1	1
2538	2538	1	1
2539	2539	1	1
2540	2540	1	1
2541	2541	1	1
2542	2542	1	1
2543	2543	1	1
2544	2544	1	1
2545	2545	1	1
2546	2546	1	1
2547	2547	1	1
2548	2548	1	1
2549	2549	1	1
2550	2550	1	1
2551	2551	1	1
2552	2552	1	1
2553	2553	1	1
2554	2554	1	1
2555	2555	1	1
2556	2556	1	1
2557	2557	1	1
2558	2558	1	1
2559	2559	1	1
2560	2560	1	1
2561	2561	1	1
2562	2562	1	1
2563	2563	1	1
2564	2564	1	1
2565	2565	1	1
2566	2566	1	1
2567	2567	1	1
2568	2568	1	1
2569	2569	1	1
2570	2570	1	2
2571	2571	1	2
2572	2572	1	2
2573	2573	1	2
2574	2574	1	2
2575	2575	1	2
2576	2576	1	2
2577	2577	1	2
2578	2578	1	2
2579	2579	1	2
2580	2580	1	2
2581	2581	1	2
2582	2582	1	2
2583	2583	1	2
2584	2584	1	2
2585	2585	1	2
2586	2586	1	2
2587	2587	1	2
2588	2588	1	2
2589	2589	1	2
2590	2590	1	2
2591	2591	1	2
2592	2592	1	2
2593	2593	1	2
2594	2594	1	2
2595	2595	1	2
2596	2596	1	2
2597	2597	1	2
2598	2598	1	2
2599	2599	1	1
2600	2600	1	1
2601	2601	1	1
2602	2602	1	1
2603	2603	1	1
2604	2604	1	1
2605	2605	1	1
2606	2606	1	1
2607	2607	1	1
2608	2608	1	1
2609	2609	1	1
2610	2610	1	1
2611	2611	1	1
2612	2612	1	1
2613	2613	1	1
2614	2614	1	1
2615	2615	1	1
2616	2616	1	1
2617	2617	1	2
2618	2618	1	2
2619	2619	1	2
2620	2620	1	2
2621	2621	1	2
2622	2622	1	2
2623	2623	1	2
2624	2624	1	2
2625	2625	1	2
2626	2626	1	2
2627	2627	1	2
2628	2628	1	2
2629	2629	1	2
2630	2630	1	2
2631	2631	1	2
2632	2632	1	2
2633	2633	1	2
2634	2634	1	2
2635	2635	1	2
2636	2636	1	2
2637	2637	1	2
2638	2638	1	2
2639	2639	1	2
2640	2640	1	2
2641	2641	1	2
2642	2642	1	2
2643	2643	1	2
2644	2644	1	2
2645	2645	1	2
2646	2646	1	2
2647	2647	1	2
2648	2648	1	2
2649	2649	1	2
2650	2650	1	2
2651	2651	1	2
2652	2652	1	2
2653	2653	1	2
2654	2654	1	2
2655	2655	1	2
2656	2656	1	2
2657	2657	1	2
2658	2658	1	1
2659	2659	1	1
2660	2660	1	1
2661	2661	1	1
2662	2662	1	1
2663	2663	1	1
2664	2664	1	1
2665	2665	1	1
2666	2666	1	1
2667	2667	1	1
2668	2668	1	1
2669	2669	1	11
2670	2670	1	11
2671	2671	1	11
2672	2672	1	11
2673	2673	1	11
2674	2674	1	11
2675	2675	1	11
2676	2676	1	11
2677	2677	1	11
2678	2678	1	11
2679	2679	1	11
2680	2680	1	11
2681	2681	1	11
2682	2682	1	11
2683	2683	1	11
2684	2684	1	11
2685	2685	1	11
2686	2686	1	11
2687	2687	1	11
2688	2688	1	11
2689	2689	1	11
2690	2690	1	11
2691	2691	1	11
2692	2692	1	11
2693	2693	1	11
2694	2694	1	11
2695	2695	1	11
2696	2696	1	11
2697	2697	1	11
2698	2698	1	11
2699	2699	1	11
2700	2700	1	11
2701	2701	1	11
2702	2702	1	11
2703	2703	1	11
2704	2704	1	11
2705	2705	1	11
2706	2706	1	11
2707	2707	1	11
2708	2708	1	11
2709	2709	1	11
2710	2710	1	11
2711	2711	1	11
2712	2712	1	11
2713	2713	1	11
2714	2714	1	11
2715	2715	1	11
2716	2716	1	11
2717	2717	1	11
2718	2718	1	11
2719	2719	1	11
2720	2720	1	11
2721	2721	1	11
2722	2722	1	11
2723	2723	1	11
2724	2724	1	11
2725	2725	1	11
2726	2726	1	11
2727	2727	1	11
2728	2728	1	11
2729	2729	1	11
2730	2730	1	11
2731	2731	1	11
2732	2732	1	11
2733	2733	1	11
2734	2734	1	11
2735	2735	1	11
2736	2736	1	11
2737	2737	1	11
2738	2738	1	11
2739	2739	1	11
2740	2740	1	11
2741	2741	1	11
2742	2742	1	11
2743	2743	1	11
2744	2744	1	11
2745	2745	1	11
2746	2746	1	11
2747	2747	1	11
2748	2748	1	11
2749	2749	1	11
2750	2750	1	11
2751	2751	1	11
2752	2752	1	11
2753	2753	1	11
2754	2754	1	8
2755	2755	1	8
2756	2756	1	8
2757	2757	1	8
2758	2758	1	8
2759	2759	1	8
2760	2760	1	8
2761	2761	1	8
2762	2762	1	8
2763	2763	1	8
2764	2764	1	8
2765	2765	1	8
2766	2766	1	8
2767	2767	1	8
2768	2768	1	8
2769	2769	1	8
2770	2770	1	8
2771	2771	1	8
2772	2772	1	8
2773	2773	1	8
2774	2774	1	8
2775	2775	1	8
2776	2776	1	8
2777	2777	1	8
2778	2778	1	8
2779	2779	1	8
2780	2780	1	8
2781	2781	1	8
2782	2782	1	8
2783	2783	1	8
2784	2784	1	8
2785	2785	1	8
2786	2786	1	8
2787	2787	1	8
2788	2788	1	8
2789	2789	1	8
2790	2790	1	8
2791	2791	1	8
2792	2792	1	8
2793	2793	1	8
2794	2794	1	8
2795	2795	1	8
2796	2796	1	8
2797	2797	1	8
2798	2798	1	8
2799	2799	1	8
2800	2800	1	8
2801	2801	1	8
2802	2802	1	8
2803	2803	1	8
2804	2804	1	8
2805	2805	1	8
2806	2806	1	8
2807	2807	1	8
2808	2808	1	8
2809	2809	1	8
2810	2810	1	8
2811	2811	1	8
2812	2812	1	8
2813	2813	1	8
2814	2814	1	8
2815	2815	1	8
2816	2816	1	8
2817	2817	1	8
2818	2818	1	8
2819	2819	1	8
2820	2820	1	8
2821	2821	1	8
2822	2822	1	8
2823	2823	1	8
2824	2824	1	8
2825	2825	1	8
2826	2826	1	8
2827	2827	1	8
2828	2828	1	8
2829	2829	1	8
2830	2830	1	8
2831	2831	1	8
2832	2832	1	8
2833	2833	1	8
2834	2834	1	8
2835	2835	1	8
2836	2836	1	8
2837	2837	1	8
2838	2838	1	8
2839	2839	1	8
2840	2840	1	8
2841	2841	1	8
2842	2842	1	8
2843	2843	1	8
2844	2844	1	8
2845	2845	1	8
2846	2846	1	8
2847	2847	1	8
2848	2848	1	8
2849	2849	1	8
2850	2850	1	8
2851	2851	1	8
2852	2852	1	8
2853	2853	1	8
2854	2854	1	8
2855	2855	1	8
2856	2856	1	8
2857	2857	1	8
2858	2858	1	8
2859	2859	1	8
2860	2860	1	8
2861	2861	1	8
2862	2862	1	8
2863	2863	1	8
2864	2864	1	8
2865	2865	1	8
2866	2866	1	8
2867	2867	1	8
2868	2868	1	8
2869	2869	1	8
2870	2870	1	8
2871	2871	1	8
2872	2872	1	8
2873	2873	1	8
2874	2874	1	8
2875	2875	1	8
2876	2876	1	8
2877	2877	1	8
2878	2878	1	8
2879	2879	1	8
2880	2880	1	8
2881	2881	1	8
2882	2882	1	8
2883	2883	1	8
2884	2884	1	8
2885	2885	1	8
2886	2886	1	8
2887	2887	1	8
2888	2888	1	8
2889	2889	1	8
2890	2890	1	8
2891	2891	1	8
2892	2892	1	8
2893	2893	1	8
2894	2894	1	8
2895	2895	1	8
2896	2896	1	8
2897	2897	1	8
2898	2898	1	8
2899	2899	1	8
2900	2900	1	8
2901	2901	1	8
2902	2902	1	8
2903	2903	1	8
2904	2904	1	8
2905	2905	1	8
2906	2906	1	8
2907	2907	1	8
2908	2908	1	8
2909	2909	1	8
2910	2910	1	8
2911	2911	1	8
2912	2912	1	8
2913	2913	1	8
2914	2914	1	8
2915	2915	1	8
2916	2916	1	8
2917	2917	1	8
2918	2918	1	8
2919	2919	1	8
2920	2920	1	8
2921	2921	1	8
2922	2922	1	8
2923	2923	1	8
2924	2924	1	8
2925	2925	1	8
2926	2926	1	8
2927	2927	1	8
2928	2928	1	8
2929	2929	1	8
2930	2930	1	8
2931	2931	1	8
2932	2932	1	8
2933	2933	1	8
2934	2934	1	8
2935	2935	1	8
2936	2936	1	8
2937	2937	1	10
2938	2938	1	10
2939	2939	1	10
2940	2940	1	10
2941	2941	1	10
2942	2942	1	10
2943	2943	1	10
2944	2944	1	10
2945	2945	1	10
2946	2946	1	10
2947	2947	1	10
2948	2948	1	10
2949	2949	1	10
2950	2950	1	8
2951	2951	1	8
2952	2952	1	8
2953	2953	1	8
2954	2954	1	8
2955	2955	1	8
2956	2956	1	8
2957	2957	1	8
2958	2958	1	8
2959	2959	1	8
2960	2960	1	8
2961	2961	1	8
2962	2962	1	8
2963	2963	1	8
2964	2964	1	8
2965	2965	1	8
2966	2966	1	8
2967	2967	1	10
2968	2968	1	10
2969	2969	1	10
2970	2970	1	10
2971	2971	1	10
2972	2972	1	10
2973	2973	1	10
2974	2974	1	10
2975	2975	1	10
2976	2976	1	10
2977	2977	1	10
2978	2978	1	10
2979	2979	1	10
2980	2980	1	10
2981	2981	1	10
2982	2982	1	10
2983	2983	1	10
2984	2984	1	10
2985	2985	1	10
2986	2986	1	10
2987	2987	1	10
2988	2988	1	10
2989	2989	1	10
2990	2990	1	8
2991	2991	1	8
2992	2992	1	8
