parcelid,stugrd_p,stuhgh_p,stuuni_p,year
247669,434,0,0,2014
25559,661,0,0,2014
890777,107,0,0,2014
1149303,517,0,0,2014
1129450,430,0,0,2014
973169,652,0,0,2014
1059560,24,24,0,2014
82708,731,0,0,2014
93548,254,0,0,2014
139155,416,0,0,2014
240694,406,0,0,2014
812858,481,0,0,2014
732120,388,0,0,2014
948012,506,0,0,2014
841216,777,0,0,2014
1217362,693,0,0,2014
1184056,1388,0,0,2014
250914,358,0,0,2014
902674,410,0,0,2014
890982,580,0,0,2014
846653,324,0,0,2014
975168,499,0,0,2014
749262,921,0,0,2014
1115994,294,0,0,2014
823305,391,0,0,2014
840692,215,0,0,2014
736031,559,3,0,2014
147365,421,0,0,2014
195222,697,0,0,2014
784662,545,0,0,2014
997008,700,0,0,2014
701577,2030,0,0,2014
215364,253,0,0,2014
974305,391,0,0,2014
889223,319,0,0,2014
130919,1412,224,0,2014
787830,460,0,0,2014
928468,117,117,0,2014
768570,610,0,0,2014
1193205,695,0,0,2014
201380,964,0,0,2014
799224,214,214,0,2014
1115729,130,0,0,2014
837004,694,0,0,2014
829710,99,0,0,2014
841196,274,0,0,2014
959080,62,0,0,2014
105107,529,0,0,2014
239135,418,0,0,2014
146630,816,0,0,2014
697399,584,0,0,2014
787789,1020,0,0,2014
1200505,303,0,0,2014
852667,95,0,0,2014
1048224,325,0,0,2014
1180433,308,0,0,2014
741177,894,0,0,2014
786869,822,987,0,2014
258918,502,0,0,2014
797351,915,0,0,2014
917773,597,0,0,2014
719374,392,0,0,2014
108759,426,0,0,2014
958242,306,0,0,2014
204405,583,0,0,2014
734086,295,0,0,2014
1043733,284,0,0,2014
216545,169,0,0,2014
1133298,2,0,0,2014
237262,496,0,0,2014
850551,113,0,0,2014
889529,290,0,0,2014
958750,674,1286,0,2014
201745,713,0,0,2014
904236,959,959,0,2014
1097885,320,0,0,2014
957927,723,0,0,2014
472521,783,0,0,2014
527985,1310,0,0,2014
372473,610,0,0,2014
390354,602,0,0,2014
547838,231,0,0,2014
607265,127,0,0,2014
658909,551,0,0,2014
324902,330,0,0,2014
395158,95,0,0,2014
401236,247,0,0,2014
465606,297,0,0,2014
528123,26,0,0,2014
560753,638,0,0,2014
645199,433,0,0,2014
290667,1045,0,0,2014
354755,519,0,0,2014
624546,518,0,0,2014
1580,573,0,0,2014
3286,316,0,0,2014
298348,483,0,0,2014
472261,959,0,0,2014
495073,496,0,0,2014
554872,652,0,0,2014
573070,851,0,0,2014
2216,256,0,0,2014
430203,167,0,0,2014
457446,274,0,0,2014
476370,243,0,0,2014
481338,670,0,0,2014
1959,160,0,0,2014
352992,659,0,0,2014
469895,347,0,0,2014
275361,21,0,0,2014
341317,230,230,0,2014
376994,234,0,0,2014
400466,642,0,0,2014
529729,409,0,0,2014
547563,187,0,0,2014
607374,315,0,0,2014
616565,607,1366,0,2014
419914,388,0,0,2014
458918,456,0,0,2014
462702,487,0,0,2014
1385,1362,0,0,2014
280971,313,0,0,2014
336750,514,0,0,2014
487966,185,0,0,2014
547590,384,0,0,2014
616554,356,0,0,2014
829,84,0,0,2014
410361,594,0,0,2014
314052,334,334,0,2014
331507,16,16,0,2014
400525,552,1674,0,2014
457616,582,0,0,2014
302353,70,0,0,2014
401857,375,0,0,2014
519225,1405,0,0,2014
528680,714,0,0,2014
595150,2070,0,0,2014
671350,221,0,0,2014
3158,385,385,0,2014
294134,690,0,0,2014
564686,350,0,0,2014
636919,436,0,0,2014
664140,206,0,0,2014
347844,348,0,0,2014
472436,216,0,0,2014
615963,719,0,0,2014
651501,439,0,0,2014
2280,787,0,0,2014
286097,523,0,0,2014
365492,319,0,0,2014
393146,520,0,0,2014
493735,339,0,0,2014
549019,221,0,0,2014
572512,1197,695,0,2014
666224,10,10,0,2014
470644,1222,0,0,2014
508533,242,0,0,2014
602156,647,0,0,2014
286374,460,0,0,2014
390158,664,0,0,2014
493066,457,0,0,2014
535479,1063,0,0,2014
593597,375,0,0,2014
668791,562,0,0,2014
1430,401,0,0,2014
286342,75,0,0,2014
535065,358,358,0,2014
585280,527,0,0,2014
463686,56,0,0,2014
497511,874,874,0,2014
563657,676,0,0,2014
269532,818,0,0,2014
280383,101,101,122,2014
321803,936,0,0,2014
406716,681,0,0,2014
482849,267,0,0,2014
615611,516,0,0,2014
311392,197,0,0,2014
350275,646,0,0,2014
430105,397,0,0,2014
278473,614,0,0,2014
386211,360,0,0,2014
455593,12,12,0,2014
616229,288,0,0,2014
2065,215,0,0,2014
263888,372,0,0,2014
408926,425,0,0,2014
462237,271,0,0,2014
307672,75,0,0,2014
430362,544,0,0,2014
488799,523,0,0,2014
516225,1,0,0,2014
595655,715,0,0,2014
468987,432,0,0,2014
507420,390,0,0,2014
661248,286,0,0,2014
665819,219,0,0,2014
305571,60,0,0,2014
432775,674,0,0,2014
579279,354,0,0,2014
595194,373,0,0,2014
264762,535,0,0,2014
406689,325,0,0,2014
473254,1024,0,0,2014
474008,633,0,0,2014
493353,74,0,0,2014
511830,368,0,0,2014
672506,398,0,0,2014
293616,1252,0,0,2014
474094,392,0,0,2014
566570,267,0,0,2014
3255,366,0,0,2014
432340,329,0,0,2014
470517,261,0,0,2014
472023,314,314,0,2014
480271,114,0,0,2014
796,382,0,0,2014
446655,671,0,0,2014
566146,380,0,0,2014
573100,442,0,0,2014
587146,737,0,0,2014
277226,975,59,0,2014
326004,457,0,0,2014
636549,559,0,0,2014
637376,296,0,0,2014
1405,561,0,0,2014
1549,15,0,0,2014
2276,566,0,0,2014
383193,74,0,0,2014
408930,343,0,0,2014
411052,312,0,0,2014
431724,535,0,0,2014
671187,346,0,0,2014
431876,663,0,0,2014
521324,383,0,0,2014
537063,492,0,0,2014
545295,599,0,0,2014
559011,1022,1612,0,2014
430376,955,955,0,2014
460694,463,0,0,2014
470877,260,0,0,2014
582901,1097,0,0,2014
607025,315,0,0,2014
1370,346,0,0,2014
300703,666,0,0,2014
320253,28,0,0,2014
360294,400,0,0,2014
407161,728,0,0,2014
432789,730,0,0,2014
464936,488,0,0,2014
669146,711,2023,0,2014
827,485,0,0,2014
347988,790,0,0,2014
461690,728,0,0,2014
472728,707,0,0,2014
618652,524,0,0,2014
622021,398,0,0,2014
296914,207,1609,0,2014
328626,625,0,0,2014
400762,23,23,0,2014
436069,388,0,0,2014
635140,448,0,0,2014
643689,770,0,0,2014
652343,887,0,0,2014
630,312,0,0,2014
309290,431,0,0,2014
318513,394,0,0,2014
334108,703,0,0,2014
345100,133,0,0,2014
461989,291,0,0,2014
196,375,0,2480,2014
1253,411,0,0,2014
284508,324,0,0,2014
562560,430,0,0,2014
2090,415,0,0,2014
528331,371,0,0,2014
534936,1288,0,0,2014
588778,26,0,0,2014
1592,392,0,0,2014
291090,510,1093,0,2014
299217,105,0,0,2014
462262,409,0,0,2014
509041,519,0,0,2014
548217,323,0,0,2014
1404,429,0,0,2014
346267,41,0,0,2014
476226,791,791,0,2014
572264,955,0,0,2014
867,313,313,0,2014
381156,259,0,0,2014
471159,577,0,0,2014
509560,449,0,0,2014
3160,171,0,0,2014
1956,364,453,0,2014
1043446,141,0,0,2014
447462,676,0,0,2014
461965,255,0,0,2014
502436,327,0,0,2014
529627,210,210,0,2014
563667,151,0,0,2014
635139,339,0,0,2014
652964,440,601,0,2014
657696,140,0,0,2014
422532,443,0,0,2014
478392,610,0,0,2014
481300,258,0,0,2014
526011,481,0,0,2014
427648,306,0,0,2014
472637,97,0,0,2014
515618,268,0,0,2014
572777,548,0,0,2014
586517,1000,0,0,2014
625793,472,0,0,2014
1779,1246,1246,0,2014
345782,513,0,0,2014
590529,625,0,0,2014
594639,627,0,0,2014
668835,499,0,0,2014
266120,611,0,0,2014
276389,618,0,0,2014
317206,658,0,0,2014
412265,741,0,0,2014
531429,52,0,0,2014
626317,453,0,0,2014
628772,493,0,0,2014
666250,351,906,0,2014
364373,563,0,0,2014
570477,478,0,0,2014
276560,141,0,0,2014
408962,275,0,0,2014
522367,276,0,0,2014
302420,556,0,0,2014
370549,623,0,0,2014
470318,459,0,0,2014
488874,157,0,0,2014
568525,1500,1500,0,2014
652008,497,0,0,2014
661421,37,0,0,2014
353346,548,0,0,2014
526576,732,0,0,2014
1434,348,0,0,2014
1604,702,0,0,2014
381170,532,0,0,2014
382934,541,0,0,2014
432008,702,1565,0,2014
524658,445,0,0,2014
637069,614,0,0,2014
2374,131,0,0,2014
283092,57,0,0,2014
314331,569,0,0,2014
478931,364,0,0,2014
584582,520,0,0,2014
2396,340,0,0,2014
342593,63,0,0,2014
297407,436,0,0,2014
343673,1102,0,0,2014
429801,293,0,0,2014
518058,389,0,0,2014
615964,993,0,0,2014
1818,163,0,0,2014
1860,494,0,0,2014
2245,227,0,0,2014
497476,359,0,0,2014
594608,652,0,0,2014
652411,496,0,0,2014
1538,379,0,0,2014
344741,616,0,0,2014
412269,971,0,0,2014
431085,462,0,0,2014
514766,97,0,0,2014
1310,601,601,0,2014
367722,110,110,0,2014
370035,487,0,0,2014
2088,35,35,0,2014
295900,373,0,0,2014
594640,829,0,0,2014
626797,715,0,0,2014
296520,249,0,0,2014
459776,563,0,0,2014
470537,338,0,0,2014
531711,411,0,0,2014
535360,663,0,0,2014
864616,191,0,0,2014
682762,450,0,0,2014
546788,400,0,0,2014
964147,1925,1644,0,2014
679853,1072,0,0,2014
546787,649,0,0,2014
546786,446,0,0,2014
816184,87,1239,0,2014
778139,341,0,0,2014
1072150,571,0,0,2014
864669,838,0,0,2014
769316,474,0,0,2014
115670,783,0,0,2014
216666,474,0,0,2014
849833,651,0,0,2014
1255320,505,0,0,2014
804272,421,0,0,2014
884064,432,0,0,2014
1273546,62,0,0,2014
952382,285,0,0,2014
236706,2414,0,0,2014
71767,846,0,0,2014
803960,82,77,0,2014
58889,415,0,0,2014
50258,535,0,0,2014
844525,514,0,0,2014
258556,442,103,0,2014
207684,381,0,0,2014
738799,1079,0,0,2014
777555,132,0,0,2014
734085,100,1145,0,2014
49720,467,843,0,2014
800886,540,0,0,2014
199592,555,0,0,2014
142103,478,0,0,2014
221126,805,0,0,2014
958086,499,0,0,2014
71906,445,0,0,2014
720654,658,0,0,2014
728410,361,0,0,2014
966550,289,0,0,2014
258402,466,0,0,2014
224324,574,0,0,2014
175819,60,0,0,2014
54480,477,477,0,2014
676370,471,0,0,2014
1122459,220,0,0,2014
229148,394,0,0,2014
846417,71,0,0,2014
741664,66,179,0,2014
910740,412,0,0,2014
51254,106,106,0,2014
917659,1356,0,0,2014
734091,528,0,0,2014
694972,42,0,0,2014
1127354,723,0,0,2014
1207503,341,0,0,2014
1230383,467,0,0,2014
1084566,725,0,0,2014
244343,328,0,0,2014
946028,820,0,0,2014
1252258,572,0,0,2014
911253,256,0,0,2014
902021,390,0,0,2014
1172171,540,0,0,2014
749492,788,0,0,2014
236477,410,0,0,2014
53490,227,0,0,2014
741637,108,0,0,2014
234407,361,0,0,2014
1179491,290,0,0,2014
943409,1163,0,0,2014
253429,1021,0,0,2014
908980,652,0,0,2014
834206,242,0,0,2014
707281,1028,0,0,2014
739399,327,0,0,2014
729230,323,0,0,2014
736480,197,0,0,2014
251391,598,0,0,2014
966458,369,0,0,2014
919644,746,0,0,2014
797362,262,262,0,2014
885936,925,0,0,2014
748049,360,0,0,2014
177409,800,0,0,2014
825443,237,0,0,2014
901959,188,206,0,2014
797405,457,0,0,2014
1096921,298,0,0,2014
17128,847,0,0,2014
12455,776,0,0,2014
835076,371,0,0,2014
727971,211,0,0,2014
872350,269,0,0,2014
710269,298,0,0,2014
1080130,288,0,0,2014
698929,269,0,0,2014
691526,714,0,0,2014
797507,331,0,0,2014
242233,570,570,0,2014
899795,211,0,0,2014
1242010,169,0,0,2014
917505,1325,15,0,2014
1022224,798,0,0,2014
768534,461,0,0,2014
152833,834,0,0,2014
239606,507,0,0,2014
58922,1033,0,0,2014
76894,1582,0,0,2014
903514,726,0,0,2014
127063,442,0,0,2014
159380,144,0,0,2014
1022222,422,0,0,2014
681313,512,0,0,2014
973951,526,0,0,2014
962018,466,0,0,2014
167553,343,0,0,2014
121972,495,0,0,2014
159410,804,0,0,2014
833481,583,0,0,2014
839928,378,0,0,2014
840604,270,0,0,2014
1172550,84,0,0,2014
810726,871,0,0,2014
219203,279,0,0,2014
945181,438,0,0,2014
768564,192,0,0,2014
161877,374,0,0,2014
682539,459,0,0,2014
840696,649,0,0,2014
787780,275,0,0,2014
1121754,333,0,0,2014
1104886,357,0,0,2014
821641,874,0,0,2014
223225,792,0,0,2014
105111,23,23,0,2014
715985,427,0,0,2014
759355,140,152,0,2014
822046,823,0,0,2014
920037,435,0,0,2014
795407,802,0,0,2014
45393,474,0,0,2014
754263,1082,0,0,2014
1199104,1564,0,0,2014
874763,364,0,0,2014
958176,574,0,0,2014
993427,530,0,0,2014
832671,737,0,0,2014
1098479,271,0,0,2014
139771,388,0,0,2014
783266,545,0,0,2014
835124,55,0,0,2014
49724,597,0,0,2014
833992,305,0,0,2014
1171872,95,0,0,2014
841340,657,0,0,2014
83535,266,0,0,2014
194877,297,0,0,2014
702149,165,0,0,2014
977776,1206,0,0,2014
933123,588,0,0,2014
756091,323,0,0,2014
873594,116,135,0,2014
797375,295,0,0,2014
75920,858,0,0,2014
169095,811,0,0,2014
12576,413,0,0,2014
925276,484,0,0,2014
795619,116,116,0,2014
707971,272,0,0,2014
224393,337,0,0,2014
10483,579,0,0,2014
126947,493,0,0,2014
740452,381,0,0,2014
954623,630,0,0,2014
756182,302,0,0,2014
752499,588,0,0,2014
890990,457,0,0,2014
58598,188,0,0,2014
1098314,106,0,0,2014
973746,224,0,0,2014
750106,299,0,0,2014
225470,569,0,0,2014
918616,899,0,0,2014
821508,298,0,0,2014
732029,341,0,0,2014
1162286,1002,0,0,2014
961384,405,0,0,2014
722034,1561,1187,0,2014
856546,493,0,0,2014
232637,342,0,0,2014
958066,620,620,0,2014
1197791,1054,0,0,2014
22430,898,0,0,2014
800745,726,0,0,2014
1129117,445,0,0,2014
827296,666,0,0,2014
778699,528,0,0,2014
211173,225,0,0,2014
697296,386,0,0,2014
756052,870,0,0,2014
1005653,229,0,0,2014
1024305,362,0,0,2014
1266413,99,0,0,2014
10133,538,0,0,2014
180794,315,0,0,2014
1223567,53,53,0,2014
111696,537,0,0,2014
987597,515,0,0,2014
958749,1040,0,0,2014
797237,144,0,0,2014
202857,295,0,0,2014
727985,365,0,0,2014
725564,283,283,0,2014
1156070,294,0,0,2014
797273,720,0,0,2014
834239,394,394,0,2014
932181,759,0,0,2014
1105111,391,0,0,2014
16827,492,148,0,2014
817165,523,0,0,2014
216667,181,0,0,2014
757260,284,0,0,2014
839403,617,0,0,2014
1035993,324,0,0,2014
173847,1806,0,0,2014
700780,309,0,0,2014
708837,440,0,0,2014
90085,41,0,0,2014
966479,236,0,0,2014
918156,329,0,0,2014
678800,527,0,0,2014
57931,694,0,0,2014
123568,1048,0,0,2014
31056,255,208,0,2014
736332,377,0,0,2014
697748,643,0,0,2014
234183,196,0,0,2014
890887,55,55,0,2014
840833,574,0,0,2014
851448,362,0,0,2014
766564,355,0,0,2014
731876,414,0,0,2014
963111,460,0,0,2014
688180,1065,0,0,2014
733459,15,82,0,2014
958677,574,0,0,2014
1247318,512,0,0,2014
683380,318,0,0,2014
1033417,1065,0,0,2014
682181,602,0,0,2014
712794,474,0,0,2014
198909,761,0,0,2014
873329,482,0,0,2014
104755,353,0,0,2014
795424,763,0,0,2014
235489,55,0,0,2014
1267429,386,0,0,2014
253425,422,0,0,2014
248041,130,130,0,2014
918895,517,0,0,2014
1037178,269,0,0,2014
1017520,593,0,0,2014
717333,10,26,0,2014
167503,388,0,0,2014
840963,334,0,0,2014
821557,243,0,0,2014
157843,995,995,0,2014
992804,664,0,0,2014
10726,258,0,0,2014
950466,315,0,0,2014
25757,1397,722,0,2014
779226,651,0,0,2014
850906,494,0,0,2014
944774,361,0,0,2014
821558,426,0,0,2014
1266344,356,0,0,2014
775065,461,0,0,2014
76874,5,5,0,2014
855589,457,0,0,2014
87152,565,0,0,2014
88909,91,91,0,2014
1184569,514,0,0,2014
768152,490,0,0,2014
708349,547,0,0,2014
766330,450,0,0,2014
1241253,182,0,0,2014
706952,1183,0,0,2014
957748,509,0,0,2014
159724,734,0,0,2014
732373,276,0,0,2014
820980,528,0,0,2014
816158,241,0,0,2014
1162403,28,28,0,2014
728123,722,722,0,2014
159404,154,0,0,2014
931502,104,42,0,2014
218328,82,82,0,2014
874744,134,134,0,2014
16813,1086,0,0,2014
947065,127,0,0,2014
36088,51,0,0,2014
703060,1390,0,0,2014
1246229,415,0,0,2014
931553,405,0,0,2014
156605,636,0,0,2014
732541,1415,0,0,2014
756511,185,0,0,2014
714089,361,0,0,2014
862495,615,0,0,2014
1212609,457,0,0,2014
838756,408,0,0,2014
1192777,27,27,0,2014
797320,998,35,0,2014
972471,620,0,0,2014
797466,783,0,0,2014
90812,615,0,0,2014
890759,424,0,0,2014
768664,779,0,0,2014
1236239,268,0,0,2014
748561,2092,0,0,2014
17282,625,0,0,2014
1134296,992,0,0,2014
717366,445,0,0,2014
170469,833,0,0,2014
20436,15,15,0,2014
786450,387,387,0,2014
1058936,1917,0,0,2014
944482,506,0,0,2014
889166,760,0,0,2014
152621,420,0,0,2014
134321,1361,0,0,2014
107814,438,0,0,2014
61206,696,0,0,2014
1020551,472,0,0,2014
731953,1901,0,0,2014
864250,311,0,0,2014
154534,850,0,0,2014
1100919,972,972,0,2014
66496,737,0,0,2014
943935,169,0,0,2014
959079,3517,3517,0,2014
891009,1614,0,0,2014
902835,602,0,0,2014
860479,53,0,0,2014
824934,450,0,0,2014
696121,545,0,0,2014
1189547,79,0,0,2014
1004245,485,0,0,2014
211685,417,0,0,2014
1057052,434,0,0,2014
889880,761,0,0,2014
884063,323,0,0,2014
1133262,828,0,0,2014
742491,283,0,0,2014
123081,518,0,0,2014
683653,465,0,0,2014
1254080,180,0,0,2014
1176414,492,0,0,2014
1189127,380,0,0,2014
1043065,322,0,0,2014
874768,344,0,0,2014
866761,96,0,0,2014
795729,457,0,0,2014
912743,1158,0,0,2014
1247706,461,0,0,2014
118517,508,0,0,2014
943968,640,640,0,2014
172580,383,0,0,2014
1015449,627,0,0,2014
873970,407,0,0,2014
1177785,342,0,0,2014
1093203,686,0,0,2014
238194,81,81,0,2014
975172,1567,0,0,2014
1056939,444,0,0,2014
731568,213,0,0,2014
10368,393,0,0,2014
1027740,529,0,0,2014
987815,303,0,0,2014
87644,260,0,0,2014
132806,853,1324,0,2014
890978,424,0,0,2014
117196,531,0,0,2014
1042613,565,0,0,2014
1232796,417,0,0,2014
850567,367,367,0,2014
739623,767,0,0,2014
71675,170,170,0,2014
735408,1531,0,0,2014
674511,463,0,0,2014
1207502,134,134,0,2014
775685,828,0,0,2014
799840,181,0,0,2014
129985,531,0,0,2014
152620,287,0,0,2014
1222606,1120,1120,0,2014
1131111,307,0,0,2014
847774,273,0,0,2014
942708,369,0,0,2014
700685,584,0,0,2014
176464,953,0,0,2014
697002,149,149,0,2014
966454,634,0,0,2014
1187923,356,0,0,2014
956921,400,0,0,2014
1030548,305,0,0,2014
81245,783,0,0,2014
1226855,885,0,0,2014
1126390,73,0,0,2014
717396,0,883,0,2014
22422,0,1873,0,2014
183209,0,2968,0,2014
903672,0,639,0,2014
1219090,0,860,0,2014
701214,0,1900,0,2014
840327,0,1494,0,2014
886164,0,1800,0,2014
198874,0,1449,0,2014
797352,0,1115,0,2014
674256,0,1534,0,2014
833248,0,880,0,2014
813866,0,2062,0,2014
235091,0,1635,0,2014
1032888,0,107,0,2014
146433,0,749,0,2014
739765,0,1381,0,2014
829697,0,310,0,2014
455549,0,136,0,2014
526595,0,641,0,2014
1323,0,1372,0,2014
1605,0,1011,0,2014
570079,0,1180,0,2014
671228,0,390,0,2014
425270,0,1445,0,2014
1773,0,596,0,2014
660606,0,1828,0,2014
658936,0,1377,0,2014
376760,0,763,0,2014
635096,0,533,0,2014
1965,0,44,0,2014
492761,0,129,0,2014
303199,0,1590,0,2014
340181,0,2264,0,2014
513540,0,1438,0,2014
547559,0,502,0,2014
451498,0,513,0,2014
1778,0,1070,0,2014
344463,0,243,0,2014
1877,0,154,0,2014
462283,0,1319,0,2014
494920,0,61,0,2014
455013,0,1005,0,2014
461952,0,783,0,2014
325106,0,1895,0,2014
578033,0,154,0,2014
663070,0,68,4786,2014
265281,0,1101,0,2014
440301,0,1145,0,2014
487033,0,412,0,2014
594605,0,2618,0,2014
1859,0,1509,0,2014
276254,0,925,0,2014
660743,0,1625,0,2014
668658,0,1725,0,2014
431188,0,1459,0,2014
534899,0,1383,0,2014
476651,0,1900,0,2014
3261,0,2005,0,2014
566395,0,1260,0,2014
816104,0,956,0,2014
1187092,0,485,0,2014
959089,0,958,0,2014
832638,0,2407,0,2014
26956,0,149,0,2014
11022,0,1757,0,2014
975166,0,2503,0,2014
706634,0,384,0,2014
88954,0,161,0,2014
1155579,0,2,0,2014
126970,0,1622,0,2014
868486,0,1275,0,2014
700777,0,1803,0,2014
159421,0,108,0,2014
911258,0,1103,0,2014
913705,0,221,0,2014
57311,0,257,0,2014
697450,0,2026,0,2014
884145,0,770,0,2014
756059,0,2057,0,2014
726178,0,1462,0,2014
91565,0,2070,0,2014
913317,0,52,0,2014
47057,0,1360,0,2014
108055,0,1625,0,2014
812871,0,1486,0,2014
697848,0,2266,0,2014
957529,0,1810,0,2014
152781,0,1979,0,2014
872914,0,1098,0,2014
720656,0,142,0,2014
795268,0,1010,0,2014
160941,0,1885,0,2014
889211,0,311,0,2014
721669,0,1618,0,2014
700806,0,1800,0,2014
913979,0,1601,0,2014
959316,0,1283,0,2014
824345,0,1394,0,2014
840142,0,6,0,2014
1171546,0,1833,0,2014
887616,0,16,0,2014
143622,0,864,0,2014
974297,0,1377,0,2014
680437,0,583,0,2014
70736,0,1313,0,2014
173870,0,1627,0,2014
229203,0,1918,0,2014
102241,0,210,0,2014
921246,0,1442,0,2014
1225508,0,1425,0,2014
768159,0,993,0,2014
1104871,0,2020,0,2014
1037794,0,430,0,2014
796750,0,1987,0,2014
1055208,0,10,0,2014
111727,0,277,0,2014
966322,0,589,0,2014
803353,0,1432,0,2014
815046,0,1604,0,2014
721521,0,1050,0,2014
256304,0,2543,0,2014
1078442,0,0,4701,2014
740439,0,0,10272,2014
768992,0,0,4632,2014
1110053,0,0,1560,2014
716569,0,0,386,2014
718311,0,0,1051,2014
305217,0,0,140,2014
653,0,0,752,2014
427609,0,0,7369,2014
537641,0,0,4214,2014
432441,0,0,4797,2014
591990,0,0,4772,2014
486971,0,0,5820,2014
495757,0,0,3779,2014
476204,0,0,3673,2014
472424,0,0,2881,2014
377717,0,0,7009,2014
864614,0,0,1562,2014
852160,0,0,361,2014
813605,0,0,96,2014
903885,0,0,4758,2014
803940,0,0,172,2014
1133328,0,0,4366,2014
104918,0,0,9770,2014
1089776,0,0,5552,2014
795018,0,0,10289,2014
220196,0,0,11690,2014
829190,0,0,8256,2014
1136670,0,0,733,2014
932775,0,0,4521,2014
1230975,0,0,3589,2014
797163,0,0,43317,2014
915582,0,0,860,2014
795274,0,0,8375,2014
708822,0,0,6024,2014
716797,0,0,997,2014
1258256,0,0,1323,2014
123168,0,0,362,2014
888863,0,0,538,2014
829204,0,0,111,2014
