TAZ,TAD,OldDistric,County,District,New DistrictName
1343,20,6,King,7,Renton-FedWay-Kent
1344,20,6,King,7,Renton-FedWay-Kent
1345,20,6,King,7,Renton-FedWay-Kent
1346,20,6,King,7,Renton-FedWay-Kent
1347,20,6,King,7,Renton-FedWay-Kent
1348,20,6,King,7,Renton-FedWay-Kent
1349,20,6,King,7,Renton-FedWay-Kent
1350,20,6,King,7,Renton-FedWay-Kent
1351,20,6,King,7,Renton-FedWay-Kent
1352,20,6,King,7,Renton-FedWay-Kent
1353,20,6,King,7,Renton-FedWay-Kent
1354,20,6,King,7,Renton-FedWay-Kent
1355,20,6,King,7,Renton-FedWay-Kent
1356,20,6,King,7,Renton-FedWay-Kent
1357,20,6,King,7,Renton-FedWay-Kent
1358,20,6,King,7,Renton-FedWay-Kent
1359,40,7,King,6,East Side
1360,40,7,King,6,East Side
1361,40,7,King,6,East Side
1362,40,7,King,6,East Side
1363,40,7,King,6,East Side
1364,40,7,King,6,East Side
1365,40,7,King,6,East Side
1366,40,7,King,6,East Side
1367,40,7,King,6,East Side
1368,40,7,King,6,East Side
1369,40,7,King,6,East Side
1370,40,7,King,6,East Side
1371,40,7,King,6,East Side
1372,40,7,King,6,East Side
1373,40,7,King,6,East Side
1374,40,7,King,6,East Side
1375,40,7,King,6,East Side
1376,40,7,King,6,East Side
1377,39,7,King,6,East Side
1378,39,7,King,6,East Side
1379,39,7,King,6,East Side
1380,39,7,King,6,East Side
1381,42,7,King,6,East Side
1382,42,7,King,6,East Side
1383,40,7,King,6,East Side
1384,40,7,King,6,East Side
1385,42,7,King,6,East Side
1386,40,7,King,6,East Side
1387,40,7,King,6,East Side
1388,40,7,King,6,East Side
1389,40,7,King,6,East Side
1390,40,7,King,6,East Side
1391,40,7,King,6,East Side
1392,40,7,King,6,East Side
1393,40,7,King,6,East Side
1394,40,7,King,6,East Side
1395,40,7,King,6,East Side
1396,40,7,King,6,East Side
1397,41,6,King,6,East Side
1398,41,6,King,6,East Side
1399,41,6,King,6,East Side
1400,41,6,King,6,East Side
1401,41,6,King,6,East Side
1402,41,6,King,6,East Side
1403,41,6,King,6,East Side
1404,41,6,King,6,East Side
1405,41,6,King,6,East Side
1406,41,6,King,6,East Side
1407,41,6,King,6,East Side
1408,41,6,King,6,East Side
1409,20,6,King,7,Renton-FedWay-Kent
1410,20,6,King,7,Renton-FedWay-Kent
1411,20,6,King,7,Renton-FedWay-Kent
1412,20,6,King,7,Renton-FedWay-Kent
1413,20,6,King,7,Renton-FedWay-Kent
1414,20,6,King,7,Renton-FedWay-Kent
1415,20,6,King,7,Renton-FedWay-Kent
1416,20,6,King,7,Renton-FedWay-Kent
1417,41,7,King,6,East Side
1418,41,7,King,6,East Side
1419,41,7,King,6,East Side
1420,41,7,King,6,East Side
1421,41,7,King,6,East Side
1422,41,7,King,6,East Side
1423,41,7,King,6,East Side
1424,41,7,King,6,East Side
1425,41,7,King,6,East Side
1426,41,7,King,6,East Side
1427,42,7,King,6,East Side
1428,42,7,King,6,East Side
1429,42,7,King,6,East Side
1430,44,8,King,6,East Side
1431,42,7,King,6,East Side
1432,42,7,King,6,East Side
1433,42,7,King,6,East Side
1434,42,7,King,6,East Side
1435,42,7,King,6,East Side
1436,42,7,King,6,East Side
1437,42,7,King,6,East Side
1438,42,7,King,6,East Side
1439,42,7,King,6,East Side
1440,42,7,King,6,East Side
1441,42,7,King,6,East Side
1442,42,7,King,6,East Side
1443,42,7,King,6,East Side
1444,45,7,King,6,East Side
1445,45,7,King,6,East Side
1446,45,7,King,6,East Side
1447,42,7,King,6,East Side
1448,42,7,King,6,East Side
1449,42,7,King,6,East Side
1450,44,8,King,6,East Side
1451,42,7,King,6,East Side
1452,42,7,King,6,East Side
1453,42,7,King,6,East Side
1454,44,8,King,6,East Side
1455,44,8,King,6,East Side
1456,44,8,King,6,East Side
1457,44,8,King,6,East Side
1458,44,8,King,6,East Side
1459,41,7,King,6,East Side
1460,41,7,King,6,East Side
1461,41,7,King,6,East Side
1462,47,8,King,6,East Side
1463,41,7,King,6,East Side
1464,41,7,King,6,East Side
1465,44,8,King,6,East Side
1466,44,8,King,6,East Side
1467,44,8,King,6,East Side
1468,44,8,King,6,East Side
1469,44,8,King,6,East Side
1470,44,8,King,6,East Side
1471,44,8,King,6,East Side
1472,44,8,King,6,East Side
1473,44,8,King,6,East Side
1474,44,8,King,6,East Side
1475,44,8,King,6,East Side
1476,44,8,King,6,East Side
1477,44,8,King,6,East Side
1478,44,8,King,6,East Side
1479,42,7,King,6,East Side
1480,43,8,King,6,East Side
1481,43,8,King,6,East Side
1482,43,8,King,6,East Side
1483,43,8,King,6,East Side
1484,43,8,King,6,East Side
1485,43,8,King,6,East Side
1486,43,8,King,6,East Side
1487,43,8,King,6,East Side
1488,43,8,King,6,East Side
1489,43,8,King,6,East Side
1490,43,8,King,6,East Side
1491,43,8,King,6,East Side
1492,43,8,King,6,East Side
1493,43,8,King,6,East Side
1494,43,8,King,6,East Side
1495,43,8,King,6,East Side
1496,43,8,King,6,East Side
1497,43,8,King,6,East Side
1498,43,8,King,6,East Side
1499,47,8,King,6,East Side
1500,47,8,King,6,East Side
1501,47,8,King,6,East Side
1502,47,8,King,6,East Side
1503,47,8,King,6,East Side
1504,47,8,King,6,East Side
1505,47,8,King,6,East Side
1506,47,8,King,6,East Side
1507,47,8,King,6,East Side
1508,47,8,King,6,East Side
1509,44,8,King,6,East Side
1510,47,8,King,6,East Side
1511,44,8,King,6,East Side
1512,44,8,King,6,East Side
1513,44,8,King,6,East Side
1514,44,8,King,6,East Side
1515,44,8,King,6,East Side
1516,44,8,King,6,East Side
1517,44,8,King,6,East Side
1518,44,8,King,6,East Side
1519,44,8,King,6,East Side
1520,48,8,King,6,East Side
1521,48,8,King,6,East Side
1522,48,8,King,6,East Side
1523,48,8,King,6,East Side
1524,48,8,King,6,East Side
1525,48,8,King,6,East Side
1526,48,8,King,6,East Side
1527,47,8,King,6,East Side
1528,47,8,King,6,East Side
1529,47,8,King,6,East Side
1530,47,8,King,6,East Side
1531,47,8,King,6,East Side
1532,47,8,King,6,East Side
1533,47,8,King,6,East Side
1534,47,8,King,6,East Side
1535,47,8,King,6,East Side
1536,47,8,King,6,East Side
1537,47,8,King,6,East Side
1538,47,8,King,6,East Side
1539,47,8,King,6,East Side
1540,47,8,King,6,East Side
1541,50,8,King,6,East Side
1542,50,8,King,6,East Side
1543,50,8,King,6,East Side
1544,50,8,King,6,East Side
1545,50,8,King,6,East Side
1546,50,8,King,6,East Side
1547,50,8,King,6,East Side
1548,50,8,King,6,East Side
1549,50,8,King,6,East Side
1550,50,8,King,6,East Side
1551,50,8,King,6,East Side
1552,50,8,King,6,East Side
1553,50,8,King,6,East Side
1554,50,8,King,6,East Side
1555,50,8,King,6,East Side
1556,47,8,King,6,East Side
1557,51,8,King,6,East Side
1558,47,8,King,6,East Side
1559,51,8,King,6,East Side
1560,47,8,King,6,East Side
1561,47,8,King,6,East Side
1562,47,8,King,6,East Side
1563,47,8,King,6,East Side
1564,47,8,King,6,East Side
1565,47,8,King,6,East Side
1566,48,8,King,6,East Side
1567,48,8,King,6,East Side
1568,48,8,King,6,East Side
1569,48,8,King,6,East Side
1570,48,8,King,6,East Side
1571,48,8,King,6,East Side
1572,48,8,King,6,East Side
1573,48,8,King,6,East Side
1574,48,8,King,6,East Side
1575,48,8,King,6,East Side
1576,48,8,King,6,East Side
1577,48,8,King,6,East Side
1578,48,8,King,6,East Side
1579,51,9,King,6,East Side
1580,51,8,King,6,East Side
1581,51,8,King,6,East Side
1582,51,8,King,6,East Side
1583,51,8,King,6,East Side
1584,51,8,King,6,East Side
1585,51,8,King,6,East Side
1586,51,8,King,6,East Side
1587,51,8,King,6,East Side
1588,50,8,King,6,East Side
1589,50,8,King,6,East Side
1590,50,8,King,6,East Side
1591,50,8,King,6,East Side
1592,50,8,King,6,East Side
1593,50,8,King,6,East Side
1594,50,8,King,6,East Side
1595,50,8,King,6,East Side
1596,50,8,King,6,East Side
1597,50,8,King,6,East Side
1598,50,8,King,6,East Side
1599,50,8,King,6,East Side
1600,50,8,King,6,East Side
1601,50,8,King,6,East Side
1602,50,8,King,6,East Side
1603,52,9,King,6,East Side
1604,50,8,King,6,East Side
1605,50,8,King,6,East Side
1606,51,8,King,6,East Side
1607,51,8,King,6,East Side
1608,51,8,King,6,East Side
1609,51,8,King,6,East Side
1610,51,9,King,6,East Side
1611,51,9,King,6,East Side
1612,51,9,King,6,East Side
1613,51,9,King,6,East Side
1614,51,9,King,6,East Side
1615,51,9,King,6,East Side
1616,51,9,King,6,East Side
1617,51,9,King,6,East Side
1618,51,9,King,6,East Side
1619,51,9,King,6,East Side
1620,51,9,King,6,East Side
1621,51,9,King,6,East Side
1622,51,9,King,6,East Side
1623,51,9,King,6,East Side
1624,51,9,King,6,East Side
1625,51,9,King,6,East Side
1626,51,9,King,6,East Side
1627,53,9,King,6,East Side
1628,51,9,King,6,East Side
1629,53,9,King,6,East Side
1630,51,9,King,6,East Side
1631,51,9,King,6,East Side
1632,52,9,King,6,East Side
1633,52,9,King,6,East Side
1634,52,9,King,6,East Side
1635,52,9,King,6,East Side
1636,52,9,King,6,East Side
1637,52,9,King,6,East Side
1638,52,9,King,6,East Side
1639,52,9,King,6,East Side
1640,52,9,King,6,East Side
1641,52,9,King,6,East Side
1642,52,9,King,6,East Side
1643,53,9,King,6,East Side
1644,53,9,King,6,East Side
1645,53,9,King,6,East Side
1646,53,9,King,6,East Side
1647,53,9,King,6,East Side
1648,54,9,King,6,East Side
1649,54,9,King,6,East Side
1650,53,9,King,6,East Side
1651,53,9,King,6,East Side
1652,53,9,King,6,East Side
1653,53,9,King,6,East Side
1654,53,9,King,6,East Side
1655,53,9,King,6,East Side
1656,53,9,King,6,East Side
1657,53,9,King,6,East Side
1658,53,9,King,6,East Side
1659,53,9,King,6,East Side
1660,53,9,King,6,East Side
1661,52,9,King,6,East Side
1662,52,9,King,6,East Side
1663,52,9,King,6,East Side
1664,52,9,King,6,East Side
1665,56,9,King,6,East Side
1666,52,9,King,6,East Side
1667,56,9,King,6,East Side
1668,52,9,King,6,East Side
1669,52,9,King,6,East Side
1670,53,9,King,6,East Side
1671,53,9,King,6,East Side
1672,53,9,King,6,East Side
1673,53,9,King,6,East Side
1674,53,9,King,6,East Side
1675,53,9,King,6,East Side
1676,53,9,King,6,East Side
1677,53,9,King,6,East Side
1678,53,9,King,6,East Side
1679,53,9,King,6,East Side
1680,53,9,King,6,East Side
1681,53,9,King,6,East Side
1682,53,9,King,6,East Side
1683,53,9,King,6,East Side
1684,53,9,King,6,East Side
1685,53,9,King,6,East Side
1686,52,9,King,6,East Side
1687,52,9,King,6,East Side
1688,52,9,King,6,East Side
1689,52,9,King,6,East Side
1690,56,9,King,6,East Side
1691,56,9,King,6,East Side
1692,56,9,King,6,East Side
1693,56,9,King,6,East Side
1694,56,9,King,6,East Side
1695,56,9,King,6,East Side
1696,56,9,King,6,East Side
1697,52,9,King,6,East Side
1698,52,9,King,6,East Side
1699,52,9,King,6,East Side
1700,52,9,King,6,East Side
1701,52,9,King,6,East Side
1702,53,9,King,6,East Side
1703,53,9,King,6,East Side
1704,53,9,King,6,East Side
1705,53,9,King,6,East Side
1706,53,9,King,6,East Side
1707,53,9,King,6,East Side
1708,53,9,King,6,East Side
1709,53,9,King,6,East Side
1710,53,9,King,6,East Side
1711,61,9,King,6,East Side
1712,61,9,King,6,East Side
1713,61,9,King,6,East Side
1714,61,9,King,6,East Side
1715,52,9,King,6,East Side
1716,53,9,King,6,East Side
1717,56,9,King,6,East Side
1718,56,9,King,6,East Side
1719,56,9,King,6,East Side
1720,55,9,King,6,East Side
1721,55,9,King,6,East Side
1722,55,9,King,6,East Side
1723,55,9,King,6,East Side
1724,55,9,King,6,East Side
1725,55,9,King,6,East Side
1726,55,9,King,6,East Side
1727,55,9,King,6,East Side
1728,55,9,King,6,East Side
1729,56,9,King,6,East Side
1730,55,9,King,6,East Side
1731,56,9,King,6,East Side
1732,55,9,King,6,East Side
1733,56,9,King,6,East Side
1734,56,9,King,6,East Side
1735,61,9,King,6,East Side
1736,61,9,King,6,East Side
1737,61,9,King,6,East Side
1738,61,9,King,6,East Side
1739,61,9,King,6,East Side
1740,61,9,King,6,East Side
1741,61,9,King,6,East Side
1742,61,9,King,6,East Side
1743,61,9,King,6,East Side
1744,61,9,King,6,East Side
1745,61,9,King,6,East Side
1746,61,9,King,6,East Side
1747,60,9,King,6,East Side
1748,61,9,King,6,East Side
1749,60,9,King,6,East Side
1750,56,9,King,6,East Side
1751,55,9,King,6,East Side
1752,55,9,King,6,East Side
1753,55,9,King,6,East Side
1754,59,9,King,6,East Side
1755,59,9,King,6,East Side
1756,55,9,King,6,East Side
1757,59,9,King,6,East Side
1758,59,9,King,6,East Side
1759,59,9,King,6,East Side
1760,59,9,King,6,East Side
1761,59,9,King,6,East Side
1762,59,9,King,6,East Side
1763,59,9,King,6,East Side
1764,59,9,King,6,East Side
1765,59,9,King,6,East Side
1766,59,9,King,6,East Side
1767,60,9,King,6,East Side
1768,60,9,King,6,East Side
1769,60,9,King,6,East Side
1770,60,9,King,6,East Side
1771,60,9,King,6,East Side
1772,60,9,King,6,East Side
1773,60,9,King,6,East Side
1774,60,9,King,6,East Side
1775,60,9,King,6,East Side
1776,60,9,King,6,East Side
1777,60,9,King,6,East Side
1778,60,9,King,6,East Side
1779,60,9,King,6,East Side
1780,61,9,King,6,East Side
1781,61,9,King,6,East Side
1782,61,9,King,6,East Side
1783,61,9,King,6,East Side
1784,61,9,King,6,East Side
1785,61,9,King,6,East Side
1786,61,9,King,6,East Side
1787,61,9,King,6,East Side
1788,61,9,King,6,East Side
1789,61,9,King,6,East Side
1790,61,9,King,6,East Side
1791,61,9,King,6,East Side
1792,61,9,King,6,East Side
1793,61,9,King,6,East Side
1794,61,9,King,6,East Side
1795,60,9,King,6,East Side
1796,60,9,King,6,East Side
1797,60,9,King,6,East Side
1798,60,9,King,6,East Side
1799,60,9,King,6,East Side
1800,60,9,King,6,East Side
1801,60,9,King,6,East Side
1802,60,9,King,6,East Side
1803,60,9,King,6,East Side
1804,60,9,King,6,East Side
1805,60,9,King,6,East Side
1806,59,9,King,6,East Side
1807,59,9,King,6,East Side
1808,59,9,King,6,East Side
1809,59,9,King,6,East Side
1810,59,9,King,6,East Side
1811,59,9,King,6,East Side
1812,59,9,King,6,East Side
1813,59,9,King,6,East Side
1814,59,9,King,6,East Side
1815,59,9,King,6,East Side
1816,58,14,King,3,North Seattle-Shoreline
1817,58,14,King,3,North Seattle-Shoreline
1818,58,14,King,3,North Seattle-Shoreline
1819,58,14,King,3,North Seattle-Shoreline
1820,58,14,King,3,North Seattle-Shoreline
1821,58,14,King,3,North Seattle-Shoreline
1822,58,14,King,3,North Seattle-Shoreline
1823,58,14,King,3,North Seattle-Shoreline
1824,58,14,King,3,North Seattle-Shoreline
1825,58,14,King,3,North Seattle-Shoreline
1826,58,14,King,3,North Seattle-Shoreline
1827,58,14,King,3,North Seattle-Shoreline
1828,58,14,King,3,North Seattle-Shoreline
1829,57,14,King,3,North Seattle-Shoreline
1830,57,14,King,3,North Seattle-Shoreline
1831,57,14,King,3,North Seattle-Shoreline
1832,57,14,King,3,North Seattle-Shoreline
1833,57,14,King,3,North Seattle-Shoreline
1834,57,14,King,3,North Seattle-Shoreline
1835,57,14,King,3,North Seattle-Shoreline
1836,57,14,King,3,North Seattle-Shoreline
1837,57,14,King,3,North Seattle-Shoreline
1838,57,14,King,3,North Seattle-Shoreline
1839,57,14,King,3,North Seattle-Shoreline
1840,57,14,King,3,North Seattle-Shoreline
1841,57,14,King,3,North Seattle-Shoreline
1842,57,14,King,3,North Seattle-Shoreline
1843,57,14,King,3,North Seattle-Shoreline
1844,57,14,King,3,North Seattle-Shoreline
1845,57,14,King,3,North Seattle-Shoreline
1846,57,14,King,3,North Seattle-Shoreline
1847,57,14,King,3,North Seattle-Shoreline
1848,57,14,King,3,North Seattle-Shoreline
1849,57,14,King,3,North Seattle-Shoreline
1850,57,14,King,3,North Seattle-Shoreline
1851,57,14,King,3,North Seattle-Shoreline
1852,57,14,King,3,North Seattle-Shoreline
1853,57,14,King,3,North Seattle-Shoreline
1854,58,14,King,3,North Seattle-Shoreline
1855,58,14,King,3,North Seattle-Shoreline
1856,58,14,King,3,North Seattle-Shoreline
1857,58,14,King,3,North Seattle-Shoreline
1858,58,14,King,3,North Seattle-Shoreline
1859,58,14,King,3,North Seattle-Shoreline
1860,58,14,King,3,North Seattle-Shoreline
1861,58,14,King,3,North Seattle-Shoreline
1862,58,14,King,3,North Seattle-Shoreline
1863,58,14,King,3,North Seattle-Shoreline
1864,58,14,King,3,North Seattle-Shoreline
1865,58,14,King,3,North Seattle-Shoreline
1866,58,14,King,3,North Seattle-Shoreline
1867,58,14,King,3,North Seattle-Shoreline
1868,58,14,King,3,North Seattle-Shoreline
1869,58,14,King,3,North Seattle-Shoreline
1870,58,14,King,3,North Seattle-Shoreline
1871,58,14,King,3,North Seattle-Shoreline
1872,58,14,King,3,North Seattle-Shoreline
1873,57,14,King,3,North Seattle-Shoreline
1874,57,14,King,3,North Seattle-Shoreline
1875,57,14,King,3,North Seattle-Shoreline
1876,57,14,King,3,North Seattle-Shoreline
1877,57,14,King,3,North Seattle-Shoreline
1878,57,14,King,3,North Seattle-Shoreline
1879,57,14,King,3,North Seattle-Shoreline
1880,57,14,King,3,North Seattle-Shoreline
1881,57,14,King,3,North Seattle-Shoreline
1882,57,14,King,3,North Seattle-Shoreline
1883,61,9,King,6,East Side
1884,61,9,King,6,East Side
1885,62,9,King,6,East Side
1886,62,9,King,6,East Side
1887,62,9,King,6,East Side
1888,62,9,King,6,East Side
1889,62,9,King,6,East Side
1890,62,9,King,6,East Side
1891,62,9,King,6,East Side
1892,62,9,King,6,East Side
1893,62,9,King,6,East Side
1894,62,9,King,6,East Side
1895,63,9,King,6,East Side
1896,63,9,King,6,East Side
1897,62,9,King,6,East Side
1898,62,9,King,6,East Side
1899,62,9,King,6,East Side
1900,62,9,King,6,East Side
1901,62,9,King,6,East Side
1902,62,9,King,6,East Side
1903,62,9,King,6,East Side
1904,62,9,King,6,East Side
1905,62,9,King,6,East Side
1906,62,9,King,6,East Side
1907,62,9,King,6,East Side
1908,62,9,King,6,East Side
1909,54,9,King,6,East Side
1910,54,9,King,6,East Side
1911,54,9,King,6,East Side
1912,54,9,King,6,East Side
1913,54,9,King,6,East Side
1914,54,9,King,6,East Side
1915,54,9,King,6,East Side
1916,54,9,King,6,East Side
1917,54,9,King,6,East Side
1918,62,9,King,6,East Side
1919,63,9,King,6,East Side
1920,63,9,King,6,East Side
1921,54,9,King,6,East Side
1922,54,9,King,6,East Side
1923,54,9,King,6,East Side
1924,54,9,King,6,East Side
1925,54,9,King,6,East Side
1926,54,9,King,6,East Side
1927,54,9,King,6,East Side
1928,54,9,King,6,East Side
1929,54,9,King,6,East Side
1930,54,9,King,6,East Side
1931,54,9,King,6,East Side
1932,54,9,King,6,East Side
1933,49,7,King,6,East Side
1934,49,7,King,6,East Side
1935,49,7,King,6,East Side
1936,49,7,King,6,East Side
1937,49,7,King,6,East Side
1938,49,7,King,6,East Side
1939,49,7,King,6,East Side
1940,49,7,King,6,East Side
1941,49,7,King,6,East Side
1942,49,7,King,6,East Side
1943,46,7,King,6,East Side
1944,46,7,King,6,East Side
1945,46,7,King,6,East Side
1946,63,9,King,6,East Side
1947,63,7,King,6,East Side
1948,63,7,King,6,East Side
1949,63,7,King,6,East Side
1950,63,7,King,6,East Side
1951,46,7,King,6,East Side
1952,46,7,King,6,East Side
1953,46,7,King,6,East Side
1954,46,7,King,6,East Side
1955,46,7,King,6,East Side
1956,46,7,King,6,East Side
1957,46,7,King,6,East Side
1958,45,7,King,6,East Side
1959,49,7,King,6,East Side
1960,49,7,King,6,East Side
1961,49,7,King,6,East Side
1962,45,7,King,6,East Side
1963,49,7,King,6,East Side
1964,49,7,King,6,East Side
1965,45,7,King,6,East Side
1966,45,7,King,6,East Side
1967,45,7,King,6,East Side
1968,45,7,King,6,East Side
1969,45,7,King,6,East Side
1970,45,7,King,6,East Side
1971,46,7,King,6,East Side
1972,45,7,King,6,East Side
1973,45,7,King,6,East Side
1974,46,7,King,6,East Side
1975,46,7,King,6,East Side
1976,45,7,King,6,East Side
1977,46,7,King,6,East Side
1978,46,7,King,6,East Side
1979,46,7,King,6,East Side
1980,63,7,King,6,East Side
1981,63,7,King,6,East Side
1982,63,7,King,6,East Side
1983,63,7,King,6,East Side
1984,63,7,King,6,East Side
1985,63,7,King,6,East Side
1986,63,9,King,6,East Side
1987,39,7,King,6,East Side
1988,39,7,King,6,East Side
1989,39,7,King,6,East Side
1990,63,9,King,6,East Side
1991,39,7,King,6,East Side
1992,63,9,King,6,East Side
1993,63,9,King,6,East Side
1994,63,9,King,6,East Side
1995,63,9,King,6,East Side
1996,63,7,King,6,East Side
1997,63,7,King,6,East Side
1998,39,7,King,6,East Side
1999,39,7,King,6,East Side
2000,39,7,King,6,East Side
2001,39,7,King,6,East Side
2002,39,7,King,6,East Side
2003,39,7,King,6,East Side
2004,34,5,King,7,Renton-FedWay-Kent
2005,34,5,King,7,Renton-FedWay-Kent
2006,34,5,King,7,Renton-FedWay-Kent
2007,33,5,King,7,Renton-FedWay-Kent
2008,34,5,King,7,Renton-FedWay-Kent
2009,34,5,King,7,Renton-FedWay-Kent
2010,34,5,King,7,Renton-FedWay-Kent
2011,34,5,King,7,Renton-FedWay-Kent
2012,34,5,King,7,Renton-FedWay-Kent
2013,34,5,King,7,Renton-FedWay-Kent
2014,34,5,King,7,Renton-FedWay-Kent
2015,34,5,King,7,Renton-FedWay-Kent
2016,32,5,King,7,Renton-FedWay-Kent
2017,38,5,King,7,Renton-FedWay-Kent
2018,38,5,King,7,Renton-FedWay-Kent
2019,38,5,King,7,Renton-FedWay-Kent
2020,32,5,King,7,Renton-FedWay-Kent
2021,32,5,King,7,Renton-FedWay-Kent
2022,32,5,King,7,Renton-FedWay-Kent
2023,32,5,King,7,Renton-FedWay-Kent
2024,32,5,King,7,Renton-FedWay-Kent
2025,32,5,King,7,Renton-FedWay-Kent
2026,34,5,King,7,Renton-FedWay-Kent
2027,34,5,King,7,Renton-FedWay-Kent
2028,32,5,King,7,Renton-FedWay-Kent
2029,34,5,King,7,Renton-FedWay-Kent
2030,34,5,King,7,Renton-FedWay-Kent
2031,32,5,King,7,Renton-FedWay-Kent
2032,32,5,King,7,Renton-FedWay-Kent
2033,33,5,King,7,Renton-FedWay-Kent
2034,33,5,King,7,Renton-FedWay-Kent
2035,32,5,King,7,Renton-FedWay-Kent
2036,32,5,King,7,Renton-FedWay-Kent
2037,32,5,King,7,Renton-FedWay-Kent
2038,32,5,King,7,Renton-FedWay-Kent
2039,32,5,King,7,Renton-FedWay-Kent
2040,32,5,King,7,Renton-FedWay-Kent
2041,32,5,King,7,Renton-FedWay-Kent
2042,32,5,King,7,Renton-FedWay-Kent
2043,32,5,King,7,Renton-FedWay-Kent
2044,32,5,King,7,Renton-FedWay-Kent
2045,32,5,King,7,Renton-FedWay-Kent
2046,32,5,King,7,Renton-FedWay-Kent
2047,38,5,King,7,Renton-FedWay-Kent
2048,38,5,King,7,Renton-FedWay-Kent
2049,38,5,King,7,Renton-FedWay-Kent
2050,32,5,King,7,Renton-FedWay-Kent
2051,38,5,King,7,Renton-FedWay-Kent
2052,38,5,King,7,Renton-FedWay-Kent
2053,32,5,King,7,Renton-FedWay-Kent
2054,38,5,King,7,Renton-FedWay-Kent
2055,32,5,King,7,Renton-FedWay-Kent
2056,32,5,King,7,Renton-FedWay-Kent
2057,38,5,King,7,Renton-FedWay-Kent
2058,32,5,King,7,Renton-FedWay-Kent
2059,38,5,King,7,Renton-FedWay-Kent
2060,30,4,King,7,Renton-FedWay-Kent
2061,38,5,King,7,Renton-FedWay-Kent
2062,38,5,King,7,Renton-FedWay-Kent
2063,38,5,King,7,Renton-FedWay-Kent
2064,38,5,King,7,Renton-FedWay-Kent
2065,38,5,King,7,Renton-FedWay-Kent
2066,38,5,King,7,Renton-FedWay-Kent
2067,38,5,King,7,Renton-FedWay-Kent
2068,38,5,King,7,Renton-FedWay-Kent
2069,38,5,King,7,Renton-FedWay-Kent
2070,38,5,King,7,Renton-FedWay-Kent
2071,38,5,King,7,Renton-FedWay-Kent
2072,38,5,King,7,Renton-FedWay-Kent
2073,38,5,King,7,Renton-FedWay-Kent
2074,38,5,King,7,Renton-FedWay-Kent
2075,38,5,King,7,Renton-FedWay-Kent
2076,38,5,King,7,Renton-FedWay-Kent
2077,38,5,King,7,Renton-FedWay-Kent
2078,38,5,King,7,Renton-FedWay-Kent
2079,38,5,King,7,Renton-FedWay-Kent
2080,38,5,King,7,Renton-FedWay-Kent
2081,38,5,King,7,Renton-FedWay-Kent
2082,21,10,King,5,West-South Seattle
2083,21,10,King,5,West-South Seattle
2084,21,10,King,5,West-South Seattle
2085,21,10,King,5,West-South Seattle
2086,21,10,King,5,West-South Seattle
2087,21,10,King,5,West-South Seattle
2088,21,10,King,5,West-South Seattle
2089,64,18,Snohomish,1,Suburban Snohomish
2090,64,18,Snohomish,1,Suburban Snohomish
2091,64,18,Snohomish,1,Suburban Snohomish
2092,64,18,Snohomish,1,Suburban Snohomish
2093,65,18,Snohomish,1,Suburban Snohomish
2094,64,18,Snohomish,1,Suburban Snohomish
2095,64,18,Snohomish,1,Suburban Snohomish
2096,64,18,Snohomish,1,Suburban Snohomish
2097,64,18,Snohomish,1,Suburban Snohomish
2098,64,18,Snohomish,1,Suburban Snohomish
2099,64,18,Snohomish,1,Suburban Snohomish
2100,64,18,Snohomish,1,Suburban Snohomish
2101,64,18,Snohomish,1,Suburban Snohomish
2102,64,18,Snohomish,1,Suburban Snohomish
2103,64,18,Snohomish,1,Suburban Snohomish
2104,64,18,Snohomish,1,Suburban Snohomish
2105,65,18,Snohomish,1,Suburban Snohomish
2106,65,18,Snohomish,1,Suburban Snohomish
2107,65,18,Snohomish,1,Suburban Snohomish
2108,68,18,Snohomish,1,Suburban Snohomish
2109,68,18,Snohomish,1,Suburban Snohomish
2110,68,18,Snohomish,1,Suburban Snohomish
2111,68,18,Snohomish,1,Suburban Snohomish
2112,68,18,Snohomish,1,Suburban Snohomish
2113,68,18,Snohomish,1,Suburban Snohomish
2114,68,18,Snohomish,1,Suburban Snohomish
2115,65,18,Snohomish,1,Suburban Snohomish
2116,65,18,Snohomish,1,Suburban Snohomish
2117,65,18,Snohomish,1,Suburban Snohomish
2118,65,18,Snohomish,1,Suburban Snohomish
2119,65,18,Snohomish,1,Suburban Snohomish
2120,65,18,Snohomish,1,Suburban Snohomish
2121,65,18,Snohomish,1,Suburban Snohomish
2122,65,18,Snohomish,1,Suburban Snohomish
2123,65,18,Snohomish,1,Suburban Snohomish
2124,65,18,Snohomish,1,Suburban Snohomish
2125,65,18,Snohomish,1,Suburban Snohomish
2126,65,18,Snohomish,1,Suburban Snohomish
2127,65,18,Snohomish,1,Suburban Snohomish
2128,65,18,Snohomish,1,Suburban Snohomish
2129,65,18,Snohomish,1,Suburban Snohomish
2130,64,18,Snohomish,1,Suburban Snohomish
2131,64,18,Snohomish,1,Suburban Snohomish
2132,64,18,Snohomish,1,Suburban Snohomish
2133,64,18,Snohomish,1,Suburban Snohomish
2134,64,18,Snohomish,1,Suburban Snohomish
2135,64,18,Snohomish,1,Suburban Snohomish
2136,64,18,Snohomish,1,Suburban Snohomish
2137,64,18,Snohomish,1,Suburban Snohomish
2138,64,18,Snohomish,1,Suburban Snohomish
2139,64,18,Snohomish,1,Suburban Snohomish
2140,64,18,Snohomish,1,Suburban Snohomish
