Zone_id	Zone_ordinal	Dest_eligible	External	popcent_x	popcent_y	empcent_x	empcent_y
983	983	1	0	1275689.16385903	166986.682327708	1275689.16385903	166986.682327708
984	984	1	0	1271976.66624267	172861.666609046	1271959.99872804	172672.999827327
985	985	1	0	1272389.99872761	167936.999832063	1272389.99872761	167936.999832063
986	986	1	0	1271225.09433862	173897.51257848	1270495.57470899	173834.652298351
987	987	1	0	1270845.35059549	172260.453024708	1270894.57139226	171730.085709379
988	988	1	0	1269438.44593737	174122.46621504	1269438.44593737	174122.46621504
989	989	1	0	1269461.91570638	172107.603447946	1269461.91570638	172107.603447946
990	990	1	0	1270117.55217975	168527.011384879	1269710.754705	169522.943394627
991	991	1	0	1268892.59668158	174561.085634877	1268892.59668158	174561.085634877
992	992	1	0	1268602.68381887	173059.110293481	1268566.14617519	173173.857142282
993	993	1	0	1268251.11110027	171867.111109642	1268610.77257751	172057.856365428
994	994	1	0	1266762.92679837	174886.048776222	1267445.95486001	174448.869791515
995	995	1	0	1267456.87622541	172976.721021271	1266895.87401475	173730.131495926
996	996	1	0	1266570.05494158	168204.151098439	1267825.68074522	169766.356806715
997	997	1	0	1265561.84793953	172490.323125478	1265798.75554993	173288.568888119
998	998	1	0	1265879.18781405	170184.411167081	1266907.58300049	170526.818724986
999	999	1	0	1263413.08714732	169622.392909646	1263613.39621449	170278.669809714
1000	1000	1	0	1260975.37866884	170981.199381498	1260642.53010529	170494.75903409
1001	1001	1	0	1260875.12953041	167662.3005177	1261102.60864082	167562.521731845
1002	1002	1	0	1267116.40680279	163885.094259274	1268043.05969834	164895.019900087
1003	1003	1	0	1271545.41664018	166419.9166632	1271369.02723241	164693.40855967
1004	1004	1	0	1269836.17529754	164500.193226928	1269856.8197835	163888.710246771
1005	1005	1	0	1269921.06741335	159613.050561499	1270705.61402394	158962.236840711
1006	1006	1	0	1271883.06532024	159518.326632364	1271845.1724118	161131.120689403
1007	1007	1	0	1272933.63632506	158753.09090428	1273356.73420587	161206.698450344
1008	1008	1	0	1277746.66624075	159225.333280258	1277473.99991484	159675.199989355
1009	1009	1	0	1278249.99996722	160130.999995894	1278192.68944832	161052.450222643
1010	1010	1	0	1277624.99936119	157866.999921066	1278172.83568792	159276.894876184
1011	1011	1	0	1280616.42604297	164607.850672212	1279201.24373055	164460.913741141
1012	1012	1	0	1279501.6507486	160077.466575498	1278731.50976682	160037.873889591
1013	1013	1	0	1283278.4178473	163704.174441859	1283488.39999803	162506.149230519
1014	1014	1	0	1282016.23305886	159531.252032088	1282997.17945428	160455.179483065
1015	1015	1	0	1284602.70072055	164418.379560844	1284459.99978592	164854.999972524
1016	1016	1	0	1286367.4998392	163563.499979555	1288338.34313133	163275.203099859
1017	1017	1	0	1288699.50217039	160657.949927595	1288699.50217039	160657.949927595
1018	1018	1	0	1291609.99870839	164047.999835952	1290996.66186297	161607.682036426
1019	1019	1	0	1293016.79999912	161408.728135484	1293016.79999912	161408.728135484
1020	1020	1	0	1295371.34887226	162014.096293404	1295371.34887226	162014.096293404
1021	1021	1	0	1296566.17996494	161507.168081357	1296566.17996494	161507.168081357
1022	1022	1	0	1295279.99974094	158355.599968329	1295859.79664994	156899.75717694
1023	1023	1	0	1294289.99870571	157499.9998425	1294006.4580493	156786.687981788
1024	1024	1	0	1292603.33290247	153596.333282135	1292285.01572124	156531.221697867
1025	1025	1	0	1290719.13624163	156031.82858408	1290719.13624163	156031.82858408
1026	1026	1	0	1288219.73421193	155760.573888974	1288219.73421193	155760.573888974
1027	1027	1	0	1284188.82345387	155532.411755557	1284919.99957169	155959.999948013
1028	1028	1	0	1280731.30433987	153402.012421407	1280178.74995999	155231.593745149
1029	1029	1	0	1279137.05202164	155873.142196352	1278785.39534289	156344.330231831
1030	1030	1	0	1278841.43250336	153945.636363212	1277937.63829515	153298.799999674
1031	1031	1	0	1277028.7499772	154803.357140093	1277259.18300236	155653.545751125
1032	1032	1	0	1273128.42281452	156496.127516253	1275040.13050363	157181.254485877
1033	1033	1	0	1272658.03447837	153455.97586154	1272942.33332909	152855.479999491
1034	1034	1	0	1270443.90820407	156613.454798113	1270420.8695376	156515.065213989
1035	1035	1	0	1270068.45665693	154186.890063099	1269693.33324869	153828.266656411
1036	1036	1	0	1267477.6712313	157332.282689717	1267120.86734047	158472.959182865
1037	1037	1	0	1270448.13163212	150414.295116454	1270777.62575197	150169.191146579
1038	1038	1	0	1272879.55849609	151629.770419091	1271758.87583679	151730.142617195
1039	1039	1	0	1272492.17390959	148961.942934378	1271808.4152936	149284.97267678
1040	1040	1	0	1276654.62121019	150968.045454317	1276640.62499202	151435.743749054
1041	1041	1	0	1275918.10450689	147962.816598209	1276568.91509233	148948.83805008
1042	1042	1	0	1278600.73316174	149975.880647784	1278150.79562983	149467.524180734
1043	1043	1	0	1280017.67506644	150461.971988374	1279717.10381814	148136.027321595
1044	1044	1	0	1281975.04623345	150410.021135865	1282817.49991982	151698.249990519
1045	1045	1	0	1285091.99974298	150533.799969893	1287724.78859556	149550.517455363
1046	1046	1	0	1286773.4958328	145753.496666606	1288554.45372214	146715.806541304
1047	1047	1	0	1290515.12713424	150992.818595768	1290515.12713424	150992.818595768
1048	1048	1	0	1290464.79997419	144437.779997111	1290770.57401715	146183.577794452
1049	1049	1	0	1292517.86348701	150342.853202361	1292517.86348701	150342.853202361
1050	1050	1	0	1292345.26090292	147020.365654148	1292345.26090292	147020.365654148
1051	1051	1	0	1294818.88874502	150196.222205534	1294352.52625362	151355.773045419
1052	1052	1	0	1295294.24996762	150876.074996228	1295853.86211025	151785.81025006
1053	1053	1	0	1289048.73822854	143273.789077078	1289724.21296177	143133.398148016
1054	1054	1	0	1287455.33332976	141804.599999606	1289538.59321815	141747.194915014
1055	1055	1	0	1287854.60732647	143495.198952504	1286956.62004362	143215.305360972
1056	1056	1	0	1283639.99974327	143661.199971268	1286074.93975129	141188.216866619
1057	1057	1	0	1281283.8763973	144585.033707053	1281708.74983979	145125.749981859
1058	1058	1	0	1281594.0417433	140955.371916241	1281129.21685975	141747.34337264
1059	1059	1	0	1279869.60893616	141273.629422456	1279685.99996801	139433.399996514
1060	1060	1	0	1278608.29998721	144732.399998553	1278232.61146293	143929.68312079
1061	1061	1	0	1277421.78905036	138821.228304221	1277096.44787152	139549.169883631
1062	1062	1	0	1275920.8117632	146323.570588063	1277239.49715249	145375.4364325
1063	1063	1	0	1275821.27060982	142672.815712762	1276546.50176227	142515.420494196
1064	1064	1	0	1275157.14677466	138880.330589659	1275914.63413078	138845.475608063
1065	1065	1	0	1272834.66424451	146071.47731371	1271614.29935901	146010.050954949
1066	1066	1	0	1272501.12233303	142667.679012186	1273002.49997348	142847.624997024
1067	1067	1	0	1270794.37994388	146527.174142094	1270532.92063089	147762.952380483
1068	1068	1	0	1272374.77477191	137928.137387077	1272119.99996562	138046.459455728
1069	1069	1	0	1271841.75675332	134409.116215853	1271135.28924569	131912.462808827
1070	1070	1	0	1274403.01369427	136511.650684464	1274381.62161875	134792.317567264
1071	1071	1	0	1276940.35156001	135996.052734109	1276083.27102207	136695.803737679
1072	1072	1	0	1280164.62595224	136004.967938724	1279789.47367074	136134.757893304
1073	1073	1	0	1283152.62507642	137746.050648463	1281703.74999428	135502.825892252
1074	1074	1	0	1288213.67798923	140063.477104668	1289448.64444158	139053.391110802
1075	1075	1	0	1286137.21105205	127327.798994655	1289556.06956297	127908.666086734
1076	1076	1	0	1281532.22651058	132107.767052597	1280758.08218593	132090.744291634
1077	1077	1	0	1281781.77165102	129502.324802895	1281966.19717858	129421.809858699
1078	1078	1	0	1276552.03285159	133368.322381656	1276545.84268229	133632.213481645
1079	1079	1	0	1277145.06249601	129595.721874595	1276937.14267472	129410.571410084
1080	1080	1	0	1275021.53543223	132392.080052407	1274931.61762831	132926.617645104
1081	1081	1	0	1274957.03360223	129825.198145852	1274357.73331634	129197.146664944
1082	1082	1	0	1272534.03332909	131913.533332894	1273564.3835442	132728.945203661
1083	1083	1	0	1273238.49462023	128657.413978149	1273458.60926309	128553.086091864
1084	1084	1	0	1270412.57506709	127371.106460303	1271255.83998983	127580.087998979
1085	1085	1	0	1265913.46201586	125987.743461861	1266396.75323031	126440.480517838
1086	1086	1	0	1261655.80137536	123076.574237834	1262031.61403066	122692.014034657
1087	1087	1	0	1266005.89206909	122990.95484568	1266945.94116902	122156.458822811
1088	1088	1	0	1269287.4769774	123096.941067913	1269258.67923331	122609.792451674
1089	1089	1	0	1272092.53431756	122609.180570092	1272644.10896564	122822.875141745
1090	1090	1	0	1275353.55139949	127540.727102565	1275635.11520149	128041.741934894
1091	1091	1	0	1275771.21416311	125052.927487142	1275436.81817354	124881.811687501
1092	1092	1	0	1274744.3445677	122457.169787612	1274028.34024632	122006.165974851
1093	1093	1	0	1277428.24884204	127456.723501717	1276934.72971247	128134.797295566
1094	1094	1	0	1281207.58995709	127145.353137969	1282482.12559767	126062.468598425
1095	1095	1	0	1281505.0624276	124554.469920403	1281233.33331999	125140.416665363
1096	1096	1	0	1285382.14378917	124150.356862583	1287002.17053266	125295.178293602
1097	1097	1	0	1287069.90520717	121327.905212695	1288341.40927452	122200.110760863
1098	1098	1	0	1289697.75216014	124319.792507085	1289697.75216014	124319.792507085
1099	1099	1	0	1288025.29069019	118206.534883034	1288316.56750277	120011.604118719
1100	1100	1	0	1284448.7228226	117267.41304316	1285262.19176322	117052.849313465
1101	1101	1	0	1282808.80710334	120643.002537765	1282066.01851258	122313.29629573
1102	1102	1	0	1280045.66264546	121514.84738907	1279634.70586353	119770.735292356
1103	1103	1	0	1276190.34108329	120056.506976558	1276170.52325433	119187.451162652
1104	1104	1	0	1275087.78946697	120895.031578311	1274435.41374414	119729.585320187
1105	1105	1	0	1271730.46153455	119915.166153477	1272707.98666497	119463.394666507
1106	1106	1	0	1269010.11400445	120170.034201759	1269874.28570862	119455.633928038
1107	1107	1	0	1267055.95573186	119571.923541007	1267699.07974682	119345.674845894
1108	1108	1	0	1263487.2600327	119628.438045166	1262985.80807443	120319.070706463
1109	1109	1	0	1259060.45248679	120072.819004344	1259396.07973004	120034.684384983
1110	1110	1	0	1253588.45237349	122083.404761178	1251392.85705347	120757.071419946
1111	1111	1	0	1255875.99647045	120234.149911605	1254904.99999064	119345.97761105
1112	1112	1	0	1252702.70440055	119881.784591006	1252670.38456721	119782.038456931
1113	1113	1	0	1253102.73100359	116038.517453561	1253242.49998695	116447.031248787
1114	1114	1	0	1255269.3543741	117640.949784623	1256110.64813652	117948.962961871
1115	1115	1	0	1256378.66855346	114413.413597572	1256993.70965715	113338.193546559
1116	1116	1	0	1259848.12635891	117586.141611944	1260314.88094488	117804.13095168
1117	1117	1	0	1258476.98648479	114442.483783629	1258427.82603224	113891.173908092
1118	1118	1	0	1260443.68945689	114861.970085306	1260665.02824503	113864.031073125
1119	1119	1	0	1262623.10344638	117904.913043302	1263334.72726124	117112.827271663
1120	1120	1	0	1262960.13392763	114514.731398724	1263166.94214354	113953.421487132
1121	1121	1	0	1266293.76988829	116855.966952121	1267213.51514768	116286.54242389
1122	1122	1	0	1265966.16799899	113800.315999909	1266010.3773346	114189.320752562
1123	1123	1	0	1269733.10086382	116752.32449561	1271003.09968748	117841.266355048
1124	1124	1	0	1272764.99968181	114950.249971262	1271492.35048191	114121.362700928
1125	1125	1	0	1275273.48440184	117417.293113527	1275273.48440184	117417.293113527
1126	1126	1	0	1274480.91247554	114820.759776429	1273814.55237853	116156.243809303
1127	1127	1	0	1276639.4498286	112615.795610002	1276639.4498286	112615.795610002
1128	1128	1	0	1281271.3021213	117378.346849188	1279514.83694957	115724.55978198
1129	1129	1	0	1284094.7169569	112608.924526177	1285442.99998715	111023.70999889
1130	1130	1	0	1284529.55306904	107902.770949419	1286049.05796636	107149.586956134
1131	1131	1	0	1281398.42783175	109872.930412088	1280223.09090133	110292.81818115
1132	1132	1	0	1279464.62744596	107204.125489776	1279525.45882052	108003.512940922
1133	1133	1	0	1275419.74999812	106300.014705726	1275797.79997448	106564.499997869
1134	1134	1	0	1274013.59994904	111164.959995553	1273676.55110998	110947.013333235
1135	1135	1	0	1273651.99974527	106829.799978634	1273470.33027406	107915.69174302
1136	1136	1	0	1272530.90897522	105827.727263107	1272320.61261032	107840.066666472
1137	1137	1	0	1269002.71929268	110427.127192498	1270398.10682145	111180.5288207
1138	1138	1	0	1268754.16656094	107902.833324341	1271375.79708302	108911.797099871
1139	1139	1	0	1268134.49028972	112351.266990155	1268479.36154323	112422.547884104
1140	1140	1	0	1266853.55992618	108664.157423777	1266883.82812005	108221.238280827
1141	1141	1	0	1264219.63903574	108953.248662956	1264315.34481669	109987.80172319
1142	1142	1	0	1262242.58695378	109239.902173676	1261955.24850644	112571.065606138
1143	1143	1	0	1260425.1344733	109741.249388664	1260944.31451104	111236.193547939
1144	1144	1	0	1258485.24193295	110705.090725583	1256876.50348771	111764.720278939
1145	1145	1	0	1263868.37499684	105618.697499736	1262193.7499737	106542.770831114
1146	1146	1	0	1267217.5085281	103998.307166881	1267407.34298905	104565.318840075
1147	1147	1	0	1272430.9230704	104900.153845616	1272234.53780978	104720.613444938
1148	1148	1	0	1268600.55548508	99626.3667477985	1269909.99987301	100446.999989955
1149	1149	1	0	1273823.37499682	101199.699999897	1273404.66664969	102608.576249032
1150	1150	1	0	1274825.2140053	98695.2873009556	1274136.36357845	98608.109727336
1151	1151	1	0	1275808.18181477	103867.291443573	1276089.99988399	102959.727263367
1152	1152	1	0	1278483.78377802	103196.68468422	1279127.11537232	104673.057691301
1153	1153	1	0	1278143.6412974	100109.299974891	1278037.69229365	101741.03846042
1154	1154	1	0	1283456.37449688	103157.61752947	1282912.38092184	102883.357140408
1155	1155	1	0	1280968.69882854	99078.4108773697	1283712.64461749	99260.0233086012
1156	1156	1	0	1288113.27472244	98828.3074527935	1288477.9999141	98660.9927034226
1157	1157	1	0	1290616.11887661	98632.0464394452	1290763.1578268	98545.0842879713
1158	1158	1	0	1296831.16564318	99021.440107478	1295523.25434235	98889.7562215025
1159	1159	1	0	1307162.76594354	98572.6468589514	1309366.15374543	97888.8767986239
1160	1160	1	0	1298821.70393898	105371.587859313	1299966.42854048	105400.357140348
1161	1161	1	0	1296245.3672292	104072.199623156	1294965.09933632	104154.467991055
1162	1162	1	0	1291909.74789761	101379.312359302	1291327.18146552	100472.781209652
1163	1163	1	0	1287774.8536554	100655.531650194	1287068.76205581	101594.889218325
1164	1164	1	0	1288319.21428111	103899.889285343	1288135.77777205	103431.217777318
1165	1165	1	0	1288177.1739105	107014.391304136	1289510.01159943	108700.751740013
1166	1166	1	0	1290431.69178675	111690.772377696	1290431.69178675	111690.772377696
1167	1167	1	0	1293079.99967673	113240.49997169	1291214.11368846	106853.196918699
1168	1168	1	0	1295817.39529472	108425.683878308	1295675.70402113	108617.682471108
1169	1169	1	0	1298838.60730297	107464.735159572	1298784.84373985	108674.007811651
1170	1170	1	0	1303541.44413991	107464.565394949	1303529.83271133	107882.654274892
1171	1171	1	0	1315863.19586272	98884.7124678466	1321195.86204619	92848.4692873647
1172	1172	1	0	1298522.55881971	111487.202940849	1298196.52630896	111118.73684152
1173	1173	1	0	1296909.97613056	112764.360381592	1296675.46325671	112095.602236243
1174	1174	1	0	1295563.95833126	111201.972756232	1295275.70491662	111939.412021736
1175	1175	1	0	1291073.63630495	116482.772721978	1290309.45898666	115190.735601994
1176	1176	1	0	1292515.21738007	114857.539129436	1292364.29863669	114979.628958756
1177	1177	1	0	1292681.58728107	115849.61904578	1292607.92634004	117872.67814242
1178	1178	1	0	1293958.03148587	114532.417321933	1294303.49264468	114896.332720377
1179	1179	1	0	1293868.61384858	115625.821781033	1294225.10178035	115819.299618247
1180	1180	1	0	1294167.26881442	117778.012902973	1294696.65112565	118360.214452122
1181	1181	1	0	1296443.99216967	114634.772993905	1295704.89050622	115057.635036076
1182	1182	1	0	1296603.06603162	116107.249999452	1296247.02549391	115816.50991485
1183	1183	1	0	1296586.61434687	117407.479820365	1296252.09999352	117175.984999414
1184	1184	1	0	1296610.23165523	118517.142856685	1296719.33332716	118936.757142291
1185	1185	1	0	1299367.66989976	114605.140776421	1300369.62263333	114008.471697396
1186	1186	1	0	1299283.2044175	116633.193369951	1298464.63686788	117315.843575091
1187	1187	1	0	1302549.80805892	117106.731285764	1302468.7499186	116752.624992703
1188	1188	1	0	1305153.26387983	117060.437499187	1306586.72727133	117263.73689827
1189	1189	1	0	1307660.24913404	118527.964013759	1308249.04755675	119290.523803843
1190	1190	1	0	1305825.4157274	119086.051685126	1306914.11760862	119227.558820023
1191	1191	1	0	1302878.92404788	119292.122362618	1302762.99064203	118498.757008238
1192	1192	1	0	1298440.97072219	118875.403697814	1297582.11537214	118808.451921935
1193	1193	1	0	1293219.99935339	124431.999937784	1291916.38952017	122444.346241318
1194	1194	1	0	1295032.17922541	122481.701120101	1295032.17922541	122481.701120101
1195	1195	1	0	1294724.24999915	125908.161184128	1294724.24999915	125908.161184128
1196	1196	1	0	1297126.47618801	121448.247618816	1296644.16927493	120752.899686142
1197	1197	1	0	1299499.66980826	121481.132075185	1299332.0833256	121339.392856421
1198	1198	1	0	1297499.8897035	123193.187499774	1297054.64898394	123488.932917124
1199	1199	1	0	1297048.53356661	126280.533568681	1296433.00480458	125951.824518928
1200	1200	1	0	1300484.27418306	123565.040321584	1300425.99986996	124868.699987513
1201	1201	1	0	1302290.16286221	121019.37459244	1303196.92297668	121398.230759892
1202	1202	1	0	1302636.69387223	126104.522448465	1302637.72721352	125260.181812488
1203	1203	1	0	1306271.77472726	120950.751064779	1305556.49999275	122397.355554876
1204	1204	1	0	1304572.21648812	124427.494844719	1304324.99934784	124436.999937782
1205	1205	1	0	1305100.09432731	128436.679244071	1304569.99994982	128349.884610448
1206	1206	1	0	1308928.76447371	122201.498069026	1308459.08449783	121771.028168157
1207	1207	1	0	1308511.60599292	124735.937901232	1308195.67564032	125239.945942561
1208	1208	1	0	1308595.63828395	127854.563828427	1308270.7189457	127700.418299819
1209	1209	1	0	1311724.7777632	126088.31110971	1310822.41378745	124913.603447737
1210	1210	1	0	1317486.42200626	131723.770640993	1318475.76920541	132873.211535906
1211	1211	1	0	1315679.08015596	132046.590012967	1315348.89867262	132331.035241708
1212	1212	1	0	1312112.33880997	131715.556257735	1311303.83927401	131465.321427398
1213	1213	1	0	1309139.35677418	132379.421097657	1309472.03207856	132932.155079503
1214	1214	1	0	1306235.79634124	131367.989555793	1303667.09676368	131532.451611842
1215	1215	1	0	1302349.54543975	130209.511362157	1301189.99869881	129910.999870089
1216	1216	1	0	1296578.83176964	129601.042055469	1296101.813378	129189.325703998
1217	1217	1	0	1294530.53569117	130679.839283381	1294225.23858787	129820.615145094
1218	1218	1	0	1294182.63051949	127865.365461591	1294182.63051949	127865.365461591
1219	1219	1	0	1292624.67402077	130271.099297763	1292624.67402077	130271.099297763
1220	1220	1	0	1291248.23528869	130240.352940629	1291248.23528869	130240.352940629
1221	1221	1	0	1292734.99967682	133415.499966646	1291614.55846947	136135.737469842
1222	1222	1	0	1295103.28571164	136475.559183395	1293839.27909734	136391.807893622
1223	1223	1	0	1300296.14084141	135704.577464406	1300055.34652178	136738.207919438
1224	1224	1	0	1299784.00584415	138504.494151642	1300728.09843255	137812.016778369
1225	1225	1	0	1301977.31301578	137428.365650589	1301542.50477763	137732.816443331
1226	1226	1	0	1303917.92986278	135652.888008896	1302972.10255742	137251.35384545
1227	1227	1	0	1303783.90026598	138171.850400589	1302735.67838541	138384.864320913
1228	1228	1	0	1306012.47572499	134135.300970548	1306141.3332898	134896.299995503
1229	1229	1	0	1306298.78109128	137410.189054385	1306833.33332922	137471.298741706
1230	1230	1	0	1309032.8965427	135477.862068031	1309507.16762753	134090.502889915
1231	1231	1	0	1309117.69595889	137263.679334591	1309388.39994762	137307.199994508
1232	1232	1	0	1312953.42240358	136083.542651453	1313184.07766353	136683.558251764
1233	1233	1	0	1319598.50180267	136721.826714555	1319525.51400636	136076.467288448
1234	1234	1	0	1323485.88427803	136658.386462733	1322153.22195389	137070.102624971
1235	1235	1	0	1329969.69695962	141084.333332265	1329965.75340644	141540.972600801
1236	1236	1	0	1328664.65713906	142253.068571022	1327532.60866679	143092.391301237
1237	1237	1	0	1322841.14354909	140189.06082691	1323257.93938592	140620.333332481
1238	1238	1	0	1319084.40740496	139768.879629371	1318564.63766205	139836.304345799
1239	1239	1	0	1313187.55467066	141076.339960098	1311915.74467155	141821.751772044
1240	1240	1	0	1308990.81632119	139842.314285144	1309009.70872516	140339.058251065
1241	1241	1	0	1309755.8990495	142865.630914376	1310169.06245906	143540.968745514
1242	1242	1	0	1306277.70269917	139900.524323946	1306692.33328978	140399.09999532
1243	1243	1	0	1305946.08694233	142634.586954971	1306199.99973876	142492.999971501
1244	1244	1	0	1303242.26932506	140011.482543466	1304178.82349105	139469.058819427
1245	1245	1	0	1302110.26272364	140165.192117996	1301515.08531979	140228.34129645
1246	1246	1	0	1303279.06014793	143559.781954617	1302576.57284553	143116.546357379
1247	1247	1	0	1299991.5812582	140992.206442064	1300690.89418584	140304.360655529
1248	1248	1	0	1299868.87294816	142878.926229215	1300093.29948909	143617.205583392
1249	1249	1	0	1296266.52121055	140115.496969527	1295163.28243286	141008.97709816
1250	1250	1	0	1296968.31578606	143089.736841729	1297127.22215016	142590.222214301
1251	1251	1	0	1294746.04648152	142127.348833904	1294550.0742091	142443.873840181
1252	1252	1	0	1295098.66664508	143632.566664273	1294638.32369194	143499.104045413
1253	1253	1	0	1293934.03843666	140218.192304996	1294293.09823352	139373.413097886
1254	1254	1	0	1293272.83581124	140220.26865567	1293253.11110153	138862.474073045
1255	1255	1	0	1293438.61107518	141249.611107188	1293212.01702018	142021.269787113
1256	1256	1	0	1294054.28552942	143749.428550893	1293361.64414123	143510.889639316
1257	1257	1	0	1292291.86721455	140214.423235933	1292395.52106144	139167.390243594
1258	1258	1	0	1291314.1553373	139588.001941477	1291314.1553373	139588.001941477
1259	1259	1	0	1292012.67532132	142031.350648982	1292126.5330836	142262.488350287
1260	1260	1	0	1292094.01301378	143851.377440191	1292094.01301378	143851.377440191
1261	1261	1	0	1292962.90734411	145174.20447238	1293067.14283405	145045.303568838
1262	1262	1	0	1294206.09004433	146555.632701075	1294314.5825579	146090.760667632
1263	1263	1	0	1296699.74948564	148418.357449963	1295350.992365	147281.532169959
1264	1264	1	0	1298802.92410424	146233.256696102	1299205.03545178	144920.404254291
1265	1265	1	0	1300554.59427052	145550.042959254	1300827.96969303	144763.899999561
1266	1266	1	0	1302924.69405481	145176.708041831	1302067.68637197	144831.149099885
1267	1267	1	0	1302652.44509326	148582.767203296	1302758.543683	148241.635921611
1268	1268	1	0	1304539.91666304	146542.811110704	1304919.13037805	147384.521732722
1269	1269	1	0	1305841.76300201	147286.549132522	1305663.14281984	147630.657138639
1270	1270	1	0	1309222.52554553	144892.170802708	1308051.92981691	145301.269004998
1271	1271	1	0	1308901.40589272	147684.621314858	1307858.05551923	147629.472218121
1272	1272	1	0	1312265.99999596	144929.615384169	1310891.00839235	144245.277309712
1273	1273	1	0	1311524.28570735	147076.560845783	1312007.499672	147724.249963069
1274	1274	1	0	1314643.42101804	146942.289469817	1313713.57138165	147619.749994728
1275	1275	1	0	1317225.2747108	146686.395602784	1316693.07682179	145370.461527279
1276	1276	1	0	1319772.02529975	146502.012656373	1319573.99996701	147315.149996317
1277	1277	1	0	1322189.99997997	145832.621209912	1322601.42847696	145409.999989614
1278	1278	1	0	1327618.89569738	145981.184048184	1326946.3272679	144958.098181291
1279	1279	1	0	1334305.9999843	144717.141174768	1334734.06245829	144995.406245469
1280	1280	1	0	1334459.38051916	148919.982299567	1336906.24983289	148615.749981423
1281	1281	1	0	1335742.8455176	152163.024389007	1337466.89264781	149680.28248503
1282	1282	1	0	1329355.98900368	152714.631867293	1329486.7856668	155174.642851601
1283	1283	1	0	1325915.31643891	150933.784808216	1326226.24983422	150867.249981142
1284	1284	1	0	1319209.78258002	152626.108692334	1321172.49993394	156512.599992174
1285	1285	1	0	1314671.20688522	152467.732757306	1314812.22217353	152764.962957305
1286	1286	1	0	1311530.54792724	153205.369860915	1310877.20586308	150222.838233085
1287	1287	1	0	1314149.51806437	156134.13252918	1313873.10340297	156071.413787722
1288	1288	1	0	1314616.31428196	158426.034285262	1314142.59257637	158113.09876348
1289	1289	1	0	1311999.97876579	158248.537154653	1311899.58327867	158587.958326726
1290	1290	1	0	1309131.6349785	150647.526615683	1308989.20453058	150796.545452832
1291	1291	1	0	1308861.55843816	153245.994804797	1308921.99973822	153989.199969202
1292	1292	1	0	1309478.41423524	156264.433656452	1309151.26153443	155622.363076444
1293	1293	1	0	1306665.29616497	150653.278745382	1306767.99993466	151020.349992449
1294	1294	1	0	1306741.07398256	153306.568018727	1306286.21357955	152744.553396575
1295	1295	1	0	1306806.5097988	155778.690195468	1306028.33326078	155381.611102479
1296	1296	1	0	1306187.69840924	158580.732803813	1305651.25983224	159174.842518432
1297	1297	1	0	1303960.2736286	150806.810944899	1303333.21423917	150684.357137476
1298	1298	1	0	1303894.90450626	153668.433918905	1303156.52481345	154214.553190396
1299	1299	1	0	1303625.46391305	156274.195875752	1303143.60248177	155281.832297815
1300	1300	1	0	1301141.46788692	149842.901375803	1301192.94109993	149620.352932375
1301	1301	1	0	1301319.24637304	153401.573912599	1302313.80951495	154228.707481944
1302	1302	1	0	1301934.23230801	155870.006675359	1301385.34561612	156239.801842598
1303	1303	1	0	1299128.28693512	152016.79657355	1298765.26312372	151611.578943379
1304	1304	1	0	1298784.09999567	156008.923332813	1297508.95832658	154321.69270753
1305	1305	1	0	1300746.08490259	158580.622641135	1301613.93256964	158684.797751026
1306	1306	1	0	1298760.21543869	162034.716337377	1299331.63481677	163497.286623857
1307	1307	1	0	1301738.04761595	162202.707142471	1302422.58426479	164476.91760238
1308	1308	1	0	1304020.30172226	161612.683907814	1304879.59998695	161649.579998384
1309	1309	1	0	1304345.83534793	164353.622275631	1303234.0950616	164445.100548145
1310	1310	1	0	1306792.62569102	161470.240222562	1307337.14267038	161922.714262582
1311	1311	1	0	1306973.18181158	163952.141413313	1307429.99991829	164363.187489727
1312	1312	1	0	1310888.1891565	161609.605536146	1310852.39765315	161708.181285604
1313	1313	1	0	1312076.04938002	165209.582304187	1313387.99993433	165102.199991745
1314	1314	1	0	1314801.79044918	163112.729442755	1314428.22221735	163825.981480875
1315	1315	1	0	1318050.02624326	162916.782151803	1320588.70965612	162606.322578023
1316	1316	1	0	1325070.22332177	161635.11166213	1323880.22725768	161610.056816345
1317	1317	1	0	1330153.92156428	163141.081698813	1330382.95451522	159061.749996385
1318	1318	1	0	1333662.45612865	161172.377191569	1334464.99998373	162659.268290699
1319	1319	1	0	1337967.49999096	154936.844593548	1338568.7499761	154165.64285439
1320	1320	1	0	1339225.93021699	158279.116277229	1339984.99988833	158178.999986818
1321	1321	1	0	1343773.38708955	155498.774192712	1343490.69443511	153397.576387824
1322	1322	1	0	1345406.40775393	160697.427182906	1346107.82602843	160983.217384305
1323	1323	1	0	1350478.43881287	160581.569619576	1350002.35291471	159174.509800801
1324	1324	1	0	1346796.34614521	167745.820511745	1345970.39994616	167800.199993288
1325	1325	1	0	1334745.45448478	164810.499992509	1337455.26314382	163673.04210354
1326	1326	1	0	1330037.89473101	168384.333332595	1329733.94733343	170059.289469209
1327	1327	1	0	1322607.41247896	166301.806696855	1322902.65305583	166680.302040136
1328	1328	1	0	1320377.32978583	165832.088297696	1320338.60463581	166635.720928295
1329	1329	1	0	1317241.47356432	164433.893138173	1315537.73683518	164673.273683344
1330	1330	1	0	1316505.55383322	166833.828814743	1314159.95355834	165849.134674666
1331	1331	1	0	1317241.40730539	171918.564275816	1318124.70580482	171516.647048734
